Date,GKOS
2015-06-25,31.219999313354492
2015-06-26,28.0
2015-06-29,28.0
2015-06-30,28.979999542236328
2015-07-01,28.0
2015-07-02,28.09000015258789
2015-07-06,30.010000228881836
2015-07-07,29.0
2015-07-08,29.0
2015-07-09,30.239999771118164
2015-07-10,30.75
2015-07-13,30.0
2015-07-14,29.75
2015-07-15,29.18000030517578
2015-07-16,28.639999389648438
2015-07-17,31.950000762939453
2015-07-20,31.010000228881836
2015-07-21,31.979999542236328
2015-07-22,30.719999313354492
2015-07-23,32.0
2015-07-24,32.119998931884766
2015-07-27,30.610000610351562
2015-07-28,30.770000457763672
2015-07-29,32.0
2015-07-30,32.31999969482422
2015-07-31,31.790000915527344
2015-08-03,31.690000534057617
2015-08-04,32.2599983215332
2015-08-05,32.29999923706055
2015-08-06,30.200000762939453
2015-08-07,30.600000381469727
2015-08-10,31.479999542236328
2015-08-11,32.7400016784668
2015-08-12,31.8700008392334
2015-08-13,32.72999954223633
2015-08-14,31.799999237060547
2015-08-17,31.8700008392334
2015-08-18,32.90999984741211
2015-08-19,32.849998474121094
2015-08-20,32.0099983215332
2015-08-21,32.63999938964844
2015-08-24,28.799999237060547
2015-08-25,27.84000015258789
2015-08-26,28.110000610351562
2015-08-27,27.850000381469727
2015-08-28,28.739999771118164
2015-08-31,29.3700008392334
2015-09-01,29.510000228881836
2015-09-02,29.850000381469727
2015-09-03,29.899999618530273
2015-09-04,30.260000228881836
2015-09-08,32.189998626708984
2015-09-09,31.290000915527344
2015-09-10,31.739999771118164
2015-09-11,31.700000762939453
2015-09-14,30.899999618530273
2015-09-15,31.450000762939453
2015-09-16,31.389999389648438
2015-09-17,31.700000762939453
2015-09-18,30.549999237060547
2015-09-21,27.280000686645508
2015-09-22,27.510000228881836
2015-09-23,26.899999618530273
2015-09-24,25.639999389648438
2015-09-25,24.719999313354492
2015-09-28,22.690000534057617
2015-09-29,23.5
2015-09-30,24.190000534057617
2015-10-01,22.450000762939453
2015-10-02,22.010000228881836
2015-10-05,21.0
2015-10-06,20.43000030517578
2015-10-07,21.43000030517578
2015-10-08,20.850000381469727
2015-10-09,20.68000030517578
2015-10-12,20.850000381469727
2015-10-13,21.93000030517578
2015-10-14,21.700000762939453
2015-10-15,22.34000015258789
2015-10-16,22.8799991607666
2015-10-19,23.010000228881836
2015-10-20,22.43000030517578
2015-10-21,21.93000030517578
2015-10-22,21.270000457763672
2015-10-23,21.959999084472656
2015-10-26,21.709999084472656
2015-10-27,21.0
2015-10-28,20.31999969482422
2015-10-29,20.290000915527344
2015-10-30,20.040000915527344
2015-11-02,19.559999465942383
2015-11-03,20.34000015258789
2015-11-04,20.850000381469727
2015-11-05,19.459999084472656
2015-11-06,19.540000915527344
2015-11-09,19.06999969482422
2015-11-10,18.760000228881836
2015-11-11,21.989999771118164
2015-11-12,21.989999771118164
2015-11-13,24.110000610351562
2015-11-16,24.270000457763672
2015-11-17,24.540000915527344
2015-11-18,25.6200008392334
2015-11-19,25.610000610351562
2015-11-20,25.90999984741211
2015-11-23,25.329999923706055
2015-11-24,26.34000015258789
2015-11-25,26.8700008392334
2015-11-27,26.260000228881836
2015-11-30,25.899999618530273
2015-12-01,24.809999465942383
2015-12-02,24.6200008392334
2015-12-03,23.329999923706055
2015-12-04,23.670000076293945
2015-12-07,23.450000762939453
2015-12-08,23.530000686645508
2015-12-09,23.81999969482422
2015-12-10,23.739999771118164
2015-12-11,22.209999084472656
2015-12-14,21.969999313354492
2015-12-15,23.149999618530273
2015-12-16,24.780000686645508
2015-12-17,24.81999969482422
2015-12-18,24.360000610351562
2015-12-21,24.43000030517578
2015-12-22,25.209999084472656
2015-12-23,25.90999984741211
2015-12-24,25.979999542236328
2015-12-28,25.579999923706055
2015-12-29,25.030000686645508
2015-12-30,24.860000610351562
2015-12-31,24.690000534057617
2016-01-04,23.850000381469727
2016-01-05,24.8700008392334
2016-01-06,24.84000015258789
2016-01-07,25.0
2016-01-08,24.940000534057617
2016-01-11,25.020000457763672
2016-01-12,25.1200008392334
2016-01-13,18.59000015258789
2016-01-14,19.530000686645508
2016-01-15,19.1200008392334
2016-01-19,16.229999542236328
2016-01-20,16.239999771118164
2016-01-21,16.190000534057617
2016-01-22,16.34000015258789
2016-01-25,15.739999771118164
2016-01-26,15.399999618530273
2016-01-27,14.920000076293945
2016-01-28,15.0
2016-01-29,16.31999969482422
2016-02-01,16.459999084472656
2016-02-02,16.850000381469727
2016-02-03,16.690000534057617
2016-02-04,16.75
2016-02-05,15.819999694824219
2016-02-08,14.8100004196167
2016-02-09,14.90999984741211
2016-02-10,15.600000381469727
2016-02-11,15.489999771118164
2016-02-12,15.359999656677246
2016-02-16,15.479999542236328
2016-02-17,16.299999237060547
2016-02-18,16.18000030517578
2016-02-19,16.56999969482422
2016-02-22,16.729999542236328
2016-02-23,16.510000228881836
2016-02-24,16.440000534057617
2016-02-25,16.100000381469727
2016-02-26,16.579999923706055
2016-02-29,16.459999084472656
2016-03-01,16.8700008392334
2016-03-02,15.989999771118164
2016-03-03,15.90999984741211
2016-03-04,16.399999618530273
2016-03-07,17.190000534057617
2016-03-08,17.15999984741211
2016-03-09,17.1200008392334
2016-03-10,16.489999771118164
2016-03-11,17.139999389648438
2016-03-14,16.950000762939453
2016-03-15,15.75
2016-03-16,15.65999984741211
2016-03-17,16.350000381469727
2016-03-18,16.670000076293945
2016-03-21,16.280000686645508
2016-03-22,16.270000457763672
2016-03-23,16.360000610351562
2016-03-24,16.010000228881836
2016-03-28,15.930000305175781
2016-03-29,15.800000190734863
2016-03-30,17.100000381469727
2016-03-31,16.860000610351562
2016-04-01,17.139999389648438
2016-04-04,17.270000457763672
2016-04-05,16.489999771118164
2016-04-06,17.190000534057617
2016-04-07,17.100000381469727
2016-04-08,16.559999465942383
2016-04-11,16.5
2016-04-12,16.989999771118164
2016-04-13,17.420000076293945
2016-04-14,18.229999542236328
2016-04-15,18.549999237060547
2016-04-18,19.110000610351562
2016-04-19,18.829999923706055
2016-04-20,18.18000030517578
2016-04-21,17.989999771118164
2016-04-22,18.450000762939453
2016-04-25,18.739999771118164
2016-04-26,18.84000015258789
2016-04-27,18.81999969482422
2016-04-28,18.75
2016-04-29,18.84000015258789
2016-05-02,19.780000686645508
2016-05-03,19.8700008392334
2016-05-04,24.770000457763672
2016-05-05,23.5
2016-05-06,23.030000686645508
2016-05-09,24.079999923706055
2016-05-10,24.25
2016-05-11,23.6299991607666
2016-05-12,24.0
2016-05-13,24.229999542236328
2016-05-16,24.440000534057617
2016-05-17,24.440000534057617
2016-05-18,24.200000762939453
2016-05-19,23.90999984741211
2016-05-20,24.200000762939453
2016-05-23,23.959999084472656
2016-05-24,24.549999237060547
2016-05-25,24.790000915527344
2016-05-26,24.469999313354492
2016-05-27,24.360000610351562
2016-05-31,24.350000381469727
2016-06-01,24.31999969482422
2016-06-02,24.690000534057617
2016-06-03,24.809999465942383
2016-06-06,26.200000762939453
2016-06-07,26.950000762939453
2016-06-08,26.899999618530273
2016-06-09,26.959999084472656
2016-06-10,27.290000915527344
