Date,EXPD
2010-01-04,28.743408203125
2010-01-05,28.94005012512207
2010-01-06,28.268169403076172
2010-01-07,28.096111297607422
2010-01-08,28.39107894897461
2010-01-11,28.505794525146484
2010-01-12,28.259979248046875
2010-01-13,28.522174835205078
2010-01-14,28.440235137939453
2010-01-15,28.243593215942383
2010-01-19,28.23539924621582
2010-01-20,28.15345573425293
2010-01-21,28.972827911376953
2010-01-22,28.333724975585938
2010-01-25,28.40746307373047
2010-01-26,28.309139251708984
2010-01-27,28.440235137939453
2010-01-28,28.104297637939453
2010-01-29,27.940420150756836
2010-02-01,28.23539924621582
2010-02-02,28.513978958129883
2010-02-03,27.833904266357422
2010-02-04,27.383255004882812
2010-02-05,27.063695907592773
2010-02-08,27.006351470947266
2010-02-09,27.4160213470459
2010-02-10,27.12105369567871
2010-02-11,26.998153686523438
2010-02-12,26.932605743408203
2010-02-16,27.792938232421875
2010-02-17,28.0141658782959
2010-02-18,27.809324264526367
2010-02-19,28.120685577392578
2010-02-22,28.309139251708984
2010-02-23,30.242849349975586
2010-02-24,29.98064422607422
2010-02-25,29.997045516967773
2010-02-26,29.882326126098633
2010-03-01,29.775800704956055
2010-03-02,29.76761245727539
2010-03-03,29.60373878479004
2010-03-04,29.751239776611328
2010-03-05,29.972454071044922
2010-03-08,29.89052391052246
2010-03-09,30.005229949951172
2010-03-10,30.357563018798828
2010-03-11,30.52962875366211
2010-03-12,30.488662719726562
2010-03-15,30.34117317199707
2010-03-16,30.718080520629883
2010-03-17,30.791831970214844
2010-03-18,31.16053581237793
2010-03-19,31.635765075683594
2010-03-22,31.439125061035156
2010-03-23,31.48009490966797
2010-03-24,30.996675491333008
2010-03-25,30.480464935302734
2010-03-26,30.046199798583984
2010-03-29,30.332975387573242
2010-03-30,30.332975387573242
2010-03-31,30.251035690307617
2010-04-01,30.02980613708496
2010-04-05,30.283815383911133
2010-04-06,30.02161979675293
2010-04-07,29.931482315063477
2010-04-08,30.078977584838867
2010-04-09,30.480464935302734
2010-04-12,30.300201416015625
2010-04-13,30.43950080871582
2010-04-14,31.365379333496094
2010-04-15,32.651790618896484
2010-04-16,32.283077239990234
2010-04-19,32.22571563720703
2010-04-20,32.20114517211914
2010-04-21,33.06965637207031
2010-04-22,33.42198944091797
2010-04-23,33.31547546386719
2010-04-26,33.17618179321289
2010-04-27,32.42236328125
2010-04-28,32.58623504638672
2010-04-29,33.33185958862305
2010-04-30,33.35643768310547
2010-05-03,34.54452896118164
2010-05-04,33.61044692993164
2010-05-05,33.2990837097168
2010-05-06,31.979902267456055
2010-05-07,31.65216064453125
2010-05-10,33.72514343261719
2010-05-11,33.839874267578125
2010-05-12,34.732975006103516
2010-05-13,34.257755279541016
2010-05-14,33.58585739135742
2010-05-17,33.53670120239258
2010-05-18,32.99592208862305
2010-05-19,32.56983947753906
2010-05-20,31.144149780273438
2010-05-21,31.381759643554688
2010-05-24,30.701688766479492
2010-05-25,30.53781509399414
2010-05-26,30.570598602294922
2010-05-27,31.72389030456543
2010-05-28,31.50146484375
2010-06-01,30.809499740600586
2010-06-02,31.855697631835938
2010-06-03,32.00396728515625
2010-06-04,30.595300674438477
2010-06-07,29.61500358581543
2010-06-08,29.960987091064453
2010-06-09,29.722097396850586
2010-06-10,30.891870498657227
2010-06-11,31.2296199798584
2010-06-14,31.147239685058594
2010-06-15,32.127540588378906
2010-06-16,32.045162200927734
2010-06-17,31.872177124023438
2010-06-18,31.814510345458984
2010-06-21,31.732128143310547
2010-06-22,30.6694393157959
2010-06-23,30.504690170288086
2010-06-24,30.035137176513672
2010-06-25,30.158706665039062
2010-06-28,29.853904724121094
2010-06-29,28.766510009765625
2010-06-30,28.428752899169922
2010-07-01,28.445234298706055
2010-07-02,27.98391342163086
2010-07-06,28.03334617614746
2010-07-07,28.63469696044922
2010-07-08,29.137210845947266
2010-07-09,29.582046508789062
2010-07-12,29.73857307434082
2010-07-13,30.611780166625977
2010-07-14,32.65475845336914
2010-07-15,32.49823760986328
2010-07-16,31.84745979309082
2010-07-19,32.35820388793945
2010-07-20,32.89365768432617
2010-07-21,32.317012786865234
2010-07-22,33.49502182006836
2010-07-23,34.08815002441406
2010-07-26,34.895450592041016
2010-07-27,34.37646484375
2010-07-28,34.771888732910156
2010-07-29,34.59065246582031
2010-07-30,35.126121520996094
2010-08-02,35.38971710205078
2010-08-03,35.175540924072266
2010-08-04,36.460655212402344
2010-08-05,36.55126190185547
2010-08-06,36.15584182739258
2010-08-09,36.26293182373047
2010-08-10,35.216732025146484
2010-08-11,33.79983139038086
2010-08-12,33.70920181274414
2010-08-13,33.53620910644531
2010-08-16,33.84925842285156
2010-08-17,34.87897491455078
2010-08-18,34.80484390258789
2010-08-19,34.21994400024414
2010-08-20,34.31056594848633
2010-08-23,33.717437744140625
2010-08-24,33.099609375
2010-08-25,33.07490158081055
2010-08-26,33.04195022583008
2010-08-27,33.47032165527344
2010-08-30,32.81128692626953
2010-08-31,32.6218147277832
2010-09-01,33.74216079711914
2010-09-02,34.62361526489258
2010-09-03,35.52153015136719
2010-09-07,35.35676956176758
2010-09-08,35.603904724121094
2010-09-09,35.40619659423828
2010-09-10,35.958133697509766
2010-09-13,36.69953918457031
2010-09-14,36.48535919189453
2010-09-15,36.69953918457031
2010-09-16,36.238224029541016
2010-09-17,36.41122055053711
2010-09-20,37.04551696777344
2010-09-21,37.3008918762207
2010-09-22,37.0125846862793
2010-09-23,36.29588317871094
2010-09-24,37.56452178955078
2010-09-27,37.53155517578125
2010-09-28,38.12469482421875
2010-09-29,38.33062744140625
2010-09-30,38.083492279052734
2010-10-01,38.00112533569336
2010-10-04,37.56452178955078
2010-10-05,39.11322021484375
2010-10-06,38.91551971435547
2010-10-07,38.56953048706055
2010-10-08,39.220314025878906
2010-10-11,39.20383834838867
2010-10-12,39.393310546875
2010-10-13,40.06881332397461
