Date,HCC
2017-04-13,6.631975173950195
2017-04-17,7.0004191398620605
2017-04-18,6.801456928253174
2017-04-19,6.742506504058838
2017-04-20,6.845673561096191
2017-04-21,6.783037185668945
2017-04-24,6.893568515777588
2017-04-25,6.735141277313232
2017-04-26,6.797772407531738
2017-04-27,6.631975173950195
2017-04-28,6.6614508628845215
2017-05-01,6.631975173950195
2017-05-02,6.764614105224609
2017-05-03,6.631975173950195
2017-05-04,6.455123424530029
2017-05-05,6.477228164672852
2017-05-08,6.4256486892700195
2017-05-09,6.226687431335449
2017-05-10,6.351958751678467
2017-05-11,6.318800449371338
2017-05-12,6.26353120803833
2017-05-15,6.4330153465271
2017-05-16,6.25985050201416
2017-05-17,6.281952857971191
2017-05-18,6.315114498138428
2017-05-19,6.543549537658691
2017-05-22,6.705663681030273
2017-05-23,6.595132827758789
2017-05-24,6.532496452331543
2017-05-25,6.403174877166748
2017-05-26,6.325584888458252
2017-05-30,6.406869888305664
2017-05-31,6.31450080871582
2017-06-01,6.558358192443848
2017-06-02,6.358835697174072
2017-06-05,6.403174877166748
2017-06-06,6.458598613739014
2017-06-07,6.292331695556641
2017-06-08,6.443820476531982
2017-06-09,6.458598613739014
2017-06-12,6.447513580322266
2017-06-13,6.340363502502441
2017-06-14,6.392091274261475
2017-06-15,6.203653812408447
2017-06-16,5.860032558441162
2017-06-19,5.8193888664245605
2017-06-20,5.727018356323242
2017-06-21,5.72332239151001
2017-06-22,5.9597930908203125
2017-06-23,6.00782585144043
2017-06-26,5.981961727142334
2017-06-27,6.01521635055542
2017-06-28,6.262773513793945
2017-06-29,6.310802459716797
2017-06-30,6.329277515411377
2017-07-03,6.399481773376465
2017-07-05,6.5694451332092285
2017-07-06,6.550970077514648
2017-07-07,6.525104999542236
2017-07-10,6.6248650550842285
2017-07-11,6.86503267288208
2017-07-12,6.953709602355957
2017-07-13,6.927845001220703
2017-07-14,6.935234546661377
2017-07-17,7.252991676330566
2017-07-18,7.293631553649902
2017-07-19,7.22343111038208
2017-07-20,7.175398349761963
2017-07-21,7.134757041931152
2017-07-24,7.020216464996338
2017-07-25,7.371225833892822
2017-07-26,7.537496566772461
2017-07-27,7.640950679779053
2017-07-28,7.847862243652344
2017-07-31,8.076943397521973
2017-08-01,8.221041679382324
2017-08-02,8.339278221130371
2017-08-03,8.076943397521973
2017-08-04,8.882416725158691
2017-08-07,9.111501693725586
2017-08-08,9.02282428741455
2017-08-09,9.02282428741455
2017-08-10,8.785868644714355
2017-08-11,8.578533172607422
2017-08-14,8.993206024169922
2017-08-15,8.87472915649414
2017-08-16,9.115386009216309
2017-08-17,8.94877815246582
2017-08-18,8.97469425201416
2017-08-21,8.97469425201416
2017-08-22,9.263483047485352
2017-08-23,9.611510276794434
2017-08-24,9.67074966430664
2017-08-25,9.863275527954102
2017-08-28,9.955836296081543
2017-08-29,10.022479057312012
2017-08-30,9.985456466674805
2017-08-31,10.103937149047852
2017-09-01,10.044694900512695
2017-09-05,9.911408424377441
2017-09-06,9.85216999053955
2017-09-07,9.467118263244629
2017-09-08,9.322721481323242
2017-09-11,9.430089950561523
2017-09-12,9.29680347442627
2017-09-13,9.25607681274414
2017-09-14,9.045039176940918
2017-09-15,9.026527404785156
2017-09-18,9.126492500305176
2017-09-19,8.989503860473633
2017-09-20,9.008016586303711
2017-09-21,8.619260787963867
2017-09-22,8.64517879486084
2017-09-25,8.926562309265137
2017-09-26,8.65998649597168
2017-09-27,8.73033332824707
2017-09-28,8.626663208007812
2017-09-29,8.726630210876465
2017-10-02,8.793274879455566
2017-10-03,8.993206024169922
2017-10-04,8.84140396118164
2017-10-05,8.959880828857422
2017-10-06,8.741440773010254
2017-10-09,8.65998649597168
2017-10-10,8.62296199798584
2017-10-11,8.711821556091309
2017-10-12,8.845108032226562
2017-10-13,8.708114624023438
2017-10-16,8.711821556091309
2017-10-17,8.90064525604248
2017-10-18,8.741440773010254
2017-10-19,9.881787300109863
2017-10-20,10.152066230773926
2017-10-23,10.11504077911377
2017-10-24,10.218708038330078
2017-10-25,10.100231170654297
2017-10-26,9.815145492553711
2017-10-27,9.630024909973145
2017-10-30,9.655940055847168
2017-10-31,9.633724212646484
2017-11-01,9.866975784301758
2017-11-02,9.933746337890625
2017-11-03,9.926329612731934
2017-11-06,9.881814956665039
2017-11-07,9.815046310424805
2017-11-08,9.677801132202148
2017-11-09,9.625870704650879
2017-11-10,10.082122802734375
2017-11-13,10.338069915771484
2017-11-14,10.234209060668945
2017-11-15,10.334362983703613
2017-11-16,10.386298179626465
2017-11-17,10.497573852539062
2017-11-20,10.597729682922363
2017-11-21,10.71272087097168
2017-11-22,11.091075897216797
2017-11-24,12.188912391662598
2017-11-27,12.093963623046875
2017-11-28,12.283858299255371
2017-11-29,12.633977890014648
2017-11-30,13.18586254119873
2017-12-01,13.310482025146484
2017-12-04,13.565654754638672
2017-12-05,13.684332847595215
2017-12-06,13.76148509979248
2017-12-07,14.135339736938477
2017-12-08,14.182809829711914
2017-12-11,14.319299697875977
2017-12-12,14.313365936279297
2017-12-13,14.313365936279297
2017-12-14,13.880167007446289
2017-12-15,14.212484359741211
2017-12-18,14.36083698272705
2017-12-19,15.019540786743164
2017-12-20,15.019540786743164
2017-12-21,15.221307754516602
2017-12-22,15.375593185424805
2017-12-26,15.440869331359863
2017-12-27,15.013607025146484
2017-12-28,14.948328018188477
2017-12-29,14.924591064453125
2018-01-02,15.868134498596191
2018-01-03,15.885939598083496
2018-01-04,16.099567413330078
2018-01-05,15.998686790466309
2018-01-08,16.336944580078125
2018-01-09,15.832529067993164
2018-01-10,16.040225982666016
2018-01-11,16.924427032470703
2018-01-12,16.746397018432617
2018-01-16,16.247926712036133
2018-01-17,16.526838302612305
2018-01-18,16.11737060546875
2018-01-19,16.295398712158203
2018-01-22,16.69892692565918
2018-01-23,16.366609573364258
2018-01-24,16.68112564086914
2018-01-25,16.580244064331055
2018-01-26,17.007505416870117
2018-01-29,16.65145492553711
2018-01-30,16.259798049926758
2018-01-31,16.598047256469727
2018-02-01,16.841346740722656
2018-02-02,16.259798049926758
2018-02-05,15.862204551696777
2018-02-06,16.247926712036133
2018-02-07,16.11144256591797
2018-02-08,15.856266975402832
