Date,WAL
2010-01-04,3.444359540939331
2010-01-05,3.3830089569091797
2010-01-06,3.4005379676818848
2010-01-07,3.689758539199829
2010-01-08,3.9176299571990967
2010-01-11,4.092915058135986
2010-01-12,4.022801399230957
2010-01-13,4.022801399230957
2010-01-14,4.171793460845947
2010-01-15,4.066621780395508
2010-01-19,4.347079277038574
2010-01-20,4.557420253753662
2010-01-21,4.785292625427246
2010-01-22,4.6362996101379395
2010-01-25,4.566184997558594
2010-01-26,4.706413745880127
2010-01-27,4.680121898651123
2010-01-28,4.557420253753662
2010-01-29,4.4960713386535645
2010-02-01,4.390900611877441
2010-02-02,4.364607810974121
2010-02-03,4.198085784912109
2010-02-04,3.9088656902313232
2010-02-05,3.8738086223602295
2010-02-08,3.9088656902313232
2010-02-09,4.075387001037598
2010-02-10,4.075387001037598
2010-02-11,4.084150314331055
2010-02-12,4.066621780395508
2010-02-16,4.206851482391357
2010-02-17,4.224379062652588
2010-02-18,4.513599872589111
2010-02-19,4.566184997558594
2010-02-22,4.7765278816223145
2010-02-23,4.767765045166016
2010-02-24,4.951814651489258
2010-02-25,5.170920372009277
2010-02-26,5.048222064971924
2010-03-01,5.092041492462158
2010-03-02,5.144628524780273
2010-03-03,4.94304895401001
2010-03-04,5.013164043426514
2010-03-05,5.118335247039795
2010-03-08,5.109570503234863
2010-03-09,5.109570503234863
2010-03-10,5.197213172912598
2010-03-11,5.258563041687012
2010-03-12,5.284855842590332
2010-03-15,5.100807189941406
2010-03-16,5.214742183685303
2010-03-17,5.232269763946533
2010-03-18,5.170920372009277
2010-03-19,5.170920372009277
2010-03-22,5.179684638977051
2010-03-23,5.162156105041504
2010-03-24,5.109570503234863
2010-03-25,5.013164043426514
2010-03-26,4.9693427085876465
2010-03-29,4.995635986328125
2010-03-30,4.899228096008301
2010-03-31,4.986871242523193
2010-04-01,4.995635986328125
2010-04-05,5.197213172912598
2010-04-06,5.39002799987793
2010-04-07,5.512727737426758
2010-04-08,5.696776390075684
2010-04-09,5.556549072265625
2010-04-12,5.477670669555664
2010-04-13,5.381263256072998
2010-04-14,5.801948547363281
2010-04-15,5.968469619750977
2010-04-16,5.652956485748291
2010-04-19,5.775656223297119
2010-04-20,5.810713768005371
2010-04-21,6.257689952850342
2010-04-22,6.432976245880127
2010-04-23,7.651210308074951
2010-04-26,7.730087757110596
2010-04-27,7.966723442077637
2010-04-28,7.914137840270996
2010-04-29,7.782671928405762
2010-04-30,7.6249165534973145
2010-05-03,7.5810956954956055
2010-05-04,7.475923538208008
2010-05-05,7.528512001037598
2010-05-06,7.195467948913574
2010-05-07,6.844897270202637
2010-05-10,7.38828182220459
2010-05-11,7.67750358581543
2010-05-12,7.782671928405762
2010-05-13,7.712560176849365
2010-05-14,7.510982513427734
2010-05-17,7.493453502655029
2010-05-18,7.2217607498168945
2010-05-19,7.335694313049316
2010-05-20,6.722198009490967
2010-05-21,6.8799543380737305
2010-05-24,6.8010759353637695
2010-05-25,6.757254600524902
2010-05-26,6.83613395690918
2010-05-27,7.239288806915283
2010-05-28,7.055240631103516
2010-06-01,6.581968307495117
2010-06-02,6.897482872009277
2010-06-03,6.774782180786133
2010-06-04,6.380392074584961
2010-06-07,6.205104827880859
2010-06-08,6.40668249130249
2010-06-09,6.40668249130249
2010-06-10,6.5732035636901855
2010-06-11,6.695903778076172
2010-06-14,6.818604946136475
2010-06-15,7.011418342590332
2010-06-16,6.941304683685303
2010-06-17,6.967596530914307
2010-06-18,7.195467948913574
2010-06-21,7.160409927368164
2010-06-22,7.090295791625977
2010-06-23,6.730961322784424
2010-06-24,6.818604946136475
2010-06-25,7.169175624847412
2010-06-28,6.993889808654785
2010-06-29,6.520618915557861
2010-06-30,6.28398323059082
2010-07-01,6.108697414398193
2010-07-02,5.977234363555908
2010-07-06,5.889590740203857
2010-07-07,6.2927470207214355
2010-07-08,6.42421293258667
2010-07-09,6.625789642333984
2010-07-12,6.774782180786133
2010-07-13,6.958832263946533
2010-07-14,7.081532001495361
2010-07-15,6.897482872009277
2010-07-16,6.590732097625732
2010-07-19,6.42421293258667
2010-07-20,6.248926639556885
2010-07-21,5.8720622062683105
2010-07-22,5.968469619750977
2010-07-23,6.28398323059082
2010-07-26,6.476797580718994
2010-07-27,6.704668045043945
2010-07-28,6.511854648590088
2010-07-29,6.28398323059082
2010-07-30,6.371626853942871
2010-08-02,6.415448188781738
2010-08-03,6.380392074584961
2010-08-04,6.485561370849609
2010-08-05,6.5732035636901855
2010-08-06,6.248926639556885
2010-08-09,6.415448188781738
2010-08-10,6.354098796844482
2010-08-11,6.178812503814697
2010-08-12,5.985998153686523
2010-08-13,5.898354530334473
2010-08-16,6.108697414398193
2010-08-17,6.091169357299805
2010-08-18,5.985998153686523
2010-08-19,5.889590740203857
2010-08-20,5.740598678588867
2010-08-23,5.652956485748291
2010-08-24,5.5302557945251465
2010-08-25,5.591606140136719
2010-08-26,5.486433982849121
2010-08-27,5.714305877685547
2010-08-30,5.460142612457275
2010-08-31,5.363734245300293
2010-09-01,5.617897987365723
2010-09-02,5.635426998138428
2010-09-03,5.7318339347839355
2010-09-07,5.5302557945251465
2010-09-08,5.591606140136719
2010-09-09,5.521492004394531
2010-09-10,5.477670669555664
2010-09-13,5.723069190979004
2010-09-14,5.547784805297852
2010-09-15,5.574077129364014
2010-09-16,5.5302557945251465
2010-09-17,5.486433982849121
2010-09-20,5.644191265106201
2010-09-21,5.626662731170654
2010-09-22,5.495198726654053
2010-09-23,5.311149597167969
2010-09-24,5.635426998138428
2010-09-27,5.740598678588867
2010-09-28,5.915884017944336
2010-09-29,6.012290954589844
2010-09-30,5.8720622062683105
2010-10-01,5.7668914794921875
2010-10-04,5.67048454284668
2010-10-05,5.898354530334473
2010-10-06,5.889590740203857
2010-10-07,5.758127212524414
2010-10-08,5.758127212524414
2010-10-11,5.705542087554932
2010-10-12,5.617897987365723
2010-10-13,5.784419059753418
2010-10-14,5.644191265106201
2010-10-15,5.556549072265625
2010-10-18,5.591606140136719
2010-10-19,5.468905448913574
2010-10-20,5.337441444396973
2010-10-21,5.407556056976318
2010-10-22,5.521492004394531
2010-10-25,5.39002799987793
2010-10-26,5.398791313171387
2010-10-27,5.398791313171387
2010-10-28,5.363734245300293
2010-10-29,5.293621063232422
2010-11-01,5.346207141876221
2010-11-02,5.398791313171387
2010-11-03,5.486433982849121
2010-11-04,5.705542087554932
2010-11-05,5.758127212524414
2010-11-08,5.758127212524414
2010-11-09,5.451376914978027
2010-11-10,5.486433982849121
2010-11-11,5.425084590911865
2010-11-12,5.267328262329102
2010-11-15,5.267328262329102
2010-11-16,5.241034507751465
2010-11-17,5.267328262329102
2010-11-18,5.205977916717529
2010-11-19,5.100807189941406
2010-11-22,5.030692100524902
2010-11-23,5.284855842590332
2010-11-24,5.354970932006836
2010-11-26,5.398791313171387
2010-11-29,5.442613124847412
2010-11-30,5.407556056976318
2010-12-01,5.7318339347839355
2010-12-02,5.723069190979004
2010-12-03,5.696776390075684
2010-12-06,5.696776390075684
2010-12-07,5.661719799041748
2010-12-08,5.688012599945068
2010-12-09,5.696776390075684
2010-12-10,5.810713768005371
2010-12-13,5.723069190979004
2010-12-14,5.67048454284668
2010-12-15,5.609133720397949
2010-12-16,5.556549072265625
2010-12-17,5.7318339347839355
2010-12-20,6.029819965362549
2010-12-21,6.117462635040283
2010-12-22,6.222634315490723
2010-12-23,6.222634315490723
2010-12-27,6.345334053039551
2010-12-28,6.310276985168457
2010-12-29,6.362861633300781
2010-12-30,6.380392074584961
2010-12-31,6.450504779815674
2011-01-03,6.652082443237305
2011-01-04,6.371626853942871
2011-01-05,6.599498748779297
2011-01-06,6.362861633300781
2011-01-07,6.310276985168457
2011-01-10,6.371626853942871
2011-01-11,6.397919178009033
2011-01-12,6.371626853942871
2011-01-13,6.2927470207214355
2011-01-14,6.389153957366943
2011-01-18,6.319040298461914
2011-01-19,6.126225471496582
2011-01-20,6.319040298461914
2011-01-21,6.319040298461914
2011-01-24,6.240161895751953
2011-01-25,6.371626853942871
2011-01-26,6.468033790588379
2011-01-27,6.485561370849609
2011-01-28,6.5732035636901855
2011-01-31,6.5732035636901855
2011-02-01,6.818604946136475
2011-02-02,6.704668045043945
2011-02-03,6.687140464782715
2011-02-04,6.853661060333252
2011-02-07,7.028947353363037
2011-02-08,7.125354290008545
2011-02-09,7.081532001495361
2011-02-10,7.10782527923584
2011-02-11,7.2042317390441895
2011-02-14,7.3444623947143555
2011-02-15,7.353226184844971
2011-02-16,7.274345874786377
2011-02-17,7.177939414978027
2011-02-18,7.212996006011963
2011-02-22,7.125354290008545
2011-02-23,7.055240631103516
2011-02-24,7.002652645111084
2011-02-25,7.055240631103516
2011-02-28,7.10782527923584
2011-03-01,6.97636079788208
2011-03-02,6.906247138977051
2011-03-03,7.072768688201904
2011-03-04,6.958832263946533
2011-03-07,6.844897270202637
2011-03-08,7.142882823944092
2011-03-09,7.10782527923584
2011-03-10,6.915010929107666
2011-03-11,6.985126495361328
2011-03-14,6.844897270202637
2011-03-15,6.6783766746521
2011-03-16,6.608262538909912
2011-03-17,6.634554386138916
2011-03-18,6.79231071472168
2011-03-21,6.967596530914307
2011-03-22,6.923775672912598
2011-03-23,6.827369213104248
2011-03-24,6.8010759353637695
2011-03-25,6.906247138977051
2011-03-28,6.888719081878662
2011-03-29,6.985126495361328
2011-03-30,7.177939414978027
2011-03-31,7.2042317390441895
2011-04-01,7.239288806915283
2011-04-04,7.274345874786377
2011-04-05,7.160409927368164
2011-04-06,7.248054027557373
2011-04-07,7.10782527923584
2011-04-08,6.888719081878662
2011-04-11,7.011418342590332
2011-04-12,6.958832263946533
2011-04-13,6.757254600524902
2011-04-14,6.695903778076172
2011-04-15,6.766017913818359
2011-04-18,6.748488903045654
2011-04-19,6.704668045043945
2011-04-20,6.757254600524902
2011-04-21,6.757254600524902
2011-04-25,6.871190071105957
2011-04-26,7.186703681945801
2011-04-27,7.230524063110352
2011-04-28,7.239288806915283
2011-04-29,7.248054027557373
2011-05-02,7.134119033813477
2011-05-03,7.028947353363037
2011-05-04,6.897482872009277
2011-05-05,6.8799543380737305
2011-05-06,6.897482872009277
2011-05-09,6.871190071105957
2011-05-10,6.958832263946533
2011-05-11,6.915010929107666
2011-05-12,6.967596530914307
2011-05-13,6.8010759353637695
2011-05-16,6.722198009490967
2011-05-17,6.766017913818359
2011-05-18,6.8010759353637695
2011-05-19,6.695903778076172
2011-05-20,6.56443977355957
2011-05-23,6.4592695236206055
2011-05-24,6.397919178009033
2011-05-25,6.354098796844482
2011-05-26,6.397919178009033
2011-05-27,6.389153957366943
2011-05-31,6.4592695236206055
2011-06-01,6.231398582458496
2011-06-02,6.134991645812988
2011-06-03,6.021056175231934
2011-06-06,5.985998153686523
2011-06-07,5.968469619750977
2011-06-08,5.8720622062683105
2011-06-09,5.880826473236084
2011-06-10,5.7668914794921875
2011-06-13,5.828240871429443
2011-06-14,5.915884017944336
2011-06-15,5.758127212524414
2011-06-16,5.924648284912109
2011-06-17,5.950941562652588
2011-06-20,5.968469619750977
2011-06-21,6.0824055671691895
2011-06-22,6.0035271644592285
2011-06-23,5.889590740203857
2011-06-24,5.8720622062683105
2011-06-27,5.968469619750977
2011-06-28,5.985998153686523
2011-06-29,6.064876556396484
2011-06-30,6.222634315490723
2011-07-01,6.362861633300781
2011-07-05,6.28398323059082
2011-07-06,6.389153957366943
2011-07-07,6.56443977355957
2011-07-08,6.371626853942871
2011-07-11,6.187576770782471
2011-07-12,6.240161895751953
2011-07-13,6.222634315490723
2011-07-14,6.09993314743042
2011-07-15,5.994762897491455
2011-07-18,5.828240871429443
2011-07-19,5.9421772956848145
2011-07-20,6.012290954589844
2011-07-21,6.1437554359436035
2011-07-22,6.42421293258667
2011-07-25,6.275218963623047
2011-07-26,6.275218963623047
2011-07-27,6.1437554359436035
2011-07-28,6.161283016204834
2011-07-29,6.161283016204834
2011-08-01,6.231398582458496
2011-08-02,6.231398582458496
2011-08-03,6.362861633300781
2011-08-04,6.0035271644592285
2011-08-05,5.915884017944336
2011-08-08,5.302384853363037
2011-08-09,5.5302557945251465
2011-08-10,5.153392791748047
2011-08-11,5.460142612457275
2011-08-12,5.241034507751465
2011-08-15,5.495198726654053
2011-08-16,5.258563041687012
2011-08-17,5.284855842590332
2011-08-18,4.899228096008301
2011-08-19,4.7765278816223145
2011-08-22,4.67135763168335
2011-08-23,4.978106498718262
2011-08-24,5.056985378265381
2011-08-25,4.846644401550293
2011-08-26,4.925520896911621
2011-08-29,5.346207141876221
2011-08-30,5.311149597167969
2011-08-31,5.337441444396973
2011-09-01,5.100807189941406
2011-09-02,4.732706546783447
2011-09-06,4.7151780128479
2011-09-07,5.048222064971924
2011-09-08,4.934286117553711
2011-09-09,4.557420253753662
2011-09-12,4.566184997558594
2011-09-13,4.6362996101379395
2011-09-14,4.662594318389893
2011-09-15,4.7765278816223145
2011-09-16,4.978106498718262
2011-09-19,4.522364616394043
2011-09-20,4.382137298583984
2011-09-21,4.092915058135986
2011-09-22,4.136735916137695
2011-09-23,4.399664878845215
2011-09-26,4.627537250518799
2011-09-27,4.618771553039551
2011-09-28,4.5311279296875
2011-09-29,4.802821159362793
2011-09-30,4.802821159362793
2011-10-03,4.5048346519470215
2011-10-04,4.960577964782715
2011-10-05,4.986871242523193
2011-10-06,4.995635986328125
2011-10-07,4.811585903167725
2011-10-10,5.092041492462158
2011-10-11,5.048222064971924
2011-10-12,5.214742183685303
2011-10-13,5.188449382781982
2011-10-14,5.214742183685303
2011-10-17,4.794056415557861
2011-10-18,5.197213172912598
2011-10-19,5.144628524780273
2011-10-20,5.153392791748047
2011-10-21,5.302384853363037
2011-10-24,5.5302557945251465
2011-10-25,5.302384853363037
2011-10-26,5.574077129364014
2011-10-27,6.012290954589844
2011-10-28,5.784419059753418
2011-10-31,5.696776390075684
2011-11-01,5.346207141876221
2011-11-02,5.626662731170654
2011-11-03,5.863298416137695
2011-11-04,5.644191265106201
2011-11-07,5.600369930267334
2011-11-08,5.705542087554932
2011-11-09,5.354970932006836
2011-11-10,5.468905448913574
2011-11-11,5.5302557945251465
2011-11-14,5.433849334716797
2011-11-15,5.5302557945251465
2011-11-16,5.372499942779541
2011-11-17,5.328678607940674
2011-11-18,5.398791313171387
