Date,ANIP
2010-01-04,55.79999923706055
2010-01-05,55.79999923706055
2010-01-06,55.79999923706055
2010-01-07,57.599998474121094
2010-01-08,57.599998474121094
2010-01-11,63.0
2010-01-12,61.20000076293945
2010-01-13,60.84000015258789
2010-01-14,63.0
2010-01-15,62.63999938964844
2010-01-19,61.20000076293945
2010-01-20,59.040000915527344
2010-01-21,59.040000915527344
2010-01-22,59.040000915527344
2010-01-25,57.599998474121094
2010-01-26,56.15999984741211
2010-01-27,54.720001220703125
2010-01-28,56.880001068115234
2010-01-29,55.08000183105469
2010-02-01,56.880001068115234
2010-02-02,55.439998626708984
2010-02-03,56.15999984741211
2010-02-04,54.0
2010-02-05,54.0
2010-02-08,51.84000015258789
2010-02-09,54.0
2010-02-10,53.279998779296875
2010-02-11,57.2400016784668
2010-02-12,59.7599983215332
2010-02-16,60.47999954223633
2010-02-17,57.2400016784668
2010-02-18,60.47999954223633
2010-02-19,65.87999725341797
2010-02-22,61.20000076293945
2010-02-23,60.47999954223633
2010-02-24,57.599998474121094
2010-02-25,57.599998474121094
2010-02-26,60.47999954223633
2010-03-01,63.0
2010-03-02,64.44000244140625
2010-03-03,62.279998779296875
2010-03-04,61.91999816894531
2010-03-05,62.63999938964844
2010-03-08,64.80000305175781
2010-03-09,63.0
2010-03-10,61.560001373291016
2010-03-11,64.80000305175781
2010-03-12,65.5199966430664
2010-03-15,67.68000030517578
2010-03-16,66.95999908447266
2010-03-17,66.95999908447266
2010-03-18,63.720001220703125
2010-03-19,64.08000183105469
2010-03-22,62.63999938964844
2010-03-23,67.31999969482422
2010-03-24,68.04000091552734
2010-03-25,65.5199966430664
2010-03-26,66.95999908447266
2010-03-29,67.31999969482422
2010-03-30,64.44000244140625
2010-03-31,64.44000244140625
2010-04-01,65.5199966430664
2010-04-05,66.95999908447266
2010-04-06,66.95999908447266
2010-04-07,66.95999908447266
2010-04-08,66.5999984741211
2010-04-09,65.5199966430664
2010-04-12,66.5999984741211
2010-04-13,65.5199966430664
2010-04-14,66.23999786376953
2010-04-15,66.5999984741211
2010-04-16,66.95999908447266
2010-04-19,68.04000091552734
2010-04-20,74.16000366210938
2010-04-21,74.87999725341797
2010-04-22,75.5999984741211
2010-04-23,77.04000091552734
2010-04-26,78.12000274658203
2010-04-27,75.5999984741211
2010-04-28,76.31999969482422
2010-04-29,81.0
2010-04-30,84.5999984741211
2010-05-03,87.83999633789062
2010-05-04,86.04000091552734
2010-05-05,84.23999786376953
2010-05-06,77.76000213623047
2010-05-07,75.23999786376953
2010-05-10,80.63999938964844
2010-05-11,83.87999725341797
2010-05-12,85.31999969482422
2010-05-13,83.16000366210938
2010-05-14,82.80000305175781
2010-05-17,78.4800033569336
2010-05-18,72.72000122070312
2010-05-19,70.19999694824219
2010-05-20,68.4000015258789
2010-05-21,69.4800033569336
2010-05-24,65.87999725341797
2010-05-25,67.68000030517578
2010-05-26,68.4000015258789
2010-05-27,68.04000091552734
2010-05-28,70.91999816894531
2010-06-01,69.12000274658203
2010-06-02,69.83999633789062
2010-06-03,72.36000061035156
2010-06-04,69.83999633789062
2010-06-07,68.4000015258789
2010-06-08,67.68000030517578
2010-06-09,65.87999725341797
2010-06-10,68.04000091552734
2010-06-11,70.19999694824219
2010-06-14,71.63999938964844
2010-06-15,73.08000183105469
2010-06-16,73.80000305175781
2010-06-17,73.80000305175781
2010-06-18,75.23999786376953
2010-06-21,68.04000091552734
2010-06-22,66.95999908447266
2010-06-23,68.4000015258789
2010-06-24,68.04000091552734
2010-06-25,68.4000015258789
2010-06-28,67.68000030517578
2010-06-29,64.80000305175781
2010-06-30,63.36000061035156
2010-07-01,58.68000030517578
2010-07-02,57.959999084472656
2010-07-06,57.2400016784668
2010-07-07,57.599998474121094
2010-07-08,61.91999816894531
2010-07-09,59.040000915527344
2010-07-12,59.7599983215332
2010-07-13,61.91999816894531
2010-07-14,59.7599983215332
2010-07-15,61.20000076293945
2010-07-16,58.68000030517578
2010-07-19,57.959999084472656
2010-07-20,59.040000915527344
2010-07-21,56.15999984741211
2010-07-22,56.880001068115234
2010-07-23,58.31999969482422
2010-07-26,60.119998931884766
2010-07-27,61.20000076293945
2010-07-28,59.400001525878906
2010-07-29,61.91999816894531
2010-07-30,57.959999084472656
2010-08-02,58.68000030517578
2010-08-03,57.959999084472656
2010-08-04,60.47999954223633
2010-08-05,57.599998474121094
2010-08-06,57.2400016784668
2010-08-09,56.15999984741211
2010-08-10,55.439998626708984
2010-08-11,52.560001373291016
2010-08-12,52.91999816894531
2010-08-13,52.560001373291016
2010-08-16,52.20000076293945
2010-08-17,52.560001373291016
2010-08-18,52.91999816894531
2010-08-19,50.400001525878906
2010-08-20,50.7599983215332
2010-08-23,50.400001525878906
2010-08-24,50.400001525878906
2010-08-25,50.7599983215332
2010-08-26,50.400001525878906
2010-08-27,51.47999954223633
2010-08-30,49.68000030517578
2010-08-31,47.15999984741211
2010-09-01,50.400001525878906
2010-09-02,50.040000915527344
2010-09-03,49.68000030517578
2010-09-07,47.880001068115234
2010-09-08,47.52000045776367
2010-09-09,47.15999984741211
2010-09-10,50.400001525878906
2010-09-13,49.68000030517578
2010-09-14,48.599998474121094
2010-09-15,47.52000045776367
2010-09-16,48.599998474121094
2010-09-17,48.2400016784668
2010-09-20,51.47999954223633
2010-09-21,49.68000030517578
2010-09-22,50.040000915527344
2010-09-23,50.400001525878906
2010-09-24,51.119998931884766
2010-09-27,51.84000015258789
2010-09-28,54.0
2010-09-29,59.040000915527344
2010-09-30,60.47999954223633
2010-10-01,61.20000076293945
2010-10-04,59.7599983215332
2010-10-05,60.119998931884766
2010-10-06,60.119998931884766
2010-10-07,60.119998931884766
2010-10-08,61.20000076293945
2010-10-11,60.47999954223633
2010-10-12,60.84000015258789
2010-10-13,60.84000015258789
2010-10-14,60.47999954223633
2010-10-15,59.400001525878906
2010-10-18,60.47999954223633
2010-10-19,58.31999969482422
2010-10-20,60.47999954223633
2010-10-21,57.959999084472656
2010-10-22,56.15999984741211
2010-10-25,56.15999984741211
2010-10-26,56.52000045776367
2010-10-27,55.08000183105469
2010-10-28,54.720001220703125
2010-10-29,54.0
2010-11-01,54.0
2010-11-02,54.36000061035156
2010-11-03,52.91999816894531
2010-11-04,56.52000045776367
2010-11-05,58.68000030517578
2010-11-08,57.959999084472656
2010-11-09,55.79999923706055
2010-11-10,56.880001068115234
2010-11-11,57.2400016784668
2010-11-12,55.08000183105469
2010-11-15,53.63999938964844
2010-11-16,52.560001373291016
2010-11-17,52.20000076293945
2010-11-18,53.279998779296875
2010-11-19,54.0
2010-11-22,53.279998779296875
2010-11-23,52.560001373291016
2010-11-24,53.63999938964844
2010-11-26,50.400001525878906
2010-11-29,54.0
2010-11-30,52.91999816894531
2010-12-01,52.20000076293945
2010-12-02,53.279998779296875
2010-12-03,52.20000076293945
2010-12-06,51.47999954223633
2010-12-07,51.47999954223633
2010-12-08,50.400001525878906
2010-12-09,52.91999816894531
2010-12-10,53.63999938964844
2010-12-13,54.0
2010-12-14,54.36000061035156
2010-12-15,53.279998779296875
2010-12-16,54.0
2010-12-17,56.15999984741211
2010-12-20,56.52000045776367
2010-12-21,55.79999923706055
2010-12-22,54.720001220703125
2010-12-23,56.880001068115234
2010-12-27,72.0
2010-12-28,57.959999084472656
2010-12-29,57.959999084472656
2010-12-30,59.7599983215332
2010-12-31,59.040000915527344
2011-01-03,59.7599983215332
2011-01-04,60.119998931884766
2011-01-05,60.47999954223633
2011-01-06,61.20000076293945
2011-01-07,60.119998931884766
2011-01-10,61.91999816894531
2011-01-11,61.560001373291016
2011-01-12,61.91999816894531
2011-01-13,61.91999816894531
2011-01-14,63.36000061035156
2011-01-18,65.5199966430664
2011-01-19,68.76000213623047
2011-01-20,69.12000274658203
2011-01-21,66.5999984741211
2011-01-24,67.31999969482422
2011-01-25,70.91999816894531
2011-01-26,69.83999633789062
2011-01-27,68.4000015258789
2011-01-28,66.95999908447266
2011-01-31,66.95999908447266
2011-02-01,69.12000274658203
2011-02-02,69.4800033569336
2011-02-03,71.63999938964844
2011-02-04,74.16000366210938
2011-02-07,77.04000091552734
2011-02-08,83.16000366210938
2011-02-09,77.4000015258789
2011-02-10,79.91999816894531
2011-02-11,83.16000366210938
2011-02-14,79.55999755859375
2011-02-15,74.16000366210938
2011-02-16,76.31999969482422
2011-02-17,78.83999633789062
2011-02-18,75.23999786376953
2011-02-22,72.72000122070312
2011-02-23,70.55999755859375
2011-02-24,76.31999969482422
2011-02-25,77.04000091552734
2011-02-28,77.4000015258789
2011-03-01,73.80000305175781
2011-03-02,73.08000183105469
2011-03-03,77.4000015258789
2011-03-04,71.27999877929688
2011-03-07,70.19999694824219
2011-03-08,70.19999694824219
2011-03-09,69.4800033569336
2011-03-10,67.31999969482422
2011-03-11,68.04000091552734
2011-03-14,66.23999786376953
2011-03-15,64.44000244140625
2011-03-16,65.87999725341797
2011-03-17,66.5999984741211
2011-03-18,67.68000030517578
2011-03-21,67.68000030517578
2011-03-22,66.95999908447266
2011-03-23,65.16000366210938
2011-03-24,66.23999786376953
2011-03-25,66.5999984741211
2011-03-28,67.31999969482422
2011-03-29,71.27999877929688
2011-03-30,70.91999816894531
2011-03-31,71.27999877929688
2011-04-01,71.63999938964844
2011-04-04,75.5999984741211
2011-04-05,75.23999786376953
2011-04-06,76.31999969482422
2011-04-07,74.5199966430664
2011-04-08,74.16000366210938
2011-04-11,72.36000061035156
2011-04-12,69.4800033569336
2011-04-13,73.44000244140625
2011-04-14,74.5199966430664
2011-04-15,74.87999725341797
2011-04-18,75.95999908447266
2011-04-19,75.95999908447266
2011-04-20,75.95999908447266
2011-04-21,75.95999908447266
2011-04-25,76.31999969482422
2011-04-26,80.63999938964844
2011-04-27,83.87999725341797
2011-04-28,86.04000091552734
2011-04-29,83.87999725341797
2011-05-02,84.95999908447266
2011-05-03,83.16000366210938
2011-05-04,82.08000183105469
2011-05-05,84.5999984741211
2011-05-06,83.5199966430664
2011-05-09,83.16000366210938
2011-05-10,84.5999984741211
2011-05-11,83.87999725341797
2011-05-12,91.44000244140625
2011-05-13,93.95999908447266
2011-05-16,88.55999755859375
2011-05-17,84.95999908447266
2011-05-18,87.4800033569336
2011-05-19,88.19999694824219
2011-05-20,94.68000030517578
2011-05-23,100.80000305175781
2011-05-24,102.95999908447266
2011-05-25,105.12000274658203
2011-05-26,105.83999633789062
2011-05-27,104.76000213623047
2011-05-31,112.68000030517578
2011-06-01,109.80000305175781
2011-06-02,112.31999969482422
2011-06-03,108.36000061035156
2011-06-06,108.0
2011-06-07,109.08000183105469
2011-06-08,103.31999969482422
2011-06-09,96.12000274658203
2011-06-10,93.23999786376953
2011-06-13,95.76000213623047
2011-06-14,95.76000213623047
2011-06-15,93.5999984741211
2011-06-16,93.95999908447266
2011-06-17,90.72000122070312
2011-06-20,90.0
2011-06-21,92.16000366210938
