Date,BRO
2010-01-04,7.591598033905029
2010-01-05,7.536801815032959
2010-01-06,7.469359397888184
2010-01-07,7.473573684692383
2010-01-08,7.435637950897217
2010-01-11,7.465143203735352
2010-01-12,7.473573684692383
2010-01-13,7.519942283630371
2010-01-14,7.549448490142822
2010-01-15,7.49043607711792
2010-01-19,7.528370380401611
2010-01-20,7.503076553344727
2010-01-21,7.557877063751221
2010-01-22,7.541017055511475
2010-01-25,7.541017055511475
2010-01-26,7.5115132331848145
2010-01-27,7.507298469543457
2010-01-28,7.427204608917236
2010-01-29,7.418776988983154
2010-02-01,7.45603609085083
2010-02-02,7.515311241149902
2010-02-03,7.5534186363220215
2010-02-04,7.557653427124023
2010-02-05,7.51954460144043
2010-02-08,7.51954460144043
2010-02-09,7.515311241149902
2010-02-10,7.4899067878723145
2010-02-11,7.4899067878723145
2010-02-12,7.494141578674316
2010-02-16,7.011466979980469
2010-02-17,7.002999782562256
2010-02-18,6.986064910888672
2010-02-19,7.079211235046387
2010-02-22,7.091914653778076
2010-02-23,7.121551036834717
2010-02-24,7.1765947341918945
2010-02-25,7.151187896728516
2010-02-26,7.104615211486816
2010-03-01,7.13001823425293
2010-03-02,7.163890838623047
2010-03-03,7.231637477874756
2010-03-04,7.2739763259887695
2010-03-05,7.350186824798584
2010-03-08,7.329016208648682
2010-03-09,7.384057998657227
2010-03-10,7.430630207061768
2010-03-11,7.485675811767578
2010-03-12,7.481439113616943
2010-03-15,7.494141578674316
2010-03-16,7.511075496673584
2010-03-17,7.5703535079956055
2010-03-18,7.591521263122559
2010-03-19,7.612691879272461
2010-03-22,7.583057880401611
2010-03-23,7.621161460876465
2010-03-24,7.604224681854248
2010-03-25,7.561886310577393
2010-03-26,7.54071569442749
2010-03-29,7.549181938171387
2010-03-30,7.612691879272461
2010-03-31,7.58728551864624
2010-04-01,7.506843566894531
2010-04-05,7.532247543334961
2010-04-06,7.583057880401611
2010-04-07,7.6169257164001465
2010-04-08,7.6635003089904785
2010-04-09,7.748179912567139
2010-04-12,7.794755935668945
2010-04-13,7.866734027862549
2010-04-14,7.955642223358154
2010-04-15,7.981051921844482
2010-04-16,7.870968341827393
2010-04-19,8.002218246459961
2010-04-20,8.273194313049316
2010-04-21,8.2393217086792
2010-04-22,8.37904167175293
2010-04-23,8.480659484863281
2010-04-26,8.404444694519043
2010-04-27,8.340935707092285
2010-04-28,8.38751220703125
2010-04-29,8.57380485534668
2010-04-30,8.527230262756348
2010-05-03,8.56463623046875
2010-05-04,8.513631820678711
2010-05-05,8.3988676071167
2010-05-06,8.07158374786377
2010-05-07,8.08008861541748
2010-05-10,8.271355628967285
2010-05-11,8.318109512329102
2010-05-12,8.428620338439941
2010-05-13,8.424371719360352
2010-05-14,8.296856880187988
2010-05-17,8.3988676071167
2010-05-18,8.301108360290527
2010-05-19,8.343612670898438
2010-05-20,8.105588912963867
2010-05-21,8.118343353271484
2010-05-24,8.131092071533203
2010-05-25,8.067336082458496
2010-05-26,8.114089012145996
2010-05-27,8.386117935180664
2010-05-28,8.330862045288086
2010-06-01,8.22885513305664
2010-06-02,8.322359085083008
2010-06-03,8.428620338439941
2010-06-04,8.203351020812988
2010-06-07,8.054582595825195
2010-06-08,8.088589668273926
2010-06-09,7.97806978225708
2010-06-10,8.32661247253418
2010-06-11,8.377617835998535
2010-06-14,8.50087833404541
2010-06-15,8.666644096374512
2010-06-16,8.611390113830566
2010-06-17,8.577386856079102
2010-06-18,8.590136528015137
2010-06-21,8.551884651184082
2010-06-22,8.437121391296387
2010-06-23,8.407369613647461
2010-06-24,8.377617835998535
2010-06-25,8.411619186401367
2010-06-28,8.420120239257812
2010-06-29,8.224601745605469
2010-06-30,8.135344505310059
2010-07-01,8.135344505310059
2010-07-02,8.033329010009766
2010-07-06,8.058831214904785
2010-07-07,8.190598487854004
2010-07-08,8.233104705810547
2010-07-09,8.275607109069824
2010-07-12,8.203351020812988
2010-07-13,8.466875076293945
2010-07-14,8.356364250183105
2010-07-15,8.275607109069824
2010-07-16,8.054582595825195
2010-07-19,8.105588912963867
2010-07-20,8.50087833404541
2010-07-21,8.26710319519043
2010-07-22,8.53913402557373
2010-07-23,8.58163833618164
2010-07-26,8.598638534545898
2010-07-27,8.50087833404541
2010-07-28,8.496626853942871
2010-07-29,8.471124649047852
2010-07-30,8.509377479553223
2010-08-02,8.585333824157715
2010-08-03,8.487194061279297
2010-08-04,8.585333824157715
2010-08-05,8.568268775939941
2010-08-06,8.564002990722656
2010-08-09,8.747483253479004
2010-08-10,8.645072937011719
2010-08-11,8.431722640991211
2010-08-12,8.333578109741211
2010-08-13,8.278105735778809
2010-08-16,8.273835182189941
2010-08-17,8.393317222595215
2010-08-18,8.448789596557617
2010-08-19,8.333578109741211
2010-08-20,8.312246322631836
2010-08-23,8.325044631958008
2010-08-24,8.23116683959961
2010-08-25,8.209832191467285
2010-08-26,8.179963111877441
2010-08-27,8.333578109741211
2010-08-30,8.167159080505371
2010-08-31,8.124490737915039
2010-09-01,8.269569396972656
2010-09-02,8.478655815124512
2010-09-03,8.465853691101074
2010-09-07,8.316506385803223
2010-09-08,8.337843894958496
2010-09-09,8.45305347442627
2010-09-10,8.512792587280273
2010-09-13,8.598136901855469
2010-09-14,8.606668472290039
2010-09-15,8.615203857421875
2010-09-16,8.606668472290039
2010-09-17,8.653604507446289
2010-09-20,8.679210662841797
2010-09-21,8.679210662841797
2010-09-22,8.551198959350586
2010-09-23,8.427454948425293
2010-09-24,8.602400779724121
2010-09-27,8.47012710571289
2010-09-28,8.401847839355469
2010-09-29,8.478655815124512
2010-09-30,8.615203857421875
2010-10-01,8.606668472290039
2010-10-04,8.517061233520508
