Date,CWBC
2010-01-04,4.202261924743652
2010-01-05,4.202261924743652
2010-01-06,4.308267116546631
2010-01-07,4.308267116546631
2010-01-08,4.16440486907959
2010-01-11,4.16440486907959
2010-01-12,4.16440486907959
2010-01-13,4.444555282592773
2010-01-14,4.467268943786621
2010-01-15,4.558130741119385
2010-01-19,4.542987823486328
2010-01-20,4.542987823486328
2010-01-21,4.391554832458496
2010-01-22,4.361266613006592
2010-01-25,4.209835529327393
2010-01-26,4.618703842163086
2010-01-27,4.467268943786621
2010-01-28,4.467268943786621
2010-01-29,4.467268943786621
2010-02-01,4.467268943786621
2010-02-02,4.421841144561768
2010-02-03,4.467268943786621
2010-02-04,4.429412364959717
2010-02-05,4.353694915771484
2010-02-08,4.353694915771484
2010-02-09,4.240120887756348
2010-02-10,4.467268943786621
2010-02-11,4.467268943786621
2010-02-12,4.04326057434082
2010-02-16,4.353694915771484
2010-02-17,4.353694915771484
2010-02-18,4.346124649047852
2010-02-19,4.361266613006592
2010-02-22,4.429412364959717
2010-02-23,4.429412364959717
2010-02-24,4.240120887756348
2010-02-25,4.202261924743652
2010-02-26,4.202261924743652
2010-03-01,4.179546356201172
2010-03-02,4.194692611694336
2010-03-03,4.194692611694336
2010-03-04,4.194692611694336
2010-03-05,4.194692611694336
2010-03-08,4.179546356201172
2010-03-09,4.202261924743652
2010-03-10,4.353694915771484
2010-03-11,4.26283597946167
2010-03-12,4.209835529327393
2010-03-15,4.31583833694458
2010-03-16,4.202261924743652
2010-03-17,4.202261924743652
2010-03-18,4.31583833694458
2010-03-19,4.31583833694458
2010-03-22,4.202261924743652
2010-03-23,4.209835529327393
2010-03-24,4.202261924743652
2010-03-25,4.202261924743652
2010-03-26,4.16440486907959
2010-03-29,4.16440486907959
2010-03-30,4.179546356201172
2010-03-31,4.16440486907959
2010-04-01,3.8842544555664062
2010-04-05,4.012971878051758
2010-04-06,4.028114318847656
2010-04-07,4.16440486907959
2010-04-08,4.16440486907959
2010-04-09,4.240120887756348
2010-04-12,4.3385515213012695
2010-04-13,4.3991265296936035
2010-04-14,4.16440486907959
2010-04-15,4.1265459060668945
2010-04-16,4.1265459060668945
2010-04-19,4.11140251159668
2010-04-20,3.9826860427856445
2010-04-21,4.012971878051758
2010-04-22,4.1265459060668945
2010-04-23,4.459697723388672
2010-04-26,4.497556209564209
2010-04-27,4.512697696685791
2010-04-28,4.618703842163086
2010-04-29,4.671705722808838
2010-04-30,6.064886569976807
2010-05-03,6.246607780456543
2010-05-04,6.117889881134033
2010-05-05,6.049744606018066
2010-05-06,5.6711626052856445
2010-05-07,4.580847263336182
2010-05-10,4.762564659118652
2010-05-11,4.807994365692139
2010-05-12,4.9518561363220215
2010-05-13,4.9518561363220215
2010-05-14,4.982142448425293
2010-05-17,4.883710861206055
2010-05-18,4.770136833190918
2010-05-19,4.73984956741333
2010-05-20,4.9442853927612305
2010-05-21,4.7095627784729
2010-05-24,4.7095627784729
2010-05-25,4.618703842163086
2010-05-26,4.732278347015381
2010-05-27,4.732278347015381
2010-05-28,5.269864082336426
2010-06-01,5.269864082336426
2010-06-02,5.269864082336426
2010-06-03,5.269864082336426
2010-06-04,5.262293338775635
2010-06-07,5.262293338775635
2010-06-08,5.262293338775635
2010-06-09,5.262293338775635
2010-06-10,5.262293338775635
2010-06-11,4.694419860839844
2010-06-14,4.694419860839844
2010-06-15,4.618703842163086
2010-06-16,4.520272254943848
2010-06-17,4.527842998504639
2010-06-18,4.512697696685791
2010-06-21,4.505129337310791
2010-06-22,4.860995292663574
2010-06-23,4.694419860839844
2010-06-24,4.550558090209961
2010-06-25,4.656562328338623
2010-06-28,4.807994365692139
2010-06-29,4.807994365692139
2010-06-30,4.732278347015381
2010-07-01,4.732278347015381
2010-07-02,4.732278347015381
2010-07-06,4.732278347015381
2010-07-07,4.62627649307251
2010-07-08,4.414270877838135
2010-07-09,4.512697696685791
2010-07-12,4.444555282592773
2010-07-13,4.467268943786621
2010-07-14,4.542987823486328
2010-07-15,4.542987823486328
2010-07-16,4.542987823486328
2010-07-19,4.452127456665039
2010-07-20,4.664132118225098
2010-07-21,4.618703842163086
2010-07-22,4.656562328338623
2010-07-23,4.542987823486328
2010-07-26,4.664132118225098
2010-07-27,4.618703842163086
2010-07-28,4.429412364959717
2010-07-29,4.353694915771484
2010-07-30,4.353694915771484
2010-08-02,4.62627649307251
2010-08-03,4.580847263336182
2010-08-04,4.542987823486328
2010-08-05,4.542987823486328
2010-08-06,4.467268943786621
2010-08-09,4.580847263336182
2010-08-10,4.580847263336182
2010-08-11,4.542987823486328
2010-08-12,4.542987823486328
2010-08-13,4.580847263336182
2010-08-16,4.542987823486328
2010-08-17,4.580847263336182
2010-08-18,4.580847263336182
2010-08-19,4.542987823486328
2010-08-20,4.580847263336182
2010-08-23,4.580847263336182
2010-08-24,4.542987823486328
2010-08-25,4.580847263336182
2010-08-26,4.580847263336182
2010-08-27,4.8761396408081055
2010-08-30,4.717134475708008
2010-08-31,4.770136833190918
2010-09-01,4.542987823486328
2010-09-02,4.542987823486328
2010-09-03,4.679276466369629
2010-09-07,4.240120887756348
2010-09-08,4.2552642822265625
2010-09-09,4.088689804077148
2010-09-10,4.088689804077148
2010-09-13,4.232550144195557
2010-09-14,4.346124649047852
2010-09-15,4.361266613006592
2010-09-16,4.429412364959717
2010-09-17,4.429412364959717
2010-09-20,4.603559970855713
2010-09-21,4.474841117858887
2010-09-22,4.580847263336182
2010-09-23,4.535414695739746
2010-09-24,4.467268943786621
2010-09-27,4.489985466003418
2010-09-28,4.505129337310791
2010-09-29,4.505129337310791
2010-09-30,4.436985492706299
2010-10-01,4.542987823486328
2010-10-04,4.505129337310791
2010-10-05,4.497556209564209
2010-10-06,4.505129337310791
2010-10-07,4.505129337310791
2010-10-08,4.474841117858887
2010-10-11,4.512697696685791
2010-10-12,4.512697696685791
2010-10-13,4.542987823486328
2010-10-14,4.505129337310791
2010-10-15,4.482414245605469
2010-10-18,4.467268943786621
2010-10-19,4.452127456665039
2010-10-20,4.459697723388672
2010-10-21,4.452127456665039
2010-10-22,4.467268943786621
2010-10-25,4.505129337310791
2010-10-26,4.527842998504639
2010-10-27,4.452127456665039
2010-10-28,4.452127456665039
2010-10-29,4.429412364959717
2010-11-01,4.452127456665039
2010-11-02,4.452127456665039
2010-11-03,4.414270877838135
2010-11-04,4.542987823486328
2010-11-05,4.535414695739746
2010-11-08,4.535414695739746
2010-11-09,4.391554832458496
2010-11-10,4.391554832458496
2010-11-11,4.391554832458496
2010-11-12,4.277980327606201
2010-11-15,4.277980327606201
2010-11-16,4.277980327606201
2010-11-17,4.277980327606201
2010-11-18,4.277980327606201
2010-11-19,4.277980327606201
2010-11-22,4.202261924743652
2010-11-23,4.16440486907959
2010-11-24,4.16440486907959
2010-11-26,4.16440486907959
2010-11-29,4.202261924743652
2010-11-30,4.16440486907959
2010-12-01,4.277980327606201
2010-12-02,4.31583833694458
2010-12-03,4.31583833694458
2010-12-06,4.277980327606201
2010-12-07,4.16440486907959
2010-12-08,4.1719770431518555
2010-12-09,4.1265459060668945
2010-12-10,4.16440486907959
2010-12-13,4.277980327606201
2010-12-14,4.2552642822265625
2010-12-15,4.346124649047852
2010-12-16,4.31583833694458
2010-12-17,3.975113868713379
2010-12-20,4.194692611694336
2010-12-21,4.240120887756348
2010-12-22,4.3309807777404785
2010-12-23,4.1719770431518555
2010-12-27,4.209835529327393
2010-12-28,4.202261924743652
2010-12-29,4.31583833694458
2010-12-30,4.2552642822265625
2010-12-31,4.26283597946167
2011-01-03,4.247692584991455
2011-01-04,4.353694915771484
2011-01-05,4.3309807777404785
2011-01-06,4.542987823486328
2011-01-07,4.542987823486328
2011-01-10,4.368838787078857
2011-01-11,4.391554832458496
2011-01-12,4.436985492706299
2011-01-13,4.527842998504639
2011-01-14,4.497556209564209
2011-01-18,4.467268943786621
2011-01-19,4.436985492706299
2011-01-20,4.391554832458496
2011-01-21,4.467268943786621
2011-01-24,4.467268943786621
2011-01-25,4.353694915771484
2011-01-26,4.429412364959717
2011-01-27,4.31583833694458
2011-01-28,4.31583833694458
2011-01-31,4.31583833694458
2011-02-01,4.505129337310791
2011-02-02,4.542987823486328
2011-02-03,4.467268943786621
2011-02-04,4.391554832458496
2011-02-07,4.505129337310791
2011-02-08,4.505129337310791
2011-02-09,4.467268943786621
2011-02-10,4.505129337310791
2011-02-11,4.505129337310791
2011-02-14,4.542987823486328
2011-02-15,4.580847263336182
2011-02-16,4.611132621765137
2011-02-17,4.558130741119385
2011-02-18,4.558130741119385
2011-02-22,4.512697696685791
2011-02-23,4.542987823486328
2011-02-24,4.573273658752441
2011-02-25,4.505129337310791
2011-02-28,4.505129337310791
2011-03-01,4.580847263336182
2011-03-02,4.580847263336182
2011-03-03,4.611132621765137
2011-03-04,4.603559970855713
2011-03-07,4.648989677429199
2011-03-08,4.656562328338623
2011-03-09,4.633846759796143
2011-03-10,4.686848163604736
2011-03-11,4.656562328338623
2011-03-14,4.542987823486328
2011-03-15,4.542987823486328
2011-03-16,4.505129337310791
2011-03-17,4.535414695739746
2011-03-18,4.611132621765137
2011-03-21,4.611132621765137
2011-03-22,4.611132621765137
2011-03-23,4.611132621765137
2011-03-24,4.611132621765137
2011-03-25,4.611132621765137
2011-03-28,4.542987823486328
2011-03-29,4.633846759796143
2011-03-30,4.618703842163086
2011-03-31,4.656562328338623
2011-04-01,4.686848163604736
2011-04-04,4.732278347015381
2011-04-05,4.800422668457031
2011-04-06,4.770136833190918
2011-04-07,4.845853805541992
2011-04-08,4.845853805541992
2011-04-11,4.838279724121094
2011-04-12,4.770136833190918
2011-04-13,4.913997173309326
2011-04-14,4.913997173309326
2011-04-15,4.732278347015381
2011-04-18,4.906425476074219
2011-04-19,4.906425476074219
2011-04-20,4.936713695526123
2011-04-21,5.110858917236328
2011-04-25,5.073002815246582
2011-04-26,5.073002815246582
2011-04-27,5.035145282745361
2011-04-28,5.073002815246582
2011-04-29,5.171432971954346
2011-05-02,5.179005146026611
2011-05-03,5.224435329437256
2011-05-04,5.224435329437256
2011-05-05,5.224435329437256
2011-05-06,5.23957633972168
2011-05-09,5.1335768699646
2011-05-10,5.186576843261719
2011-05-11,5.262293338775635
2011-05-12,5.23957633972168
2011-05-13,5.262293338775635
2011-05-16,5.171432971954346
2011-05-17,5.1335768699646
2011-05-18,5.201717853546143
2011-05-19,5.216862678527832
2011-05-20,5.194147109985352
2011-05-23,5.216862678527832
2011-05-24,5.216862678527832
2011-05-25,5.216862678527832
2011-05-26,5.216862678527832
2011-05-27,4.883710861206055
2011-05-31,4.982142448425293
2011-06-01,4.982142448425293
2011-06-02,5.004858493804932
2011-06-03,5.171432971954346
2011-06-06,5.073002815246582
2011-06-07,5.073002815246582
2011-06-08,5.073002815246582
2011-06-09,5.1335768699646
2011-06-10,5.1335768699646
2011-06-13,5.141147136688232
2011-06-14,5.186576843261719
2011-06-15,5.216862678527832
2011-06-16,5.148719310760498
2011-06-17,5.141147136688232
2011-06-20,5.216862678527832
2011-06-21,5.110858917236328
2011-06-22,5.186576843261719
2011-06-23,5.186576843261719
2011-06-24,4.8761396408081055
2011-06-27,5.141147136688232
2011-06-28,4.838279724121094
2011-06-29,4.966999053955078
2011-06-30,4.966999053955078
2011-07-01,5.194147109985352
2011-07-05,5.194147109985352
2011-07-06,4.997285842895508
2011-07-07,4.997285842895508
2011-07-08,5.1562910079956055
2011-07-11,5.057859420776367
2011-07-12,5.057859420776367
2011-07-13,5.057859420776367
2011-07-14,5.057859420776367
2011-07-15,5.035145282745361
2011-07-18,5.073002815246582
2011-07-19,4.9897141456604
2011-07-20,4.9897141456604
2011-07-21,5.224435329437256
2011-07-22,5.050287246704102
2011-07-25,5.050287246704102
2011-07-26,5.042715549468994
2011-07-27,5.035145282745361
2011-07-28,5.035145282745361
2011-07-29,5.148719310760498
2011-08-01,5.088146209716797
2011-08-02,5.148719310760498
2011-08-03,5.095716953277588
2011-08-04,5.042715549468994
2011-08-05,5.035145282745361
2011-08-08,4.997285842895508
2011-08-09,5.035145282745361
2011-08-10,5.035145282745361
2011-08-11,4.959427833557129
2011-08-12,4.936713695526123
2011-08-15,4.936713695526123
2011-08-16,4.959427833557129
2011-08-17,4.898854732513428
2011-08-18,4.679276466369629
2011-08-19,4.679276466369629
2011-08-22,4.679276466369629
2011-08-23,4.62627649307251
2011-08-24,4.732278347015381
2011-08-25,4.505129337310791
