Date,OMF
2013-10-16,9.115169525146484
2013-10-17,9.465388298034668
2013-10-18,9.560041427612305
2013-10-21,9.418058395385742
2013-10-22,9.418058395385742
2013-10-23,9.427525520324707
2013-10-24,9.356534004211426
2013-10-25,9.242951393127441
2013-10-28,9.28081226348877
2013-10-29,9.394396781921387
2013-10-30,9.593169212341309
2013-10-31,9.621566772460938
2013-11-01,10.222615242004395
2013-11-04,10.23681354522705
2013-11-05,10.180025100708008
2013-11-06,10.165824890136719
2013-11-07,10.090100288391113
2013-11-08,10.109031677246094
2013-11-11,10.12322998046875
2013-11-12,9.621566772460938
2013-11-13,9.465388298034668
2013-11-14,9.394396781921387
2013-11-15,9.493782997131348
2013-11-18,9.224018096923828
2013-11-19,9.209821701049805
2013-11-20,9.304474830627441
2013-11-21,9.512714385986328
2013-11-22,9.55057430267334
2013-11-25,9.69255542755127
2013-11-26,9.498514175415039
2013-11-27,9.886594772338867
2013-11-29,9.97651481628418
2013-12-02,10.104297637939453
2013-12-03,10.033309936523438
2013-12-04,10.222615242004395
2013-12-05,10.331467628479004
2013-12-06,10.303071022033691
2013-12-09,10.023845672607422
2013-12-10,10.317270278930664
2013-12-11,10.132696151733398
2013-12-12,10.312538146972656
2013-12-13,10.648560523986816
2013-12-16,10.861534118652344
2013-12-17,10.927788734436035
2013-12-18,11.173890113830566
2013-12-19,11.102898597717285
2013-12-20,11.159692764282227
2013-12-23,11.595096588134766
2013-12-24,11.595096588134766
2013-12-26,11.642425537109375
2013-12-27,11.850663185119629
2013-12-30,11.874326705932617
2013-12-31,11.964247703552246
2014-01-02,12.177221298217773
2014-01-03,11.90272331237793
2014-01-06,12.04470443725586
2014-01-07,12.835062980651855
2014-01-08,12.858729362487793
2014-01-09,12.446981430053711
2014-01-10,12.475377082824707
2014-01-13,11.931118965148926
2014-01-14,12.04470443725586
2014-01-15,12.394922256469727
2014-01-16,12.32866382598877
2014-01-17,12.167752265930176
2014-01-21,11.978445053100586
2014-01-22,12.172487258911133
2014-01-23,12.210348129272461
2014-01-24,11.798603057861328
2014-01-27,11.770209312438965
2014-01-28,11.661356925964355
2014-01-29,11.088701248168945
2014-01-30,11.311138153076172
2014-01-31,11.339533805847168
2014-02-03,11.273277282714844
2014-02-04,11.278005599975586
2014-02-05,11.273277282714844
2014-02-06,11.301671981811523
2014-02-07,11.453116416931152
2014-02-10,11.609297752380371
2014-02-11,12.06363296508789
2014-02-12,12.252941131591797
2014-02-13,12.115694046020508
2014-02-14,11.968981742858887
2014-02-18,12.06363296508789
2014-02-19,12.068365097045898
2014-02-20,11.628225326538086
2014-02-21,12.371260643005371
2014-02-24,13.421917915344238
2014-02-25,13.516570091247559
2014-02-26,13.010173797607422
2014-02-27,12.853995323181152
2014-02-28,13.331997871398926
2014-03-03,13.294132232666016
2014-03-04,13.459776878356934
2014-03-05,13.104827880859375
2014-03-06,13.166351318359375
2014-03-07,13.232608795166016
2014-03-10,13.185285568237305
2014-03-11,12.915518760681152
2014-03-12,12.37598991394043
2014-03-13,12.238748550415039
2014-03-14,11.58563232421875
2014-03-17,11.879059791564941
2014-03-18,12.229276657104492
2014-03-19,12.115694046020508
2014-03-20,12.352331161499023
2014-03-21,12.352331161499023
2014-03-24,12.290802955627441
2014-03-25,12.181950569152832
2014-03-26,11.590367317199707
2014-03-27,11.642425537109375
2014-03-28,11.907455444335938
2014-03-31,11.90272331237793
2014-04-01,11.850663185119629
2014-04-02,11.694482803344727
2014-04-03,11.931118965148926
2014-04-04,11.718147277832031
2014-04-07,11.230679512023926
2014-04-08,10.989313125610352
2014-04-09,11.282740592956543
2014-04-10,11.154958724975586
2014-04-11,10.828399658203125
2014-04-14,10.781074523925781
2014-04-15,10.577570915222168
2014-04-16,10.923055648803711
2014-04-17,11.23541259765625
2014-04-21,11.315869331359863
2014-04-22,11.528839111328125
2014-04-23,11.505178451538086
2014-04-24,11.443650245666504
2014-04-25,11.287473678588867
2014-04-28,11.524107933044434
2014-04-29,11.268543243408203
2014-04-30,10.875727653503418
2014-05-01,11.140759468078613
2014-05-02,11.405790328979492
2014-05-05,11.718147277832031
2014-05-06,11.552504539489746
2014-05-07,11.45785140991211
2014-05-08,11.254344940185547
2014-05-09,11.391592979431152
2014-05-12,11.675553321838379
2014-05-13,11.718147277832031
2014-05-14,11.282740592956543
2014-05-15,10.913589477539062
2014-05-16,11.055569648742676
2014-05-19,10.814203262329102
2014-05-20,10.605964660644531
2014-05-21,10.615427017211914
2014-05-22,10.989313125610352
