Date,AON
2010-01-04,32.12551498413086
2010-01-05,31.922304153442383
2010-01-06,31.91383171081543
2010-01-07,31.820688247680664
2010-01-08,32.08317184448242
2010-01-11,32.218658447265625
2010-01-12,32.1678581237793
2010-01-13,32.22712707519531
2010-01-14,31.973106384277344
2010-01-15,31.80375099182129
2010-01-19,32.032371520996094
2010-01-20,32.25253677368164
2010-01-21,32.345672607421875
2010-01-22,32.62508773803711
2010-01-25,32.96380615234375
2010-01-26,33.05692672729492
2010-01-27,33.175479888916016
2010-01-28,33.1669807434082
2010-01-29,33.06498718261719
2010-02-01,32.97147750854492
2010-02-02,33.540985107421875
2010-02-03,33.413490295410156
2010-02-04,32.988487243652344
2010-02-05,33.753475189208984
2010-02-08,33.702476501464844
2010-02-09,33.85548400878906
2010-02-10,33.693973541259766
2010-02-11,33.498477935791016
2010-02-12,33.83847427368164
2010-02-16,33.91498947143555
2010-02-17,34.23798751831055
2010-02-18,34.229488372802734
2010-02-19,34.4844856262207
2010-02-22,34.39097595214844
2010-02-23,34.50148010253906
2010-02-24,34.62897491455078
2010-02-25,34.84149169921875
2010-02-26,34.79897689819336
2010-03-01,34.83297348022461
2010-03-02,34.79897689819336
2010-03-03,34.71398162841797
2010-03-04,34.71398162841797
2010-03-05,35.24098587036133
2010-03-08,35.215492248535156
2010-03-09,35.11348342895508
2010-03-10,34.82448196411133
2010-03-11,35.121971130371094
2010-03-12,35.308990478515625
2010-03-15,35.6149787902832
2010-03-16,35.59798049926758
2010-03-17,35.716983795166016
2010-03-18,35.98897171020508
2010-03-19,36.25248718261719
2010-03-22,36.2864875793457
2010-03-23,36.456478118896484
2010-03-24,36.056976318359375
2010-03-25,36.20147705078125
2010-03-26,36.1929817199707
2010-03-29,36.4649772644043
2010-03-30,36.456478118896484
2010-03-31,36.3034782409668
2010-04-01,36.54149627685547
2010-04-05,36.490474700927734
2010-04-06,36.5584831237793
2010-04-07,36.6094856262207
2010-04-08,36.70298385620117
2010-04-09,36.668968200683594
2010-04-12,36.90699005126953
2010-04-13,36.855987548828125
2010-04-14,36.81349182128906
2010-04-15,36.89847946166992
2010-04-16,36.617977142333984
2010-04-19,36.8389778137207
2010-04-20,37.408485412597656
2010-04-21,37.501983642578125
2010-04-22,37.620967864990234
2010-04-23,37.467987060546875
2010-04-26,37.23847198486328
2010-04-27,36.57548141479492
2010-04-28,36.949459075927734
2010-04-29,37.52947235107422
2010-04-30,36.21595001220703
2010-05-03,36.17328643798828
2010-05-04,35.85771560668945
2010-05-05,35.83212661743164
2010-05-06,35.09006881713867
2010-05-07,35.081539154052734
2010-05-10,36.11358642578125
2010-05-11,36.16476821899414
2010-05-12,36.66801452636719
2010-05-13,36.181819915771484
2010-05-14,35.49094009399414
2010-05-17,35.6956672668457
2010-05-18,34.71477508544922
2010-05-19,34.50154113769531
2010-05-20,33.1965217590332
2010-05-21,33.81064224243164
2010-05-24,33.22211837768555
2010-05-25,33.07711410522461
2010-05-26,32.82123565673828
2010-05-27,33.785064697265625
2010-05-28,33.66564178466797
2010-06-01,32.94918441772461
2010-06-02,33.81917953491211
2010-06-03,33.95564651489258
2010-06-04,32.77006149291992
2010-06-07,32.77006149291992
2010-06-08,33.00886917114258
2010-06-09,32.241249084472656
2010-06-10,32.71888732910156
2010-06-11,32.91507339477539
2010-06-14,32.64212417602539
2010-06-15,33.477996826171875
2010-06-16,33.58889389038086
2010-06-17,33.82771682739258
2010-06-18,33.89594650268555
2010-06-21,33.742393493652344
2010-06-22,33.350067138671875
2010-06-23,33.213584899902344
2010-06-24,32.75300216674805
2010-06-25,33.025936126708984
2010-06-28,32.923580169677734
2010-06-29,32.17300033569336
2010-06-30,31.661218643188477
2010-07-01,31.371225357055664
2010-07-02,31.65269660949707
2010-07-06,31.76358413696289
2010-07-07,32.497127532958984
2010-07-08,32.5909423828125
2010-07-09,32.70181655883789
2010-07-12,30.381816864013672
2010-07-13,31.618593215942383
2010-07-14,31.644168853759766
2010-07-15,31.541818618774414
2010-07-16,30.910659790039062
2010-07-19,30.43299102783203
2010-07-20,30.697402954101562
2010-07-21,30.390363693237305
2010-07-22,31.106821060180664
2010-07-23,31.234769821166992
2010-07-26,31.396825790405273
2010-07-27,31.055639266967773
2010-07-28,31.260347366333008
2010-07-29,31.371688842773438
2010-07-30,32.26239013671875
2010-08-02,32.6563606262207
2010-08-03,32.373748779296875
2010-08-04,32.31377029418945
2010-08-05,32.562164306640625
2010-08-06,32.716312408447266
2010-08-09,33.127410888671875
2010-08-10,32.9304313659668
2010-08-11,31.971216201782227
2010-08-12,31.834177017211914
2010-08-13,31.611488342285156
2010-08-16,31.465898513793945
2010-08-17,32.0654182434082
2010-08-18,32.0654182434082
2010-08-19,31.65431785583496
2010-08-20,31.611488342285156
2010-08-23,31.620046615600586
2010-08-24,31.320316314697266
2010-08-25,31.24322509765625
2010-08-26,31.06336784362793
2010-08-27,31.834177017211914
2010-08-30,31.16613006591797
2010-08-31,31.037694931030273
2010-09-01,31.82561492919922
2010-09-02,32.373748779296875
2010-09-03,32.861900329589844
2010-09-07,32.185306549072266
2010-09-08,32.35660934448242
2010-09-09,32.59641647338867
2010-09-10,32.34803771972656
2010-09-13,32.69062042236328
2010-09-14,32.390869140625
2010-09-15,32.34803771972656
2010-09-16,32.4508056640625
2010-09-17,32.64779281616211
2010-09-20,33.23875045776367
2010-09-21,33.23018264770508
2010-09-22,33.187355041503906
2010-09-23,32.75912094116211
2010-09-24,33.78687286376953
2010-09-27,33.78687286376953
2010-09-28,33.8896369934082
2010-09-29,33.93247604370117
2010-09-30,33.49568176269531
2010-10-01,33.64127731323242
2010-10-04,33.57277297973633
2010-10-05,33.975303649902344
2010-10-06,33.84682083129883
2010-10-07,33.71835708618164
2010-10-08,33.75260925292969
2010-10-11,33.392906188964844
2010-10-12,33.829689025878906
2010-10-13,33.79543685913086
2010-10-14,33.821128845214844
2010-10-15,33.79543685913086
2010-10-18,34.292171478271484
2010-10-19,33.821128845214844
2010-10-20,33.95816421508789
2010-10-21,34.30931091308594
2010-10-22,34.275047302246094
2010-10-25,34.514854431152344
2010-10-26,34.583370208740234
2010-10-27,35.0030403137207
2010-10-28,34.951446533203125
2010-10-29,34.1692008972168
2010-11-01,34.186405181884766
2010-11-02,34.28956604003906
2010-11-03,34.33253860473633
2010-11-04,35.32109451293945
2010-11-05,35.91421127319336
2010-11-08,35.647727966308594
2010-11-09,35.62193298339844
2010-11-10,35.768070220947266
2010-11-11,35.58755874633789
2010-11-12,35.30389404296875
2010-11-15,35.46720886230469
2010-11-16,35.054603576660156
2010-11-17,35.14055633544922
2010-11-18,35.278106689453125
2010-11-19,35.252315521240234
2010-11-22,35.10617446899414
2010-11-23,34.599021911621094
2010-11-24,35.15774917602539
2010-11-26,34.968650817871094
2010-11-29,34.770938873291016
2010-11-30,34.48727035522461
2010-12-01,35.51018524169922
2010-12-02,36.32681655883789
2010-12-03,36.77379608154297
2010-12-06,37.20361328125
2010-12-07,37.556053161621094
2010-12-08,37.25518798828125
2010-12-09,37.366939544677734
2010-12-10,37.547454833984375
2010-12-13,37.93427658081055
2010-12-14,38.35547637939453
2010-12-15,38.1061897277832
2010-12-16,38.24372482299805
2010-12-17,38.76809310913086
2010-12-20,38.9658088684082
2010-12-21,39.30963134765625
2010-12-22,39.49873733520508
2010-12-23,39.42997741699219
2010-12-27,39.43858337402344
2010-12-28,39.29243087768555
2010-12-29,39.472965240478516
2010-12-30,39.58470153808594
2010-12-31,39.55031967163086
2011-01-03,39.12910842895508
2011-01-04,38.67353057861328
2011-01-05,38.682125091552734
2011-01-06,38.49302673339844
2011-01-07,38.114784240722656
2011-01-10,37.831119537353516
2011-01-11,37.7795524597168
2011-01-12,37.7365608215332
2011-01-13,37.67639923095703
2011-01-14,38.424251556396484
2011-01-18,38.58757019042969
2011-01-19,38.3125
2011-01-20,38.7422981262207
