Date,PPL
2010-01-04,14.592432022094727
2010-01-05,14.403679847717285
2010-01-06,14.435139656066895
2010-01-07,14.295821189880371
2010-01-08,14.25088119506836
2010-01-11,14.435139656066895
2010-01-12,14.448622703552246
2010-01-13,14.655351638793945
2010-01-14,14.502546310424805
2010-01-15,14.331774711608887
2010-01-19,14.47558879852295
2010-01-20,14.27334976196289
2010-01-21,14.008196830749512
2010-01-22,13.680122375488281
2010-01-25,13.76551342010498
2010-01-26,13.761019706726074
2010-01-27,13.504855155944824
2010-01-28,13.35205364227295
2010-01-29,13.253179550170898
2010-02-01,13.31160831451416
2010-02-02,13.320592880249023
2010-02-03,13.212736129760742
2010-02-04,12.86219596862793
2010-02-05,13.03296947479248
2010-02-08,12.911632537841797
2010-02-09,13.019487380981445
2010-02-10,12.956572532653809
2010-02-11,13.181276321411133
2010-02-12,13.127346992492676
2010-02-16,13.396993637084961
2010-02-17,13.30262279510498
2010-02-18,13.284643173217773
2010-02-19,13.419463157653809
2010-02-22,13.181276321411133
2010-02-23,13.046452522277832
2010-02-24,12.988029479980469
2010-02-25,12.956572532653809
2010-02-26,12.799273490905762
2010-03-01,13.01050090789795
2010-03-02,13.014994621276855
2010-03-03,12.90263843536377
2010-03-04,12.880169868469238
2010-03-05,13.0239839553833
2010-03-08,13.16045093536377
2010-03-09,13.133156776428223
2010-03-10,13.224145889282227
2010-03-11,13.16045093536377
2010-03-12,12.828371047973633
2010-03-15,13.023985862731934
2010-03-16,13.16045093536377
2010-03-17,13.27418041229248
2010-03-18,13.12405776977539
2010-03-19,12.96939468383789
2010-03-22,12.855666160583496
2010-03-23,13.01033878326416
2010-03-24,12.846573829650879
2010-03-25,12.628211975097656
2010-03-26,12.546331405639648
2010-03-29,12.68735408782959
2010-03-30,12.68735408782959
2010-03-31,12.605466842651367
2010-04-01,12.864767074584961
2010-04-05,12.864767074584961
2010-04-06,12.992137908935547
2010-04-07,12.81472396850586
2010-04-08,12.737387657165527
2010-04-09,12.728294372558594
2010-04-12,12.801082611083984
2010-04-13,12.837467193603516
2010-04-14,12.869316101074219
2010-04-15,12.778335571289062
2010-04-16,12.496292114257812
2010-04-19,12.464447975158691
2010-04-20,12.691900253295898
2010-04-21,12.660054206848145
2010-04-22,12.74194049835205
2010-04-23,13.028532028198242
2010-04-26,12.892062187194824
2010-04-27,12.614570617675781
2010-04-28,11.645612716674805
2010-04-29,11.37267017364502
2010-04-30,11.263496398925781
2010-05-03,11.327181816101074
2010-05-04,11.222548484802246
2010-05-05,11.231645584106445
2010-05-06,11.222548484802246
2010-05-07,11.254398345947266
2010-05-10,11.622865676879883
2010-05-11,11.645612716674805
2010-05-12,11.80028247833252
2010-05-13,11.700203895568848
2010-05-14,11.627415657043457
2010-05-17,11.904915809631348
2010-05-18,11.7411470413208
2010-05-19,11.759346008300781
2010-05-20,11.272591590881348
2010-05-21,11.363574981689453
2010-05-24,11.24074935913086
2010-05-25,11.354473114013672
2010-05-26,11.395415306091309
2010-05-27,11.61377239227295
2010-05-28,11.7411470413208
2010-06-01,11.495497703552246
2010-06-02,11.727499008178711
2010-06-03,11.795731544494629
2010-06-04,11.413612365722656
2010-06-07,11.641064643859863
2010-06-08,11.668739318847656
2010-06-09,11.479641914367676
2010-06-10,11.802492141723633
2010-06-11,11.779430389404297
2010-06-14,11.83016300201416
2010-06-15,11.93163013458252
2010-06-16,11.982362747192383
2010-06-17,12.005426406860352
2010-06-18,12.01926040649414
2010-06-21,11.834772109985352
2010-06-22,11.179848670959473
2010-06-23,11.484254837036133
2010-06-24,11.410457611083984
2010-06-25,11.498089790344238
2010-06-28,11.72869873046875
2010-06-29,11.544212341308594
2010-06-30,11.507315635681152
2010-07-01,11.622617721557617
2010-07-02,11.742530822753906
2010-07-06,11.853224754333496
2010-07-07,12.083833694458008
2010-07-08,12.056158065795898
2010-07-09,12.093053817749023
2010-07-12,12.079218864440918
2010-07-13,12.05155086517334
2010-07-14,11.913183212280273
2010-07-15,12.079218864440918
2010-07-16,11.86245059967041
2010-07-19,12.088440895080566
2010-07-20,12.231420516967773
2010-07-21,12.148405075073242
2010-07-22,12.365175247192383
2010-07-23,12.295989036560059
2010-07-26,12.369781494140625
2010-07-27,12.554272651672363
2010-07-28,12.683411598205566
2010-07-29,12.614229202270508
2010-07-30,12.586560249328613
2010-08-02,12.817161560058594
2010-08-03,12.74337100982666
2010-08-04,12.784876823425293
2010-08-05,12.328280448913574
2010-08-06,12.351337432861328
2010-08-09,12.240643501281738
2010-08-10,12.189909934997559
2010-08-11,12.014649391174316
2010-08-12,12.189909934997559
2010-08-13,12.397459030151367
2010-08-16,12.420520782470703
2010-08-17,12.480473518371582
2010-08-18,12.406681060791016
2010-08-19,12.309828758239746
2010-08-20,12.249872207641602
2010-08-23,12.254477500915527
2010-08-24,12.272929191589355
2010-08-25,12.291382789611816
2010-08-26,12.28215503692627
2010-08-27,12.63729190826416
2010-08-30,12.508153915405273
2010-08-31,12.52659797668457
2010-09-01,12.844836235046387
2010-09-02,12.752593040466309
2010-09-03,12.775654792785645
2010-09-07,12.701862335205078
2010-09-08,12.65514850616455
2010-09-09,12.669161796569824
2010-09-10,12.725218772888184
2010-09-13,12.739229202270508
2010-09-14,12.585066795349121
2010-09-15,12.53835391998291
2010-09-16,12.514995574951172
2010-09-17,12.49631118774414
2010-09-20,12.449602127075195
2010-09-21,12.482300758361816
2010-09-22,12.645800590515137
2010-09-23,12.720549583435059
2010-09-24,12.804634094238281
2010-09-27,12.921422004699707
2010-09-28,12.884048461914062
2010-09-29,12.804634094238281
2010-09-30,12.720549583435059
2010-10-01,12.818646430969238
2010-10-04,12.902735710144043
2010-10-05,13.0475492477417
2010-10-06,12.921422004699707
2010-10-07,12.916749000549316
2010-10-08,12.94477653503418
2010-10-11,12.930766105651855
2010-10-12,12.865364074707031
2010-10-13,12.949448585510254
2010-10-14,12.879380226135254
2010-10-15,12.860690116882324
2010-10-18,13.0475492477417
2010-10-19,12.982149124145508
2010-10-20,13.024194717407227
2010-10-21,12.823317527770996
2010-10-22,12.571060180664062
2010-10-25,12.561717987060547
2010-10-26,12.491640090942383
2010-10-27,12.379526138305664
2010-10-28,12.351497650146484
2010-10-29,12.54769515991211
