Date,SG
2022-05-24,20.020000457763672
2022-05-25,19.670000076293945
2022-05-26,18.889999389648438
2022-05-27,18.350000381469727
2022-05-31,18.280000686645508
2022-06-01,17.670000076293945
2022-06-02,18.209999084472656
2022-06-03,17.31999969482422
2022-06-06,16.530000686645508
2022-06-07,16.420000076293945
2022-06-08,16.290000915527344
2022-06-09,15.890000343322754
2022-06-10,15.020000457763672
2022-06-13,14.109999656677246
2022-06-14,13.359999656677246
2022-06-15,13.739999771118164
2022-06-16,11.90999984741211
2022-06-17,12.140000343322754
2022-06-21,11.859999656677246
2022-06-22,11.819999694824219
2022-06-23,12.90999984741211
2022-06-24,13.329999923706055
2022-06-27,12.720000267028809
2022-06-28,12.010000228881836
2022-06-29,11.489999771118164
2022-06-30,11.649999618530273
2022-07-01,12.069999694824219
2022-07-05,12.609999656677246
2022-07-06,12.9399995803833
2022-07-07,13.829999923706055
2022-07-08,14.1899995803833
2022-07-11,13.850000381469727
2022-07-12,14.319999694824219
2022-07-13,14.699999809265137
2022-07-14,14.489999771118164
2022-07-15,15.34000015258789
2022-07-18,15.279999732971191
2022-07-19,15.020000457763672
2022-07-20,15.6899995803833
2022-07-21,15.260000228881836
2022-07-22,15.539999961853027
2022-07-25,14.970000267028809
2022-07-26,14.3100004196167
2022-07-27,14.119999885559082
2022-07-28,15.0600004196167
2022-07-29,15.710000038146973
2022-08-01,16.3799991607666
2022-08-02,17.059999465942383
2022-08-03,19.530000686645508
2022-08-04,18.469999313354492
2022-08-05,18.25
2022-08-08,17.59000015258789
2022-08-09,16.850000381469727
2022-08-10,18.200000762939453
2022-08-11,18.200000762939453
2022-08-12,19.809999465942383
2022-08-15,20.290000915527344
2022-08-16,20.950000762939453
2022-08-17,19.360000610351562
2022-08-18,18.969999313354492
2022-08-19,17.979999542236328
2022-08-22,17.020000457763672
2022-08-23,16.979999542236328
2022-08-24,17.860000610351562
2022-08-25,18.860000610351562
2022-08-26,17.25
2022-08-29,17.459999084472656
2022-08-30,16.670000076293945
2022-08-31,16.90999984741211
2022-09-01,17.100000381469727
2022-09-02,16.65999984741211
2022-09-06,17.530000686645508
2022-09-07,18.989999771118164
2022-09-08,19.450000762939453
2022-09-09,20.229999542236328
2022-09-12,20.43000030517578
2022-09-13,18.90999984741211
2022-09-14,18.950000762939453
2022-09-15,18.579999923706055
2022-09-16,18.030000686645508
2022-09-19,18.75
2022-09-20,18.440000534057617
2022-09-21,18.170000076293945
2022-09-22,17.139999389648438
2022-09-23,16.799999237060547
2022-09-26,16.850000381469727
2022-09-27,17.81999969482422
2022-09-28,18.950000762939453
2022-09-29,18.450000762939453
2022-09-30,18.5
2022-10-03,18.5
2022-10-04,19.469999313354492
2022-10-05,19.170000076293945
2022-10-06,19.399999618530273
2022-10-07,18.3700008392334
2022-10-10,17.8700008392334
2022-10-11,17.989999771118164
2022-10-12,18.450000762939453
2022-10-13,19.049999237060547
2022-10-14,18.290000915527344
2022-10-17,19.0
2022-10-18,19.34000015258789
2022-10-19,18.15999984741211
2022-10-20,17.43000030517578
2022-10-21,17.739999771118164
2022-10-24,18.209999084472656
2022-10-25,18.799999237060547
2022-10-26,18.479999542236328
2022-10-27,18.610000610351562
2022-10-28,18.950000762939453
2022-10-31,18.600000381469727
2022-11-01,18.239999771118164
2022-11-02,17.850000381469727
2022-11-03,17.450000762939453
2022-11-04,17.420000076293945
2022-11-07,17.170000076293945
2022-11-08,17.31999969482422
2022-11-09,13.699999809265137
2022-11-10,15.180000305175781
2022-11-11,14.869999885559082
2022-11-14,14.600000381469727
2022-11-15,14.890000343322754
2022-11-16,13.930000305175781
2022-11-17,13.489999771118164
2022-11-18,13.09000015258789
2022-11-21,12.649999618530273
2022-11-22,12.470000267028809
2022-11-23,12.680000305175781
2022-11-25,12.640000343322754
2022-11-28,12.949999809265137
2022-11-29,13.59000015258789
2022-11-30,14.329999923706055
2022-12-01,14.1899995803833
2022-12-02,13.9399995803833
2022-12-05,13.359999656677246
2022-12-06,12.050000190734863
2022-12-07,11.229999542236328
2022-12-08,10.930000305175781
2022-12-09,10.5600004196167
2022-12-12,10.84000015258789
2022-12-13,10.8100004196167
2022-12-14,10.539999961853027
2022-12-15,10.109999656677246
2022-12-16,9.8100004196167
2022-12-19,9.510000228881836
2022-12-20,9.479999542236328
2022-12-21,9.279999732971191
2022-12-22,8.979999542236328
2022-12-23,8.829999923706055
2022-12-27,8.430000305175781
2022-12-28,8.109999656677246
2022-12-29,8.449999809265137
2022-12-30,8.569999694824219
2023-01-03,8.649999618530273
2023-01-04,9.029999732971191
2023-01-05,8.5
2023-01-06,8.489999771118164
2023-01-09,8.430000305175781
2023-01-10,8.779999732971191
2023-01-11,9.170000076293945
2023-01-12,9.720000267028809
2023-01-13,9.869999885559082
2023-01-17,9.829999923706055
2023-01-18,9.739999771118164
2023-01-19,9.460000038146973
2023-01-20,9.220000267028809
2023-01-23,9.729999542236328
2023-01-24,9.59000015258789
2023-01-25,9.520000457763672
2023-01-26,9.6899995803833
2023-01-27,10.5
2023-01-30,9.979999542236328
2023-01-31,10.369999885559082
2023-02-01,10.470000267028809
2023-02-02,11.739999771118164
2023-02-03,11.289999961853027
2023-02-06,11.020000457763672
2023-02-07,10.880000114440918
2023-02-08,10.369999885559082
2023-02-09,9.720000267028809
2023-02-10,9.5
2023-02-13,9.449999809265137
2023-02-14,9.550000190734863
2023-02-15,10.199999809265137
2023-02-16,9.770000457763672
2023-02-17,9.319999694824219
2023-02-21,9.359999656677246
2023-02-22,9.75
2023-02-23,9.289999961853027
2023-02-24,9.59000015258789
2023-02-27,8.720000267028809
2023-02-28,8.720000267028809
2023-03-01,8.3100004196167
2023-03-02,8.279999732971191
2023-03-03,8.5600004196167
2023-03-06,8.59000015258789
2023-03-07,8.210000038146973
2023-03-08,8.010000228881836
2023-03-09,7.46999979019165
2023-03-10,7.070000171661377
2023-03-13,6.96999979019165
2023-03-14,6.989999771118164
2023-03-15,7.260000228881836
2023-03-16,7.170000076293945
2023-03-17,7.03000020980835
2023-03-20,7.039999961853027
2023-03-21,7.199999809265137
2023-03-22,6.650000095367432
2023-03-23,6.679999828338623
2023-03-24,6.489999771118164
2023-03-27,6.309999942779541
2023-03-28,6.429999828338623
2023-03-29,6.809999942779541
2023-03-30,7.460000038146973
2023-03-31,7.840000152587891
2023-04-03,7.800000190734863
2023-04-04,7.349999904632568
2023-04-05,6.889999866485596
2023-04-06,7.510000228881836
2023-04-10,7.960000038146973
2023-04-11,7.929999828338623
2023-04-12,7.699999809265137
2023-04-13,7.789999961853027
2023-04-14,7.610000133514404
2023-04-17,7.960000038146973
2023-04-18,7.78000020980835
2023-04-19,7.599999904632568
2023-04-20,7.389999866485596
2023-04-21,7.349999904632568
2023-04-24,7.489999771118164
2023-04-25,7.639999866485596
2023-04-26,7.380000114440918
2023-04-27,7.630000114440918
2023-04-28,7.940000057220459
2023-05-01,8.079999923706055
2023-05-02,7.820000171661377
2023-05-03,7.659999847412109
2023-05-04,7.929999828338623
2023-05-05,8.9399995803833
2023-05-08,9.140000343322754
2023-05-09,8.920000076293945
2023-05-10,9.25
2023-05-11,9.180000305175781
2023-05-12,8.979999542236328
2023-05-15,9.460000038146973
2023-05-16,9.140000343322754
2023-05-17,9.510000228881836
2023-05-18,9.430000305175781
2023-05-19,9.479999542236328
2023-05-22,9.579999923706055
2023-05-23,9.4399995803833
2023-05-24,9.649999618530273
2023-05-25,9.3100004196167
2023-05-26,9.609999656677246
2023-05-30,9.510000228881836
2023-05-31,9.529999732971191
2023-06-01,9.5
2023-06-02,9.770000457763672
2023-06-05,10.319999694824219
2023-06-06,10.619999885559082
2023-06-07,10.65999984741211
2023-06-08,10.920000076293945
2023-06-09,10.5600004196167
2023-06-12,10.460000038146973
2023-06-13,10.710000038146973
2023-06-14,10.890000343322754
2023-06-15,10.430000305175781
2023-06-16,10.300000190734863
2023-06-20,10.720000267028809
2023-06-21,10.699999809265137
2023-06-22,11.039999961853027
2023-06-23,10.880000114440918
2023-06-26,11.25
2023-06-27,12.039999961853027
2023-06-28,12.369999885559082
2023-06-29,12.460000038146973
2023-06-30,12.819999694824219
2023-07-03,13.1899995803833
2023-07-05,13.039999961853027
2023-07-06,15.0600004196167
2023-07-07,15.350000381469727
2023-07-10,15.369999885559082
2023-07-11,15.75
2023-07-12,15.619999885559082
2023-07-13,15.460000038146973
2023-07-14,15.069999694824219
2023-07-17,15.199999809265137
2023-07-18,15.5600004196167
2023-07-19,15.399999618530273
2023-07-20,15.260000228881836
2023-07-21,15.279999732971191
2023-07-24,15.270000457763672
2023-07-25,15.899999618530273
2023-07-26,16.40999984741211
2023-07-27,15.449999809265137
2023-07-28,14.100000381469727
2023-07-31,15.069999694824219
2023-08-01,14.4399995803833
2023-08-02,14.789999961853027
2023-08-03,14.510000228881836
2023-08-04,14.720000267028809
2023-08-07,14.430000305175781
2023-08-08,14.550000190734863
2023-08-09,13.6899995803833
2023-08-10,13.300000190734863
2023-08-11,13.65999984741211
2023-08-14,14.050000190734863
2023-08-15,13.430000305175781
2023-08-16,14.149999618530273
2023-08-17,13.300000190734863
2023-08-18,13.399999618530273
2023-08-21,14.0600004196167
2023-08-22,14.010000228881836
2023-08-23,14.65999984741211
2023-08-24,13.640000343322754
2023-08-25,13.899999618530273
2023-08-28,13.609999656677246
2023-08-29,13.90999984741211
2023-08-30,14.279999732971191
2023-08-31,14.359999656677246
2023-09-01,14.180000305175781
2023-09-05,13.880000114440918
2023-09-06,14.25
2023-09-07,14.0600004196167
2023-09-08,13.729999542236328
2023-09-11,13.930000305175781
2023-09-12,13.300000190734863
2023-09-13,12.710000038146973
2023-09-14,12.140000343322754
2023-09-15,12.5600004196167
2023-09-18,12.59000015258789
2023-09-19,11.75
2023-09-20,12.020000457763672
2023-09-21,11.609999656677246
2023-09-22,11.479999542236328
2023-09-25,11.34000015258789
2023-09-26,11.199999809265137
2023-09-27,11.40999984741211
2023-09-28,11.649999618530273
2023-09-29,11.75
2023-10-02,11.859999656677246
2023-10-03,10.829999923706055
2023-10-04,11.329999923706055
2023-10-05,11.319999694824219
2023-10-06,11.600000381469727
2023-10-09,11.270000457763672
2023-10-10,11.489999771118164
2023-10-11,11.239999771118164
2023-10-12,11.020000457763672
2023-10-13,10.930000305175781
2023-10-16,11.229999542236328
2023-10-17,11.680000305175781
2023-10-18,10.949999809265137
2023-10-19,10.920000076293945
2023-10-20,10.920000076293945
2023-10-23,10.819999694824219
2023-10-24,10.899999618530273
2023-10-25,10.149999618530273
2023-10-26,10.1899995803833
2023-10-27,10.25
2023-10-30,10.699999809265137
2023-10-31,10.329999923706055
2023-11-01,10.4399995803833
2023-11-02,11.069999694824219
2023-11-03,9.729999542236328
2023-11-06,10.15999984741211
2023-11-07,9.859999656677246
2023-11-08,9.510000228881836
2023-11-09,8.989999771118164
2023-11-10,8.920000076293945
2023-11-13,9.260000228881836
2023-11-14,10.319999694824219
2023-11-15,10.180000305175781
2023-11-16,9.869999885559082
2023-11-17,9.84000015258789
2023-11-20,9.899999618530273
2023-11-21,9.479999542236328
2023-11-22,9.550000190734863
2023-11-24,9.600000381469727
2023-11-27,9.390000343322754
2023-11-28,9.600000381469727
2023-11-29,9.699999809265137
2023-11-30,9.40999984741211
2023-12-01,9.960000038146973
2023-12-04,9.960000038146973
2023-12-05,9.789999961853027
2023-12-06,10.5600004196167
2023-12-07,10.399999618530273
2023-12-08,10.3100004196167
2023-12-11,10.350000381469727
2023-12-12,10.25
2023-12-13,10.899999618530273
2023-12-14,11.760000228881836
2023-12-15,10.789999961853027
2023-12-18,10.760000228881836
2023-12-19,11.210000038146973
2023-12-20,10.8100004196167
2023-12-21,11.420000076293945
2023-12-22,11.520000457763672
2023-12-26,11.5
2023-12-27,11.390000343322754
2023-12-28,11.3100004196167
2023-12-29,11.300000190734863
2024-01-02,11.069999694824219
2024-01-03,10.25
2024-01-04,10.40999984741211
2024-01-05,10.380000114440918
2024-01-08,10.800000190734863
2024-01-09,10.579999923706055
2024-01-10,10.65999984741211
2024-01-11,10.829999923706055
2024-01-12,10.970000267028809
2024-01-16,10.149999618530273
2024-01-17,10.270000457763672
2024-01-18,10.329999923706055
2024-01-19,10.619999885559082
2024-01-22,10.359999656677246
2024-01-23,10.25
2024-01-24,10.25
2024-01-25,10.420000076293945
2024-01-26,10.489999771118164
2024-01-29,11.149999618530273
2024-01-30,10.9399995803833
2024-01-31,10.680000305175781
2024-02-01,11.039999961853027
2024-02-02,11.180000305175781
2024-02-05,10.819999694824219
2024-02-06,10.90999984741211
2024-02-07,11.1899995803833
2024-02-08,11.880000114440918
2024-02-09,12.09000015258789
2024-02-12,12.489999771118164
2024-02-13,11.800000190734863
2024-02-14,11.800000190734863
2024-02-15,12.479999542236328
2024-02-16,12.319999694824219
2024-02-20,11.569999694824219
2024-02-21,11.319999694824219
2024-02-22,11.380000114440918
2024-02-23,11.449999809265137
2024-02-26,11.229999542236328
2024-02-27,12.029999732971191
2024-02-28,12.399999618530273
2024-02-29,12.739999771118164
2024-03-01,16.360000610351562
2024-03-04,18.260000228881836
2024-03-05,17.829999923706055
2024-03-06,18.6299991607666
2024-03-07,18.520000457763672
2024-03-08,18.760000228881836
2024-03-11,18.950000762939453
2024-03-12,19.799999237060547
2024-03-13,21.3700008392334
2024-03-14,21.600000381469727
2024-03-15,22.18000030517578
2024-03-18,22.079999923706055
2024-03-19,22.950000762939453
2024-03-20,24.40999984741211
2024-03-21,24.8700008392334
2024-03-22,25.09000015258789
2024-03-25,25.600000381469727
2024-03-26,24.43000030517578
2024-03-27,25.479999542236328
2024-03-28,25.260000228881836
2024-04-01,25.360000610351562
2024-04-02,24.100000381469727
2024-04-03,24.260000228881836
2024-04-04,23.979999542236328
2024-04-05,25.399999618530273
2024-04-08,25.1299991607666
2024-04-09,22.860000610351562
2024-04-10,22.829999923706055
2024-04-11,23.440000534057617
2024-04-12,22.729999542236328
2024-04-15,21.079999923706055
2024-04-16,21.170000076293945
2024-04-17,20.809999465942383
2024-04-18,20.84000015258789
2024-04-19,20.649999618530273
2024-04-22,20.31999969482422
2024-04-23,22.25
2024-04-24,21.719999313354492
2024-04-25,22.760000228881836
2024-04-26,24.520000457763672
2024-04-29,24.530000686645508
2024-04-30,22.469999313354492
2024-05-01,19.90999984741211
2024-05-02,21.34000015258789
2024-05-03,22.100000381469727
2024-05-06,22.739999771118164
2024-05-07,23.25
2024-05-08,23.25
2024-05-09,23.559999465942383
2024-05-10,31.559999465942383
2024-05-13,32.36000061035156
2024-05-14,31.959999084472656
2024-05-15,31.90999984741211
2024-05-16,31.780000686645508
2024-05-17,31.75
2024-05-20,33.83000183105469
2024-05-21,31.920000076293945
2024-05-22,31.850000381469727
2024-05-23,30.940000534057617
2024-05-24,32.52000045776367
2024-05-28,31.040000915527344
2024-05-29,29.450000762939453
2024-05-30,29.6200008392334
2024-05-31,30.75
2024-06-03,30.81999969482422
2024-06-04,31.0
2024-06-05,34.97999954223633
2024-06-06,34.470001220703125
2024-06-07,32.310001373291016
2024-06-10,32.599998474121094
2024-06-11,33.63999938964844
2024-06-12,33.90999984741211
2024-06-13,33.689998626708984
2024-06-14,31.540000915527344
2024-06-17,30.0
2024-06-18,31.350000381469727
2024-06-20,29.3799991607666
2024-06-21,29.110000610351562
2024-06-24,28.639999389648438
2024-06-25,29.290000915527344
2024-06-26,28.520000457763672
2024-06-27,29.479999542236328
2024-06-28,30.139999389648438
2024-07-01,29.329999923706055
2024-07-02,27.969999313354492
2024-07-03,28.389999389648438
2024-07-05,27.56999969482422
2024-07-08,26.049999237060547
2024-07-09,24.40999984741211
2024-07-10,23.989999771118164
2024-07-11,24.829999923706055
2024-07-12,25.110000610351562
2024-07-15,26.049999237060547
2024-07-16,26.809999465942383
2024-07-17,25.219999313354492
2024-07-18,23.8700008392334
2024-07-19,24.200000762939453
2024-07-22,24.940000534057617
2024-07-23,25.530000686645508
2024-07-24,24.510000228881836
2024-07-25,24.399999618530273
2024-07-26,25.65999984741211
2024-07-29,26.40999984741211
2024-07-30,26.899999618530273
2024-07-31,27.479999542236328
2024-08-01,28.299999237060547
2024-08-02,26.520000457763672
2024-08-05,24.549999237060547
2024-08-06,25.8700008392334
2024-08-07,25.81999969482422
2024-08-08,26.25
2024-08-09,35.0099983215332
2024-08-12,34.25
2024-08-13,34.459999084472656
2024-08-14,33.88999938964844
2024-08-15,36.77000045776367
2024-08-16,37.369998931884766
2024-08-19,34.81999969482422
2024-08-20,33.130001068115234
2024-08-21,34.470001220703125
2024-08-22,35.060001373291016
2024-08-23,37.650001525878906
2024-08-26,34.709999084472656
2024-08-27,34.59000015258789
2024-08-28,32.310001373291016
2024-08-29,31.6299991607666
2024-08-30,31.610000610351562
2024-09-03,29.270000457763672
2024-09-04,29.850000381469727
2024-09-05,28.450000762939453
2024-09-06,27.8700008392334
2024-09-09,28.65999984741211
2024-09-10,30.34000015258789
2024-09-11,32.209999084472656
2024-09-12,33.95000076293945
2024-09-13,34.58000183105469
2024-09-16,34.150001525878906
2024-09-17,33.7400016784668
2024-09-18,34.18000030517578
2024-09-19,35.9900016784668
2024-09-20,37.0099983215332
2024-09-23,35.83000183105469
2024-09-24,36.5
2024-09-25,35.7599983215332
2024-09-26,34.95000076293945
2024-09-27,35.95000076293945
2024-09-30,35.45000076293945
2024-10-01,34.88999938964844
2024-10-02,34.7599983215332
2024-10-03,33.630001068115234
2024-10-04,34.29999923706055
2024-10-07,34.849998474121094
2024-10-08,38.20000076293945
2024-10-09,37.540000915527344
2024-10-10,36.369998931884766
2024-10-11,37.880001068115234
2024-10-14,39.29999923706055
2024-10-15,38.220001220703125
2024-10-16,37.939998626708984
2024-10-17,35.560001373291016
2024-10-18,35.27000045776367
2024-10-21,36.869998931884766
2024-10-22,36.959999084472656
2024-10-23,36.88999938964844
2024-10-24,36.619998931884766
2024-10-25,37.47999954223633
2024-10-28,38.83000183105469
2024-10-29,38.5099983215332
2024-10-30,37.47999954223633
2024-10-31,36.099998474121094
2024-11-01,38.02000045776367
2024-11-04,38.04999923706055
2024-11-05,39.15999984741211
2024-11-06,41.63999938964844
2024-11-07,42.20000076293945
2024-11-08,39.689998626708984
2024-11-11,39.2599983215332
2024-11-12,37.900001525878906
2024-11-13,35.63999938964844
2024-11-14,33.65999984741211
2024-11-15,33.5099983215332
2024-11-18,33.83000183105469
2024-11-19,37.88999938964844
2024-11-20,37.900001525878906
2024-11-21,41.25
2024-11-22,43.400001525878906
2024-11-25,43.970001220703125
2024-11-26,43.27000045776367
2024-11-27,42.43000030517578
2024-11-29,40.97999954223633
2024-12-02,39.22999954223633
2024-12-03,38.529998779296875
2024-12-04,40.4900016784668
2024-12-05,40.04999923706055
2024-12-06,42.040000915527344
2024-12-09,37.66999816894531
2024-12-10,36.599998474121094
2024-12-11,38.83000183105469
2024-12-12,37.7400016784668
2024-12-13,34.459999084472656
2024-12-16,35.119998931884766
2024-12-17,35.880001068115234
2024-12-18,33.630001068115234
2024-12-19,34.72999954223633
2024-12-20,35.099998474121094
2024-12-23,33.130001068115234
2024-12-24,33.310001373291016
2024-12-26,33.36000061035156
2024-12-27,32.369998931884766
2024-12-30,31.700000762939453
2024-12-31,32.060001373291016
2025-01-02,32.09000015258789
2025-01-03,33.13999938964844
2025-01-06,34.939998626708984
2025-01-07,31.940000534057617
2025-01-08,32.22999954223633
2025-01-10,33.099998474121094
2025-01-13,31.540000915527344
2025-01-14,32.7400016784668
2025-01-15,33.0
2025-01-16,33.22999954223633
2025-01-17,33.5
2025-01-21,30.5
2025-01-22,29.1299991607666
2025-01-23,29.959999084472656
2025-01-24,30.030000686645508
2025-01-27,30.149999618530273
2025-01-28,31.780000686645508
2025-01-29,33.709999084472656
2025-01-30,33.650001525878906
2025-01-31,32.91999816894531
2025-02-03,32.65999984741211
2025-02-04,32.900001525878906
2025-02-05,33.04999923706055
2025-02-06,30.719999313354492
2025-02-07,29.34000015258789
2025-02-10,28.989999771118164
2025-02-11,25.93000030517578
2025-02-12,26.329999923706055
2025-02-13,27.15999984741211
2025-02-14,27.190000534057617
2025-02-18,24.610000610351562
2025-02-19,23.25
2025-02-20,23.479999542236328
2025-02-21,21.829999923706055
2025-02-24,22.610000610351562
2025-02-25,22.40999984741211
2025-02-26,23.139999389648438
2025-02-27,23.149999618530273
2025-02-28,22.760000228881836
2025-03-03,21.639999389648438
2025-03-04,21.469999313354492
2025-03-05,23.010000228881836
2025-03-06,23.540000915527344
2025-03-07,23.940000534057617
2025-03-10,23.8700008392334
2025-03-11,24.84000015258789
2025-03-12,25.18000030517578
2025-03-13,23.639999389648438
2025-03-14,23.799999237060547
2025-03-17,24.1200008392334
2025-03-18,23.639999389648438
2025-03-19,23.920000076293945
2025-03-20,24.43000030517578
2025-03-21,24.940000534057617
2025-03-24,26.1299991607666
2025-03-25,25.68000030517578
2025-03-26,26.290000915527344
2025-03-27,26.530000686645508
2025-03-28,25.530000686645508
2025-03-31,25.020000457763672
2025-04-01,25.469999313354492
2025-04-02,25.559999465942383
2025-04-03,22.510000228881836
2025-04-04,20.8799991607666
2025-04-07,20.219999313354492
2025-04-08,19.450000762939453
2025-04-09,22.739999771118164
2025-04-10,21.93000030517578
2025-04-11,21.079999923706055
2025-04-14,21.100000381469727
2025-04-15,20.489999771118164
2025-04-16,19.790000915527344
2025-04-17,18.479999542236328
2025-04-21,16.959999084472656
2025-04-22,17.170000076293945
2025-04-23,18.450000762939453
2025-04-24,19.1200008392334
2025-04-25,19.25
2025-04-28,19.270000457763672
2025-04-29,19.09000015258789
2025-04-30,19.479999542236328
2025-05-01,19.68000030517578
2025-05-02,20.84000015258789
2025-05-05,19.540000915527344
2025-05-06,17.93000030517578
2025-05-07,17.889999389648438
2025-05-08,18.170000076293945
2025-05-09,15.229999542236328
2025-05-12,15.640000343322754
2025-05-13,15.789999961853027
2025-05-14,15.619999885559082
2025-05-15,15.229999542236328
2025-05-16,15.029999732971191
2025-05-19,14.25
2025-05-20,14.380000114440918
2025-05-21,12.850000381469727
2025-05-22,13.260000228881836
2025-05-23,12.8100004196167
2025-05-27,12.600000381469727
2025-05-28,13.5
2025-05-29,12.760000228881836
2025-05-30,13.420000076293945
2025-06-02,13.460000038146973
2025-06-03,14.100000381469727
2025-06-04,14.800000190734863
2025-06-05,13.899999618530273
2025-06-06,14.050000190734863
2025-06-09,14.010000228881836
2025-06-10,13.5600004196167
2025-06-11,13.09000015258789
2025-06-12,13.239999771118164
2025-06-13,12.579999923706055
2025-06-16,12.640000343322754
2025-06-17,12.229999542236328
2025-06-18,12.289999961853027
2025-06-20,12.270000457763672
2025-06-23,12.819999694824219
2025-06-24,13.329999923706055
2025-06-25,12.670000076293945
2025-06-26,13.649999618530273
2025-06-27,13.59000015258789
2025-06-30,14.880000114440918
2025-07-01,14.550000190734863
2025-07-02,14.399999618530273
2025-07-03,14.6899995803833
2025-07-07,13.229999542236328
2025-07-08,13.449999809265137
2025-07-09,13.329999923706055
2025-07-10,13.710000038146973
2025-07-11,13.640000343322754
2025-07-14,13.5600004196167
2025-07-15,13.0
2025-07-16,13.069999694824219
2025-07-17,13.59000015258789
2025-07-18,14.3100004196167
2025-07-21,14.0
2025-07-22,15.220000267028809
2025-07-23,16.260000228881836
2025-07-24,14.289999961853027
2025-07-25,14.779999732971191
2025-07-28,13.720000267028809
2025-07-29,13.15999984741211
2025-07-30,13.34000015258789
2025-07-31,12.880000114440918
2025-08-01,11.930000305175781
2025-08-04,12.420000076293945
2025-08-05,12.460000038146973
2025-08-06,12.319999694824219
2025-08-07,12.65999984741211
2025-08-08,9.739999771118164
2025-08-11,9.579999923706055
2025-08-12,9.649999618530273
2025-08-13,9.609999656677246
2025-08-14,9.149999618530273
2025-08-15,9.1899995803833
2025-08-18,9.279999732971191
2025-08-19,9.4399995803833
2025-08-20,9.020000457763672
2025-08-21,8.979999542236328
2025-08-22,9.34000015258789
2025-08-25,9.100000381469727
2025-08-26,9.140000343322754
2025-08-27,9.039999961853027
2025-08-28,9.260000228881836
