Date,OKE
2010-01-04,8.706036567687988
2010-01-05,8.629631996154785
2010-01-06,8.67929744720459
2010-01-07,8.621994018554688
2010-01-08,8.671655654907227
2010-01-11,8.864571571350098
2010-01-12,8.734687805175781
2010-01-13,8.770976066589355
2010-01-14,8.719404220581055
2010-01-15,8.579972267150879
2010-01-19,8.780529022216797
2010-01-20,8.780529022216797
2010-01-21,8.706036567687988
2010-01-22,8.55514144897461
2010-01-25,8.637275695800781
2010-01-26,8.658284187316895
2010-01-27,8.46926498413086
2010-01-28,8.378613471984863
2010-01-29,8.1375150680542
2010-02-01,8.30917739868164
2010-02-02,8.351609230041504
2010-02-03,8.282173156738281
2010-02-04,7.981285572052002
2010-02-05,7.859769344329834
2010-02-08,7.8346943855285645
2010-02-09,7.975494861602783
2010-02-10,7.927277565002441
2010-02-11,8.027572631835938
2010-02-12,8.037219047546387
2010-02-16,8.185733795166016
2010-02-17,8.239741325378418
2010-02-18,8.233955383300781
2010-02-19,8.293745994567871
2010-02-22,8.384395599365234
2010-02-23,8.286027908325195
2010-02-24,8.46926498413086
2010-02-25,8.5194091796875
2010-02-26,8.550275802612305
2010-03-01,8.727721214294434
2010-03-02,8.789443016052246
2010-03-03,8.84923267364502
2010-03-04,9.036325454711914
2010-03-05,9.044039726257324
2010-03-08,8.945672035217285
2010-03-09,8.993894577026367
2010-03-10,9.044039726257324
2010-03-11,9.094186782836914
2010-03-12,8.999679565429688
2010-03-15,8.982318878173828
2010-03-16,8.995820045471191
2010-03-17,9.01896858215332
2010-03-18,9.026684761047363
2010-03-19,8.8627347946167
2010-03-22,8.843445777893066
2010-03-23,8.953385353088379
2010-03-24,8.899381637573242
2010-03-25,8.806800842285156
2010-03-26,8.7373628616333
2010-03-29,8.883949279785156
2010-03-30,8.887807846069336
2010-03-31,8.804868698120117
2010-04-01,9.020894050598145
2010-04-05,9.152050018310547
2010-04-06,9.258134841918945
2010-04-07,9.18098258972168
2010-04-08,9.086471557617188
2010-04-09,9.1771240234375
2010-04-12,9.207984924316406
2010-04-13,9.169413566589355
2010-04-14,9.234989166259766
2010-04-15,9.229204177856445
2010-04-16,9.152050018310547
2010-04-19,9.14047908782959
2010-04-20,9.352644920349121
2010-04-21,9.366143226623535
2010-04-22,9.487659454345703
2010-04-23,9.651606559753418
2010-04-26,9.680537223815918
2010-04-27,9.362286567687988
2010-04-28,9.51021671295166
2010-04-29,9.576393127441406
2010-04-30,9.564713478088379
2010-05-03,9.872246742248535
2010-05-04,9.68344783782959
2010-05-05,9.434308052062988
2010-05-06,9.031400680541992
2010-05-07,8.951593399047852
2010-05-10,9.432357788085938
2010-05-11,9.500483512878418
2010-05-12,9.648414611816406
2010-05-13,9.479076385498047
2010-05-14,9.194896697998047
2010-05-17,9.144293785095215
2010-05-18,8.9496431350708
2010-05-19,8.811453819274902
2010-05-20,8.350147247314453
2010-05-21,8.412431716918945
2010-05-24,8.328739166259766
2010-05-25,8.174971580505371
2010-05-26,8.359878540039062
2010-05-27,8.684934616088867
2010-05-28,8.65573787689209
2010-06-01,8.33652400970459
2010-06-02,8.712185859680176
2010-06-03,8.815347671508789
2010-06-04,8.441632270812988
2010-06-07,8.264506340026855
2010-06-08,8.389077186584473
2010-06-09,8.412431716918945
2010-06-10,8.770577430725098
2010-06-11,8.817291259765625
2010-06-14,8.875680923461914
2010-06-15,9.13455581665039
2010-06-16,9.101468086242676
2010-06-17,9.165699005126953
2010-06-18,9.148179054260254
2010-06-21,9.144293785095215
2010-06-22,8.852327346801758
2010-06-23,8.661575317382812
2010-06-24,8.642115592956543
2010-06-25,8.799771308898926
2010-06-28,8.90098762512207
2010-06-29,8.505864143371582
2010-06-30,8.418275833129883
2010-07-01,8.278131484985352
2010-07-02,8.231415748596191
2010-07-06,8.34041690826416
2010-07-07,8.585667610168457
2010-07-08,8.735542297363281
2010-07-09,8.828972816467285
2010-07-12,8.80366325378418
2010-07-13,8.957435607910156
2010-07-14,8.893199920654297
2010-07-15,8.951593399047852
2010-07-16,8.774471282958984
2010-07-19,8.819235801696777
2010-07-20,8.928236961364746
2010-07-21,8.770577430725098
2010-07-22,8.881523132324219
2010-07-23,8.945752143859863
2010-07-26,9.159858703613281
2010-07-27,9.32530689239502
2010-07-28,9.242764472961426
2010-07-29,9.136637687683105
2010-07-30,9.144500732421875
2010-08-02,9.405878067016602
2010-08-03,9.315484046936035
2010-08-04,9.307616233825684
2010-08-05,9.276174545288086
2010-08-06,9.170047760009766
2010-08-09,9.22311019897461
2010-08-10,9.189702033996582
2010-08-11,8.86149787902832
2010-08-12,8.820228576660156
2010-08-13,8.883118629455566
2010-08-16,8.841846466064453
2010-08-17,8.991205215454102
2010-08-18,8.928317070007324
2010-08-19,8.763232231140137
2010-08-20,8.645316123962402
2010-08-23,8.604044914245605
2010-08-24,8.531330108642578
2010-08-25,8.562775611877441
2010-08-26,8.549013137817383
2010-08-27,8.708207130432129
2010-08-30,8.492019653320312
2010-08-31,8.433065414428711
2010-09-01,8.692485809326172
2010-09-02,8.65514087677002
2010-09-03,8.810397148132324
2010-09-07,8.572602272033691
2010-09-08,8.623698234558105
2010-09-09,8.712137222290039
2010-09-10,8.737686157226562
2010-09-13,8.74947452545166
2010-09-14,8.767163276672363
2010-09-15,8.72196102142334
2010-09-16,8.688553810119629
2010-09-17,8.635490417480469
2010-09-20,8.718032836914062
2010-09-21,8.653176307678223
2010-09-22,8.68265438079834
2010-09-23,8.623698234558105
2010-09-24,8.810397148132324
2010-09-27,8.745545387268066
2010-09-28,8.763232231140137
2010-09-29,8.751441955566406
2010-09-30,8.85167407989502
2010-10-01,8.969590187072754
2010-10-04,9.001033782958984
2010-10-05,9.386231422424316
2010-10-06,9.333168029785156
2010-10-07,9.405878067016602
2010-10-08,9.458949089050293
2010-10-11,9.470735549926758
2010-10-12,9.474671363830566
2010-10-13,9.590622901916504
2010-10-14,9.60438060760498
2010-10-15,9.694780349731445
2010-10-18,9.722293853759766
2010-10-19,9.502187728881836
2010-10-20,9.669230461120605
2010-10-21,9.673164367675781
2010-10-22,9.846111297607422
2010-10-25,9.85986614227295
2010-10-26,9.842178344726562
2010-10-27,9.858053207397461
2010-10-28,9.854084968566895
2010-10-29,9.885834693908691
2010-11-01,9.895756721496582
2010-11-02,9.98901653289795
2010-11-03,9.994969367980957
2010-11-04,10.088229179382324
2010-11-05,10.143795013427734
2010-11-08,10.143795013427734
2010-11-09,10.062438011169434
2010-11-10,10.141810417175293
2010-11-11,10.17752456665039
2010-11-12,10.300555229187012
2010-11-15,10.30650520324707
2010-11-16,10.012829780578613
2010-11-17,9.991002082824707
2010-11-18,10.052512168884277
2010-11-19,10.092202186584473
2010-11-22,10.193402290344238
2010-11-23,10.119985580444336
2010-11-24,10.258883476257324
2010-11-26,10.159667015075684
2010-11-29,10.139823913574219
2010-11-30,10.141810417175293
2010-12-01,10.207290649414062
2010-12-02,10.419611930847168
2010-12-03,10.512872695922852
2010-12-06,10.566452980041504
2010-12-07,10.590261459350586
2010-12-08,10.70138168334961
2010-12-09,10.750988960266113
2010-12-10,10.766864776611328
2010-12-13,10.762897491455078
2010-12-14,10.858145713806152
2010-12-15,10.677572250366211
2010-12-16,10.685510635375977
2010-12-17,10.74701976776123
2010-12-20,10.883940696716309
2010-12-21,10.913707733154297
2010-12-22,10.967279434204102
2010-12-23,11.002999305725098
2010-12-27,10.999031066894531
2010-12-28,11.014906883239746
2010-12-29,11.04268741607666
2010-12-30,11.05062198638916
2010-12-31,11.006970405578613
2011-01-03,11.197465896606445
2011-01-04,11.03673267364502
2011-01-05,10.989106178283691
2011-01-06,11.052606582641602
2011-01-07,11.076420783996582
2011-01-10,11.028800010681152
2011-01-11,11.22127628326416
2011-01-12,11.385966300964355
2011-01-13,11.451455116271973
2011-01-14,11.463358879089355
2011-01-18,11.475266456604004
2011-01-19,11.421688079833984
2011-01-20,11.556620597839355
2011-01-21,11.61019515991211
2011-01-24,11.7054443359375
2011-01-25,11.614168167114258
2011-01-26,11.733223915100098
2011-01-27,11.825315475463867
2011-01-28,11.761248588562012
2011-01-31,11.789278030395508
2011-02-01,11.855341911315918
2011-02-02,11.783275604248047
2011-02-03,11.847329139709473
2011-02-04,11.813302993774414
2011-02-07,11.913396835327148
2011-02-08,11.91540241241455
2011-02-09,11.847329139709473
2011-02-10,11.969452857971191
2011-02-11,12.075553894042969
2011-02-14,12.131608009338379
2011-02-15,12.273744583129883
2011-02-16,12.411876678466797
2011-02-17,12.628077507019043
2011-02-18,12.942380905151367
2011-02-22,12.678128242492676
2011-02-23,12.686140060424805
2011-02-24,12.626079559326172
2011-02-25,12.814262390136719
2011-02-28,12.926368713378906
2011-03-01,12.708157539367676
2011-03-02,12.75019645690918
2011-03-03,12.97040843963623
2011-03-04,12.91835880279541
2011-03-07,12.828272819519043
2011-03-08,12.994430541992188
2011-03-09,13.082518577575684
2011-03-10,13.014451026916504
2011-03-11,13.078512191772461
2011-03-14,12.928367614746094
2011-03-15,12.578033447265625
2011-03-16,12.451911926269531
2011-03-17,12.716170310974121
2011-03-18,12.820265769958496
2011-03-21,13.246673583984375
2011-03-22,13.216649055480957
2011-03-23,13.226653099060059
2011-03-24,13.108541488647461
2011-03-25,13.224652290344238
2011-03-28,13.156584739685059
2011-03-29,13.074511528015137
2011-03-30,13.198626518249512
2011-03-31,13.388812065124512
