Date,CSL
2010-01-04,28.566978454589844
2010-01-05,28.615795135498047
2010-01-06,28.518163681030273
2010-01-07,28.99007225036621
2010-01-08,28.802928924560547
2010-01-11,29.250444412231445
2010-01-12,29.518943786621094
2010-01-13,29.738624572753906
2010-01-14,29.998991012573242
2010-01-15,29.209749221801758
2010-01-19,29.624710083007812
2010-01-20,29.754899978637695
2010-01-21,29.193485260009766
2010-01-22,28.412376403808594
2010-01-25,28.290353775024414
2010-01-26,28.160158157348633
2010-01-27,27.777755737304688
2010-01-28,27.582477569580078
2010-01-29,27.27329444885254
2010-02-01,27.69637680053711
2010-02-02,27.83470344543457
2010-02-03,29.030759811401367
2010-02-04,28.99007225036621
2010-02-05,27.867244720458984
2010-02-08,27.83470344543457
2010-02-09,27.989295959472656
2010-02-10,27.57433319091797
2010-02-11,28.02997589111328
2010-02-12,28.07880401611328
2010-02-16,28.47747230529785
2010-02-17,28.191394805908203
2010-02-18,28.403921127319336
2010-02-19,28.36305809020996
2010-02-22,28.191394805908203
2010-02-23,28.06061553955078
2010-02-24,28.420272827148438
2010-02-25,28.39574432373047
2010-02-26,28.036094665527344
2010-03-01,28.869821548461914
2010-03-02,29.245826721191406
2010-03-03,29.172245025634766
2010-03-04,29.229467391967773
2010-03-05,29.45016098022461
2010-03-08,29.711727142333984
2010-03-09,30.39014434814453
2010-03-10,30.30841064453125
2010-03-11,30.283889770507812
2010-03-12,30.471879959106445
2010-03-15,30.741628646850586
2010-03-16,31.0031681060791
2010-03-17,31.215700149536133
2010-03-18,31.0031681060791
2010-03-19,30.71709632873535
2010-03-22,31.117610931396484
2010-03-23,31.61619758605957
2010-03-24,31.509971618652344
2010-03-25,31.575347900390625
2010-03-26,31.305606842041016
2010-03-29,31.436382293701172
2010-03-30,31.411865234375
2010-03-31,31.14214324951172
2010-04-01,31.370986938476562
2010-04-05,31.509971618652344
2010-04-06,31.608043670654297
2010-04-07,31.738815307617188
2010-04-08,31.379175186157227
2010-04-09,31.191181182861328
2010-04-12,31.093101501464844
2010-04-13,31.39551544189453
2010-04-14,32.02488708496094
2010-04-15,31.975866317749023
2010-04-16,31.68159294128418
2010-04-19,31.730640411376953
2010-04-20,32.1965446472168
2010-04-21,32.368202209472656
2010-04-22,33.30818176269531
2010-04-23,33.577919006347656
2010-04-26,34.02748489379883
2010-04-27,32.52351760864258
2010-04-28,32.2047233581543
2010-04-29,31.771509170532227
2010-04-30,30.83970832824707
2010-05-03,31.7960205078125
2010-05-04,31.673429489135742
2010-05-05,31.166664123535156
2010-05-06,30.594478607177734
2010-05-07,29.834331512451172
2010-05-10,31.869606018066406
2010-05-11,31.8369083404541
2010-05-12,33.079322814941406
2010-05-13,33.079322814941406
2010-05-14,32.98122787475586
2010-05-17,33.12018966674805
2010-05-18,32.69514083862305
2010-05-19,32.00579071044922
2010-05-20,30.889699935913086
2010-05-21,31.291826248168945
2010-05-24,31.349266052246094
2010-05-25,30.93073081970215
2010-05-26,31.217973709106445
2010-05-27,32.407936096191406
2010-05-28,31.9155216217041
2010-06-01,32.0222053527832
2010-06-02,32.645904541015625
2010-06-03,32.83466339111328
2010-06-04,31.472368240356445
2010-06-07,30.545011520385742
2010-06-08,30.88148307800293
2010-06-09,30.495779037475586
2010-06-10,31.52981948852539
2010-06-11,31.899112701416016
2010-06-14,31.808837890625
2010-06-15,32.801841735839844
2010-06-16,32.539222717285156
2010-06-17,32.58025360107422
2010-06-18,32.75259780883789
