Date,VST
2016-10-05,11.384851455688477
2016-10-06,11.568477630615234
2016-10-07,11.6786527633667
2016-10-10,11.752103805541992
2016-10-11,12.009180068969727
2016-10-12,12.009180068969727
2016-10-13,11.82555103302002
2016-10-14,11.82555103302002
2016-10-17,11.82555103302002
2016-10-18,11.752103805541992
2016-10-19,11.744759559631348
2016-10-20,11.6786527633667
2016-10-21,11.531750679016113
2016-10-24,11.517060279846191
2016-10-25,11.443610191345215
2016-10-26,11.348122596740723
2016-10-27,11.164498329162598
2016-10-28,11.164498329162598
2016-10-31,11.164498329162598
2016-11-01,11.017593383789062
2016-11-02,9.989286422729492
2016-11-03,9.989286422729492
2016-11-04,10.283087730407715
2016-11-07,10.356539726257324
2016-11-08,10.4299898147583
2016-11-09,10.319814682006836
2016-11-10,10.452028274536133
2016-11-11,10.80458927154541
2016-11-14,10.57689094543457
2016-11-15,10.5181303024292
2016-11-16,10.356539726257324
2016-11-17,10.319814682006836
2016-11-18,10.356539726257324
2016-11-21,10.283087730407715
2016-11-22,10.319814682006836
2016-11-23,10.283087730407715
2016-11-25,10.283087730407715
2016-11-28,10.393263816833496
2016-11-29,10.099462509155273
2016-11-30,10.246365547180176
2016-12-01,10.25370979309082
2016-12-02,10.172914505004883
2016-12-05,10.613617897033691
2016-12-06,11.458300590515137
2016-12-07,11.384851455688477
2016-12-08,11.6786527633667
2016-12-09,12.045903205871582
2016-12-12,11.93572998046875
2016-12-13,11.921039581298828
2016-12-14,11.957764625549316
2016-12-15,12.154776573181152
2016-12-16,12.043420791625977
2016-12-19,12.189041137695312
2016-12-20,12.291827201843262
2016-12-21,12.291827201843262
2016-12-22,12.240432739257812
2016-12-23,12.321806907653809
2016-12-27,12.848597526550293
2016-12-28,12.848597526550293
2016-12-29,13.276887893676758
2016-12-30,13.276887893676758
2017-01-03,13.156966209411621
2017-01-04,13.7908296585083
2017-01-05,13.867923736572266
2017-01-06,13.876490592956543
2017-01-09,13.61951732635498
2017-01-10,13.576689720153809
2017-01-11,13.422503471374512
2017-01-12,13.705174446105957
2017-01-13,14.090633392333984
2017-01-17,14.433260917663574
2017-01-18,14.604574203491211
2017-01-19,14.458956718444824
2017-01-20,14.51035213470459
2017-01-23,14.51891803741455
