Date,CNH
2013-09-30,8.656068801879883
2013-10-01,8.946911811828613
2013-10-02,8.933061599731445
2013-10-03,8.7322416305542
2013-10-04,8.753015518188477
2013-10-07,8.47602367401123
2013-10-08,8.600667953491211
2013-10-09,8.74609088897705
2013-10-10,8.739166259765625
2013-10-11,8.815340042114258
2013-10-14,8.843038558959961
2013-10-15,8.53141975402832
2013-10-16,8.50372314453125
2013-10-17,8.50372314453125
2013-10-18,8.434473037719727
2013-10-21,8.50372314453125
2013-10-22,8.759940147399902
2013-10-23,8.60759449005127
2013-10-24,8.739166259765625
2013-10-25,8.53834342956543
2013-10-28,8.600667953491211
2013-10-29,8.455246925354004
2013-10-30,8.41369915008545
2013-10-31,8.122854232788086
2013-11-01,7.776610851287842
2013-11-04,7.887409210205078
2013-11-05,7.707362651824951
2013-11-06,7.741987228393555
2013-11-07,7.776610851287842
2013-11-08,7.748911380767822
2013-11-11,7.748911380767822
2013-11-12,7.769687175750732
2013-11-13,7.845860481262207
2013-11-14,7.866634368896484
2013-11-15,7.832009315490723
2013-11-18,7.832009315490723
2013-11-19,7.769687175750732
2013-11-20,7.832009315490723
2013-11-21,7.811235427856445
2013-11-22,7.838935852050781
2013-11-25,7.852785587310791
2013-11-26,7.818160057067871
2013-11-27,7.838935852050781
2013-11-29,7.845860481262207
2013-12-02,7.67966365814209
2013-12-03,7.4372944831848145
2013-12-04,7.45114278793335
2013-12-05,7.243398189544678
2013-12-06,7.284947395324707
2013-12-09,7.291871070861816
2013-12-10,7.347270965576172
2013-12-11,7.264171600341797
2013-12-12,7.084125995635986
2013-12-13,7.153373718261719
2013-12-16,7.45114278793335
2013-12-17,7.222623825073242
2013-12-18,7.243398189544678
2013-12-19,7.326496124267578
2013-12-20,7.548092365264893
2013-12-23,7.631189346313477
2013-12-24,7.631189346313477
2013-12-26,7.672739028930664
2013-12-27,7.832009315490723
2013-12-30,7.852785587310791
2013-12-31,7.8597092628479
2014-01-02,7.707362651824951
2014-01-03,7.714287281036377
2014-01-06,7.631189346313477
2014-01-07,7.610414981842041
2014-01-08,7.5827155113220215
2014-01-09,7.783536434173584
2014-01-10,7.894333839416504
2014-01-13,7.887409210205078
2014-01-14,8.005132675170898
2014-01-15,8.129779815673828
2014-01-16,8.150554656982422
2014-01-17,8.164403915405273
2014-01-21,8.24057674407959
2014-01-22,8.060531616210938
2014-01-23,7.991283416748047
2014-01-24,7.714287281036377
2014-01-27,7.838935852050781
2014-01-28,7.928957462310791
2014-01-29,7.7350616455078125
2014-01-30,7.381895542144775
2014-01-31,7.298797130584717
2014-02-03,7.056426525115967
2014-02-04,7.1118245124816895
2014-02-05,7.174149036407471
2014-02-06,7.264171600341797
2014-02-07,7.326496124267578
2014-02-10,7.2156982421875
2014-02-11,7.305721282958984
2014-02-12,7.541165828704834
2014-02-13,7.464991569519043
2014-02-14,7.7350616455078125
2014-02-18,7.651963710784912
2014-02-19,7.721213340759277
2014-02-20,7.686588287353516
2014-02-21,7.700438976287842
2014-02-24,7.748911380767822
2014-02-25,7.651963710784912
2014-02-26,7.541165828704834
2014-02-27,7.527316570281982
2014-02-28,7.5619401931762695
2014-03-03,7.319571495056152
2014-03-04,7.444218158721924
2014-03-05,7.534241199493408
2014-03-06,7.7350616455078125
2014-03-07,7.825084686279297
2014-03-10,7.707362651824951
2014-03-11,7.610414981842041
2014-03-12,7.5619401931762695
2014-03-13,7.37497091293335
2014-03-14,7.388819217681885
2014-03-17,7.700438976287842
2014-03-18,7.790462017059326
2014-03-19,7.5619401931762695
2014-03-20,7.624263763427734
2014-03-21,7.464991569519043
2014-03-24,7.430368900299072
2014-03-25,7.520391464233398
2014-03-26,7.672739028930664
2014-03-27,7.645039081573486
2014-03-28,7.804309368133545
2014-03-31,7.963583469390869
2014-04-01,7.991283416748047
2014-04-02,7.880485534667969
2014-04-03,7.887409210205078
2014-04-04,7.838935852050781
2014-04-07,7.7973856925964355
2014-04-08,7.755836009979248
2014-04-09,7.942807674407959
2014-04-10,7.748911380767822
2014-04-11,7.589640140533447
2014-04-14,7.700438976287842
2014-04-15,7.568865776062012
2014-04-16,7.7973856925964355
2014-04-17,7.686588287353516
2014-04-21,7.769687175750732
2014-04-22,8.001129150390625
2014-04-23,7.994029998779297
2014-04-24,8.11472225189209
2014-04-25,8.356104850769043
2014-04-28,8.17151927947998
2014-04-29,8.242512702941895
2014-04-30,8.228313446044922
2014-05-01,8.256712913513184
2014-05-02,8.249611854553223
2014-05-05,8.11472225189209
2014-05-06,8.143120765686035
2014-05-07,8.235414505004883
2014-05-08,8.057927131652832
2014-05-09,7.7526469230651855
2014-05-12,7.631956100463867
2014-05-13,7.596458911895752
2014-05-14,7.582260608673096
2014-05-15,7.5254645347595215
2014-05-16,7.631956100463867
2014-05-19,7.617757320404053
2014-05-20,7.582260608673096
2014-05-21,7.681652545928955
2014-05-22,7.5254645347595215
2014-05-23,7.568061351776123
2014-05-27,7.7526469230651855
2014-05-28,7.710051536560059
2014-05-29,7.766846179962158
2014-05-30,7.7526469230651855
2014-06-02,7.766846179962158
2014-06-03,7.646158218383789
2014-06-04,7.6035590171813965
2014-06-05,7.738450527191162
2014-06-06,7.717151165008545
2014-06-09,7.724249362945557
2014-06-10,7.639055252075195
2014-06-11,7.497066020965576
2014-06-12,7.504165172576904
2014-06-13,7.397674083709717
2014-06-16,7.397674083709717
2014-06-17,7.4686689376831055
2014-06-18,7.617757320404053
2014-06-19,7.518364429473877
2014-06-20,7.504165172576904
2014-06-23,7.397674083709717
2014-06-24,7.28408145904541
2014-06-25,7.234384536743164
2014-06-26,7.305379390716553
2014-06-27,7.255683898925781
2014-06-30,7.255683898925781
2014-07-01,7.198886394500732
2014-07-02,7.269882678985596
2014-07-03,7.2272844314575195
2014-07-07,7.2272844314575195
2014-07-08,6.8794097900390625
2014-07-09,6.822615623474121
2014-07-10,6.652226448059082
2014-07-11,6.673525810241699
2014-07-14,6.638027667999268
2014-07-15,6.630928993225098
2014-07-16,6.8794097900390625
2014-07-17,6.815515041351318
2014-07-18,6.758718490600586
2014-07-21,6.58833122253418
2014-07-22,6.673525810241699
2014-07-23,6.567032814025879
2014-07-24,6.531536102294922
2014-07-25,6.545734405517578
2014-07-28,6.432141304016113
2014-07-29,6.403744697570801
2014-07-30,6.432141304016113
2014-07-31,6.538634777069092
2014-08-01,6.346948623657227
2014-08-04,6.346948623657227
2014-08-05,6.254655361175537
2014-08-06,6.141062259674072
