Date,EXPO
2010-01-04,6.178182601928711
2010-01-05,5.960230350494385
2010-01-06,5.841543197631836
2010-01-07,5.882544040679932
2010-01-08,5.895491600036621
2010-01-11,5.936493396759033
2010-01-12,5.923545837402344
2010-01-13,6.005547046661377
2010-01-14,5.990443706512451
2010-01-15,5.930020809173584
2010-01-19,6.018496990203857
2010-01-20,5.94728422164917
2010-01-21,5.854491710662842
2010-01-22,5.81996488571167
2010-01-25,5.766016006469727
2010-01-26,5.787595272064209
2010-01-27,5.826437950134277
2010-01-28,5.772488594055176
2010-01-29,5.8070173263549805
2010-02-01,5.789752960205078
2010-02-02,5.783278942108154
2010-02-03,5.800541877746582
2010-02-04,5.5804314613342285
2010-02-05,5.660275936126709
2010-02-08,5.444483280181885
2010-02-09,5.5049052238464355
2010-02-10,5.5049052238464355
2010-02-11,5.6020121574401855
2010-02-12,5.66459321975708
2010-02-16,5.649487018585205
2010-02-17,5.679697513580322
2010-02-18,5.7099080085754395
2010-02-19,5.718541622161865
2010-02-22,5.742280006408691
2010-02-23,5.774646759033203
2010-02-24,5.7401204109191895
2010-02-25,5.81133508682251
2010-02-26,5.74659538269043
2010-03-01,5.869597434997559
2010-03-02,6.018496990203857
2010-03-03,6.027127742767334
2010-03-04,6.078917026519775
2010-03-05,6.314133644104004
2010-03-08,6.223499298095703
2010-03-09,6.1868133544921875
2010-03-10,6.106969833374023
2010-03-11,6.081076622009277
2010-03-12,6.176025390625
2010-03-15,6.2278151512146
2010-03-16,6.147971153259277
2010-03-17,6.214869022369385
2010-03-18,6.275290489196777
2010-03-19,6.281764507293701
2010-03-22,6.40045166015625
2010-03-23,6.428503513336182
2010-03-24,6.355134963989258
2010-03-25,6.316293239593506
2010-03-26,6.281764507293701
2010-03-29,6.299027442932129
2010-03-30,6.242922306060791
2010-03-31,6.154445648193359
2010-04-01,6.199762344360352
2010-04-05,6.260185241699219
2010-04-06,6.299027442932129
2010-04-07,6.296869277954102
2010-04-08,6.303343296051025
2010-04-09,6.266658306121826
2010-04-12,6.217025279998779
2010-04-13,6.238604545593262
2010-04-14,6.311975002288818
2010-04-15,6.294710636138916
2010-04-16,6.385344982147217
2010-04-19,6.385344982147217
2010-04-20,6.43281888961792
2010-04-21,6.4177141189575195
2010-04-22,6.469505786895752
2010-04-23,6.670193195343018
2010-04-26,6.57524299621582
2010-04-27,6.460873603820801
2010-04-28,6.504031658172607
2010-04-29,6.672349452972412
2010-04-30,6.43281888961792
2010-05-03,6.586032867431641
2010-05-04,6.428503513336182
2010-05-05,6.3702392578125
2010-05-06,6.139338970184326
2010-05-07,5.95159912109375
2010-05-10,6.286079406738281
2010-05-11,6.419870376586914
2010-05-12,6.60545539855957
2010-05-13,6.510506629943848
2010-05-14,6.413397789001465
2010-05-17,6.5536651611328125
2010-05-18,6.43281888961792
2010-05-19,6.275290489196777
2010-05-20,6.1220784187316895
2010-05-21,6.091865062713623
2010-05-24,5.949441909790039
2010-05-25,5.873912811279297
2010-05-26,5.893333911895752
2010-05-27,6.083233833312988
2010-05-28,5.932178020477295
2010-06-01,6.050863742828369
2010-06-02,6.337869167327881
2010-06-03,6.506190776824951
2010-06-04,6.104811668395996
2010-06-07,6.083233833312988
2010-06-08,6.165234088897705
2010-06-09,6.275290489196777
2010-06-10,6.376713752746582
2010-06-11,6.428503513336182
2010-06-14,6.499716758728027
2010-06-15,6.670193195343018
2010-06-16,6.6788249015808105
2010-06-17,6.743562698364258
2010-06-18,6.806142807006836
2010-06-21,6.732772350311279
2010-06-22,6.568769931793213
2010-06-23,6.639983177185059
2010-06-24,6.603299140930176
2010-06-25,6.905409812927246
2010-06-28,7.246364593505859
2010-06-29,7.017622947692871
2010-06-30,7.060779571533203
2010-07-01,7.093148231506348
2010-07-02,6.937778472900391
2010-07-06,6.7780890464782715
2010-07-07,6.9571990966796875
2010-07-08,7.088832855224609
2010-07-09,7.090994358062744
2010-07-12,6.952883243560791
2010-07-13,7.181624889373779
2010-07-14,7.157886028289795
2010-07-15,6.985253810882568
2010-07-16,6.687458038330078
2010-07-19,6.683140754699707
2010-07-20,6.849302768707275
2010-07-21,6.756509780883789
2010-07-22,6.948568820953369
2010-07-23,7.35857629776001
2010-07-26,7.548476696014404
2010-07-27,7.326207160949707
2010-07-28,7.155730247497559
2010-07-29,7.112570762634277
2010-07-30,7.123359680175781
2010-08-02,7.119045257568359
2010-08-03,7.0478339195251465
2010-08-04,7.170835971832275
2010-08-05,6.993885517120361
2010-08-06,6.935619831085205
2010-08-09,7.155730247497559
2010-08-10,6.996042251586914
2010-08-11,6.60545539855957
2010-08-12,6.905409812927246
2010-08-13,6.773774147033691
2010-08-16,6.8708815574646
2010-08-17,6.875197887420654
2010-08-18,6.797511577606201
2010-08-19,6.478135585784912
2010-08-20,6.529928207397461
2010-08-23,6.4846110343933105
2010-08-24,6.419870376586914
2010-08-25,6.458713054656982
2010-08-26,6.409083843231201
2010-08-27,6.57524299621582
2010-08-30,6.413397789001465
2010-08-31,6.655089378356934
2010-09-01,6.983094215393066
2010-09-02,6.9982008934021
2010-09-03,7.071570873260498
2010-09-07,6.888145446777344
2010-09-08,6.965829849243164
2010-09-09,7.002517223358154
2010-09-10,7.203206539154053
2010-09-13,7.300312042236328
2010-09-14,7.060779571533203
2010-09-15,7.008987903594971
2010-09-16,6.888145446777344
2010-09-17,6.922673225402832
2010-09-20,7.144937992095947
2010-09-21,7.073729991912842
2010-09-22,6.950724124908447
2010-09-23,6.8989338874816895
2010-09-24,7.1837849617004395
2010-09-27,7.062936305999756
2010-09-28,7.162202835083008
2010-09-29,7.177306175231934
2010-09-30,7.248520851135254
2010-10-01,7.093148231506348
2010-10-04,7.000357151031494
2010-10-05,7.2873640060424805
2010-10-06,7.267942905426025
2010-10-07,7.252835273742676
2010-10-08,7.371523380279541
2010-10-11,7.339155197143555
2010-10-12,7.311100959777832
2010-10-13,7.4276299476623535
2010-10-14,7.552792549133301
2010-10-15,7.4729437828063965
2010-10-18,7.567895889282227
2010-10-19,7.386630535125732
2010-10-20,7.552792549133301
2010-10-21,7.388786792755127
2010-10-22,7.550633430480957
2010-10-25,7.194573402404785
2010-10-26,6.983094215393066
2010-10-27,6.747879981994629
2010-10-28,6.873041152954102
2010-10-29,6.888145446777344
2010-11-01,6.926987171173096
2010-11-02,7.2787322998046875
2010-11-03,7.272258281707764
2010-11-04,7.384471416473389
2010-11-05,7.390946388244629
2010-11-08,7.440577983856201
2010-11-09,7.304626941680908
2010-11-10,7.526895999908447
2010-11-11,7.492369651794434
2010-11-12,7.455686569213867
2010-11-15,7.451366424560547
2010-11-16,7.293838977813721
2010-11-17,7.246364593505859
2010-11-18,7.317574977874756
2010-11-19,7.265783309936523
2010-11-22,7.2204670906066895
2010-11-23,7.134152412414551
2010-11-24,7.181624889373779
2010-11-26,7.11041259765625
2010-11-29,7.602423667907715
2010-11-30,7.509634494781494
2010-12-01,7.675797462463379
2010-12-02,7.783689022064209
2010-12-03,8.005953788757324
2010-12-06,8.133278846740723
2010-12-07,8.32965087890625
2010-12-08,8.351229667663574
2010-12-09,8.280016899108887
2010-12-10,8.474231719970703
2010-12-13,8.502285957336426
2010-12-14,8.474231719970703
2010-12-15,8.56054973602295
2010-12-16,8.886396408081055
2010-12-17,8.485020637512207
2010-12-20,8.33612060546875
2010-12-21,8.450493812561035
2010-12-22,8.200173377990723
2010-12-23,8.30159854888916
2010-12-27,8.305908203125
2010-12-28,8.333966255187988
2010-12-29,8.359859466552734
2010-12-30,8.267069816589355
2010-12-31,8.100912094116211
2011-01-03,8.398703575134277
2011-01-04,8.10306453704834
2011-01-05,8.362019538879395
2011-01-06,8.284333229064941
2011-01-07,8.116011619567871
2011-01-10,8.051275253295898
2011-01-11,8.0685396194458
2011-01-12,8.072855949401855
2011-01-13,7.945537090301514
2011-01-14,8.0685396194458
2011-01-18,8.098749160766602
2011-01-19,7.895902633666992
2011-01-20,7.798793315887451
2011-01-21,7.753479480743408
2011-01-24,7.766424655914307
2011-01-25,7.900218963623047
2011-01-26,8.107383728027344
2011-01-27,8.085803985595703
2011-01-28,8.01674747467041
2011-01-31,7.923956871032715
2011-02-01,8.077171325683594
2011-02-02,7.990852355957031
2011-02-03,8.159168243408203
2011-02-04,8.059910774230957
2011-02-07,8.092277526855469
2011-02-08,8.090118408203125
2011-02-09,8.027536392211914
2011-02-10,7.967116832733154
2011-02-11,8.139749526977539
2011-02-14,8.362019538879395
2011-02-15,8.081486701965332
2011-02-16,8.241174697875977
2011-02-17,8.262752532958984
2011-02-18,8.372808456420898
2011-02-22,8.258439064025879
2011-02-23,8.200173377990723
2011-02-24,8.221755027770996
2011-02-25,8.424599647521973
2011-02-28,8.491497039794922
2011-03-01,8.39654541015625
2011-03-02,8.437548637390137
2011-03-03,8.536810874938965
2011-03-04,8.463441848754883
2011-03-07,8.234697341918945
2011-03-08,8.461285591125488
2011-03-09,8.538969039916992
2011-03-10,8.21959400177002
2011-03-11,8.290803909301758
2011-03-14,8.346914291381836
2011-03-15,8.418126106262207
2011-03-16,8.469910621643066
2011-03-17,8.618816375732422
2011-03-18,8.847554206848145
2011-03-21,9.18419361114502
2011-03-22,9.18419361114502
2011-03-23,9.374093055725098
2011-03-24,9.423725128173828
2011-03-25,9.380565643310547
2011-03-28,9.458250045776367
2011-03-29,9.596359252929688
2011-03-30,9.6826753616333
2011-03-31,9.626572608947754
2011-04-01,9.656784057617188
2011-04-04,9.747415542602539
2011-04-05,9.656784057617188
2011-04-06,9.747415542602539
2011-04-07,9.650306701660156
2011-04-08,9.41077709197998
2011-04-11,9.339566230773926
2011-04-12,9.128087043762207
2011-04-13,9.013715744018555
2011-04-14,9.192824363708496
2011-04-15,9.25324821472168
2011-04-18,9.074140548706055
2011-04-19,9.063350677490234
2011-04-20,9.214404106140137
2011-04-21,9.449624061584473
2011-04-25,9.358989715576172
2011-04-26,9.143193244934082
2011-04-27,9.112980842590332
2011-04-28,9.169089317321777
2011-04-29,9.259722709655762
2011-05-02,9.05040454864502
2011-05-03,9.061193466186523
2011-05-04,9.054718971252441
2011-05-05,9.030978202819824
2011-05-06,8.955451011657715
2011-05-09,8.977030754089355
2011-05-10,9.169089317321777
2011-05-11,8.750450134277344
2011-05-12,8.944664001464844
2011-05-13,8.929555892944336
2011-05-16,8.70944881439209
2011-05-17,8.791448593139648
2011-05-18,8.871293067932129
2011-05-19,8.890713691711426
2011-05-20,8.879924774169922
2011-05-23,8.674918174743652
2011-05-24,8.63176441192627
2011-05-25,8.73749828338623
2011-05-26,8.823817253112793
2011-05-27,8.933870315551758
2011-05-31,9.25324821472168
2011-06-01,9.02882194519043
2011-06-02,9.089241981506348
2011-06-03,8.875609397888184
2011-06-06,8.823817253112793
2011-06-07,8.841079711914062
2011-06-08,8.860502243041992
2011-06-09,8.992134094238281
2011-06-10,8.940345764160156
2011-06-13,8.806554794311523
2011-06-14,9.076292991638184
2011-06-15,8.851869583129883
2011-06-16,9.104349136352539
2011-06-17,9.06982135772705
2011-06-20,9.115138053894043
2011-06-21,9.251091957092285
2011-06-22,9.061193466186523
2011-06-23,8.994295120239258
2011-06-24,8.87344741821289
2011-06-27,9.33309268951416
2011-06-28,9.466883659362793
2011-06-29,9.302879333496094
2011-06-30,9.389199256896973
2011-07-01,9.563992500305176
2011-07-05,9.570465087890625
2011-07-06,9.613622665405273
2011-07-07,9.822943687438965
2011-07-08,9.760361671447754
