Date,STE
2010-01-04,22.82578468322754
2010-01-05,22.801584243774414
2010-01-06,22.77737808227539
2010-01-07,22.44657325744629
2010-01-08,22.3336124420166
2010-01-11,22.317474365234375
2010-01-12,22.067350387573242
2010-01-13,22.41429901123047
2010-01-14,22.269062042236328
2010-01-15,22.285198211669922
2010-01-19,22.317474365234375
2010-01-20,22.11576271057129
2010-01-21,21.833362579345703
2010-01-22,21.63971710205078
2010-01-25,21.75267219543457
2010-01-26,21.58323860168457
2010-01-27,21.33311653137207
2010-01-28,21.07492446899414
2010-01-29,21.042646408081055
2010-02-01,21.042646408081055
2010-02-02,23.826276779174805
2010-02-03,24.18936538696289
2010-02-04,23.987651824951172
2010-02-05,23.955373764038086
2010-02-08,24.415287017822266
2010-02-09,24.439491271972656
2010-02-10,24.383007049560547
2010-02-11,24.495967864990234
2010-02-12,24.681541442871094
2010-02-16,24.883255004882812
2010-02-17,24.87518310546875
2010-02-18,25.343158721923828
2010-02-19,25.59416389465332
2010-02-22,25.294586181640625
2010-02-23,25.140735626220703
2010-02-24,25.610355377197266
2010-02-25,25.424129486083984
2010-02-26,25.59416389465332
2010-03-01,26.047590255737305
2010-03-02,26.274303436279297
2010-03-03,25.812776565551758
2010-03-04,25.586069107055664
2010-03-05,26.088075637817383
2010-03-08,25.764202117919922
2010-03-09,25.90994644165039
2010-03-10,26.185237884521484
2010-03-11,26.209524154663086
2010-03-12,26.185237884521484
2010-03-15,26.233816146850586
2010-03-16,26.71152687072754
2010-03-17,26.606273651123047
2010-03-18,26.97873306274414
2010-03-19,27.156864166259766
2010-03-22,27.367374420166016
2010-03-23,27.56979751586914
2010-03-24,27.18924903869629
2010-03-25,27.71553611755371
2010-03-26,27.545507431030273
2010-03-29,27.67506217956543
2010-03-30,27.658857345581055
2010-03-31,27.2540225982666
2010-04-01,27.626482009887695
2010-04-05,27.76412582397461
2010-04-06,27.49692726135254
2010-04-07,28.970552444458008
2010-04-08,28.071805953979492
2010-04-09,28.42806053161621
2010-04-12,28.86529541015625
2010-04-13,28.751928329467773
2010-04-14,29.148685455322266
2010-04-15,28.87339210510254
2010-04-16,28.889589309692383
2010-04-19,29.02722930908203
2010-04-20,29.318706512451172
2010-04-21,28.71146583557129
2010-04-22,28.266130447387695
2010-04-23,28.27422332763672
2010-04-26,27.91796112060547
2010-04-27,27.545507431030273
2010-04-28,27.521215438842773
2010-04-29,27.72364044189453
2010-04-30,26.94633674621582
2010-05-03,27.42405128479004
2010-05-04,27.132564544677734
2010-05-05,27.780323028564453
2010-05-06,26.695335388183594
2010-05-07,25.958526611328125
2010-05-10,26.606273651123047
2010-05-11,27.019214630126953
2010-05-12,27.019214630126953
2010-05-13,26.97873306274414
2010-05-14,26.752017974853516
2010-05-17,27.18924903869629
2010-05-18,27.067794799804688
2010-05-19,26.695335388183594
2010-05-20,25.80467987060547
2010-05-21,25.82897186279297
2010-05-24,25.788488388061523
2010-05-25,25.46349334716797
2010-05-26,25.414743423461914
2010-05-27,26.048484802246094
2010-05-28,25.861614227294922
2010-06-01,25.154741287231445
2010-06-02,25.520360946655273
2010-06-03,25.634109497070312
2010-06-04,24.699739456176758
2010-06-07,24.464128494262695
2010-06-08,24.4478702545166
2010-06-09,24.521005630493164
2010-06-10,24.724117279052734
2010-06-11,25.528491973876953
2010-06-14,26.121612548828125
2010-06-15,26.3653621673584
2010-06-16,26.235355377197266
2010-06-17,26.48722267150879
2010-06-18,26.479103088378906
2010-06-21,26.479103088378906
2010-06-22,26.21098518371582
2010-06-23,25.837236404418945
2010-06-24,25.73973846435547
2010-06-25,25.74787712097168
2010-06-28,26.04036521911621
2010-06-29,25.585363388061523
2010-06-30,25.252248764038086
2010-07-01,24.943496704101562
2010-07-02,24.878496170043945
2010-07-06,24.707870483398438
2010-07-07,25.374120712280273
2010-07-08,25.447242736816406
2010-07-09,25.439119338989258
2010-07-12,25.227867126464844
2010-07-13,25.918489456176758
2010-07-14,25.829111099243164
2010-07-15,25.341615676879883
2010-07-16,24.48038101196289
2010-07-19,24.358503341674805
2010-07-20,24.748502731323242
2010-07-21,24.228498458862305
2010-07-22,24.894750595092773
2010-07-23,25.081619262695312
2010-07-26,25.59348487854004
2010-07-27,25.92661476135254
2010-07-28,25.13849449157715
2010-07-29,25.46349334716797
2010-07-30,25.829111099243164
2010-08-02,26.09722900390625
2010-08-03,25.991605758666992
2010-08-04,26.275985717773438
2010-08-05,26.186613082885742
2010-08-06,26.048484802246094
2010-08-09,26.405981063842773
2010-08-10,26.17035484313965
2010-08-11,25.105989456176758
2010-08-12,24.95162010192871
2010-08-13,24.51287841796875
2010-08-16,24.51287841796875
2010-08-17,25.03287124633789
2010-08-18,25.154741287231445
2010-08-19,24.334123611450195
2010-08-20,24.023822784423828
2010-08-23,23.713525772094727
2010-08-24,23.150087356567383
2010-08-25,23.46037483215332
2010-08-26,23.623703002929688
2010-08-27,24.080982208251953
2010-08-30,23.672691345214844
2010-08-31,23.493043899536133
2010-09-01,23.860509872436523
2010-09-02,24.415790557861328
2010-09-03,24.938400268554688
2010-09-07,24.69342613220215
2010-09-08,24.962892532348633
2010-09-09,25.003725051879883
2010-09-10,25.142541885375977
2010-09-13,25.78764533996582
2010-09-14,26.089778900146484
2010-09-15,26.424577713012695
2010-09-16,26.02444839477539
2010-09-17,26.596059799194336
2010-09-20,27.167665481567383
2010-09-21,27.06967544555664
2010-09-22,26.939023971557617
2010-09-23,26.538894653320312
2010-09-24,27.200336456298828
2010-09-27,27.037017822265625
2010-09-28,27.17582893371582
2010-09-29,27.077842712402344
2010-09-30,27.126829147338867
2010-10-01,27.298324584960938
2010-10-04,26.800209045410156
2010-10-05,27.624950408935547
2010-10-06,27.755599975585938
2010-10-07,27.86992645263672
2010-10-08,27.910755157470703
2010-10-11,27.894412994384766
2010-10-12,27.853593826293945
2010-10-13,28.065898895263672
2010-10-14,28.204730987548828
2010-10-15,27.951576232910156
2010-10-18,28.00874137878418
2010-10-19,27.232988357543945
2010-10-20,27.52695655822754
2010-10-21,27.52695655822754
2010-10-22,27.71476936340332
2010-10-25,27.9842472076416
2010-10-26,27.9842472076416
2010-10-27,27.70661735534668
2010-10-28,27.796428680419922
2010-10-29,27.943401336669922
2010-11-01,28.00874137878418
2010-11-02,28.784496307373047
2010-11-03,28.310880661010742
2010-11-04,28.506864547729492
2010-11-05,28.392532348632812
2010-11-08,28.270048141479492
2010-11-09,28.00874137878418
2010-11-10,28.278217315673828
2010-11-11,28.16389274597168
2010-11-12,28.253719329833984
2010-11-15,28.343528747558594
2010-11-16,27.951576232910156
2010-11-17,27.575956344604492
2010-11-18,27.943401336669922
2010-11-19,27.99240493774414
2010-11-22,28.27947425842285
2010-11-23,28.15645408630371
2010-11-24,28.689563751220703
2010-11-26,28.599336624145508
2010-11-29,28.377897262573242
2010-11-30,28.222057342529297
2010-12-01,29.017620086669922
2010-12-02,29.485118865966797
2010-12-03,29.665565490722656
2010-12-06,29.591732025146484
2010-12-07,29.386709213256836
2010-12-08,29.53432846069336
2010-12-09,29.722963333129883
2010-12-10,30.43651580810547
2010-12-13,30.149471282958984
2010-12-14,30.600561141967773
2010-12-15,30.55954360961914
2010-12-16,30.98602867126465
2010-12-17,31.027042388916016
2010-12-20,30.772794723510742
2010-12-21,30.61695671081543
2010-12-22,30.44472885131836
2010-12-23,30.370914459228516
2010-12-27,30.543148040771484
2010-12-28,30.715383529663086
2010-12-29,30.534936904907227
2010-12-30,30.354490280151367
2010-12-31,29.90340805053711
2011-01-03,30.428319931030273
2011-01-04,29.952617645263672
2011-01-05,30.116649627685547
2011-01-06,29.665565490722656
2011-01-07,29.558944702148438
2011-01-10,29.501529693603516
2011-01-11,29.616348266601562
2011-01-12,29.681970596313477
2011-01-13,29.558944702148438
2011-01-14,29.64916229248047
2011-01-18,29.911619186401367
2011-01-19,29.34568977355957
2011-01-20,29.091442108154297
2011-01-21,29.02582359313965
2011-01-24,29.386709213256836
2011-01-25,29.37030029296875
2011-01-26,29.788585662841797
2011-01-27,29.969026565551758
2011-01-28,28.640342712402344
2011-01-31,28.55832862854004
2011-02-01,28.984819412231445
2011-02-02,28.755178451538086
2011-02-03,29.181657791137695
2011-02-04,28.95201301574707
2011-02-07,29.32107925415039
2011-02-08,27.910396575927734
2011-02-09,27.65613555908203
2011-02-10,27.967802047729492
2011-02-11,28.082637786865234
2011-02-14,28.451711654663086
2011-02-15,28.041624069213867
2011-02-16,28.345075607299805
2011-02-17,28.443504333496094
2011-02-18,28.837194442749023
2011-02-22,28.45989227294922
2011-02-23,27.590526580810547
2011-02-24,27.69715118408203
2011-02-25,28.125537872314453
2011-02-28,27.88663673400879
2011-03-01,27.623014450073242
2011-03-02,27.779541015625
2011-03-03,28.669265747070312
2011-03-04,28.4550838470459
2011-03-07,28.109081268310547
2011-03-08,28.67751693725586
2011-03-09,28.693979263305664
2011-03-10,27.697139739990234
2011-03-11,27.450008392333984
2011-03-14,26.873313903808594
2011-03-15,26.898046493530273
2011-03-16,26.502599716186523
2011-03-17,26.51906394958496
2011-03-18,26.865081787109375
2011-03-21,27.515907287597656
2011-03-22,28.380931854248047
2011-03-23,28.174972534179688
2011-03-24,28.331501007080078
2011-03-25,28.603378295898438
2011-03-28,28.43035888671875
2011-03-29,28.38916778564453
2011-03-30,28.4221134185791
2011-03-31,28.4550838470459
2011-04-01,28.512746810913086
2011-04-04,28.595115661621094
2011-04-05,28.4221134185791
2011-04-06,28.726938247680664
2011-04-07,28.4221134185791
2011-04-08,28.07611083984375
2011-04-11,27.91957664489746
2011-04-12,27.639474868774414
2011-04-13,27.73011016845703
2011-04-14,27.763065338134766
2011-04-15,28.067874908447266
2011-04-18,27.72186851501465
2011-04-19,27.870153427124023
2011-04-20,28.067874908447266
2011-04-21,28.290315628051758
2011-04-25,28.397401809692383
2011-04-26,29.039997100830078
2011-04-27,29.44365882873535
2011-04-28,29.550762176513672
2011-04-29,29.690828323364258
2011-05-02,29.57547378540039
2011-05-03,29.55900001525879
2011-05-04,29.287132263183594
2011-05-05,29.517810821533203
2011-05-06,29.929729461669922
2011-05-09,29.789676666259766
2011-05-10,29.70728874206543
2011-05-11,29.49311065673828
2011-05-12,29.946189880371094
2011-05-13,29.806140899658203
2011-05-16,29.34480857849121
2011-05-17,29.196523666381836
2011-05-18,29.608427047729492
2011-05-19,29.723772048950195
2011-05-20,29.55900001525879
2011-05-23,28.652801513671875
2011-05-24,28.323259353637695
2011-05-25,28.520980834960938
2011-05-26,28.982324600219727
2011-05-27,29.072935104370117
2011-05-31,29.732011795043945
2011-06-01,29.15532875061035
2011-06-02,28.875219345092773
2011-06-03,28.50290870666504
2011-06-06,28.22989273071289
2011-06-07,28.469806671142578
2011-06-08,28.57738494873047
2011-06-09,28.668386459350586
2011-06-10,28.55255889892578
2011-06-13,28.403627395629883
2011-06-14,28.51118278503418
2011-06-15,27.865829467773438
2011-06-16,28.089223861694336
2011-06-17,27.948570251464844
2011-06-20,28.031307220458984
2011-06-21,28.287796020507812
2011-06-22,28.014753341674805
2011-06-23,28.221599578857422
2011-06-24,28.130605697631836
2011-06-27,28.527725219726562
2011-06-28,28.80076789855957
2011-06-29,28.7593936920166
2011-06-30,28.94142723083496
2011-07-01,29.619871139526367
2011-07-05,29.520578384399414
2011-07-06,29.934246063232422
2011-07-07,30.074899673461914
2011-07-08,29.85979652404785
2011-07-11,29.363370895385742
2011-07-12,29.669504165649414
2011-07-13,29.628135681152344
2011-07-14,29.793611526489258
2011-07-15,29.810155868530273
2011-07-18,29.28890609741211
2011-07-19,30.25693130493164
2011-07-20,29.743968963623047
2011-07-21,30.28175163269043
2011-07-22,30.38104248046875
2011-07-25,30.033550262451172
2011-07-26,30.000452041625977
2011-07-27,28.974512100219727
2011-07-28,28.602191925048828
2011-07-29,28.94969367980957
2011-08-01,28.155414581298828
2011-08-02,26.73233985900879
2011-08-03,26.153173446655273
2011-08-04,25.259626388549805
2011-08-05,25.53264808654785
2011-08-08,23.96891975402832
2011-08-09,24.870763778686523
2011-08-10,23.489042282104492
2011-08-11,24.730100631713867
2011-08-12,24.928672790527344
