Date,TBCH
2010-11-15,7.0
2010-11-16,7.0
2010-11-17,7.0
2010-11-18,6.0
2010-11-19,7.0
2010-11-22,7.0
2010-11-23,7.0
2010-11-24,7.0
2010-11-26,7.0
2010-11-29,7.0
2010-11-30,7.0
2010-12-01,6.400000095367432
2010-12-02,6.599999904632568
2010-12-03,6.199999809265137
2010-12-06,6.400000095367432
2010-12-07,7.199999809265137
2010-12-08,7.0
2010-12-09,7.0
2010-12-10,7.0
2010-12-13,7.0
2010-12-14,6.400000095367432
2010-12-15,6.400000095367432
2010-12-16,7.0
2010-12-17,7.0
2010-12-20,6.800000190734863
2010-12-21,7.0
2010-12-22,7.0
2010-12-23,7.599999904632568
2010-12-27,7.199999809265137
2010-12-28,6.800000190734863
2010-12-29,6.599999904632568
2010-12-30,7.0
2010-12-31,7.800000190734863
2011-01-03,7.599999904632568
2011-01-04,7.599999904632568
2011-01-05,7.460000038146973
2011-01-06,7.199999809265137
2011-01-07,7.199999809265137
2011-01-10,7.400000095367432
2011-01-11,7.400000095367432
2011-01-12,7.400000095367432
2011-01-13,8.800000190734863
2011-01-14,10.0
2011-01-18,13.899999618530273
2011-01-19,13.0
2011-01-20,12.800000190734863
2011-01-21,12.0
2011-01-24,12.0
2011-01-25,12.0
2011-01-26,11.399999618530273
2011-01-27,11.600000381469727
2011-01-28,11.600000381469727
2011-01-31,11.579999923706055
2011-02-01,11.399999618530273
2011-02-02,11.399999618530273
2011-02-03,11.0
2011-02-04,11.399999618530273
2011-02-07,11.0
2011-02-08,12.600000381469727
2011-02-09,14.0
2011-02-10,14.0
2011-02-11,14.0
2011-02-14,14.0
2011-02-15,13.800000190734863
2011-02-16,13.0
2011-02-17,13.600000381469727
2011-02-18,14.199999809265137
2011-02-22,14.0
2011-02-23,14.0
2011-02-24,14.0
2011-02-25,14.0
2011-02-28,13.0
2011-03-01,13.199999809265137
2011-03-02,15.0
2011-03-03,13.800000190734863
2011-03-04,13.600000381469727
2011-03-07,12.399999618530273
2011-03-08,13.399999618530273
2011-03-09,13.399999618530273
2011-03-10,12.399999618530273
2011-03-11,12.399999618530273
2011-03-14,12.199999809265137
2011-03-15,12.199999809265137
2011-03-16,12.199999809265137
2011-03-17,12.0
2011-03-18,12.0
2011-03-21,10.199999809265137
2011-03-22,10.199999809265137
2011-03-23,10.600000381469727
2011-03-24,10.600000381469727
2011-03-25,11.600000381469727
2011-03-28,12.800000190734863
2011-03-29,12.399999618530273
2011-03-30,12.800000190734863
2011-03-31,12.399999618530273
2011-04-01,12.800000190734863
2011-04-04,13.0
2011-04-05,12.399999618530273
2011-04-06,12.600000381469727
2011-04-07,12.800000190734863
2011-04-08,14.0
2011-04-11,14.399999618530273
2011-04-12,14.600000381469727
2011-04-13,14.199999809265137
2011-04-14,14.0
2011-04-15,14.020000457763672
2011-04-18,14.020000457763672
2011-04-19,14.020000457763672
2011-04-20,14.600000381469727
2011-04-21,14.800000190734863
2011-04-25,15.0
2011-04-26,14.0
2011-04-27,14.600000381469727
2011-04-28,15.0
2011-04-29,14.800000190734863
2011-05-02,13.399999618530273
2011-05-03,13.399999618530273
2011-05-04,13.199999809265137
2011-05-05,13.399999618530273
2011-05-06,13.199999809265137
2011-05-09,13.399999618530273
2011-05-10,14.399999618530273
2011-05-11,14.0
2011-05-12,14.399999618530273
2011-05-13,14.399999618530273
2011-05-16,14.399999618530273
2011-05-17,14.199999809265137
2011-05-18,13.800000190734863
2011-05-19,12.020000457763672
2011-05-20,12.039999961853027
2011-05-23,14.399999618530273
2011-05-24,14.399999618530273
2011-05-25,15.600000381469727
2011-05-26,16.0
2011-05-27,17.0
2011-05-31,15.0
2011-06-01,14.399999618530273
2011-06-02,16.0
2011-06-03,17.0
2011-06-06,15.199999809265137
2011-06-07,17.399999618530273
2011-06-08,18.799999237060547
2011-06-09,18.0
2011-06-10,16.200000762939453
2011-06-13,18.0
2011-06-14,17.799999237060547
2011-06-15,17.780000686645508
2011-06-16,18.18000030517578
2011-06-17,18.18000030517578
2011-06-20,18.360000610351562
2011-06-21,18.34000015258789
2011-06-22,18.0
2011-06-23,18.360000610351562
2011-06-24,18.360000610351562
2011-06-27,18.360000610351562
2011-06-28,18.299999237060547
2011-06-29,16.200000762939453
2011-06-30,18.399999618530273
2011-07-01,19.0
2011-07-05,19.0
2011-07-06,19.0
2011-07-07,18.799999237060547
2011-07-08,18.799999237060547
2011-07-11,18.0
2011-07-12,20.0
2011-07-13,19.0
2011-07-14,19.0
2011-07-15,20.0
2011-07-18,18.5
2011-07-19,22.0
2011-07-20,21.200000762939453
2011-07-21,22.399999618530273
2011-07-22,24.0
2011-07-25,26.0
2011-07-26,25.799999237060547
2011-07-27,26.600000381469727
2011-07-28,26.399999618530273
2011-07-29,26.600000381469727
2011-08-01,26.600000381469727
2011-08-02,27.0
2011-08-03,26.600000381469727
2011-08-04,26.200000762939453
2011-08-05,25.799999237060547
2011-08-08,24.799999237060547
2011-08-09,24.799999237060547
2011-08-10,24.200000762939453
2011-08-11,24.0
2011-08-12,25.0
2011-08-15,26.0
2011-08-16,24.0
2011-08-17,24.0
2011-08-18,25.0
2011-08-19,24.0
2011-08-22,23.0
2011-08-23,23.0
2011-08-24,23.0
2011-08-25,23.0
2011-08-26,25.0
2011-08-29,23.600000381469727
2011-08-30,24.799999237060547
2011-08-31,24.799999237060547
2011-09-01,23.200000762939453
2011-09-02,22.0
2011-09-06,18.0
2011-09-07,20.200000762939453
2011-09-08,19.0
2011-09-09,18.0
2011-09-12,18.799999237060547
2011-09-13,16.0
2011-09-14,13.199999809265137
2011-09-15,14.800000190734863
2011-09-16,13.0
2011-09-19,12.800000190734863
2011-09-20,12.399999618530273
2011-09-21,12.800000190734863
2011-09-22,15.199999809265137
2011-09-23,12.520000457763672
2011-09-26,14.800000190734863
2011-09-27,12.359999656677246
2011-09-28,15.0
2011-09-29,15.0
2011-09-30,15.0
2011-10-03,13.0
2011-10-04,13.0
2011-10-05,13.0
2011-10-06,13.0
2011-10-07,13.0
2011-10-10,11.600000381469727
2011-10-11,12.0
2011-10-12,12.0
2011-10-13,12.0
2011-10-14,12.800000190734863
2011-10-17,12.0
2011-10-18,12.0
2011-10-19,12.600000381469727
2011-10-20,12.0
2011-10-21,11.0
2011-10-24,12.600000381469727
2011-10-25,12.399999618530273
2011-10-26,12.600000381469727
2011-10-27,12.600000381469727
2011-10-28,12.600000381469727
2011-10-31,12.600000381469727
2011-11-01,12.600000381469727
2011-11-02,12.600000381469727
2011-11-03,12.399999618530273
2011-11-04,12.800000190734863
2011-11-07,15.0
2011-11-08,14.800000190734863
2011-11-09,14.800000190734863
2011-11-10,15.0
2011-11-11,15.0
2011-11-14,13.0
2011-11-15,12.0
2011-11-16,12.399999618530273
2011-11-17,11.600000381469727
2011-11-18,15.0
2011-11-21,14.899999618530273
2011-11-22,13.800000190734863
2011-11-23,14.899999618530273
2011-11-25,14.899999618530273
2011-11-28,14.420000076293945
2011-11-29,14.600000381469727
2011-11-30,15.0
2011-12-01,12.399999618530273
2011-12-02,15.0
2011-12-05,14.0
2011-12-06,12.399999618530273
2011-12-07,12.399999618530273
2011-12-08,13.0
2011-12-09,13.0
2011-12-12,12.600000381469727
2011-12-13,12.300000190734863
2011-12-14,12.0
2011-12-15,11.199999809265137
2011-12-16,12.600000381469727
2011-12-19,10.800000190734863
2011-12-20,12.399999618530273
2011-12-21,12.399999618530273
2011-12-22,12.0
2011-12-23,12.0
2011-12-27,12.0
2011-12-28,13.0
2011-12-29,13.399999618530273
2011-12-30,14.0
2012-01-03,15.800000190734863
2012-01-04,18.0
2012-01-05,18.0
2012-01-06,20.399999618530273
2012-01-09,19.200000762939453
2012-01-10,20.600000381469727
2012-01-11,20.799999237060547
2012-01-12,18.200000762939453
2012-01-13,20.200000762939453
2012-01-17,19.0
2012-01-18,19.899999618530273
2012-01-19,17.0
2012-01-20,15.0
2012-01-23,17.899999618530273
2012-01-24,16.899999618530273
2012-01-25,19.600000381469727
2012-01-26,19.200000762939453
2012-01-27,17.600000381469727
2012-01-30,16.0
2012-01-31,18.600000381469727
2012-02-01,19.0
2012-02-02,18.0
2012-02-03,18.0
2012-02-06,17.200000762939453
2012-02-07,16.0
2012-02-08,16.0
2012-02-09,16.0
2012-02-10,17.799999237060547
2012-02-13,16.700000762939453
2012-02-14,16.399999618530273
2012-02-15,15.600000381469727
2012-02-16,16.899999618530273
2012-02-17,17.0
2012-02-21,16.399999618530273
2012-02-22,16.0
2012-02-23,16.0
2012-02-24,17.0
2012-02-27,17.0
2012-02-28,17.899999618530273
2012-02-29,18.739999771118164
2012-03-01,18.600000381469727
2012-03-02,17.0
2012-03-05,17.0
2012-03-06,17.0
2012-03-07,17.600000381469727
2012-03-08,17.600000381469727
2012-03-09,18.0
2012-03-12,18.0
2012-03-13,18.799999237060547
2012-03-14,19.0
2012-03-15,18.600000381469727
2012-03-16,20.0
2012-03-19,20.0
2012-03-20,19.399999618530273
2012-03-21,19.0
2012-03-22,17.799999237060547
2012-03-23,18.399999618530273
2012-03-26,18.399999618530273
2012-03-27,17.959999084472656
2012-03-28,17.959999084472656
2012-03-29,17.8799991607666
2012-03-30,18.0
2012-04-02,17.559999465942383
2012-04-03,18.0
2012-04-04,18.0
2012-04-05,17.559999465942383
2012-04-09,18.0
2012-04-10,18.107999801635742
2012-04-11,18.0
2012-04-12,17.648000717163086
2012-04-13,17.996000289916992
2012-04-16,17.996000289916992
2012-04-17,17.639999389648438
2012-04-18,18.600000381469727
2012-04-19,18.600000381469727
2012-04-20,17.280000686645508
2012-04-23,19.040000915527344
2012-04-24,18.600000381469727
2012-04-25,20.239999771118164
2012-04-26,21.280000686645508
2012-04-27,22.395999908447266
2012-04-30,21.239999771118164
2012-05-01,22.399999618530273
2012-05-02,21.260000228881836
2012-05-03,22.0
2012-05-04,22.0
2012-05-07,22.0
2012-05-08,22.0
