Date,BFS
2010-01-04,16.702913284301758
2010-01-05,16.425371170043945
2010-01-06,16.273984909057617
2010-01-07,16.733186721801758
2010-01-08,17.404335021972656
2010-01-11,17.5052547454834
2010-01-12,17.308448791503906
2010-01-13,17.599136352539062
2010-01-14,17.706228256225586
2010-01-15,17.252357482910156
2010-01-19,17.762332916259766
2010-01-20,17.808225631713867
2010-01-21,17.5124454498291
2010-01-22,17.390050888061523
2010-01-25,17.945919036865234
2010-01-26,18.01222038269043
2010-01-27,18.073415756225586
2010-01-28,17.981616973876953
2010-01-29,18.1754093170166
2010-02-01,18.21620750427246
2010-02-02,18.1958065032959
2010-02-03,17.961214065551758
2010-02-04,17.777629852294922
2010-02-05,17.859222412109375
2010-02-08,17.150362014770508
2010-02-09,16.971872329711914
2010-02-10,16.895374298095703
2010-02-11,16.727083206176758
2010-02-12,16.982070922851562
2010-02-16,17.175857543945312
2010-02-17,17.364553451538086
2010-02-18,17.497140884399414
2010-02-19,17.838823318481445
2010-02-22,17.971420288085938
2010-02-23,18.134611129760742
2010-02-24,18.333499908447266
2010-02-25,18.272308349609375
2010-02-26,18.1958065032959
2010-03-01,18.48649024963379
2010-03-02,18.649673461914062
2010-03-03,18.69557762145996
2010-03-04,18.909767150878906
2010-03-05,19.378934860229492
2010-03-08,19.52684211730957
2010-03-09,19.593124389648438
2010-03-10,19.741016387939453
2010-03-11,19.87871551513672
2010-03-12,19.822614669799805
2010-03-15,19.4095401763916
2010-03-16,19.700218200683594
2010-03-17,20.06230926513672
2010-03-18,20.00620460510254
2010-03-19,19.81751823425293
2010-03-22,20.526376724243164
2010-03-23,20.822162628173828
2010-03-24,20.913949966430664
2010-03-25,20.898662567138672
2010-03-26,20.684465408325195
2010-03-29,21.117948532104492
2010-03-30,20.96495246887207
2010-03-31,21.112844467163086
2010-04-01,21.01085662841797
2010-04-05,21.393329620361328
2010-04-06,21.383127212524414
2010-04-07,21.123043060302734
2010-04-08,21.235231399536133
2010-04-09,21.388227462768555
2010-04-12,21.418827056884766
2010-04-13,22.433670043945312
2010-04-14,22.274274826049805
2010-04-15,21.84236717224121
2010-04-16,21.379602432250977
2010-04-19,21.101953506469727
2010-04-20,20.675182342529297
2010-04-21,21.158512115478516
2010-04-22,21.266489028930664
2010-04-23,21.32819175720215
2010-04-26,21.41559600830078
2010-04-27,20.634042739868164
2010-04-28,20.700885772705078
2010-04-29,21.132793426513672
2010-04-30,20.32554054260254
2010-05-03,20.96826171875
2010-05-04,20.762584686279297
2010-05-05,20.659753799438477
2010-05-06,20.073591232299805
2010-05-07,19.929611206054688
2010-05-10,21.07623863220215
2010-05-11,21.004255294799805
2010-05-12,21.158512115478516
2010-05-13,20.901424407958984
2010-05-14,20.310104370117188
2010-05-17,20.232986450195312
2010-05-18,19.7445125579834
2010-05-19,19.276607513427734
2010-05-20,18.330520629882812
2010-05-21,18.57732391357422
2010-05-24,18.407642364501953
2010-05-25,18.325376510620117
2010-05-26,18.464204788208008
2010-05-27,19.888479232788086
2010-05-28,19.718795776367188
2010-06-01,19.29717254638672
2010-06-02,19.729084014892578
2010-06-03,20.042747497558594
2010-06-04,19.250892639160156
2010-06-07,19.507984161376953
2010-06-08,19.82164192199707
2010-06-09,20.155858993530273
2010-06-10,21.127656936645508
2010-06-11,21.513288497924805
2010-06-14,21.41559600830078
2010-06-15,21.688108444213867
2010-06-16,21.636690139770508
2010-06-17,21.832080841064453
2010-06-18,21.53899383544922
2010-06-21,21.359041213989258
2010-06-22,21.173938751220703
2010-06-23,21.035093307495117
2010-06-24,20.901424407958984
2010-06-25,21.425867080688477
2010-06-28,21.312761306762695
2010-06-29,20.91169548034668
2010-06-30,20.89112663269043
2010-07-01,21.240774154663086
2010-07-02,21.050525665283203
2010-07-06,20.61347007751465
2010-07-07,21.441307067871094
2010-07-08,21.760101318359375
2010-07-09,21.847509384155273
2010-07-12,21.59041404724121
2010-07-13,21.914350509643555
2010-07-14,21.732858657836914
2010-07-15,21.639522552490234
2010-07-16,20.965389251708984
2010-07-19,21.172813415527344
2010-07-20,21.49432373046875
2010-07-21,20.88241958618164
2010-07-22,21.800273895263672
2010-07-23,22.272153854370117
2010-07-26,22.686994552612305
2010-07-27,22.62996482849121
2010-07-28,22.489953994750977
2010-07-29,22.28253936767578
2010-07-30,21.935096740722656
2010-08-02,22.59367561340332
2010-08-03,22.624778747558594
2010-08-04,22.87887191772461
2010-08-05,22.650707244873047
2010-08-06,22.329200744628906
2010-08-09,22.52625846862793
2010-08-10,22.438095092773438
2010-08-11,21.665443420410156
2010-08-12,21.758779525756836
2010-08-13,21.499502182006836
2010-08-16,21.56172752380371
2010-08-17,21.738046646118164
2010-08-18,21.680997848510742
2010-08-19,21.152063369750977
2010-08-20,21.26095962524414
2010-08-23,21.22466278076172
2010-08-24,21.266155242919922
2010-08-25,21.883243560791016
2010-08-26,21.70174217224121
2010-08-27,22.02324867248535
2010-08-30,21.800273895263672
2010-08-31,21.437278747558594
2010-09-01,21.976581573486328
2010-09-02,22.38104820251465
2010-09-03,22.666271209716797
2010-09-07,22.396615982055664
2010-09-08,22.583290100097656
2010-09-09,22.432912826538086
2010-09-10,22.578107833862305
2010-09-13,22.9462833404541
2010-09-14,22.79072380065918
2010-09-15,22.915180206298828
2010-09-16,22.173625946044922
2010-09-17,22.064727783203125
2010-09-20,22.920358657836914
2010-09-21,22.464019775390625
2010-09-22,22.251413345336914
2010-09-23,21.613590240478516
2010-09-24,22.137332916259766
2010-09-27,21.738046646118164
2010-09-28,21.779525756835938
2010-09-29,21.77434730529785
2010-09-30,21.753597259521484
2010-10-01,22.018064498901367
2010-10-04,22.204744338989258
2010-10-05,22.46919822692871
2010-10-06,22.53662872314453
2010-10-07,22.53662872314453
2010-10-08,22.609216690063477
2010-10-11,22.62996482849121
2010-10-12,22.572917938232422
2010-10-13,23.247438430786133
2010-10-14,23.06966209411621
2010-10-15,22.82390785217285
2010-10-18,23.20038604736328
2010-10-19,23.064437866210938
2010-10-20,23.263126373291016
