Date,INBX
2024-11-06,16.049999237060547
2024-11-07,16.260000228881836
2024-11-08,16.209999084472656
2024-11-11,16.0
2024-11-12,16.579999923706055
2024-11-13,15.449999809265137
2024-11-14,14.329999923706055
2024-11-15,13.829999923706055
2024-11-18,13.619999885559082
2024-11-19,14.289999961853027
2024-11-20,14.039999961853027
2024-11-21,13.979999542236328
2024-11-22,14.079999923706055
2024-11-25,14.859999656677246
2024-11-26,15.449999809265137
2024-11-27,15.630000114440918
2024-11-29,15.260000228881836
2024-12-02,15.079999923706055
2024-12-03,15.0
2024-12-04,15.100000381469727
2024-12-05,15.100000381469727
2024-12-06,15.699999809265137
2024-12-09,14.925000190734863
2024-12-10,14.970000267028809
2024-12-11,15.119999885559082
2024-12-12,14.75
2024-12-13,14.619999885559082
2024-12-16,14.5600004196167
2024-12-17,14.550000190734863
2024-12-18,14.09000015258789
2024-12-19,13.880000114440918
2024-12-20,14.600000381469727
2024-12-23,14.470000267028809
2024-12-24,14.489999771118164
2024-12-26,14.9399995803833
2024-12-27,15.010000228881836
2024-12-30,15.140000343322754
2024-12-31,15.399999618530273
2025-01-02,15.25
2025-01-03,16.149999618530273
2025-01-06,16.520000457763672
2025-01-07,15.510000228881836
2025-01-08,14.979999542236328
2025-01-10,14.210000038146973
2025-01-13,13.640000343322754
2025-01-14,12.739999771118164
2025-01-15,13.470000267028809
2025-01-16,13.539999961853027
2025-01-17,13.489999771118164
2025-01-21,14.1899995803833
2025-01-22,13.600000381469727
2025-01-23,13.09000015258789
2025-01-24,13.149999618530273
2025-01-27,12.40999984741211
2025-01-28,12.239999771118164
2025-01-29,12.3100004196167
2025-01-30,13.550000190734863
2025-01-31,13.579999923706055
2025-02-03,12.720000267028809
2025-02-04,12.90999984741211
2025-02-05,13.5600004196167
2025-02-06,12.949999809265137
2025-02-07,12.600000381469727
2025-02-10,12.579999923706055
2025-02-11,12.520000457763672
2025-02-12,12.829999923706055
2025-02-13,13.140000343322754
2025-02-14,13.390000343322754
2025-02-18,13.069999694824219
2025-02-19,12.850000381469727
2025-02-20,12.800000190734863
2025-02-21,12.5600004196167
2025-02-24,12.489999771118164
2025-02-25,12.350000381469727
2025-02-26,12.600000381469727
2025-02-27,12.600000381469727
2025-02-28,13.25
2025-03-03,13.579999923706055
2025-03-04,13.59000015258789
2025-03-05,13.6899995803833
2025-03-06,13.319999694824219
2025-03-07,13.579999923706055
2025-03-10,13.109999656677246
2025-03-11,13.600000381469727
2025-03-12,14.670000076293945
2025-03-13,14.149999618530273
2025-03-14,14.100000381469727
2025-03-17,13.9399995803833
2025-03-18,14.0
2025-03-19,14.0
2025-03-20,14.100000381469727
2025-03-21,14.350000381469727
2025-03-24,14.720000267028809
2025-03-25,14.220000267028809
2025-03-26,14.239999771118164
2025-03-27,14.319999694824219
2025-03-28,14.119999885559082
2025-03-31,13.989999771118164
2025-04-01,14.050000190734863
2025-04-02,14.100000381469727
2025-04-03,13.329999923706055
2025-04-04,13.34000015258789
2025-04-07,12.0
2025-04-08,11.6899995803833
2025-04-09,12.350000381469727
2025-04-10,11.319999694824219
2025-04-11,11.609999656677246
2025-04-14,11.880000114440918
2025-04-15,11.789999961853027
2025-04-16,11.470000267028809
2025-04-17,11.470000267028809
2025-04-21,11.380000114440918
2025-04-22,11.869999885559082
2025-04-23,12.15999984741211
2025-04-24,11.979999542236328
2025-04-25,12.260000228881836
2025-04-28,12.350000381469727
2025-04-29,11.720000267028809
2025-04-30,12.329999923706055
2025-05-01,12.319999694824219
2025-05-02,12.149999618530273
2025-05-05,12.329999923706055
2025-05-06,12.4399995803833
2025-05-07,11.100000381469727
2025-05-08,11.260000228881836
2025-05-09,11.175000190734863
2025-05-12,11.710000038146973
2025-05-13,11.279999732971191
2025-05-14,10.84000015258789
2025-05-15,12.020000457763672
2025-05-16,12.329999923706055
2025-05-19,12.470000267028809
2025-05-20,13.069999694824219
2025-05-21,13.15999984741211
2025-05-22,12.539999961853027
2025-05-23,12.859999656677246
2025-05-27,13.130000114440918
2025-05-28,12.90999984741211
2025-05-29,13.75
2025-05-30,13.470000267028809
2025-06-02,12.960000038146973
2025-06-03,13.529999732971191
2025-06-04,13.0
2025-06-05,12.890000343322754
2025-06-06,13.920000076293945
2025-06-09,14.390000343322754
2025-06-10,15.369999885559082
2025-06-11,14.680000305175781
2025-06-12,14.329999923706055
2025-06-13,14.569999694824219
2025-06-16,14.619999885559082
2025-06-17,14.600000381469727
2025-06-18,15.210000038146973
2025-06-20,14.930000305175781
2025-06-23,14.5600004196167
2025-06-24,14.760000228881836
2025-06-25,14.90999984741211
2025-06-26,14.789999961853027
2025-06-27,14.430000305175781
2025-06-30,14.270000457763672
2025-07-01,14.670000076293945
2025-07-02,15.739999771118164
2025-07-03,16.329999923706055
2025-07-07,18.350000381469727
2025-07-08,19.940000534057617
2025-07-09,20.920000076293945
2025-07-10,20.979999542236328
2025-07-11,21.770000457763672
2025-07-14,22.959999084472656
2025-07-15,22.959999084472656
2025-07-16,23.649999618530273
2025-07-17,23.6200008392334
2025-07-18,24.450000762939453
2025-07-21,22.1200008392334
2025-07-22,22.860000610351562
2025-07-23,23.200000762939453
2025-07-24,23.06999969482422
2025-07-25,23.079999923706055
2025-07-28,24.56999969482422
2025-07-29,24.260000228881836
2025-07-30,22.989999771118164
2025-07-31,21.920000076293945
2025-08-01,21.600000381469727
2025-08-04,21.799999237060547
2025-08-05,20.934999465942383
2025-08-06,20.979999542236328
2025-08-07,21.34000015258789
2025-08-08,21.059999465942383
2025-08-11,21.399999618530273
2025-08-12,21.920000076293945
2025-08-13,23.56999969482422
2025-08-14,23.940000534057617
2025-08-15,23.329999923706055
2025-08-18,23.8700008392334
2025-08-19,23.0
2025-08-20,24.40999984741211
2025-08-21,24.15999984741211
2025-08-22,25.0
2025-08-25,25.040000915527344
2025-08-26,25.915000915527344
2025-08-27,27.399999618530273
2025-08-28,27.8799991607666
2025-08-29,28.200000762939453
2025-09-02,27.6200008392334
2025-09-03,27.799999237060547
2025-09-04,27.719999313354492
2025-09-05,28.18000030517578
2025-09-08,29.100000381469727
2025-09-09,29.584999084472656
2025-09-10,27.649999618530273
2025-09-11,28.450000762939453
2025-09-12,27.520000457763672
2025-09-15,27.184999465942383
2025-09-16,26.56999969482422
2025-09-17,26.53499984741211
2025-09-18,26.649999618530273
2025-09-19,27.600000381469727
