Date,KALU
2010-01-04,27.85315704345703
2010-01-05,27.106334686279297
2010-01-06,27.879138946533203
2010-01-07,27.976545333862305
2010-01-08,28.535036087036133
2010-01-11,28.742841720581055
2010-01-12,27.015417098999023
2010-01-13,27.177766799926758
2010-01-14,26.98295783996582
2010-01-15,26.13870620727539
2010-01-19,26.814105987548828
2010-01-20,26.073776245117188
2010-01-21,25.15259552001953
2010-01-22,24.224899291992188
2010-01-25,24.126901626586914
2010-01-26,23.70878028869629
2010-01-27,23.414794921875
2010-01-28,22.813737869262695
2010-01-29,22.964000701904297
2010-02-01,24.11383056640625
2010-02-02,24.466630935668945
2010-02-03,23.950504302978516
2010-02-04,22.539344787597656
2010-02-05,22.839874267578125
2010-02-08,22.108156204223633
2010-02-09,22.539344787597656
2010-02-10,22.291091918945312
2010-02-11,23.06853675842285
2010-02-12,23.251468658447266
2010-02-16,23.571584701538086
2010-02-17,23.493183135986328
2010-02-18,23.45398712158203
2010-02-19,23.649988174438477
2010-02-22,23.45398712158203
2010-02-23,22.800676345825195
2010-02-24,23.199186325073242
2010-02-25,21.925235748291016
2010-02-26,21.81416893005371
2010-03-01,22.558948516845703
2010-03-02,22.513214111328125
2010-03-03,22.833345413208008
2010-03-04,22.813737869262695
2010-03-05,24.13343048095703
2010-03-08,23.917844772338867
2010-03-09,23.898242950439453
2010-03-10,23.551982879638672
2010-03-11,23.80023765563965
2010-03-12,23.382123947143555
2010-03-15,23.16653060913086
2010-03-16,23.192663192749023
2010-03-17,23.70878028869629
2010-03-18,23.898242950439453
2010-03-19,24.172630310058594
2010-03-22,24.218360900878906
2010-03-23,25.054597854614258
2010-03-24,24.891271591186523
2010-03-25,24.82594108581543
2010-03-26,24.94354820251465
2010-03-29,25.231000900268555
2010-03-30,26.001914978027344
2010-03-31,25.198345184326172
2010-04-01,25.943105697631836
2010-04-05,26.008445739746094
2010-04-06,26.021512985229492
2010-04-07,25.675254821777344
2010-04-08,25.864715576171875
2010-04-09,25.982309341430664
2010-04-12,25.720983505249023
2010-04-13,25.753652572631836
2010-04-14,26.550689697265625
2010-04-15,26.550689697265625
2010-04-16,26.08683967590332
2010-04-19,26.13910675048828
2010-04-20,26.15218162536621
2010-04-21,26.524560928344727
2010-04-22,26.465410232543945
2010-04-23,27.26720428466797
2010-04-26,26.550851821899414
2010-04-27,25.637346267700195
2010-04-28,25.68992805480957
2010-04-29,26.379980087280273
2010-04-30,26.412839889526367
2010-05-03,26.136812210083008
2010-05-04,24.756696701049805
2010-05-05,24.408384323120117
2010-05-06,23.770898818969727
2010-05-07,23.659177780151367
2010-05-10,24.64497947692871
2010-05-11,24.690980911254883
2010-05-12,25.203588485717773
2010-05-13,25.236448287963867
2010-05-14,24.26380729675293
2010-05-17,23.961488723754883
2010-05-18,24.1849308013916
2010-05-19,23.527742385864258
2010-05-20,22.344772338867188
2010-05-21,23.33057975769043
2010-05-24,22.712812423706055
2010-05-25,23.29114532470703
2010-05-26,23.55402374267578
2010-05-27,24.690980911254883
2010-05-28,24.598979949951172
2010-06-01,24.13892936706543
2010-06-02,24.907854080200195
2010-06-03,24.868423461914062
2010-06-04,23.166271209716797
2010-06-07,22.42363929748535
2010-06-08,23.25828742980957
2010-06-09,23.481731414794922
2010-06-10,25.43361473083496
2010-06-11,25.722787857055664
2010-06-14,25.17730712890625
2010-06-15,25.854230880737305
2010-06-16,25.43361473083496
2010-06-17,25.578197479248047
2010-06-18,25.663633346557617
2010-06-21,25.657068252563477
2010-06-22,24.80270004272461
2010-06-23,24.664695739746094
2010-06-24,24.395235061645508
2010-06-25,25.013010025024414
2010-06-28,24.559539794921875
2010-06-29,23.448875427246094
2010-06-30,22.785104751586914
2010-07-01,23.021692276000977
2010-07-02,22.601085662841797
2010-07-06,22.390779495239258
2010-07-07,23.968067169189453
2010-07-08,24.460952758789062
2010-07-09,24.65812110900879
2010-07-12,24.119218826293945
2010-07-13,24.612123489379883
2010-07-14,24.690980911254883
2010-07-15,24.710693359375
2010-07-16,24.64497947692871
2010-07-19,25.059009552001953
2010-07-20,25.663633346557617
2010-07-21,25.5979061126709
2010-07-22,26.27903175354004
2010-07-23,26.84110450744629
2010-07-26,27.28415298461914
2010-07-27,27.105615615844727
2010-07-28,26.84110450744629
2010-07-29,26.774982452392578
2010-07-30,27.11223602294922
2010-08-02,27.171743392944336
2010-08-03,26.979970932006836
2010-08-04,27.29738998413086
2010-08-05,27.198198318481445
2010-08-06,27.046104431152344
2010-08-09,27.24449348449707
2010-08-10,26.16000747680664
2010-08-11,24.87712287902832
2010-08-12,24.738258361816406
2010-08-13,24.123271942138672
2010-08-16,24.453901290893555
2010-08-17,25.683876037597656
2010-08-18,25.71695327758789
2010-08-19,24.447294235229492
2010-08-20,24.40100860595703
2010-08-23,24.050535202026367
2010-08-24,23.74634552001953
2010-08-25,24.43406867980957
2010-08-26,23.759565353393555
2010-08-27,24.982927322387695
2010-08-30,24.268756866455078
2010-08-31,24.42084503173828
2010-09-01,26.232744216918945
2010-09-02,25.915313720703125
2010-09-03,26.093870162963867
2010-09-07,26.761756896972656
2010-09-08,26.927074432373047
2010-09-09,26.90062713623047
2010-09-10,27.065942764282227
2010-09-13,27.42964744567871
2010-09-14,27.720598220825195
2010-09-15,27.509004592895508
2010-09-16,27.36351203918457
2010-09-17,27.28415298461914
2010-09-20,27.423036575317383
2010-09-21,27.42964744567871
2010-09-22,27.528833389282227
2010-09-23,26.86094093322754
2010-09-24,28.467836380004883
2010-09-27,27.588346481323242
2010-09-28,28.355426788330078
2010-09-29,28.137191772460938
2010-09-30,28.29591178894043
2010-10-01,28.871213912963867
2010-10-04,28.038021087646484
2010-10-05,29.023311614990234
2010-10-06,28.92412567138672
2010-10-07,28.573650360107422
2010-10-08,29.347341537475586
2010-10-11,29.215078353881836
2010-10-12,30.26650619506836
2010-10-13,30.491357803344727
2010-10-14,30.709569931030273
2010-10-15,30.43182945251465
2010-10-18,30.41860580444336
2010-10-19,29.4465274810791
2010-10-20,30.629972457885742
2010-10-21,29.985069274902344
2010-10-22,30.031612396240234
2010-10-25,29.419925689697266
2010-10-26,29.413288116455078
2010-10-27,28.715194702148438
2010-10-28,28.768375396728516
2010-10-29,29.911935806274414
2010-11-01,29.759016036987305
2010-11-02,29.891984939575195
2010-11-03,29.79889678955078
2010-11-04,31.108686447143555
2010-11-05,31.121967315673828
2010-11-08,31.175159454345703
2010-11-09,30.6898250579834
2010-11-10,31.28818702697754
2010-11-11,31.534198760986328
2010-11-12,30.357379913330078
2010-11-15,30.516950607299805
2010-11-16,29.373388290405273
2010-11-17,29.51966667175293
2010-11-18,30.663211822509766
2010-11-19,31.32806968688965
2010-11-22,31.52753448486328
2010-11-23,30.96904945373535
2010-11-24,31.760217666625977
2010-11-26,31.367971420288086
2010-11-29,31.215042114257812
2010-11-30,31.181806564331055
2010-12-01,32.41179275512695
2010-12-02,33.57529067993164
2010-12-03,33.24287414550781
2010-12-06,33.78138732910156
2010-12-07,34.014102935791016
2010-12-08,33.51546096801758
2010-12-09,33.887779235839844
2010-12-10,34.37311553955078
2010-12-13,33.8944206237793
2010-12-14,32.963626861572266
2010-12-15,32.671085357666016
2010-12-16,32.6511344909668
2010-12-17,33.42901611328125
2010-12-20,33.78138732910156
2010-12-21,34.014102935791016
2010-12-22,33.95425796508789
2010-12-23,34.29332733154297
2010-12-27,33.907718658447266
2010-12-28,33.84123229980469
2010-12-29,33.70825958251953
2010-12-30,33.60188674926758
2010-12-31,33.302703857421875
2011-01-03,33.62183380126953
2011-01-04,33.17637634277344
2011-01-05,32.737571716308594
2011-01-06,32.697689056396484
2011-01-07,32.17909240722656
2011-01-10,32.23226547241211
2011-01-11,31.913148880004883
2011-01-12,31.846668243408203
2011-01-13,32.02617645263672
2011-01-14,31.93973731994629
2011-01-18,31.946395874023438
2011-01-19,31.414506912231445
2011-01-20,30.980146408081055
2011-01-21,30.659378051757812
2011-01-24,31.407819747924805
2011-01-25,31.167259216308594
2011-01-26,32.443603515625
2011-01-27,32.90471649169922
2011-01-28,31.855552673339844
2011-01-31,31.88228988647461
2011-02-01,33.9004020690918
2011-02-02,33.53955078125
2011-02-03,33.61972427368164
2011-02-04,33.31234359741211
2011-02-07,33.93382263183594
2011-02-08,34.12760925292969
2011-02-09,33.586334228515625
2011-02-10,33.63310623168945
2011-02-11,33.85363006591797
2011-02-14,34.04072189331055
2011-02-15,33.64646911621094
2011-02-16,34.85600280761719
2011-02-17,34.969608306884766
2011-02-18,35.263633728027344
2011-02-22,32.737648010253906
2011-02-23,31.955785751342773
2011-02-24,32.35005187988281
2011-02-25,32.7576904296875
2011-02-28,33.76675033569336
2011-03-01,32.8378791809082
2011-03-02,32.18299102783203
2011-03-03,32.650779724121094
2011-03-04,33.018314361572266
2011-03-07,32.690879821777344
2011-03-08,32.86460876464844
2011-03-09,32.811161041259766
2011-03-10,32.009254455566406
2011-03-11,32.517112731933594
2011-03-14,32.84456253051758
2011-03-15,32.142906188964844
2011-03-16,31.247434616088867
2011-03-17,31.45460319519043
2011-03-18,31.247434616088867
2011-03-21,32.61069107055664
2011-03-22,32.54385757446289
2011-03-23,32.456966400146484
2011-03-24,32.78443145751953
2011-03-25,32.67751693725586
2011-03-28,32.4970817565918
2011-03-29,32.744319915771484
2011-03-30,32.811161041259766
2011-03-31,32.91139602661133
2011-04-01,32.724281311035156
2011-04-04,32.7576904296875
2011-04-05,32.82453536987305
2011-04-06,32.951480865478516
2011-04-07,33.05841827392578
2011-04-08,32.9915885925293
2011-04-11,32.86460876464844
2011-04-12,31.94910430908203
2011-04-13,31.88897132873535
2011-04-14,31.648395538330078
2011-04-15,31.668441772460938
2011-04-18,31.34099578857422
2011-04-19,30.986818313598633
2011-04-20,32.021297454833984
2011-04-21,32.410884857177734
2011-04-25,32.31685256958008
2011-04-26,33.06247329711914
2011-04-27,33.70060348510742
2011-04-28,33.34459686279297
2011-04-29,33.660308837890625
2011-05-02,34.39921188354492
2011-05-03,33.98944091796875
2011-05-04,33.6200065612793
2011-05-05,33.190093994140625
2011-05-06,33.07591247558594
2011-05-09,33.67374038696289
2011-05-10,34.540260314941406
2011-05-11,33.93571090698242
2011-05-12,34.45294952392578
2011-05-13,33.579708099365234
2011-05-16,33.59312438964844
2011-05-17,33.579708099365234
2011-05-18,34.3521842956543
2011-05-19,33.787933349609375
2011-05-20,33.653602600097656
2011-05-23,33.50581741333008
2011-05-24,33.411766052246094
2011-05-25,34.00288391113281
2011-05-26,34.1103515625
2011-05-27,34.446231842041016
2011-05-31,35.426963806152344
