Date,SN
2024-08-30,95.81999969482422
2024-09-03,95.16999816894531
2024-09-04,98.12000274658203
2024-09-05,97.33999633789062
2024-09-06,94.69999694824219
2024-09-09,96.62999725341797
2024-09-10,96.30000305175781
2024-09-11,99.01000213623047
2024-09-12,101.80000305175781
2024-09-13,103.23999786376953
2024-09-16,103.55999755859375
2024-09-17,103.47000122070312
2024-09-18,104.98999786376953
2024-09-19,106.86000061035156
2024-09-20,105.7699966430664
2024-09-23,104.86000061035156
2024-09-24,106.38999938964844
2024-09-25,105.95999908447266
2024-09-26,106.0
2024-09-27,106.0
2024-09-30,108.70999908447266
2024-10-01,107.94000244140625
2024-10-02,107.56999969482422
2024-10-03,109.05000305175781
2024-10-04,109.72000122070312
2024-10-07,108.30999755859375
2024-10-08,109.62000274658203
2024-10-09,109.2699966430664
2024-10-10,108.19999694824219
2024-10-11,107.30000305175781
2024-10-14,107.6500015258789
2024-10-15,107.93000030517578
2024-10-16,105.12000274658203
2024-10-17,106.06999969482422
2024-10-18,108.94999694824219
2024-10-21,109.86000061035156
2024-10-22,109.4800033569336
2024-10-23,109.52999877929688
2024-10-24,107.79000091552734
2024-10-25,109.31999969482422
2024-10-28,111.12999725341797
2024-10-29,110.48999786376953
2024-10-30,110.91999816894531
2024-10-31,92.20999908447266
2024-11-01,89.12000274658203
2024-11-04,91.25
2024-11-05,94.0
2024-11-06,92.0999984741211
2024-11-07,95.94999694824219
2024-11-08,104.29000091552734
2024-11-11,104.2699966430664
2024-11-12,101.70999908447266
2024-11-13,102.11000061035156
2024-11-14,101.30000305175781
2024-11-15,100.87999725341797
2024-11-18,99.45999908447266
2024-11-19,98.87999725341797
2024-11-20,95.22000122070312
2024-11-21,100.44000244140625
2024-11-22,98.33999633789062
2024-11-25,102.70999908447266
2024-11-26,99.2699966430664
2024-11-27,98.06999969482422
2024-11-29,100.55000305175781
2024-12-02,98.33000183105469
2024-12-03,98.87000274658203
2024-12-04,105.44999694824219
2024-12-05,101.66999816894531
2024-12-06,100.87000274658203
2024-12-09,100.20999908447266
2024-12-10,99.43000030517578
2024-12-11,101.62999725341797
2024-12-12,101.04000091552734
2024-12-13,99.66999816894531
2024-12-16,101.66000366210938
2024-12-17,100.88999938964844
2024-12-18,94.91999816894531
2024-12-19,95.18000030517578
2024-12-20,95.31999969482422
2024-12-23,95.97000122070312
2024-12-24,97.9000015258789
2024-12-26,98.54000091552734
2024-12-27,97.25
2024-12-30,95.7300033569336
2024-12-31,97.36000061035156
2025-01-02,97.05999755859375
2025-01-03,98.55999755859375
2025-01-06,102.66000366210938
2025-01-07,102.44999694824219
2025-01-08,102.22000122070312
2025-01-10,108.06999969482422
2025-01-13,104.33000183105469
2025-01-14,105.76000213623047
2025-01-15,107.22000122070312
2025-01-16,108.86000061035156
2025-01-17,109.31999969482422
2025-01-21,110.02999877929688
2025-01-22,111.6500015258789
2025-01-23,111.4800033569336
2025-01-24,110.62000274658203
2025-01-27,111.54000091552734
2025-01-28,111.97000122070312
2025-01-29,111.77999877929688
2025-01-30,113.72000122070312
2025-01-31,111.80999755859375
2025-02-03,109.0
2025-02-04,111.47000122070312
2025-02-05,111.77999877929688
2025-02-06,114.12000274658203
2025-02-07,113.83000183105469
2025-02-10,110.29000091552734
2025-02-11,108.83999633789062
2025-02-12,110.6500015258789
2025-02-13,114.44000244140625
2025-02-14,110.30999755859375
2025-02-18,110.08000183105469
2025-02-19,112.1500015258789
2025-02-20,110.86000061035156
2025-02-21,102.88999938964844
2025-02-24,102.69999694824219
2025-02-25,104.66999816894531
2025-02-26,105.93000030517578
2025-02-27,103.44000244140625
2025-02-28,105.08999633789062
2025-03-03,99.30999755859375
2025-03-04,94.44999694824219
2025-03-05,96.30999755859375
2025-03-06,90.91000366210938
2025-03-07,90.6500015258789
2025-03-10,86.6500015258789
2025-03-11,89.06999969482422
2025-03-12,91.11000061035156
2025-03-13,86.95999908447266
2025-03-14,88.2699966430664
2025-03-17,90.0199966430664
2025-03-18,86.83000183105469
2025-03-19,90.26000213623047
2025-03-20,89.4000015258789
2025-03-21,87.94999694824219
2025-03-24,92.0999984741211
2025-03-25,91.58000183105469
2025-03-26,89.7699966430664
2025-03-27,85.36000061035156
2025-03-28,84.0199966430664
2025-03-31,83.41000366210938
2025-04-01,84.19999694824219
2025-04-02,88.43000030517578
2025-04-03,69.48999786376953
2025-04-04,70.08999633789062
2025-04-07,70.23999786376953
2025-04-08,65.63999938964844
2025-04-09,78.75
2025-04-10,72.80999755859375
2025-04-11,73.52999877929688
2025-04-14,74.48999786376953
2025-04-15,74.68000030517578
2025-04-16,73.66000366210938
2025-04-17,74.19999694824219
2025-04-21,71.77999877929688
2025-04-22,74.47000122070312
2025-04-23,77.26000213623047
2025-04-24,79.27999877929688
2025-04-25,79.77999877929688
2025-04-28,80.0999984741211
2025-04-29,81.41000366210938
2025-04-30,80.5
2025-05-01,79.80999755859375
2025-05-02,84.13999938964844
2025-05-05,82.52999877929688
2025-05-06,80.08000183105469
2025-05-07,81.19000244140625
2025-05-08,91.62999725341797
2025-05-09,92.25
2025-05-12,98.98999786376953
2025-05-13,102.33999633789062
2025-05-14,101.11000061035156
2025-05-15,100.69000244140625
2025-05-16,102.08000183105469
2025-05-19,101.1500015258789
2025-05-20,100.58999633789062
2025-05-21,97.29000091552734
2025-05-22,95.37000274658203
2025-05-23,94.36000061035156
2025-05-27,94.77999877929688
2025-05-28,92.70999908447266
2025-05-29,94.36000061035156
2025-05-30,91.93000030517578
2025-06-02,92.30000305175781
2025-06-03,92.31999969482422
2025-06-04,87.91000366210938
2025-06-05,87.2699966430664
2025-06-06,87.25
2025-06-09,87.86000061035156
2025-06-10,89.4800033569336
2025-06-11,89.55999755859375
2025-06-12,87.93000030517578
2025-06-13,82.12999725341797
2025-06-16,87.12999725341797
2025-06-17,85.69000244140625
2025-06-18,89.16000366210938
2025-06-20,90.80000305175781
2025-06-23,91.75
2025-06-24,94.43000030517578
2025-06-25,93.37000274658203
2025-06-26,94.11000061035156
2025-06-27,96.5
2025-06-30,98.98999786376953
2025-07-01,99.26000213623047
2025-07-02,106.36000061035156
2025-07-03,107.23999786376953
2025-07-07,105.94000244140625
2025-07-08,105.55000305175781
2025-07-09,108.75
2025-07-10,111.19000244140625
2025-07-11,110.98999786376953
2025-07-14,111.44999694824219
2025-07-15,110.69999694824219
2025-07-16,110.51000213623047
2025-07-17,114.95999908447266
2025-07-18,115.05999755859375
2025-07-21,114.80999755859375
2025-07-22,117.1500015258789
2025-07-23,119.45999908447266
2025-07-24,118.33000183105469
2025-07-25,120.33999633789062
2025-07-28,120.01000213623047
2025-07-29,118.55000305175781
2025-07-30,116.98999786376953
2025-07-31,116.0999984741211
2025-08-01,112.31999969482422
2025-08-04,116.2699966430664
2025-08-05,115.44999694824219
2025-08-06,114.16000366210938
2025-08-07,115.19999694824219
2025-08-08,116.05999755859375
2025-08-11,114.86000061035156
2025-08-12,116.77999877929688
2025-08-13,120.98999786376953
2025-08-14,119.30000305175781
2025-08-15,118.95999908447266
2025-08-18,119.31999969482422
2025-08-19,119.33999633789062
2025-08-20,119.58999633789062
2025-08-21,115.81999969482422
2025-08-22,116.91999816894531
2025-08-25,115.80000305175781
2025-08-26,118.55000305175781
2025-08-27,120.29000091552734
2025-08-28,116.25
2025-08-29,116.95999908447266
2025-09-02,116.70999908447266
2025-09-03,117.98999786376953
2025-09-04,121.22000122070312
2025-09-05,117.18000030517578
2025-09-08,114.80000305175781
2025-09-09,115.27999877929688
2025-09-10,116.04000091552734
2025-09-11,115.54000091552734
2025-09-12,113.93000030517578
2025-09-15,114.5
2025-09-16,113.01000213623047
2025-09-17,113.94999694824219
2025-09-18,116.94999694824219
2025-09-19,114.95999908447266
