Date,SN
2023-07-31,41.32773971557617
2023-08-01,39.090904235839844
2023-08-02,36.062870025634766
2023-08-03,29.35236358642578
2023-08-04,26.275493621826172
2023-08-07,29.401203155517578
2023-08-08,28.19976043701172
2023-08-09,29.25468635559082
2023-08-10,30.60264778137207
2023-08-11,31.276630401611328
2023-08-14,29.586793899536133
2023-08-15,30.44636344909668
2023-08-16,29.596559524536133
2023-08-17,30.495201110839844
2023-08-18,30.90545082092285
2023-08-21,31.198486328125
2023-08-22,32.49760818481445
2023-08-23,31.2277889251709
2023-08-24,34.78328323364258
2023-08-25,34.15814208984375
2023-08-28,34.35349655151367
2023-08-29,34.30466079711914
2023-08-30,34.50978469848633
2023-08-31,34.10930252075195
2023-09-01,35.252140045166016
2023-09-05,34.60746383666992
2023-09-06,33.86510467529297
2023-09-07,33.11298370361328
2023-09-08,34.20698165893555
2023-09-11,39.559757232666016
2023-09-12,40.741668701171875
2023-09-13,39.23741912841797
2023-09-14,39.090904235839844
2023-09-15,39.7648811340332
2023-09-18,40.91748809814453
2023-09-19,42.0017204284668
2023-09-20,43.408287048339844
2023-09-21,42.94919967651367
2023-09-22,42.76361083984375
2023-09-25,41.4644889831543
2023-09-26,42.0017204284668
2023-09-27,44.44367980957031
2023-09-28,43.88691329956055
2023-09-29,45.283714294433594
2023-10-02,45.42046356201172
2023-10-03,44.18971633911133
2023-10-04,44.02366256713867
2023-10-05,43.59387969970703
2023-10-06,43.437591552734375
2023-10-09,43.22269821166992
2023-10-10,43.27153778076172
2023-10-11,43.037113189697266
2023-10-12,41.317970275878906
2023-10-13,40.507240295410156
2023-10-16,42.15800476074219
2023-10-17,42.52918243408203
2023-10-18,42.14823913574219
2023-10-19,41.952880859375
2023-10-20,41.75752258300781
2023-10-23,40.41933059692383
2023-10-24,39.7648811340332
2023-10-25,39.73558044433594
2023-10-26,39.54022216796875
2023-10-27,39.3155632019043
2023-10-30,40.52677536010742
2023-10-31,40.790504455566406
2023-11-01,41.4742546081543
2023-11-02,43.11525344848633
2023-11-03,44.58042907714844
2023-11-06,44.6976432800293
2023-11-07,45.195804595947266
2023-11-08,42.9785041809082
2023-11-09,42.607322692871094
2023-11-10,41.9138069152832
2023-11-13,41.161685943603516
2023-11-14,42.17753982543945
2023-11-15,42.9785041809082
2023-11-16,42.95896911621094
2023-11-17,44.932071685791016
2023-11-20,44.84416198730469
2023-11-21,45.22510528564453
2023-11-22,46.2995719909668
2023-11-24,46.68051528930664
2023-11-27,45.547447204589844
2023-11-28,47.764747619628906
2023-11-29,45.439998626708984
2023-11-30,47.0
2023-12-01,49.0099983215332
2023-12-04,46.63999938964844
2023-12-05,48.459999084472656
2023-12-06,47.40999984741211
2023-12-07,47.709999084472656
2023-12-08,47.58000183105469
2023-12-11,47.650001525878906
2023-12-12,47.279998779296875
2023-12-13,48.459999084472656
2023-12-14,50.0
2023-12-15,49.16999816894531
2023-12-18,50.119998931884766
2023-12-19,51.34000015258789
2023-12-20,49.70000076293945
2023-12-21,50.5099983215332
2023-12-22,50.63999938964844
2023-12-26,51.0
2023-12-27,51.47999954223633
2023-12-28,51.470001220703125
2023-12-29,51.16999816894531
2024-01-02,50.439998626708984
2024-01-03,47.95000076293945
2024-01-04,48.650001525878906
2024-01-05,48.93000030517578
2024-01-08,50.09000015258789
2024-01-09,50.0
2024-01-10,49.540000915527344
2024-01-11,49.16999816894531
2024-01-12,49.2599983215332
2024-01-16,48.5
2024-01-17,47.689998626708984
2024-01-18,47.959999084472656
2024-01-19,48.189998626708984
2024-01-22,49.5
2024-01-23,50.16999816894531
2024-01-24,49.65999984741211
2024-01-25,49.779998779296875
2024-01-26,50.650001525878906
2024-01-29,50.540000915527344
2024-01-30,49.119998931884766
2024-01-31,46.720001220703125
2024-02-01,47.869998931884766
2024-02-02,48.66999816894531
2024-02-05,47.650001525878906
2024-02-06,47.97999954223633
2024-02-07,48.16999816894531
2024-02-08,49.869998931884766
2024-02-09,51.02000045776367
2024-02-12,52.36000061035156
2024-02-13,50.790000915527344
2024-02-14,50.900001525878906
2024-02-15,51.459999084472656
2024-02-16,52.5099983215332
2024-02-20,52.45000076293945
2024-02-21,53.91999816894531
2024-02-22,53.22999954223633
2024-02-23,53.7599983215332
2024-02-26,54.599998474121094
2024-02-27,53.77000045776367
2024-02-28,53.79999923706055
2024-02-29,54.0
2024-03-01,55.83000183105469
2024-03-04,56.45000076293945
2024-03-05,56.25
2024-03-06,55.380001068115234
2024-03-07,55.68000030517578
2024-03-08,56.0
2024-03-11,55.880001068115234
2024-03-12,57.290000915527344
2024-03-13,58.33000183105469
2024-03-14,57.529998779296875
2024-03-15,57.95000076293945
2024-03-18,57.619998931884766
2024-03-19,59.150001525878906
2024-03-20,59.59000015258789
2024-03-21,59.59000015258789
2024-03-22,60.439998626708984
2024-03-25,60.310001373291016
2024-03-26,60.88999938964844
2024-03-27,62.939998626708984
2024-03-28,62.290000915527344
2024-04-01,61.66999816894531
2024-04-02,61.220001220703125
2024-04-03,62.5
2024-04-04,62.91999816894531
2024-04-05,64.72000122070312
2024-04-08,64.83000183105469
2024-04-09,63.560001373291016
2024-04-10,62.95000076293945
2024-04-11,62.5099983215332
2024-04-12,61.27000045776367
2024-04-15,61.7599983215332
2024-04-16,62.59000015258789
2024-04-17,63.189998626708984
2024-04-18,62.08000183105469
2024-04-19,61.86000061035156
2024-04-22,61.84000015258789
2024-04-23,62.54999923706055
2024-04-24,62.93000030517578
2024-04-25,62.790000915527344
2024-04-26,63.84000015258789
2024-04-29,64.94999694824219
2024-04-30,64.27999877929688
2024-05-01,64.12000274658203
2024-05-02,65.12000274658203
2024-05-03,66.08000183105469
2024-05-06,65.9800033569336
2024-05-07,66.93000030517578
2024-05-08,67.02999877929688
2024-05-09,71.3499984741211
2024-05-10,71.83999633789062
2024-05-13,70.37999725341797
2024-05-14,71.4000015258789
2024-05-15,72.12999725341797
2024-05-16,73.19999694824219
2024-05-17,74.45999908447266
2024-05-20,76.26000213623047
2024-05-21,77.41000366210938
2024-05-22,75.19000244140625
2024-05-23,75.16000366210938
2024-05-24,76.87999725341797
2024-05-28,74.88999938964844
2024-05-29,75.45999908447266
2024-05-30,76.30999755859375
2024-05-31,76.62000274658203
2024-06-03,77.43000030517578
2024-06-04,76.12000274658203
2024-06-05,79.01000213623047
2024-06-06,75.93000030517578
2024-06-07,75.80000305175781
2024-06-10,75.25
2024-06-11,75.27999877929688
2024-06-12,77.29000091552734
2024-06-13,78.88999938964844
2024-06-14,78.31999969482422
2024-06-17,79.9000015258789
2024-06-18,79.48999786376953
2024-06-20,77.7300033569336
2024-06-21,79.08999633789062
2024-06-24,78.68000030517578
2024-06-25,77.25
2024-06-26,77.19999694824219
2024-06-27,76.01000213623047
2024-06-28,75.1500015258789
2024-07-01,77.18000030517578
2024-07-02,75.22000122070312
2024-07-03,75.68000030517578
2024-07-05,73.93000030517578
2024-07-08,73.93000030517578
2024-07-09,70.8499984741211
2024-07-10,71.41999816894531
2024-07-11,73.27999877929688
2024-07-12,73.83999633789062
2024-07-15,73.56999969482422
2024-07-16,73.83999633789062
2024-07-17,71.87999725341797
2024-07-18,72.0
2024-07-19,71.2699966430664
2024-07-22,71.83999633789062
2024-07-23,71.80999755859375
2024-07-24,71.22000122070312
2024-07-25,70.88999938964844
2024-07-26,73.73999786376953
2024-07-29,76.66000366210938
2024-07-30,76.83000183105469
2024-07-31,76.8499984741211
2024-08-01,76.2699966430664
2024-08-02,75.29000091552734
2024-08-05,72.88999938964844
2024-08-06,73.70999908447266
2024-08-07,72.98999786376953
2024-08-08,85.36000061035156
2024-08-09,87.63999938964844
2024-08-12,89.95999908447266
2024-08-13,89.94000244140625
2024-08-14,89.1500015258789
2024-08-15,91.4000015258789
2024-08-16,91.08000183105469
2024-08-19,90.38999938964844
2024-08-20,89.20999908447266
2024-08-21,91.3499984741211
2024-08-22,90.1500015258789
2024-08-23,89.8499984741211
2024-08-26,89.30000305175781
2024-08-27,90.55000305175781
2024-08-28,89.72000122070312
2024-08-29,91.91000366210938
