Date,SEIC
2010-01-04,14.629881858825684
2010-01-05,14.65432357788086
2010-01-06,14.589153289794922
2010-01-07,14.825386047363281
2010-01-08,14.87425708770752
2010-01-11,14.963866233825684
2010-01-12,15.314129829406738
2010-01-13,15.542211532592773
2010-01-14,16.014667510986328
2010-01-15,16.00652503967285
2010-01-19,15.77844524383545
2010-01-20,15.67254638671875
2010-01-21,15.477043151855469
2010-01-22,15.126779556274414
2010-01-25,15.289690017700195
2010-01-26,15.16750717163086
2010-01-27,15.183794021606445
2010-01-28,14.662466049194336
2010-01-29,14.426234245300293
2010-02-01,14.475111961364746
2010-02-02,14.450675010681152
2010-02-03,14.40994644165039
2010-02-04,13.880472183227539
2010-02-05,13.93748664855957
2010-02-08,13.7990083694458
2010-02-09,13.970072746276855
2010-02-10,13.888612747192383
2010-02-11,13.84788703918457
2010-02-12,13.888612747192383
2010-02-16,14.100406646728516
2010-02-17,14.206299781799316
2010-02-18,14.222590446472168
2010-02-19,14.100406646728516
2010-02-22,14.287758827209473
2010-02-23,14.255167961120605
2010-02-24,14.44252872467041
2010-02-25,14.287758827209473
2010-02-26,14.344779968261719
2010-03-01,14.4180908203125
2010-03-02,14.532132148742676
2010-03-03,14.328489303588867
2010-03-04,14.532132148742676
2010-03-05,14.800943374633789
2010-03-08,15.517773628234863
2010-03-09,15.509631156921387
2010-03-10,15.965792655944824
2010-03-11,16.234607696533203
2010-03-12,16.3812313079834
2010-03-15,16.250900268554688
2010-03-16,16.53600311279297
2010-03-17,16.84554100036621
2010-03-18,16.984027862548828
2010-03-19,17.098064422607422
2010-03-22,17.285417556762695
2010-03-23,17.79861068725586
2010-03-24,17.651979446411133
2010-03-25,17.537939071655273
2010-03-26,17.55422592163086
2010-03-29,17.570520401000977
2010-03-30,17.7741641998291
2010-03-31,17.89635467529297
2010-04-01,18.067415237426758
2010-04-05,18.13258171081543
2010-04-06,18.54802131652832
2010-04-07,18.33622932434082
2010-04-08,18.328083038330078
2010-04-09,18.73537254333496
2010-04-12,18.808683395385742
2010-04-13,19.044912338256836
2010-04-14,19.215972900390625
2010-04-15,19.501079559326172
2010-04-16,19.378896713256836
2010-04-19,19.387041091918945
2010-04-20,19.590679168701172
2010-04-21,19.42776870727539
2010-04-22,19.67214584350586
2010-04-23,19.8269100189209
2010-04-26,19.655847549438477
2010-04-27,19.39518928527832
2010-04-28,18.14072608947754
2010-04-29,18.531726837158203
2010-04-30,18.295501708984375
2010-05-03,18.572460174560547
2010-05-04,18.51543426513672
2010-05-05,18.58060646057129
2010-05-06,17.977807998657227
2010-05-07,17.48091697692871
2010-05-10,18.010398864746094
2010-05-11,18.018545150756836
2010-05-12,18.539875030517578
2010-05-13,18.409543991088867
2010-05-14,18.059274673461914
2010-05-17,18.067415237426758
2010-05-18,17.84747886657715
2010-05-19,17.692707061767578
2010-05-20,17.057336807250977
2010-05-21,17.309852600097656
2010-05-24,17.008455276489258
2010-05-25,16.97587776184082
2010-05-26,16.812957763671875
2010-05-27,17.440187454223633
2010-05-28,17.179521560668945
2010-06-01,16.935148239135742
2010-06-02,17.309852600097656
2010-06-03,17.448335647583008
2010-06-04,17.081768035888672
2010-06-07,16.5930233001709
2010-06-08,16.53600311279297
2010-06-09,16.478979110717773
2010-06-10,17.04918670654297
2010-06-11,17.309852600097656
2010-06-14,17.17137908935547
2010-06-15,17.700851440429688
2010-06-16,17.76601791381836
2010-06-17,17.676422119140625
2010-06-18,17.4727725982666
2010-06-21,17.41548728942871
2010-06-22,17.300905227661133
2010-06-23,17.341833114624023
2010-06-24,16.93263053894043
2010-06-25,17.325462341308594
2010-06-28,17.59553337097168
2010-06-29,16.867156982421875
2010-06-30,16.662567138671875
2010-07-01,16.703475952148438
2010-07-02,16.588903427124023
2010-07-06,16.621641159057617
2010-07-07,17.652820587158203
2010-07-08,17.718284606933594
2010-07-09,17.914705276489258
2010-07-12,17.726476669311523
2010-07-13,18.0456485748291
2010-07-14,17.849233627319336
2010-07-15,17.808311462402344
2010-07-16,17.194509506225586
2010-07-19,17.227249145507812
2010-07-20,17.660999298095703
2010-07-21,16.77713394165039
2010-07-22,16.376123428344727
2010-07-23,16.310646057128906
2010-07-26,16.44977378845215
2010-07-27,16.286094665527344
2010-07-28,15.975107192993164
2010-07-29,15.827798843383789
2010-07-30,15.696850776672363
2010-08-02,15.975107192993164
2010-08-03,15.966924667358398
2010-08-04,16.21243667602539
2010-08-05,16.25335693359375
2010-08-06,16.367937088012695
2010-08-09,16.78531837463379
2010-08-10,16.457962036132812
2010-08-11,15.942365646362305
2010-08-12,15.876897811889648
2010-08-13,15.7786865234375
2010-08-16,15.835977554321289
2010-08-17,16.1469669342041
2010-08-18,15.745956420898438
2010-08-19,15.492249488830566
2010-08-20,15.615008354187012
2010-08-23,15.287650108337402
2010-08-24,14.706589698791504
2010-08-25,14.575644493103027
2010-08-26,14.411966323852539
2010-08-27,14.747515678405762
2010-08-30,14.379232406616211
2010-08-31,14.485625267028809
2010-09-01,14.993026733398438
2010-09-02,15.353124618530273
2010-09-03,15.639561653137207
2010-09-07,15.467700004577637
2010-09-08,15.664116859436035
2010-09-09,15.549541473388672
2010-09-10,15.770503044128418
2010-09-13,15.991480827331543
2010-09-14,15.98328971862793
2010-09-15,16.130603790283203
2010-09-16,16.130603790283203
2010-09-17,16.236995697021484
2010-09-20,16.736217498779297
2010-09-21,16.392480850219727
2010-09-22,16.286094665527344
2010-09-23,15.91782283782959
2010-09-24,16.38430404663086
2010-09-27,16.269725799560547
2010-09-28,16.359752655029297
2010-09-29,16.564348220825195
2010-09-30,16.64619255065918
2010-10-01,16.654376983642578
2010-10-04,16.44977378845215
2010-10-05,16.93263053894043
2010-10-06,16.924448013305664
2010-10-07,16.64619255065918
2010-10-08,16.818056106567383
2010-10-11,16.818056106567383
2010-10-12,16.99810218811035
2010-10-13,17.219066619873047
2010-10-14,17.186328887939453
2010-10-15,17.178146362304688
2010-10-18,17.40730094909668
2010-10-19,17.37455940246582
2010-10-20,17.824678421020508
2010-10-21,17.849233627319336
2010-10-22,17.95562744140625
2010-10-25,17.95562744140625
2010-10-26,17.988357543945312
2010-10-27,18.135671615600586
2010-10-28,17.996549606323242
2010-10-29,18.127490997314453
2010-11-01,18.184770584106445
2010-11-02,18.471214294433594
2010-11-03,18.675811767578125
2010-11-04,18.962251663208008
2010-11-05,19.117748260498047
2010-11-08,18.89678382873535
2010-11-09,18.79857063293457
2010-11-10,19.060461044311523
2010-11-11,19.175039291381836
2010-11-12,18.84767723083496
2010-11-15,18.782207489013672
2010-11-16,18.463027954101562
2010-11-17,18.479394912719727
2010-11-18,18.765836715698242
2010-11-19,18.855865478515625
2010-11-22,18.79857063293457
2010-11-23,18.53668975830078
2010-11-24,18.82312774658203
2010-11-26,18.74128532409668
2010-11-29,18.71673583984375
2010-11-30,18.479394912719727
2010-12-01,18.86404800415039
2010-12-02,19.412370681762695
2010-12-03,19.510578155517578
2010-12-06,19.518760681152344
