Date,KE
2014-11-03,7.21999979019165
2014-11-04,8.75
2014-11-05,10.0600004196167
2014-11-06,10.460000038146973
2014-11-07,9.960000038146973
2014-11-10,10.140000343322754
2014-11-11,10.15999984741211
2014-11-12,10.029999732971191
2014-11-13,10.0
2014-11-14,10.039999961853027
2014-11-17,10.319999694824219
2014-11-18,10.640000343322754
2014-11-19,10.800000190734863
2014-11-20,10.699999809265137
2014-11-21,10.739999771118164
2014-11-24,10.930000305175781
2014-11-25,10.760000228881836
2014-11-26,11.0
2014-11-28,11.0
2014-12-01,10.59000015258789
2014-12-02,10.210000038146973
2014-12-03,9.649999618530273
2014-12-04,9.789999961853027
2014-12-05,9.920000076293945
2014-12-08,11.100000381469727
2014-12-09,11.0600004196167
2014-12-10,11.0
2014-12-11,11.039999961853027
2014-12-12,11.029999732971191
2014-12-15,11.029999732971191
2014-12-16,11.020000457763672
2014-12-17,11.680000305175781
2014-12-18,11.880000114440918
2014-12-19,11.819999694824219
2014-12-22,11.420000076293945
2014-12-23,11.399999618530273
2014-12-24,11.460000038146973
2014-12-26,12.0
2014-12-29,12.010000228881836
2014-12-30,12.300000190734863
2014-12-31,12.020000457763672
2015-01-02,11.369999885559082
2015-01-05,11.149999618530273
2015-01-06,11.079999923706055
2015-01-07,11.079999923706055
2015-01-08,11.210000038146973
2015-01-09,11.130000114440918
2015-01-12,10.880000114440918
2015-01-13,11.020000457763672
2015-01-14,10.8100004196167
2015-01-15,10.9399995803833
2015-01-16,11.5
2015-01-20,10.989999771118164
2015-01-21,10.869999885559082
2015-01-22,11.100000381469727
2015-01-23,10.970000267028809
2015-01-26,11.079999923706055
2015-01-27,11.010000228881836
2015-01-28,10.979999542236328
2015-01-29,10.880000114440918
2015-01-30,10.180000305175781
2015-02-02,10.640000343322754
2015-02-03,11.140000343322754
2015-02-04,11.050000190734863
2015-02-05,11.220000267028809
2015-02-06,11.050000190734863
2015-02-09,10.949999809265137
2015-02-10,11.140000343322754
2015-02-11,11.029999732971191
2015-02-12,11.8100004196167
2015-02-13,11.800000190734863
2015-02-17,11.8100004196167
2015-02-18,12.359999656677246
2015-02-19,12.010000228881836
2015-02-20,12.050000190734863
2015-02-23,11.720000267028809
2015-02-24,12.170000076293945
2015-02-25,12.329999923706055
2015-02-26,12.319999694824219
2015-02-27,12.520000457763672
2015-03-02,12.760000228881836
2015-03-03,12.779999732971191
2015-03-04,12.649999618530273
2015-03-05,12.680000305175781
2015-03-06,12.210000038146973
2015-03-09,12.600000381469727
2015-03-10,13.010000228881836
2015-03-11,13.029999732971191
2015-03-12,13.079999923706055
2015-03-13,13.430000305175781
2015-03-16,13.319999694824219
2015-03-17,13.239999771118164
2015-03-18,13.260000228881836
2015-03-19,13.130000114440918
2015-03-20,13.399999618530273
2015-03-23,13.829999923706055
2015-03-24,13.699999809265137
2015-03-25,13.449999809265137
2015-03-26,13.470000267028809
2015-03-27,13.449999809265137
2015-03-30,13.550000190734863
2015-03-31,14.140000343322754
2015-04-01,14.279999732971191
2015-04-02,14.100000381469727
2015-04-06,13.569999694824219
2015-04-07,13.4399995803833
2015-04-08,13.510000228881836
2015-04-09,13.0
2015-04-10,13.34000015258789
2015-04-13,13.399999618530273
2015-04-14,13.34000015258789
2015-04-15,13.050000190734863
2015-04-16,12.850000381469727
2015-04-17,13.020000457763672
2015-04-20,14.0600004196167
2015-04-21,14.170000076293945
2015-04-22,14.069999694824219
2015-04-23,13.970000267028809
2015-04-24,13.670000076293945
2015-04-27,13.420000076293945
2015-04-28,13.069999694824219
2015-04-29,13.199999809265137
2015-04-30,12.789999961853027
2015-05-01,12.4399995803833
2015-05-04,12.720000267028809
2015-05-05,12.609999656677246
2015-05-06,12.800000190734863
2015-05-07,12.770000457763672
2015-05-08,13.220000267028809
2015-05-11,12.869999885559082
2015-05-12,13.300000190734863
2015-05-13,13.239999771118164
2015-05-14,13.529999732971191
2015-05-15,14.5
2015-05-18,15.75
2015-05-19,15.3100004196167
2015-05-20,15.3100004196167
2015-05-21,15.350000381469727
2015-05-22,15.170000076293945
2015-05-26,15.069999694824219
2015-05-27,15.239999771118164
2015-05-28,15.449999809265137
2015-05-29,15.579999923706055
2015-06-01,15.609999656677246
2015-06-02,15.729999542236328
2015-06-03,16.360000610351562
2015-06-04,16.59000015258789
2015-06-05,16.40999984741211
2015-06-08,15.84000015258789
2015-06-09,15.819999694824219
2015-06-10,15.960000038146973
2015-06-11,15.619999885559082
2015-06-12,15.649999618530273
2015-06-15,15.460000038146973
2015-06-16,15.59000015258789
2015-06-17,15.619999885559082
2015-06-18,15.75
2015-06-19,15.699999809265137
2015-06-22,15.729999542236328
2015-06-23,15.65999984741211
2015-06-24,15.40999984741211
2015-06-25,15.34000015258789
2015-06-26,15.0600004196167
2015-06-29,14.760000228881836
2015-06-30,14.59000015258789
2015-07-01,14.770000457763672
2015-07-02,14.729999542236328
2015-07-06,14.4399995803833
2015-07-07,14.489999771118164
2015-07-08,13.600000381469727
2015-07-09,13.210000038146973
2015-07-10,13.8100004196167
2015-07-13,13.380000114440918
2015-07-14,13.829999923706055
2015-07-15,13.739999771118164
2015-07-16,13.949999809265137
2015-07-17,13.899999618530273
2015-07-20,13.529999732971191
2015-07-21,13.420000076293945
2015-07-22,13.609999656677246
2015-07-23,13.539999961853027
2015-07-24,13.520000457763672
2015-07-27,13.880000114440918
2015-07-28,13.75
2015-07-29,13.229999542236328
2015-07-30,13.460000038146973
2015-07-31,13.40999984741211
2015-08-03,13.300000190734863
2015-08-04,12.699999809265137
2015-08-05,12.3100004196167
2015-08-06,12.0
2015-08-07,11.850000381469727
2015-08-10,11.779999732971191
2015-08-11,11.819999694824219
2015-08-12,11.680000305175781
2015-08-13,11.59000015258789
2015-08-14,11.739999771118164
2015-08-17,11.880000114440918
2015-08-18,11.649999618530273
2015-08-19,11.550000190734863
2015-08-20,11.550000190734863
2015-08-21,11.680000305175781
2015-08-24,11.25
2015-08-25,11.40999984741211
2015-08-26,11.640000343322754
2015-08-27,11.3100004196167
2015-08-28,11.569999694824219
2015-08-31,11.75
2015-09-01,11.359999656677246
2015-09-02,11.34000015258789
2015-09-03,11.40999984741211
2015-09-04,11.319999694824219
2015-09-08,11.3100004196167
2015-09-09,11.199999809265137
2015-09-10,11.079999923706055
2015-09-11,11.0
2015-09-14,10.989999771118164
2015-09-15,11.149999618530273
2015-09-16,11.319999694824219
2015-09-17,11.579999923706055
2015-09-18,11.430000305175781
2015-09-21,11.279999732971191
2015-09-22,11.329999923706055
2015-09-23,11.770000457763672
2015-09-24,11.680000305175781
2015-09-25,11.699999809265137
2015-09-28,11.699999809265137
2015-09-29,11.710000038146973
2015-09-30,11.930000305175781
