Date,TAP
2010-01-04,31.0867919921875
2010-01-05,30.71445083618164
2010-01-06,30.68060302734375
2010-01-07,30.16611671447754
2010-01-08,30.125484466552734
2010-01-11,30.470731735229492
2010-01-12,30.579065322875977
2010-01-13,30.700910568237305
2010-01-14,30.86338233947754
2010-01-15,30.585830688476562
2010-01-19,30.17963981628418
2010-01-20,29.62452507019043
2010-01-21,29.353727340698242
2010-01-22,29.123563766479492
2010-01-25,28.974634170532227
2010-01-26,29.049100875854492
2010-01-27,29.028779983520508
2010-01-28,28.74444580078125
2010-01-29,28.433042526245117
2010-02-01,28.771526336669922
2010-02-02,28.66998291015625
2010-02-03,28.87308120727539
2010-02-04,27.370189666748047
2010-02-05,27.904998779296875
2010-02-08,27.96592140197754
2010-02-09,27.0655517578125
2010-02-10,26.40212059020996
2010-02-11,26.699981689453125
2010-02-12,26.334415435791016
2010-02-16,26.997848510742188
2010-02-17,27.397268295288086
2010-02-18,27.51235580444336
2010-02-19,27.830528259277344
2010-02-22,27.99300765991211
2010-02-23,27.66128158569336
2010-02-24,27.906442642211914
2010-02-25,27.817913055419922
2010-02-26,27.497848510742188
2010-03-01,27.974533081054688
2010-03-02,27.967729568481445
2010-03-03,28.13796043395996
2010-03-04,28.723608016967773
2010-03-05,29.15264320373535
2010-03-08,29.070907592773438
2010-03-09,29.24115753173828
2010-03-10,29.288816452026367
2010-03-11,29.37053680419922
2010-03-12,29.384159088134766
2010-03-15,29.37053680419922
2010-03-16,29.513553619384766
2010-03-17,29.59525489807129
2010-03-18,29.49993133544922
2010-03-19,29.52716827392578
2010-03-22,29.384159088134766
2010-03-23,29.282005310058594
2010-03-24,29.14581871032715
2010-03-25,29.050474166870117
2010-03-26,29.016427993774414
2010-03-29,28.41716957092285
2010-03-30,28.68956184387207
2010-03-31,28.64188575744629
2010-04-01,29.350107192993164
2010-04-05,29.397769927978516
2010-04-06,29.207111358642578
2010-04-07,29.22753143310547
2010-04-08,29.316062927246094
2010-04-09,29.676971435546875
2010-04-12,29.96979331970215
2010-04-13,30.351144790649414
2010-04-14,30.344341278076172
2010-04-15,30.2762393951416
2010-04-16,29.94936752319336
2010-04-19,29.799560546875
2010-04-20,30.02427864074707
2010-04-21,29.94936752319336
2010-04-22,29.96979331970215
2010-04-23,30.058311462402344
2010-04-26,29.96979331970215
2010-04-27,29.247962951660156
2010-04-28,29.1934871673584
2010-04-29,30.40562629699707
2010-04-30,30.208131790161133
2010-05-03,30.330720901489258
2010-05-04,30.051502227783203
2010-05-05,29.561216354370117
2010-05-06,29.14581871032715
2010-05-07,28.57379150390625
2010-05-10,29.21392250061035
2010-05-11,28.730411529541016
2010-05-12,28.914289474487305
2010-05-13,29.26158905029297
2010-05-14,29.077716827392578
2010-05-17,29.247962951660156
2010-05-18,29.690601348876953
2010-05-19,29.3569278717041
2010-05-20,28.144790649414062
2010-05-21,28.526123046875
2010-05-24,28.280967712402344
2010-05-25,27.749814987182617
2010-05-26,27.530397415161133
2010-05-27,27.832096099853516
2010-05-28,28.14065933227539
2010-06-01,27.74981117248535
2010-06-02,28.593215942382812
2010-06-03,28.87434196472168
2010-06-04,28.55207061767578
2010-06-07,28.949764251708984
2010-06-08,29.450321197509766
2010-06-09,29.587459564208984
2010-06-10,30.122285842895508
2010-06-11,29.950885772705078
2010-06-14,30.17714500427246
2010-06-15,30.403423309326172
2010-06-16,30.423992156982422
2010-06-17,30.410289764404297
2010-06-18,30.547428131103516
2010-06-21,30.163436889648438
2010-06-22,30.25942039489746
2010-06-23,30.280004501342773
2010-06-24,30.09488296508789
2010-06-25,29.75888442993164
2010-06-28,29.902877807617188
2010-06-29,29.36118507385254
2010-06-30,29.04575538635254
2010-07-01,29.27204132080078
2010-07-02,28.922338485717773
2010-07-06,29.162328720092773
2010-07-07,29.83430290222168
2010-07-08,30.136001586914062
2010-07-09,30.280004501342773
2010-07-12,30.403423309326172
2010-07-13,30.725711822509766
2010-07-14,30.547428131103516
2010-07-15,30.670854568481445
2010-07-16,30.14972496032715
2010-07-19,30.519987106323242
2010-07-20,30.746265411376953
2010-07-21,30.78055191040039
2010-07-22,31.47995948791504
2010-07-23,31.706233978271484
2010-07-26,31.870792388916016
2010-07-27,31.918800354003906
2010-07-28,31.17140007019043
2010-07-29,30.759986877441406
2010-07-30,30.86283302307129
2010-08-02,31.54166603088379
2010-08-03,32.06278991699219
2010-08-04,32.2890739440918
2010-08-05,32.05593490600586
2010-08-06,31.322254180908203
2010-08-09,31.548519134521484
2010-08-10,31.665082931518555
2010-08-11,31.281108856201172
2010-08-12,31.38395881652832
2010-08-13,31.281108856201172
2010-08-16,31.308530807495117
2010-08-17,31.82280731201172
2010-08-18,31.911945343017578
2010-08-19,31.569107055664062
2010-08-20,31.486812591552734
2010-08-23,31.37024688720703
2010-08-24,30.924556732177734
2010-08-25,30.59542465209961
2010-08-26,30.245718002319336
2010-08-27,30.23192024230957
2010-08-30,29.914480209350586
2010-08-31,30.05940818786621
2010-09-01,30.866769790649414
2010-09-02,30.880573272705078
2010-09-03,30.770170211791992
2010-09-07,30.625247955322266
2010-09-08,30.88747787475586
2010-09-09,30.639060974121094
2010-09-10,30.41823959350586
2010-09-13,30.61144256591797
2010-09-14,30.818477630615234
2010-09-15,31.1428165435791
2010-09-16,31.177310943603516
2010-09-17,31.398136138916016
2010-09-20,31.694856643676758
2010-09-21,31.411937713623047
2010-09-22,31.722476959228516
2010-09-23,31.639657974243164
2010-09-24,32.35734176635742
2010-09-27,32.21241760253906
2010-09-28,32.585052490234375
2010-09-29,32.61956024169922
2010-09-30,32.585052490234375
2010-10-01,32.971492767333984
2010-10-04,32.847259521484375
2010-10-05,33.35102462768555
2010-10-06,33.723663330078125
2010-10-07,33.61325454711914
2010-10-08,33.92377853393555
2010-10-11,33.93067932128906
2010-10-12,33.599449157714844
2010-10-13,33.709861755371094
2010-10-14,33.661563873291016
2010-10-15,33.61325454711914
2010-10-18,32.971492767333984
2010-10-19,32.412532806396484
2010-10-20,32.44012451171875
2010-10-21,32.87488555908203
2010-10-22,33.48904800415039
2010-10-25,33.47523498535156
2010-10-26,32.90939712524414
2010-10-27,32.29523849487305
2010-10-28,32.07438659667969
2010-10-29,32.59195327758789
2010-11-01,32.87488555908203
2010-11-02,32.585052490234375
2010-11-03,33.86858367919922
2010-11-04,34.38612747192383
2010-11-05,34.67596435546875
2010-11-08,34.69667434692383
2010-11-09,34.23431396484375
2010-11-10,33.889278411865234
2010-11-11,34.020389556884766
2010-11-12,33.827178955078125
2010-11-15,33.84788131713867
2010-11-16,33.11641311645508
2010-11-17,33.19921112060547
2010-11-18,33.889278411865234
2010-11-19,33.889278411865234
2010-11-22,33.83407974243164
2010-11-23,33.813350677490234
2010-11-24,34.227413177490234
2010-11-26,33.78327560424805
2010-11-29,33.32523727416992
2010-11-30,33.068458557128906
2010-12-01,33.63057327270508
2010-12-02,33.69999313354492
