Date,THRM
2010-01-04,8.430000305175781
2010-01-05,8.850000381469727
2010-01-06,9.149999618530273
2010-01-07,9.220000267028809
2010-01-08,9.34000015258789
2010-01-11,9.140000343322754
2010-01-12,8.949999809265137
2010-01-13,8.920000076293945
2010-01-14,8.75
2010-01-15,8.510000228881836
2010-01-19,8.800000190734863
2010-01-20,8.739999771118164
2010-01-21,8.859999656677246
2010-01-22,8.920000076293945
2010-01-25,8.75
2010-01-26,8.6899995803833
2010-01-27,8.739999771118164
2010-01-28,8.229999542236328
2010-01-29,8.149999618530273
2010-02-01,8.319999694824219
2010-02-02,8.5
2010-02-03,8.420000076293945
2010-02-04,8.149999618530273
2010-02-05,7.989999771118164
2010-02-08,7.889999866485596
2010-02-09,8.3100004196167
2010-02-10,8.90999984741211
2010-02-11,9.380000114440918
2010-02-12,9.579999923706055
2010-02-16,10.039999961853027
2010-02-17,9.779999732971191
2010-02-18,9.699999809265137
2010-02-19,9.40999984741211
2010-02-22,9.569999694824219
2010-02-23,9.739999771118164
2010-02-24,9.9399995803833
2010-02-25,9.84000015258789
2010-02-26,9.779999732971191
2010-03-01,10.069999694824219
2010-03-02,10.319999694824219
2010-03-03,10.260000228881836
2010-03-04,10.34000015258789
2010-03-05,11.0
2010-03-08,11.039999961853027
2010-03-09,10.600000381469727
2010-03-10,10.539999961853027
2010-03-11,10.5600004196167
2010-03-12,10.449999809265137
2010-03-15,10.449999809265137
2010-03-16,10.4399995803833
2010-03-17,10.239999771118164
2010-03-18,9.979999542236328
2010-03-19,9.710000038146973
2010-03-22,10.390000343322754
2010-03-23,11.029999732971191
2010-03-24,11.25
2010-03-25,11.100000381469727
2010-03-26,10.989999771118164
2010-03-29,10.75
2010-03-30,10.6899995803833
2010-03-31,10.09000015258789
2010-04-01,10.40999984741211
2010-04-05,10.1899995803833
2010-04-06,10.020000457763672
2010-04-07,10.029999732971191
2010-04-08,10.329999923706055
2010-04-09,10.850000381469727
2010-04-12,11.0600004196167
2010-04-13,10.760000228881836
2010-04-14,10.949999809265137
2010-04-15,10.960000038146973
2010-04-16,10.640000343322754
2010-04-19,10.489999771118164
2010-04-20,10.670000076293945
2010-04-21,10.779999732971191
2010-04-22,10.989999771118164
2010-04-23,10.899999618530273
2010-04-26,10.800000190734863
2010-04-27,9.779999732971191
2010-04-28,9.890000343322754
2010-04-29,10.270000457763672
2010-04-30,9.8100004196167
2010-05-03,9.930000305175781
2010-05-04,9.529999732971191
2010-05-05,9.180000305175781
2010-05-06,8.890000343322754
2010-05-07,8.449999809265137
2010-05-10,9.359999656677246
2010-05-11,9.550000190734863
2010-05-12,9.9399995803833
2010-05-13,9.489999771118164
2010-05-14,9.239999771118164
2010-05-17,9.65999984741211
2010-05-18,9.149999618530273
2010-05-19,9.279999732971191
2010-05-20,8.649999618530273
2010-05-21,8.699999809265137
2010-05-24,8.640000343322754
2010-05-25,8.34000015258789
2010-05-26,8.529999732971191
2010-05-27,9.229999542236328
2010-05-28,8.819999694824219
2010-06-01,8.5
2010-06-02,8.949999809265137
2010-06-03,9.380000114440918
2010-06-04,8.319999694824219
2010-06-07,8.109999656677246
2010-06-08,7.519999980926514
2010-06-09,7.449999809265137
2010-06-10,7.900000095367432
2010-06-11,7.949999809265137
2010-06-14,8.039999961853027
2010-06-15,8.140000343322754
2010-06-16,7.550000190734863
2010-06-17,7.550000190734863
2010-06-18,7.670000076293945
2010-06-21,7.840000152587891
2010-06-22,7.400000095367432
2010-06-23,6.989999771118164
2010-06-24,7.099999904632568
2010-06-25,7.159999847412109
2010-06-28,7.409999847412109
2010-06-29,7.150000095367432
2010-06-30,7.380000114440918
2010-07-01,7.46999979019165
2010-07-02,7.559999942779541
2010-07-06,7.119999885559082
2010-07-07,7.320000171661377
2010-07-08,7.460000038146973
2010-07-09,7.980000019073486
2010-07-12,7.75
2010-07-13,8.239999771118164
2010-07-14,8.529999732971191
2010-07-15,8.600000381469727
2010-07-16,8.220000267028809
2010-07-19,8.229999542236328
2010-07-20,8.649999618530273
2010-07-21,8.260000228881836
2010-07-22,9.079999923706055
2010-07-23,9.359999656677246
2010-07-26,9.279999732971191
2010-07-27,9.130000114440918
2010-07-28,9.510000228881836
2010-07-29,9.65999984741211
2010-07-30,9.899999618530273
2010-08-02,9.979999542236328
2010-08-03,9.890000343322754
2010-08-04,10.760000228881836
2010-08-05,10.609999656677246
2010-08-06,10.739999771118164
2010-08-09,10.960000038146973
2010-08-10,10.760000228881836
2010-08-11,10.390000343322754
2010-08-12,10.1899995803833
2010-08-13,10.0600004196167
2010-08-16,10.399999618530273
2010-08-17,11.0600004196167
2010-08-18,10.880000114440918
2010-08-19,10.6899995803833
2010-08-20,10.609999656677246
2010-08-23,10.079999923706055
2010-08-24,10.039999961853027
2010-08-25,10.149999618530273
2010-08-26,10.020000457763672
2010-08-27,10.970000267028809
2010-08-30,10.380000114440918
2010-08-31,10.34000015258789
2010-09-01,10.859999656677246
2010-09-02,11.539999961853027
2010-09-03,11.539999961853027
2010-09-07,11.0600004196167
2010-09-08,10.90999984741211
2010-09-09,10.90999984741211
2010-09-10,10.649999618530273
2010-09-13,10.5
2010-09-14,10.300000190734863
2010-09-15,9.609999656677246
2010-09-16,9.140000343322754
2010-09-17,9.149999618530273
2010-09-20,9.430000305175781
2010-09-21,9.40999984741211
2010-09-22,9.369999885559082
2010-09-23,9.529999732971191
2010-09-24,10.149999618530273
2010-09-27,10.859999656677246
2010-09-28,10.739999771118164
2010-09-29,10.600000381469727
2010-09-30,10.300000190734863
2010-10-01,10.460000038146973
2010-10-04,10.430000305175781
2010-10-05,10.550000190734863
2010-10-06,10.319999694824219
2010-10-07,10.430000305175781
2010-10-08,10.369999885559082
2010-10-11,9.800000190734863
2010-10-12,9.770000457763672
2010-10-13,10.130000114440918
2010-10-14,10.329999923706055
2010-10-15,10.520000457763672
2010-10-18,10.510000228881836
2010-10-19,9.9399995803833
2010-10-20,10.119999885559082
2010-10-21,9.479999542236328
2010-10-22,9.619999885559082
2010-10-25,9.859999656677246
2010-10-26,9.960000038146973
2010-10-27,10.239999771118164
2010-10-28,10.390000343322754
2010-10-29,10.789999961853027
2010-11-01,10.699999809265137
2010-11-02,11.210000038146973
2010-11-03,11.050000190734863
2010-11-04,11.529999732971191
2010-11-05,11.350000381469727
2010-11-08,11.0600004196167
2010-11-09,10.949999809265137
2010-11-10,11.069999694824219
2010-11-11,10.90999984741211
2010-11-12,10.170000076293945
2010-11-15,10.289999961853027
2010-11-16,9.630000114440918
2010-11-17,10.09000015258789
2010-11-18,10.350000381469727
2010-11-19,10.600000381469727
2010-11-22,10.8100004196167
2010-11-23,10.6899995803833
