Date,FLO
2010-01-04,6.267058849334717
2010-01-05,6.337767124176025
2010-01-06,6.408482074737549
2010-01-07,6.494901657104492
2010-01-08,6.5027618408203125
2010-01-11,6.47395133972168
2010-01-12,6.497522354125977
2010-01-13,6.573469161987305
2010-01-14,6.578709125518799
2010-01-15,6.544661521911621
2010-01-19,6.560375213623047
2010-01-20,6.565613746643066
2010-01-21,6.547280311584473
2010-01-22,6.416337966918945
2010-01-25,6.382289409637451
2010-01-26,6.329913139343262
2010-01-27,6.285391330718994
2010-01-28,6.311580181121826
2010-01-29,6.361335277557373
2010-02-01,6.578709125518799
2010-02-02,6.573469161987305
2010-02-03,6.594418525695801
2010-02-04,6.348245143890381
2010-02-05,6.387526035308838
2010-02-08,6.453001022338867
2010-02-09,6.549898624420166
2010-02-10,6.536805152893066
2010-02-11,6.604896068572998
2010-02-12,6.644181251525879
2010-02-16,6.678223133087158
2010-02-17,6.7410807609558105
2010-02-18,6.756795883178711
2010-02-19,6.921787738800049
2010-02-22,6.811793327331543
2010-02-23,6.7410807609558105
2010-02-24,6.756795883178711
2010-02-25,6.748933792114258
2010-02-26,6.721248626708984
2010-03-01,6.787173271179199
2010-03-02,6.805630207061768
2010-03-03,6.768712520599365
2010-03-04,6.742344856262207
2010-03-05,6.78189754486084
2010-03-08,6.684338569641113
2010-03-09,6.573589324951172
2010-03-10,6.592047691345215
2010-03-11,6.679062843322754
2010-03-12,6.668511867523193
2010-03-15,6.636874675750732
2010-03-16,6.660604953765869
2010-03-17,6.642148494720459
2010-03-18,6.702793598175049
2010-03-19,6.718613147735596
2010-03-22,6.689608097076416
2010-03-23,6.737072944641113
2010-03-24,6.73443603515625
2010-03-25,6.647418022155762
2010-03-26,6.663238525390625
2010-03-29,6.636874675750732
2010-03-30,6.623688220977783
2010-03-31,6.523491859436035
2010-04-01,6.5103068351745605
2010-04-05,6.483937740325928
2010-04-06,6.5076704025268555
2010-04-07,6.489209175109863
2010-04-08,6.515578746795654
2010-04-09,6.597321510314941
2010-04-12,6.644782543182373
2010-04-13,6.689608097076416
2010-04-14,6.697521686553955
2010-04-15,6.657966613769531
2010-04-16,6.700157165527344
2010-04-19,6.702793598175049
2010-04-20,6.700157165527344
2010-04-21,6.694882869720459
2010-04-22,6.755528450012207
2010-04-23,6.797718524932861
2010-04-26,6.847818374633789
2010-04-27,6.821450233459473
2010-04-28,6.845181465148926
2010-04-29,6.926922798156738
2010-04-30,6.950653553009033
2010-05-03,6.979659080505371
2010-05-04,6.979659080505371
2010-05-05,7.069314479827881
2010-05-06,6.863638401031494
2010-05-07,6.837273120880127
2010-05-10,6.977018356323242
2010-05-11,7.09831428527832
2010-05-12,7.011300086975098
2010-05-13,7.027121543884277
2010-05-14,6.90055513381958
2010-05-17,7.029758930206299
2010-05-18,7.124684810638428
2010-05-19,6.998115062713623
2010-05-20,6.831997394561768
2010-05-21,6.8109025955200195
2010-05-24,6.855729103088379
2010-05-25,6.80035400390625
2010-05-26,6.642148494720459
2010-05-27,6.655330181121826
2010-05-28,6.515578746795654
2010-06-01,6.42329216003418
2010-06-02,6.534037113189697
2010-06-03,6.534037113189697
2010-06-04,6.526126861572266
2010-06-07,6.526126861572266
2010-06-08,6.557770729064941
2010-06-09,6.552495956420898
2010-06-10,6.544583797454834
2010-06-11,6.573589324951172
2010-06-14,6.615779399871826
2010-06-15,6.700157165527344
2010-06-16,6.742678642272949
2010-06-17,6.763941764831543
2010-06-18,6.721416473388672
2010-06-21,6.700156211853027
2010-06-22,6.591189861297607
2010-06-23,6.4529876708984375
2010-06-24,6.429067134857178
2010-06-25,6.495509624481201
2010-06-28,6.569926738739014
2010-06-29,6.522087097167969
2010-06-30,6.492851257324219
2010-07-01,6.397173881530762
2010-07-02,6.402489185333252
2010-07-06,6.535377502441406
2010-07-07,6.620425224304199
2010-07-08,6.6815505027771
2010-07-09,6.68420934677124
2010-07-12,6.6363701820373535
2010-07-13,6.596502304077148
2010-07-14,6.5592942237854
2010-07-15,6.575242042541504
2010-07-16,6.4715895652771
2010-07-19,6.522087097167969
2010-07-20,6.524746894836426
2010-07-21,6.381229400634766
2010-07-22,6.437037944793701
2010-07-23,6.484878063201904
2010-07-26,6.551326274871826
2010-07-27,6.57258415222168
2010-07-28,6.503485202789307
2010-07-29,6.445014476776123
2010-07-30,6.439698696136475
2010-08-02,6.445014476776123
2010-08-03,6.4715895652771
2010-08-04,6.522087097167969
2010-08-05,6.256315231323242
2010-08-06,6.224421501159668
2010-08-09,6.312128067016602
2010-08-10,6.341363430023193
2010-08-11,6.243024826049805
2010-08-12,6.346676349639893
2010-08-13,6.378569602966309
2010-08-16,6.479565143585205
2010-08-17,6.601820945739746
2010-08-18,6.6363701820373535
2010-08-19,6.848986625671387
2010-08-20,6.862278938293457
2010-08-23,6.854305744171143
2010-08-24,6.835700035095215
2010-08-25,6.867591857910156
2010-08-26,6.822409629821777
2010-08-27,6.862278938293457
2010-08-30,6.827727794647217
2010-08-31,6.867591857910156
2010-09-01,6.902145862579346
2010-09-02,6.92357063293457
2010-09-03,6.902141571044922
2010-09-07,6.861966609954834
2010-09-08,6.843219757080078
2010-09-09,6.824472427368164
2010-09-10,6.819113731384277
2010-09-13,6.760190963745117
2010-09-14,6.709301471710205
2010-09-15,6.693233013153076
2010-09-16,6.661091327667236
2010-09-17,6.645022392272949
2010-09-20,6.693233013153076
2010-09-21,6.70126485824585
2010-09-22,6.695913314819336
2010-09-23,6.588776111602783
2010-09-24,6.615558624267578
2010-09-27,6.572704792022705
2010-09-28,6.580739974975586
2010-09-29,6.599488735198975
2010-09-30,6.6530561447143555
2010-10-01,6.666448593139648
2010-10-04,6.7521562576293945
2010-10-05,6.803042888641357
2010-10-06,6.837862014770508
2010-10-07,6.829830169677734
2010-10-08,6.816437721252441
2010-10-11,6.792330741882324
2010-10-12,6.535207748413086
2010-10-13,6.583419322967529
2010-10-14,6.599488735198975
2010-10-15,6.610201358795166
2010-10-18,6.669126033782959
2010-10-19,6.588776111602783
2010-10-20,6.610201358795166
2010-10-21,6.604844093322754
2010-10-22,6.602170944213867
2010-10-25,6.610201358795166
2010-10-26,6.588776111602783
2010-10-27,6.620916366577148
2010-10-28,6.661091327667236
2010-10-29,6.824472427368164
2010-11-01,6.816437721252441
2010-11-02,6.835184574127197
2010-11-03,6.853933334350586
2010-11-04,6.883397579193115
2010-11-05,6.86464786529541
2010-11-08,6.931607723236084
2010-11-09,6.931607723236084
2010-11-10,6.86464786529541
2010-11-11,7.00928258895874
2010-11-12,6.947676658630371
2010-11-15,6.9449992179870605
2010-11-16,6.91286039352417
2010-11-17,6.94232177734375
2010-11-18,6.974460124969482
2010-11-19,6.990529537200928
2010-11-22,6.974460124969482
2010-11-23,6.939643383026123
2010-11-24,6.998562812805176
2010-11-26,7.006601810455322
2010-11-29,6.963749408721924
2010-11-30,7.017312526702881
2010-12-01,7.009218215942383
2010-12-02,7.127972602844238
2010-12-03,7.141465187072754
2010-12-06,6.99572229385376
2010-12-07,7.052398681640625
2010-12-08,7.001119136810303
2010-12-09,6.8553786277771
2010-12-10,6.863470077514648
2010-12-13,6.83918571472168
2010-12-14,7.055100440979004
2010-12-15,7.125272274017334
2010-12-16,7.225133895874023
2010-12-17,7.254822731018066
2010-12-20,7.200840950012207
2010-12-21,7.122574329376221
2010-12-22,7.187349796295166
2010-12-23,7.235930919647217
2010-12-27,7.176556587219238
2010-12-28,7.281811714172363
2010-12-29,7.292606830596924
2010-12-30,7.289909362792969
2010-12-31,7.262919902801514
2011-01-03,7.233232498168945
2011-01-04,7.0739922523498535
2011-01-05,7.044302940368652
2011-01-06,7.003820419311523
2011-01-07,7.0739922523498535
2011-01-10,7.060499668121338
2011-01-11,7.10368013381958
2011-01-12,7.0793890953063965
2011-01-13,7.065896511077881
2011-01-14,7.117176532745361
2011-01-18,7.141465187072754
2011-01-19,7.0739922523498535
2011-01-20,7.125272274017334
2011-01-21,7.117176532745361
2011-01-24,7.119874477386475
2011-01-25,7.138769626617432
2011-01-26,7.028109550476074
2011-01-27,6.8040947914123535
2011-01-28,6.782504081726074
2011-01-31,6.809492111206055
2011-02-01,6.82568883895874
2011-02-02,6.81219482421875
2011-02-03,6.858075141906738
2011-02-04,6.922852039337158
2011-02-07,6.903958320617676
2011-02-08,6.566585540771484
2011-02-09,6.647556781768799
2011-02-10,6.604372501373291
2011-02-11,6.701534748077393
2011-02-14,6.82568883895874
2011-02-15,6.744721412658691
2011-02-16,6.898561954498291
2011-02-17,7.044302940368652
2011-02-18,7.001119136810303
2011-02-22,7.065896511077881
2011-02-23,7.144166469573975
2011-02-24,7.152262210845947
2011-02-25,7.254822731018066
2011-02-28,7.179250240325928
2011-03-01,7.09766960144043
2011-03-02,7.065035820007324
2011-03-03,7.105827331542969
2011-03-04,7.002490520477295
2011-03-07,6.937221527099609
2011-03-08,6.969860553741455
2011-03-09,7.062318801879883
2011-03-10,7.021529197692871
2011-03-11,7.092230796813965
2011-03-14,7.081353187561035
2011-03-15,7.094948768615723
2011-03-16,7.092230796813965
2011-03-17,7.032405853271484
2011-03-18,7.141180992126465
2011-03-21,7.179250240325928
2011-03-22,7.225483417510986
2011-03-23,7.2200446128845215
2011-03-24,7.206448554992676
2011-03-25,7.2608323097229
2011-03-28,7.2744340896606445
2011-03-29,7.388644695281982
2011-03-30,7.434876918792725
2011-03-31,7.404964923858643
2011-04-01,7.475667476654053
2011-04-04,7.491982460021973
2011-04-05,7.472949504852295
2011-04-06,7.546374797821045
2011-04-07,7.481109142303467
2011-04-08,7.52189826965332
2011-04-11,7.663308620452881
2011-04-12,7.671466827392578
2011-04-13,7.714977741241455
2011-04-14,7.905334949493408
2011-04-15,8.049464225769043
2011-04-18,7.924371719360352
2011-04-19,7.891737937927246
2011-04-20,8.003235816955566
2011-04-21,7.976041793823242
2011-04-25,7.96516227722168
2011-04-26,8.158241271972656
2011-04-27,8.264301300048828
2011-04-28,8.20719051361084
2011-04-29,8.310530662536621
2011-05-02,8.286054611206055
2011-05-03,8.3757905960083
2011-05-04,8.174554824829102
2011-05-05,8.201749801635742
2011-05-06,8.182717323303223
2011-05-09,8.174554824829102
2011-05-10,8.226227760314941
2011-05-11,8.239826202392578
2011-05-12,8.422024726867676
2011-05-13,8.392111778259277
2011-05-16,8.473694801330566
2011-05-17,8.465536117553711
2011-05-18,8.451935768127441
2011-05-19,8.696684837341309
2011-05-20,8.672207832336426
2011-05-23,8.734753608703613
2011-05-24,8.832658767700195
2011-05-25,8.846253395080566
2011-05-26,8.903361320495605
2011-05-27,8.925117492675781
2011-05-31,9.063804626464844
2011-06-01,8.99310302734375
2011-06-02,8.707558631896973
2011-06-03,8.59606647491455
2011-06-06,8.677651405334473
2011-06-07,8.661333084106445
2011-06-08,8.72569465637207
2011-06-09,8.783205032348633
2011-06-10,8.649012565612793
2011-06-13,8.711999893188477
2011-06-14,8.780470848083496
2011-06-15,8.657225608825684
2011-06-16,8.72021484375
2011-06-17,8.796902656555176
2011-06-20,8.824287414550781
2011-06-21,8.895498275756836
2011-06-22,8.846197128295898
2011-06-23,8.774993896484375
2011-06-24,8.909192085266113
2011-06-27,8.931100845336914
2011-06-28,9.06256103515625
2011-06-29,9.099532127380371
2011-06-30,9.054347038269043
2011-07-01,9.140617370605469
2011-07-05,9.189912796020508
2011-07-06,9.267970085144043
2011-07-07,9.411755561828613
2011-07-08,9.28439998626709
2011-07-11,9.288509368896484
2011-07-12,9.32958984375
2011-07-13,9.362455368041992
2011-07-14,9.337806701660156
2011-07-15,9.432290077209473
2011-07-18,9.321372032165527
2011-07-19,9.407644271850586
2011-07-20,9.333699226379395
2011-07-21,9.4364013671875
2011-07-22,9.399430274963379
2011-07-25,9.321372032165527
2011-07-26,9.317267417907715
2011-07-27,9.16115665435791
2011-07-28,9.050236701965332
2011-07-29,9.005046844482422
2011-08-01,9.042019844055176
2011-08-02,8.951642036437988
2011-08-03,8.898236274719238
2011-08-04,8.540826797485352
2011-08-05,8.647639274597168
2011-08-08,8.29023265838623
2011-08-09,8.590123176574707
2011-08-10,8.446344375610352
2011-08-11,8.450448989868164
2011-08-12,8.462772369384766
2011-08-15,8.832502365112305
2011-08-16,8.754453659057617
2011-08-17,7.920496463775635
2011-08-18,7.735629558563232
2011-08-19,7.5179009437561035
2011-08-22,7.546656608581543
2011-08-23,7.772606372833252
2011-08-24,7.587735652923584
