Date,ALG
2010-01-04,16.250404357910156
2010-01-05,15.86932373046875
2010-01-06,15.442872047424316
2010-01-07,15.524532318115234
2010-01-08,15.488234519958496
2010-01-11,15.823956489562988
2010-01-12,15.696930885314941
2010-01-13,15.86932373046875
2010-01-14,16.069623947143555
2010-01-15,16.16067123413086
2010-01-19,16.2972412109375
2010-01-20,16.151561737060547
2010-01-21,16.34276008605957
2010-01-22,16.397388458251953
2010-01-25,16.388282775878906
2010-01-26,16.33365821838379
2010-01-27,16.78888702392578
2010-01-28,16.306346893310547
2010-01-29,16.34276008605957
2010-02-01,16.397388458251953
2010-02-02,16.379179000854492
2010-02-03,16.397388458251953
2010-02-04,16.19709014892578
2010-02-05,16.351863861083984
2010-02-08,15.951268196105957
2010-02-09,16.16067123413086
2010-02-10,16.27901840209961
2010-02-11,16.2972412109375
2010-02-12,16.907243728637695
2010-02-16,16.84351348876953
2010-02-17,16.63410758972168
2010-02-18,16.752464294433594
2010-02-19,16.625
2010-02-22,16.43379783630371
2010-02-23,16.44291114807129
2010-02-24,16.43379783630371
2010-02-25,16.406490325927734
2010-02-26,16.215295791625977
2010-03-01,16.56127166748047
2010-03-02,16.424705505371094
2010-03-03,16.397388458251953
2010-03-04,16.370075225830078
2010-03-05,16.306346893310547
2010-03-08,16.479331970214844
2010-03-09,16.379179000854492
2010-03-10,16.388282775878906
2010-03-11,16.379179000854492
2010-03-12,16.115144729614258
2010-03-15,15.969470024108887
2010-03-16,16.28814125061035
2010-03-17,16.697839736938477
2010-03-18,17.344266891479492
2010-03-19,16.934555053710938
2010-03-22,17.116649627685547
2010-03-23,17.75397300720215
2010-03-24,18.063533782958984
2010-03-25,18.027109146118164
2010-03-26,18.200103759765625
2010-03-29,18.309358596801758
2010-03-30,18.24562644958496
2010-03-31,18.200103759765625
2010-04-01,18.20920181274414
2010-04-05,18.418607711791992
2010-04-06,18.418607711791992
2010-04-07,18.637123107910156
2010-04-08,18.664430618286133
2010-04-09,18.546070098876953
2010-04-12,18.84653091430664
2010-04-13,19.629526138305664
2010-04-14,19.684303283691406
2010-04-15,19.675168991088867
2010-04-16,19.57474708557129
2010-04-19,20.241235733032227
2010-04-20,20.59729766845703
2010-04-21,21.23640251159668
2010-04-22,21.784202575683594
2010-04-23,21.665515899658203
2010-04-26,21.35509490966797
2010-04-27,21.254663467407227
2010-04-28,21.70203399658203
2010-04-29,22.249834060668945
2010-04-30,21.510297775268555
2010-05-03,22.450693130493164
2010-05-04,21.163362503051758
2010-05-05,20.350788116455078
2010-05-06,21.46466064453125
2010-05-07,20.43295669555664
2010-05-10,23.117189407348633
2010-05-11,22.541994094848633
2010-05-12,23.637590408325195
2010-05-13,24.066713333129883
2010-05-14,22.45982551574707
2010-05-17,22.26809310913086
2010-05-18,23.108051300048828
2010-05-19,23.528039932250977
2010-05-20,21.026405334472656
2010-05-21,21.59247589111328
2010-05-24,20.533388137817383
2010-05-25,20.003856658935547
2010-05-26,20.076892852783203
2010-05-27,22.322877883911133
2010-05-28,21.23640251159668
2010-06-01,20.615564346313477
2010-06-02,21.117713928222656
2010-06-03,22.907196044921875
2010-06-04,21.181625366210938
2010-06-07,19.410402297973633
2010-06-08,19.328231811523438
2010-06-09,19.4560546875
2010-06-10,20.579050064086914
2010-06-11,20.460350036621094
2010-06-14,20.277751922607422
2010-06-15,21.163362503051758
2010-06-16,21.245534896850586
2010-06-17,21.55595588684082
2010-06-18,21.245534896850586
2010-06-21,21.327707290649414
2010-06-22,20.779905319213867
2010-06-23,20.679475784301758
2010-06-24,19.656909942626953
2010-06-25,20.588176727294922
2010-06-28,21.172494888305664
2010-06-29,20.250356674194336
2010-06-30,19.812131881713867
2010-07-01,19.063457489013672
2010-07-02,19.145633697509766
2010-07-06,18.826086044311523
2010-07-07,19.885160446166992
2010-07-08,20.752517700195312
2010-07-09,20.642948150634766
2010-07-12,20.359922409057617
2010-07-13,21.61411476135254
2010-07-14,21.540870666503906
2010-07-15,20.964128494262695
2010-07-16,19.66416358947754
2010-07-19,19.4444580078125
2010-07-20,19.581777572631836
2010-07-21,19.499378204345703
2010-07-22,20.652870178222656
2010-07-23,21.723966598510742
2010-07-26,22.923219680786133
2010-07-27,22.639434814453125
2010-07-28,21.92536163330078
2010-07-29,22.10845947265625
2010-07-30,21.44932746887207
2010-08-02,21.788042068481445
2010-08-03,22.02607536315918
2010-08-04,22.49295425415039
2010-08-05,22.428865432739258
2010-08-06,22.21830940246582
2010-08-09,20.872577667236328
2010-08-10,20.46978187561035
2010-08-11,18.959264755249023
2010-08-12,18.913490295410156
2010-08-13,18.501522064208984
2010-08-16,18.657154083251953
2010-08-17,19.5176944732666
2010-08-18,19.600086212158203
2010-08-19,18.49237632751465
2010-08-20,18.455760955810547
2010-08-23,17.897321701049805
2010-08-24,17.512826919555664
2010-08-25,18.117033004760742
2010-08-26,18.117033004760742
2010-08-27,18.876876831054688
2010-08-30,17.576906204223633
2010-08-31,17.851552963256836
2010-09-01,19.087430953979492
2010-09-02,19.3895320892334
2010-09-03,19.993736267089844
2010-09-07,18.96842384338379
2010-09-08,18.986726760864258
2010-09-09,18.840251922607422
2010-09-10,19.087430953979492
2010-09-13,19.92965316772461
2010-09-14,19.947967529296875
2010-09-15,20.131052017211914
2010-09-16,19.49022674560547
2010-09-17,19.49022674560547
2010-09-20,20.561323165893555
2010-09-21,20.176834106445312
2010-09-22,20.167673110961914
2010-09-23,19.4261417388916
2010-09-24,20.90920066833496
2010-09-27,20.14020538330078
2010-09-28,20.835960388183594
2010-09-29,20.89089012145996
2010-09-30,20.442312240600586
2010-10-01,20.762725830078125
2010-10-04,19.838106155395508
2010-10-05,21.1380672454834
2010-10-06,21.119768142700195
2010-10-07,21.147226333618164
2010-10-08,21.97113800048828
2010-10-11,22.282392501831055
2010-10-12,21.99860382080078
2010-10-13,22.861299514770508
2010-10-14,22.861299514770508
2010-10-15,22.78787612915039
2010-10-18,22.852115631103516
2010-10-19,22.338180541992188
2010-10-20,22.10873794555664
2010-10-21,21.35617446899414
2010-10-22,21.40205955505371
2010-10-25,22.05367088317871
2010-10-26,22.264753341674805
2010-10-27,21.952716827392578
2010-10-28,22.127090454101562
2010-10-29,22.026138305664062
2010-11-01,22.16379737854004
2010-11-02,22.68692398071289
2010-11-03,22.585969924926758
2010-11-04,23.797414779663086
2010-11-05,23.044845581054688
2010-11-08,22.980602264404297
2010-11-09,22.29228401184082
2010-11-10,23.090728759765625
2010-11-11,22.96224594116211
2010-11-12,22.65938949584961
2010-11-15,22.44830894470215
2010-11-16,21.282758712768555
2010-11-17,21.457128524780273
2010-11-18,22.127090454101562
2010-11-19,23.421125411987305
2010-11-22,23.659738540649414
2010-11-23,23.145801544189453
2010-11-24,23.824935913085938
2010-11-26,23.696449279785156
2010-11-29,23.265106201171875
2010-11-30,23.503725051879883
2010-12-01,23.71480369567871
2010-12-02,24.25628662109375
2010-12-03,25.06390953063965
2010-12-06,24.889541625976562
2010-12-07,24.953779220581055
2010-12-08,24.9904842376709
2010-12-09,24.669273376464844
2010-12-10,24.540781021118164
2010-12-13,24.559144973754883
2010-12-14,24.485719680786133
2010-12-15,24.678447723388672
2010-12-16,24.834468841552734
2010-12-17,24.540781021118164
2010-12-20,25.06390953063965
2010-12-21,24.98130989074707
2010-12-22,25.38511848449707
2010-12-23,25.486074447631836
2010-12-27,25.467716217041016
2010-12-28,25.35759735107422
2010-12-29,25.073078155517578
2010-12-30,25.37594223022461
2010-12-31,25.531970977783203
2011-01-03,25.77057456970215
2011-01-04,24.788578033447266
2011-01-05,24.660097122192383
2011-01-06,24.944597244262695
2011-01-07,24.797758102416992
2011-01-10,24.9904842376709
2011-01-11,25.440187454223633
2011-01-12,25.687978744506836
2011-01-13,25.779754638671875
