Date,WPC
2010-01-04,10.91765308380127
2010-01-05,10.862476348876953
2010-01-06,10.72452449798584
2010-01-07,10.89400577545166
2010-01-08,10.913711547851562
2010-01-11,10.980713844299316
2010-01-12,11.004364967346191
2010-01-13,11.047722816467285
2010-01-14,10.93342113494873
2010-01-15,11.039833068847656
2010-01-19,11.173846244812012
2010-01-20,11.229022979736328
2010-01-21,11.091073989868164
2010-01-22,10.901885986328125
2010-01-25,10.988598823547363
2010-01-26,11.012245178222656
2010-01-27,11.043774604797363
2010-01-28,10.850647926330566
2010-01-29,10.677227973937988
2010-02-01,10.716643333435059
2010-02-02,10.799410820007324
2010-02-03,10.641757011413574
2010-02-04,10.476218223571777
2010-02-05,10.318562507629395
2010-02-08,10.397392272949219
2010-02-09,10.377683639526367
2010-02-10,10.192440032958984
2010-02-11,10.137255668640137
2010-02-12,9.853479385375977
2010-02-16,9.940190315246582
2010-02-17,9.9874849319458
2010-02-18,10.003252029418945
2010-02-19,10.066312789916992
2010-02-22,10.141197204589844
2010-02-23,10.117552757263184
2010-02-24,10.168792724609375
2010-02-25,10.156964302062988
2010-02-26,10.168792724609375
2010-03-01,10.176671981811523
2010-03-02,10.452568054199219
2010-03-03,10.523514747619629
2010-03-04,10.46045207977295
2010-03-05,10.558984756469727
2010-03-08,10.570810317993164
2010-03-09,10.681171417236328
2010-03-10,10.980713844299316
2010-03-11,11.181726455688477
2010-03-12,11.114724159240723
2010-03-15,11.087133407592773
2010-03-16,11.106837272644043
2010-03-17,11.299972534179688
2010-03-18,11.335443496704102
2010-03-19,11.76111125946045
2010-03-22,11.757166862487793
2010-03-23,11.851761817932129
2010-03-24,11.792643547058105
2010-03-25,11.768993377685547
2010-03-26,11.674399375915527
2010-03-29,11.900543212890625
2010-03-30,12.157156944274902
2010-03-31,11.780256271362305
2010-04-01,11.507597923278809
2010-04-05,11.70407485961914
2010-04-06,11.712088584899902
2010-04-07,11.575764656066895
2010-04-08,11.479531288146973
2010-04-09,11.555718421936035
2010-04-12,11.892522811889648
2010-04-13,11.96869945526123
2010-04-14,12.048901557922363
2010-04-15,12.389716148376465
2010-04-16,12.2734375
2010-04-19,12.253390312194824
2010-04-20,12.21329402923584
2010-04-21,12.32555866241455
2010-04-22,12.345610618591309
2010-04-23,12.317546844482422
2010-04-26,12.269426345825195
2010-04-27,12.105032920837402
2010-04-28,12.133098602294922
2010-04-29,12.269426345825195
2010-04-30,12.341597557067871
2010-05-03,12.321550369262695
2010-05-04,12.141119003295898
2010-05-05,11.872475624084473
2010-05-06,11.615861892700195
2010-05-07,11.327170372009277
2010-05-10,11.908564567565918
2010-05-11,11.627886772155762
2010-05-12,11.623876571655273
2010-05-13,11.599823951721191
2010-05-14,11.599823951721191
2010-05-17,11.59581470489502
2010-05-18,11.56774616241455
2010-05-19,11.351224899291992
2010-05-20,11.03045654296875
2010-05-21,10.966304779052734
2010-05-24,11.162771224975586
2010-05-25,11.02645206451416
2010-05-26,11.066540718078613
2010-05-27,11.415380477905273
2010-05-28,11.234943389892578
2010-06-01,11.351224899291992
2010-06-02,11.226924896240234
2010-06-03,11.178811073303223
2010-06-04,10.922197341918945
2010-06-07,10.93823528289795
2010-06-08,11.315142631530762
2010-06-09,11.226924896240234
2010-06-10,11.463493347167969
2010-06-11,11.447454452514648
2010-06-14,11.431416511535645
2010-06-15,11.780256271362305
2010-06-16,11.66397476196289
2010-06-17,11.659966468811035
2010-06-18,11.427408218383789
2010-06-21,11.315142631530762
2010-06-22,11.222918510437012
2010-06-23,11.154751777648926
2010-06-24,11.134708404541016
2010-06-25,11.218908309936523
2010-06-28,11.372447967529297
2010-06-29,11.311192512512207
2010-06-30,11.286691665649414
2010-07-01,11.04985237121582
2010-07-02,11.237690925598145
2010-07-06,11.045772552490234
2010-07-07,11.127439498901367
2010-07-08,11.384697914123535
2010-07-09,11.429615020751953
2010-07-12,11.425532341003418
2010-07-13,11.58887004852295
2010-07-14,11.625614166259766
2010-07-15,12.123807907104492
2010-07-16,11.641949653625488
