Date,BTU
2017-04-03,27.02967643737793
2017-04-04,23.759960174560547
2017-04-05,24.413908004760742
2017-04-06,24.02153778076172
2017-04-07,24.03897476196289
2017-04-10,24.396465301513672
2017-04-11,23.969221115112305
2017-04-12,22.45207405090332
2017-04-13,20.769256591796875
2017-04-17,20.420488357543945
2017-04-18,20.926204681396484
2017-04-19,21.745819091796875
2017-04-20,21.798126220703125
2017-04-21,22.39975929260254
2017-04-24,23.01010513305664
2017-04-25,22.757247924804688
2017-04-26,23.132173538208008
2017-04-27,22.853160858154297
2017-04-28,22.155620574951172
2017-05-01,22.45207405090332
2017-05-02,22.69621467590332
2017-05-03,21.859163284301758
2017-05-04,20.743099212646484
2017-05-05,20.891321182250977
2017-05-08,21.1005916595459
2017-05-09,21.76325035095215
2017-05-10,22.024831771850586
2017-05-11,21.571428298950195
2017-05-12,21.80684471130371
2017-05-15,21.5888671875
2017-05-16,21.03955078125
2017-05-17,20.403047561645508
2017-05-18,20.455368041992188
2017-05-19,20.315855026245117
2017-05-22,20.30713653564453
2017-05-23,20.5512752532959
2017-05-24,20.926204681396484
2017-05-25,20.900043487548828
2017-05-26,21.5888671875
2017-05-30,21.658615112304688
2017-05-31,21.17906379699707
2017-06-01,21.03955078125
2017-06-02,20.403047561645508
2017-06-05,20.926204681396484
2017-06-06,21.14418601989746
2017-06-07,21.135467529296875
2017-06-08,20.743099212646484
2017-06-09,21.301130294799805
2017-06-12,21.59758758544922
2017-06-13,21.902759552001953
2017-06-14,22.34743881225586
2017-06-15,21.013397216796875
2017-06-16,20.455368041992188
2017-06-19,20.498960494995117
2017-06-20,20.411771774291992
2017-06-21,20.368173599243164
2017-06-22,20.437925338745117
2017-06-23,20.062997817993164
2017-06-26,20.324573516845703
2017-06-27,20.481523513793945
2017-06-28,20.516399383544922
2017-06-29,21.23137855529785
2017-06-30,21.318572998046875
2017-07-03,21.667341232299805
2017-07-05,22.138179779052734
2017-07-06,21.87660026550293
2017-07-07,22.068424224853516
2017-07-10,22.43463706970215
2017-07-11,22.565420150756836
2017-07-12,22.992666244506836
2017-07-13,23.83843231201172
2017-07-14,23.812278747558594
2017-07-17,23.489665985107422
2017-07-18,23.001384735107422
2017-07-19,23.472227096557617
2017-07-20,23.2804012298584
2017-07-21,23.533260345458984
2017-07-24,23.759960174560547
2017-07-25,23.847156524658203
2017-07-26,24.03897476196289
2017-07-27,23.585575103759766
2017-07-28,23.890748977661133
2017-07-31,24.44877815246582
2017-08-01,26.244949340820312
2017-08-02,26.34086036682129
2017-08-03,25.0504093170166
2017-08-04,24.605728149414062
2017-08-07,25.294551849365234
2017-08-08,25.076570510864258
2017-08-09,24.780109405517578
2017-08-10,24.771392822265625
2017-08-11,24.631885528564453
2017-08-14,24.87602996826172
2017-08-15,24.605728149414062
2017-08-16,24.597009658813477
2017-08-17,24.361589431762695
2017-08-18,23.725082397460938
2017-08-21,24.274398803710938
2017-08-22,23.960506439208984
2017-08-23,24.405183792114258
2017-08-24,24.248241424560547
2017-08-25,24.309268951416016
2017-08-28,24.9283390045166
2017-08-29,24.387746810913086
2017-08-30,24.518535614013672
2017-08-31,25.285831451416016
2017-09-01,26.244949340820312
2017-09-05,25.364303588867188
2017-09-06,26.227508544921875
2017-09-07,26.0705623626709
2017-09-08,25.53868865966797
2017-09-11,25.808982849121094
2017-09-12,25.974651336669922
2017-09-13,26.689632415771484
2017-09-14,26.30598258972168
2017-09-15,25.791547775268555
2017-09-18,25.992088317871094
2017-09-19,25.564849853515625
2017-09-20,25.364303588867188
2017-09-21,25.643321990966797
2017-09-22,25.73923110961914
2017-09-25,25.94849395751953
2017-09-26,25.87873649597168
2017-09-27,25.73923110961914
2017-09-28,25.381744384765625
2017-09-29,25.294551849365234
2017-10-02,26.0705623626709
2017-10-03,25.8264217376709
2017-10-04,25.8264217376709
2017-10-05,26.018251419067383
2017-10-06,25.713071823120117
2017-10-09,25.5822811126709
2017-10-10,25.634599685668945
2017-10-11,25.381744384765625
2017-10-12,24.963218688964844
2017-10-13,24.75395393371582
2017-10-16,25.155040740966797
2017-10-17,25.27711296081543
2017-10-18,25.27711296081543
2017-10-19,25.564849853515625
2017-10-20,26.12287139892578
2017-10-23,25.660757064819336
2017-10-24,26.18391227722168
2017-10-25,27.02967643737793
2017-10-26,26.977371215820312
2017-10-27,26.759387969970703
2017-10-30,26.67219352722168
2017-10-31,26.933767318725586
2017-11-01,27.66618537902832
2017-11-02,27.64002799987793
2017-11-03,27.509239196777344
2017-11-06,27.796974182128906
2017-11-07,27.58771324157715
2017-11-08,27.483081817626953
2017-11-09,27.090715408325195
2017-11-10,27.11687469482422
2017-11-13,27.186626434326172
2017-11-14,27.369731903076172
2017-11-15,27.204065322875977
2017-11-16,27.413326263427734
2017-11-17,27.45692253112793
2017-11-20,27.875446319580078
2017-11-21,27.866722106933594
2017-11-22,27.997514724731445
2017-11-24,28.50323486328125
2017-11-27,28.25037956237793
2017-11-28,28.764816284179688
2017-11-29,28.71249771118164
2017-11-30,29.043827056884766
2017-12-01,29.558265686035156
2017-12-04,29.32284927368164
2017-12-05,28.93048095703125
2017-12-06,29.24437713623047
2017-12-07,29.636734008789062
2017-12-08,29.854719161987305
2017-12-11,30.683048248291016
2017-12-12,30.717927932739258
2017-12-13,31.23235321044922
2017-12-14,30.962064743041992
2017-12-15,30.953344345092773
2017-12-18,31.668315887451172
2017-12-19,31.738075256347656
2017-12-20,32.40073776245117
2017-12-21,33.133155822753906
2017-12-22,33.5255241394043
2017-12-26,34.08354949951172
2017-12-27,33.75222396850586
2017-12-28,34.47592544555664
2017-12-29,34.327693939208984
2018-01-02,34.38001251220703
2018-01-03,34.135868072509766
2018-01-04,34.42360305786133
2018-01-05,34.83340835571289
2018-01-08,34.87699890136719
2018-01-09,34.73749923706055
2018-01-10,34.781097412109375
2018-01-11,35.13858413696289
2018-01-12,35.40887451171875
2018-01-16,34.51079559326172
2018-01-17,34.87699890136719
2018-01-18,34.693904876708984
2018-01-19,34.86829376220703
2018-01-22,35.06883239746094
2018-01-23,34.86829376220703
2018-01-24,34.95547866821289
2018-01-25,35.147300720214844
2018-01-26,35.67045211791992
2018-01-29,35.591983795166016
2018-01-30,35.24321746826172
2018-01-31,35.23448944091797
2018-02-01,35.626861572265625
2018-02-02,34.92060089111328
2018-02-05,33.996360778808594
2018-02-06,35.34784698486328
2018-02-07,35.147300720214844
2018-02-08,32.79310989379883
2018-02-09,33.316253662109375
2018-02-12,33.77836990356445
2018-02-13,34.82468795776367
2018-02-14,36.05409622192383
2018-02-15,36.2245979309082
2018-02-16,35.45517349243164
2018-02-20,34.869354248046875
2018-02-21,34.72945022583008
2018-02-22,34.77317428588867
2018-02-23,35.77867889404297
2018-02-26,36.17213821411133
2018-02-27,35.9448127746582
2018-02-28,35.595069885253906
2018-03-01,35.769935607910156
