Date,THO
2010-01-04,21.940780639648438
2010-01-05,22.103099822998047
2010-01-06,22.032527923583984
2010-01-07,21.87020492553711
2010-01-08,22.18073272705078
2010-01-11,22.251293182373047
2010-01-12,21.616146087646484
2010-01-13,21.983123779296875
2010-01-14,22.025461196899414
2010-01-15,21.8984317779541
2010-01-19,22.145437240600586
2010-01-20,22.39948844909668
2010-01-21,22.484180450439453
2010-01-22,22.590038299560547
2010-01-25,23.14049530029297
2010-01-26,23.592153549194336
2010-01-27,23.40867805480957
2010-01-28,22.872323989868164
2010-01-29,22.406551361083984
2010-02-01,22.865276336669922
2010-02-02,22.92172622680664
2010-02-03,24.375507354736328
2010-02-04,23.53570556640625
2010-02-05,22.900556564331055
2010-02-08,22.900556564331055
2010-02-09,23.38044548034668
2010-02-10,22.900556564331055
2010-02-11,23.04170799255371
2010-02-12,23.352210998535156
2010-02-16,23.817989349365234
2010-02-17,24.34021759033203
2010-02-18,23.987361907958984
2010-02-19,23.726240158081055
2010-02-22,23.4016170501709
2010-02-23,22.900556564331055
2010-02-24,23.18284034729004
2010-02-25,23.189899444580078
2010-02-26,23.945022583007812
2010-03-01,24.516639709472656
2010-03-02,24.78482437133789
2010-03-03,24.954195022583008
2010-03-04,25.06005096435547
2010-03-05,25.434085845947266
2010-03-08,25.44820213317871
2010-03-09,23.443960189819336
2010-03-10,23.1052188873291
2010-03-11,23.04170799255371
2010-03-12,23.50747299194336
2010-03-15,21.99724006652832
2010-03-16,22.004289627075195
2010-03-17,21.940780639648438
2010-03-18,22.103456497192383
2010-03-19,22.322731018066406
2010-03-22,22.53491973876953
2010-03-23,23.037111282348633
2010-03-24,22.478334426879883
2010-03-25,22.06809425354004
2010-03-26,22.145898818969727
2010-03-29,21.799312591552734
2010-03-30,21.537614822387695
2010-03-31,21.367860794067383
2010-04-01,21.615413665771484
2010-04-05,21.954919815063477
2010-04-06,22.18126678466797
2010-04-07,22.336872100830078
2010-04-08,22.145898818969727
2010-04-09,23.213939666748047
2010-04-12,23.984909057617188
2010-04-13,23.56759262084961
2010-04-14,24.274906158447266
2010-04-15,25.04586410522461
2010-04-16,24.20416831970215
2010-04-19,23.581741333007812
2010-04-20,23.878807067871094
2010-04-21,23.793935775756836
2010-04-22,24.444664001464844
2010-04-23,25.47732925415039
2010-04-26,25.526832580566406
2010-04-27,24.727584838867188
2010-04-28,24.88319206237793
2010-04-29,25.739042282104492
2010-04-30,25.25806427001953
2010-05-03,25.583431243896484
2010-05-04,25.371234893798828
2010-05-05,24.64977264404297
2010-05-06,23.97783660888672
2010-05-07,22.40052604675293
2010-05-10,23.843441009521484
2010-05-11,23.907094955444336
2010-05-12,24.876117706298828
2010-05-13,24.614412307739258
2010-05-14,23.829296112060547
2010-05-17,23.80807876586914
2010-05-18,23.518085479736328
2010-05-19,23.518085479736328
2010-05-20,21.671998977661133
2010-05-21,21.254680633544922
2010-05-24,20.766639709472656
2010-05-25,20.200794219970703
2010-05-26,20.13713264465332
2010-05-27,21.049570083618164
2010-05-28,20.625181198120117
2010-06-01,19.924936294555664
2010-06-02,20.51908302307129
2010-06-03,20.943477630615234
2010-06-04,20.122995376586914
2010-06-07,19.50055694580078
2010-06-08,19.77640724182129
2010-06-09,19.832996368408203
2010-06-10,18.545686721801758
2010-06-11,18.078861236572266
2010-06-14,18.934709548950195
2010-06-15,18.602270126342773
2010-06-16,18.13545036315918
2010-06-17,18.107152938842773
2010-06-18,18.064712524414062
2010-06-21,17.82423210144043
2010-06-22,17.682771682739258
2010-06-23,17.477643966674805
2010-06-24,17.137178421020508
2010-06-25,17.349966049194336
2010-06-28,17.144264221191406
2010-06-29,16.846351623535156
2010-06-30,16.846351623535156
2010-07-01,16.676115036010742
2010-07-02,18.570005416870117
2010-07-06,18.23662757873535
2010-07-07,19.399904251098633
2010-07-08,19.53468132019043
2010-07-09,19.8609676361084
2010-07-12,19.726194381713867
2010-07-13,20.641212463378906
2010-07-14,20.57737922668457
2010-07-15,20.073759078979492
2010-07-16,19.073610305786133
2010-07-19,19.29350471496582
2010-07-20,19.775846481323242
2010-07-21,19.05234146118164
2010-07-22,19.74747085571289
2010-07-23,20.066665649414062
2010-07-26,20.68377685546875
2010-07-27,19.974456787109375
2010-07-28,19.555952072143555
2010-07-29,19.5914249420166
2010-07-30,19.74747085571289
2010-08-02,20.72633171081543
2010-08-03,20.066665649414062
2010-08-04,19.570138931274414
2010-08-05,19.187116622924805
2010-08-06,18.924667358398438
2010-08-09,18.903377532958984
2010-08-10,18.78989028930664
2010-08-11,18.371387481689453
2010-08-12,18.364299774169922
2010-08-13,17.740095138549805
2010-08-16,17.839397430419922
2010-08-17,17.66916275024414
2010-08-18,17.435094833374023
2010-08-19,17.144264221191406
2010-08-20,17.54149055480957
2010-08-23,17.15845489501953
2010-08-24,16.484601974487305
2010-08-25,16.555532455444336
2010-08-26,16.739957809448242
2010-08-27,17.186830520629883
2010-08-30,16.63355827331543
2010-08-31,16.555532455444336
2010-09-01,17.16554832458496
2010-09-02,17.569860458374023
2010-09-03,17.59823226928711
2010-09-07,17.16554832458496
2010-09-08,17.2861328125
2010-09-09,17.300310134887695
2010-09-10,17.427995681762695
2010-09-13,18.087665557861328
2010-09-14,18.378482818603516
2010-09-15,18.045101165771484
2010-09-16,18.045101165771484
2010-09-17,19.82550048828125
2010-09-20,19.74036979675293
2010-09-21,19.53468132019043
2010-09-22,19.26513671875
2010-09-23,18.78989028930664
2010-09-24,19.662355422973633
2010-09-27,20.20853614807129
2010-09-28,20.556102752685547
2010-09-29,23.372098922729492
2010-09-30,23.691293716430664
2010-10-01,24.20200538635254
2010-10-04,24.57794189453125
2010-10-05,24.953880310058594
2010-10-06,23.975013732910156
2010-10-07,23.166393280029297
2010-10-08,23.960826873779297
2010-10-11,23.606170654296875
2010-10-12,23.27988052368164
2010-10-13,23.939556121826172
2010-10-14,22.779930114746094
2010-10-15,22.694557189941406
2010-10-18,22.402873992919922
2010-10-19,22.018705368041992
2010-10-20,22.42421531677246
2010-10-21,22.26058578491211
2010-10-22,22.431325912475586
2010-10-25,22.55227279663086
2010-10-26,22.452674865722656
2010-10-27,22.274810791015625
2010-10-28,22.381526947021484
2010-10-29,22.402873992919922
2010-11-01,22.360187530517578
2010-11-02,22.915096282958984
2010-11-03,22.538043975830078
2010-11-04,23.783035278320312
2010-11-05,24.281038284301758
2010-11-08,24.217004776000977
2010-11-09,23.477123260498047
2010-11-10,23.960901260375977
2010-11-11,24.0960750579834
2010-11-12,23.612295150756836
2010-11-15,23.76881217956543
2010-11-16,23.263700485229492
2010-11-17,23.847068786621094
2010-11-18,24.081836700439453
2010-11-19,24.124530792236328
2010-11-22,24.22411346435547
2010-11-23,23.9182071685791
2010-11-24,24.71500587463379
2010-11-26,24.579837799072266
2010-11-29,23.932445526123047
2010-11-30,21.00847625732422
2010-12-01,21.23613166809082
2010-12-02,21.57050132751465
2010-12-03,22.018705368041992
2010-12-06,22.132530212402344
2010-12-07,21.961782455444336
2010-12-08,22.651866912841797
2010-12-09,22.381526947021484
2010-12-10,22.40998649597168
2010-12-13,22.025815963745117
2010-12-14,22.858177185058594
2010-12-15,23.156982421875
2010-12-16,24.024927139282227
2010-12-17,24.273927688598633
2010-12-20,24.188556671142578
2010-12-21,24.709434509277344
2010-12-22,24.73796844482422
2010-12-23,24.909217834472656
2010-12-27,24.43828582763672
2010-12-28,24.359800338745117
2010-12-29,24.274185180664062
2010-12-30,24.267038345336914
2010-12-31,24.231369018554688
2011-01-03,24.295570373535156
2011-01-04,24.167152404785156
2011-01-05,24.22422981262207
2011-01-06,24.031583786010742
2011-01-07,24.102924346923828
2011-01-10,24.25277328491211
2011-01-11,24.431161880493164
2011-01-12,25.950960159301758
2011-01-13,25.49431610107422
2011-01-14,25.758312225341797
2011-01-18,26.343399047851562
2011-01-19,25.808258056640625
2011-01-20,25.472900390625
2011-01-21,25.86534881591797
2011-01-24,26.015186309814453
