Date,SHW
2010-01-04,17.291889190673828
2010-01-05,16.88251304626465
2010-01-06,16.660999298095703
2010-01-07,16.809614181518555
2010-01-08,16.952613830566406
2010-01-11,16.71988868713379
2010-01-12,16.660999298095703
2010-01-13,16.87409782409668
2010-01-14,16.972240447998047
2010-01-15,16.596508026123047
2010-01-19,16.646984100341797
2010-01-20,16.484346389770508
2010-01-21,16.43388557434082
2010-01-22,16.262849807739258
2010-01-25,16.520811080932617
2010-01-26,17.61713981628418
2010-01-27,17.90875244140625
2010-01-28,17.827444076538086
2010-01-29,17.762954711914062
2010-02-01,18.119049072265625
2010-02-02,18.38262176513672
2010-02-03,18.015304565429688
2010-02-04,17.903146743774414
2010-02-05,17.91716766357422
2010-02-08,17.72089958190918
2010-02-09,17.880718231201172
2010-02-10,17.659202575683594
2010-02-11,17.86949920654297
2010-02-12,17.931184768676758
2010-02-16,18.09661865234375
2010-02-17,18.23682403564453
2010-02-18,18.29009246826172
2010-02-19,18.329345703125
2010-02-22,18.172327041625977
2010-02-23,17.98166275024414
2010-02-24,18.15648078918457
2010-02-25,18.142385482788086
2010-02-26,17.871685028076172
2010-03-01,17.973201751708984
2010-03-02,18.069076538085938
2010-03-03,18.049327850341797
2010-03-04,18.25236701965332
2010-03-05,18.373605728149414
2010-03-08,18.401809692382812
2010-03-09,18.469480514526367
2010-03-10,18.243894577026367
2010-03-11,18.398983001708984
2010-03-12,18.480749130249023
2010-03-15,18.500497817993164
2010-03-16,18.348228454589844
2010-03-17,18.54278564453125
2010-03-18,18.407440185546875
2010-03-19,18.413084030151367
2010-03-22,18.54278564453125
2010-03-23,18.74018096923828
2010-03-24,18.56816864013672
2010-03-25,18.723264694213867
2010-03-26,18.847328186035156
2010-03-29,18.895265579223633
2010-03-30,18.883983612060547
2010-03-31,19.084186553955078
2010-04-01,19.244915008544922
2010-04-05,19.453582763671875
2010-04-06,19.701719284057617
2010-04-07,19.696075439453125
2010-04-08,19.97523307800293
2010-04-09,20.079570770263672
2010-04-12,20.389745712280273
2010-04-13,20.39537811279297
2010-04-14,20.525081634521484
2010-04-15,20.722469329833984
2010-04-16,20.57301902770996
2010-04-19,20.63224220275879
2010-04-20,20.860645294189453
2010-04-21,20.953693389892578
2010-04-22,22.36921501159668
2010-04-23,22.428430557250977
2010-04-26,22.541227340698242
2010-04-27,22.39177703857422
2010-04-28,22.36639404296875
2010-04-29,22.318466186523438
2010-04-30,22.013931274414062
2010-05-03,22.56096076965332
2010-05-04,22.12108612060547
2010-05-05,21.726314544677734
2010-05-06,21.523283004760742
2010-05-07,21.416133880615234
2010-05-10,22.40305519104004
2010-05-11,22.411510467529297
2010-05-12,22.67656898498535
2010-05-13,22.05622673034668
2010-05-14,21.920881271362305
2010-05-17,22.30999755859375
2010-05-18,22.01675033569336
2010-05-19,22.076234817504883
2010-05-20,21.35953140258789
2010-05-21,21.450183868408203
2010-05-24,21.49551010131836
2010-05-25,21.393529891967773
2010-05-26,21.263216018676758
2010-05-27,21.841114044189453
2010-05-28,21.707962036132812
2010-06-01,21.642812728881836
2010-06-02,21.883602142333984
2010-06-03,21.778791427612305
2010-06-04,21.220726013183594
2010-06-07,20.849620819091797
2010-06-08,20.92610740661621
2010-06-09,20.988431930541992
2010-06-10,21.577653884887695
2010-06-11,21.71080207824707
2010-06-14,21.707962036132812
2010-06-15,22.073400497436523
2010-06-16,21.880769729614258
2010-06-17,21.69947052001953
2010-06-18,21.580493927001953
2010-06-21,21.654144287109375
2010-06-22,21.178234100341797
2010-06-23,21.002599716186523
2010-06-24,20.297218322753906
2010-06-25,20.24907112121582
2010-06-28,20.1357479095459
2010-06-29,19.943115234375
2010-06-30,19.6003360748291
2010-07-01,19.812807083129883
2010-07-02,19.668333053588867
2010-07-06,19.778818130493164
2010-07-07,20.413366317749023
2010-07-08,20.57200813293457
2010-07-09,20.461524963378906
2010-07-12,20.402034759521484
2010-07-13,20.74197769165039
2010-07-14,20.294391632080078
2010-07-15,20.13290786743164
2010-07-16,19.671165466308594
2010-07-19,19.775983810424805
2010-07-20,19.787311553955078
2010-07-21,19.70515251159668
2010-07-22,18.945959091186523
2010-07-23,19.54368782043457
2010-07-26,19.739152908325195
2010-07-27,19.68816375732422
2010-07-28,19.657001495361328
2010-07-29,19.43037223815918
2010-07-30,19.589008331298828
2010-08-02,20.093250274658203
