Date,GRC
2010-01-04,13.38874626159668
2010-01-05,13.05390739440918
2010-01-06,13.05390739440918
2010-01-07,13.11901569366455
2010-01-08,13.179475784301758
2010-01-11,13.081816673278809
2010-01-12,12.844637870788574
2010-01-13,12.807433128356934
2010-01-14,12.733028411865234
2010-01-15,12.356337547302246
2010-01-19,12.765580177307129
2010-01-20,12.430747985839844
2010-01-21,12.040103912353516
2010-01-22,12.333080291748047
2010-01-25,12.5656099319458
2010-01-26,12.119159698486328
2010-01-27,12.179618835449219
2010-01-28,11.961047172546387
2010-01-29,11.2681245803833
2010-02-01,11.24952220916748
2010-02-02,11.602961540222168
2010-02-03,11.323929786682129
2010-02-04,10.877482414245605
2010-02-05,11.077455520629883
2010-02-08,10.910035133361816
2010-02-09,11.082100868225098
2010-02-10,10.977006912231445
2010-02-11,11.257266998291016
2010-02-12,11.145164489746094
2010-02-16,11.014371871948242
2010-02-17,11.005029678344727
2010-02-18,11.187200546264648
2010-02-19,11.22457218170166
2010-02-22,11.243255615234375
2010-02-23,10.948979377746582
2010-02-24,10.906940460205078
2010-02-25,11.000362396240234
2010-02-26,10.977006912231445
2010-03-01,11.065755844116211
2010-03-02,11.448781967163086
2010-03-03,11.65431022644043
2010-03-04,11.593585968017578
2010-03-05,11.803781509399414
2010-03-08,11.808453559875488
2010-03-09,11.892533302307129
2010-03-10,11.929903984069824
2010-03-11,11.897207260131836
2010-03-12,11.869181632995605
2010-03-15,11.883193016052246
2010-03-16,12.027994155883789
2010-03-17,12.088716506958008
2010-03-18,12.056022644042969
2010-03-19,11.957930564880371
2010-03-22,12.149443626403809
2010-03-23,12.401681900024414
2010-03-24,12.17746639251709
2010-03-25,11.957930564880371
2010-03-26,12.476418495178223
2010-03-29,12.490431785583496
2010-03-30,12.027994155883789
2010-03-31,11.883193016052246
2010-04-01,11.794441223144531
2010-04-05,12.214838027954102
2010-04-06,12.24753475189209
2010-04-07,12.233522415161133
2010-04-08,12.214838027954102
2010-04-09,11.985954284667969
2010-04-12,11.850492477416992
2010-04-13,11.920557975769043
2010-04-14,12.434378623962402
2010-04-15,12.616551399230957
2010-04-16,12.462404251098633
2010-04-19,12.340953826904297
2010-04-20,12.611882209777832
2010-04-21,12.723983764648438
2010-04-22,12.845431327819824
2010-04-23,13.078984260559082
2010-04-26,13.359251022338867
2010-04-27,13.055627822875977
2010-04-28,13.28451156616211
2010-04-29,13.443327903747559
2010-04-30,13.027599334716797
2010-05-03,13.396617889404297
2010-05-04,13.121026039123535
2010-05-05,13.125690460205078
2010-05-06,13.022932052612305
2010-05-07,12.845431327819824
2010-05-10,13.732940673828125
2010-05-11,13.961816787719727
2010-05-12,14.193848609924316
2010-05-13,14.109475135803223
2010-05-14,13.739153861999512
2010-05-17,13.692282676696777
2010-05-18,13.289156913757324
2010-05-19,13.289156913757324
2010-05-20,12.745404243469238
2010-05-21,12.834465026855469
2010-05-24,12.656342506408691
2010-05-25,12.937583923339844
2010-05-26,12.693839073181152
2010-05-27,13.729784965515137
2010-05-28,13.289156913757324
2010-06-01,12.984468460083008
2010-06-02,13.607908248901367
2010-06-03,13.589156150817871
2010-06-04,12.600088119506836
2010-06-07,12.361021995544434
2010-06-08,12.44071102142334
2010-06-09,12.459463119506836
2010-06-10,12.984468460083008
2010-06-11,13.050092697143555
2010-06-14,12.965714454650879
2010-06-15,13.350093841552734
2010-06-16,13.214152336120605
2010-06-17,13.186031341552734
2010-06-18,13.017277717590332
2010-06-21,12.773529052734375
2010-06-22,12.562586784362793
2010-06-23,12.51102352142334
2010-06-24,12.187582969665527
2010-06-25,12.553216934204102
2010-06-28,12.33289623260498
2010-06-29,12.03289794921875
2010-06-30,11.742268562316895
2010-07-01,11.817268371582031
2010-07-02,11.507893562316895
2010-07-06,11.437582015991211
2010-07-07,11.864145278930664
2010-07-08,12.31883716583252
2010-07-09,12.487589836120605
2010-07-12,12.065710067749023
2010-07-13,12.721964836120605
2010-07-14,12.576654434204102
2010-07-15,12.436027526855469
2010-07-16,11.953208923339844
2010-07-19,12.300085067749023
2010-07-20,12.515708923339844
2010-07-21,12.131332397460938
2010-07-22,13.068840980529785
2010-07-23,14.05790901184082
2010-07-26,14.512603759765625
2010-07-27,14.175100326538086
2010-07-28,14.259468078613281
2010-07-29,14.22665786743164
2010-07-30,14.03447437286377
2010-08-02,14.38603687286377
2010-08-03,14.240726470947266
2010-08-04,14.648545265197754
2010-08-05,14.49853515625
2010-08-06,14.311037063598633
2010-08-09,14.601667404174805
2010-08-10,14.18915843963623
2010-08-11,13.50946044921875
2010-08-12,13.420082092285156
2010-08-13,13.31189250946045
2010-08-16,13.340113639831543
2010-08-17,13.975136756896973
2010-08-18,13.763461112976074
