Date,NFBK
2010-01-04,6.261916160583496
2010-01-05,6.10298490524292
2010-01-06,6.0030837059021
2010-01-07,6.075738906860352
2010-01-08,6.116608142852783
2010-01-11,6.089363098144531
2010-01-12,6.10298490524292
2010-01-13,6.13477087020874
2010-01-14,6.202884674072266
2010-01-15,6.1302313804626465
2010-01-19,6.266457557678223
2010-01-20,6.184720039367676
2010-01-21,6.1302313804626465
2010-01-22,6.13477087020874
2010-01-25,6.166557312011719
2010-01-26,6.1302313804626465
2010-01-27,6.157475471496582
2010-01-28,6.043951988220215
2010-01-29,6.012166500091553
2010-02-01,5.839611530303955
2010-02-02,5.803286075592041
2010-02-03,5.825990200042725
2010-02-04,5.594403266906738
2010-02-05,5.676137924194336
2010-02-08,5.626029014587402
2010-02-09,5.67158317565918
2010-02-10,5.735361576080322
2010-02-11,5.931244850158691
2010-02-12,5.922135353088379
2010-02-16,6.054242134094238
2010-02-17,6.195466041564941
2010-02-18,6.213686466217041
2010-02-19,6.204573154449463
2010-02-22,6.22735071182251
2010-02-23,6.245575428009033
2010-02-24,6.391350746154785
2010-02-25,6.468794345855713
2010-02-26,6.37312650680542
2010-03-01,6.468794345855713
2010-03-02,6.47334623336792
2010-03-03,6.446015357971191
2010-03-04,6.555347442626953
2010-03-05,6.728456020355225
2010-03-08,6.682898998260498
2010-03-09,6.696567058563232
2010-03-10,6.73301362991333
2010-03-11,6.655567169189453
2010-03-12,6.678344249725342
2010-03-15,6.6737895011901855
2010-03-16,6.696567058563232
2010-03-17,6.7694549560546875
2010-03-18,6.70112419128418
2010-03-19,6.778565883636475
2010-03-22,6.8150105476379395
2010-03-23,6.833230495452881
2010-03-24,6.8150105476379395
2010-03-25,6.655567169189453
2010-03-26,6.801342964172363
2010-03-29,6.81045389175415
2010-03-30,6.696567058563232
2010-03-31,6.596347808837891
2010-04-01,6.50068473815918
2010-04-05,6.774013519287109
2010-04-06,6.751236438751221
2010-04-07,6.801342964172363
2010-04-08,6.723901748657227
2010-04-09,6.669236183166504
2010-04-12,6.5234575271606445
2010-04-13,6.518903732299805
2010-04-14,6.714789867401123
2010-04-15,6.7694549560546875
2010-04-16,6.755787372589111
2010-04-19,6.696567058563232
2010-04-20,6.7694549560546875
2010-04-21,6.783123016357422
2010-04-22,6.801342964172363
2010-04-23,6.819564342498779
2010-04-26,6.737565994262695
2010-04-27,6.641903400421143
2010-04-28,6.687456130981445
2010-04-29,6.965344429016113
2010-04-30,6.723901748657227
2010-05-03,6.910677433013916
2010-05-04,6.637345790863037
2010-05-05,6.632789134979248
2010-05-06,6.359461784362793
2010-05-07,6.254687309265137
2010-05-10,6.8124847412109375
2010-05-11,6.885642051696777
2010-05-12,6.899356365203857
2010-05-13,6.862781047821045
2010-05-14,6.734755516052246
2010-05-17,6.739333629608154
2010-05-18,6.643314838409424
2010-05-19,6.565589904785156
2010-05-20,6.400992393493652
2010-05-21,6.378133773803711
2010-05-24,6.2866902351379395
2010-05-25,6.259255409240723
2010-05-26,6.46957540512085
2010-05-27,6.766763210296631
2010-05-28,6.647886276245117
2010-06-01,6.222679615020752
2010-06-02,6.625028610229492
2010-06-03,6.666177749633789
2010-06-04,6.277545928955078
2010-06-07,6.176958084106445
2010-06-08,6.163244247436523
2010-06-09,6.007788181304932
2010-06-10,6.163244247436523
2010-06-11,6.190674304962158
2010-06-14,6.058084011077881
2010-06-15,6.163244247436523
2010-06-16,6.1083760261535645
2010-06-17,6.245543003082275
2010-06-18,6.291262626647949
2010-06-21,6.227250099182129
2010-06-22,6.218108654022217
2010-06-23,6.268401622772217
2010-06-24,6.218108654022217
2010-06-25,6.2866902351379395
2010-06-28,6.176958084106445
2010-06-29,5.994072437286377
2010-06-30,5.934635162353516
2010-07-01,5.888913631439209
2010-07-02,5.783754348754883
2010-07-06,5.738033771514893
2010-07-07,5.888913631439209
2010-07-08,5.943777561187744
2010-07-09,5.984930515289307
2010-07-12,5.815758228302002
2010-07-13,6.094661235809326
2010-07-14,5.975784778594971
2010-07-15,5.888913631439209
2010-07-16,5.687741279602051
2010-07-19,5.7243170738220215
2010-07-20,5.7791829109191895
2010-07-21,5.5734381675720215
2010-07-22,5.760893821716309
2010-07-23,5.971212387084961
2010-07-26,6.1998209953308105
2010-07-27,6.1998209953308105
2010-07-28,6.149526119232178
2010-07-29,5.943777561187744
2010-07-30,5.893484592437744
2010-08-02,5.898058891296387
2010-08-03,5.815758228302002
2010-08-04,5.80204439163208
2010-08-05,5.728888511657715
2010-08-06,5.715171813964844
2010-08-09,5.724352836608887
2010-08-10,5.55909538269043
2010-08-11,5.2653045654296875
2010-08-12,5.228580474853516
2010-08-13,5.150540828704834
2010-08-16,5.283665657043457
2010-08-17,5.311209678649902
2010-08-18,5.283665657043457
2010-08-19,5.100046157836914
2010-08-20,5.0495500564575195
2010-08-23,4.934787273406982
2010-08-24,4.9072442054748535
2010-08-25,5.003646373748779
2010-08-26,4.934787273406982
2010-08-27,5.269893646240234
2010-08-30,5.044958591461182
2010-08-31,5.003646373748779
2010-09-01,5.168903350830078
2010-09-02,5.109226703643799
2010-09-03,5.178084373474121
2010-09-07,4.999054431915283
2010-09-08,5.008235931396484
2010-09-09,5.022006511688232
2010-09-10,5.081684589385986
2010-09-13,5.136768817901611
2010-09-14,5.081684589385986
2010-09-15,5.054141998291016
2010-09-16,5.003646373748779
2010-09-17,5.040369033813477
2010-09-20,5.0495500564575195
2010-09-21,4.9806952476501465
2010-09-22,4.911833763122559
2010-09-23,4.829204559326172
2010-09-24,4.9072442054748535
2010-09-27,4.898062229156494
2010-09-28,4.888882637023926
2010-09-29,4.921014785766602
2010-09-30,4.966920852661133
2010-10-01,5.210216999053955
2010-10-04,5.145949840545654
2010-10-05,5.260713577270508
2010-10-06,5.2928466796875
2010-10-07,5.246942520141602
2010-10-08,5.490237712860107
2010-10-11,5.407609939575195
2010-10-12,5.352522373199463
2010-10-13,5.499419212341309
2010-10-14,5.50400972366333
2010-10-15,5.490237712860107
2010-10-18,5.591228485107422
2010-10-19,5.499419212341309
2010-10-20,5.531552791595459
2010-10-21,5.4535136222839355
2010-10-22,5.494827747344971
2010-10-25,5.499419212341309
2010-10-26,5.481057167053223
2010-10-27,5.283665657043457
2010-10-28,5.274482727050781
2010-10-29,5.210216999053955
2010-11-01,5.145949840545654
2010-11-02,5.531552791595459
2010-11-03,5.600409507751465
2010-11-04,5.738124847412109
2010-11-05,5.806981563568115
2010-11-08,5.825417518615723
2010-11-09,5.728633403778076
2010-11-10,5.820808410644531
2010-11-11,5.788547039031982
2010-11-12,5.737850666046143
2010-11-15,5.747068405151367
2010-11-16,5.6456780433654785
2010-11-17,5.682544708251953
2010-11-18,5.783937454223633
2010-11-19,5.820808410644531
2010-11-22,5.788547039031982
2010-11-23,5.834636211395264
2010-11-24,5.908374309539795
2010-11-26,5.866897106170654
2010-11-29,5.894547939300537
2010-11-30,5.876111030578613
