Date,EGP
2010-01-04,22.433977127075195
2010-01-05,21.94679069519043
2010-01-06,21.91157341003418
2010-01-07,21.982013702392578
2010-01-08,21.93504524230957
2010-01-11,21.982013702392578
2010-01-12,21.676788330078125
2010-01-13,21.89983558654785
2010-01-14,22.410499572753906
2010-01-15,22.61594009399414
2010-01-19,22.85659408569336
2010-01-20,22.65702247619629
2010-01-21,22.627674102783203
2010-01-22,22.304847717285156
2010-01-25,22.451589584350586
2010-01-26,22.492673873901367
2010-01-27,22.66876220703125
2010-01-28,22.410499572753906
2010-01-29,22.457454681396484
2010-02-01,22.78029441833496
2010-02-02,22.54550552368164
2010-02-03,22.0759334564209
2010-02-04,21.113292694091797
2010-02-05,21.330476760864258
2010-02-08,21.013511657714844
2010-02-09,20.86089515686035
2010-02-10,20.731760025024414
2010-02-11,19.75152587890625
2010-02-12,20.05088233947754
2010-02-16,20.444149017333984
2010-02-17,20.579160690307617
2010-02-18,20.63785171508789
2010-02-19,20.51458740234375
2010-02-22,20.64959144592285
2010-02-23,20.579160690307617
2010-02-24,20.72002410888672
2010-02-25,20.98416519165039
2010-02-26,21.072216033935547
2010-03-01,21.571134567260742
2010-03-02,21.82353401184082
2010-03-03,21.635698318481445
2010-03-04,21.706138610839844
2010-03-05,21.958538055419922
2010-03-08,21.91157341003418
2010-03-09,21.958538055419922
2010-03-10,22.322460174560547
2010-03-11,22.351804733276367
2010-03-12,22.574848175048828
2010-03-15,22.246152877807617
2010-03-16,22.792024612426758
2010-03-17,22.94076156616211
2010-03-18,22.982410430908203
2010-03-19,22.976463317871094
2010-03-22,23.018104553222656
2010-03-23,22.869373321533203
2010-03-24,22.83367347717285
2010-03-25,23.25607681274414
2010-03-26,22.988365173339844
2010-03-29,23.041906356811523
2010-03-30,22.952667236328125
2010-03-31,22.452919006347656
2010-04-01,22.429119110107422
2010-04-05,22.94076156616211
2010-04-06,23.529747009277344
2010-04-07,23.21442985534668
2010-04-08,23.279874801635742
2010-04-09,23.482160568237305
2010-04-12,23.333425521850586
2010-04-13,23.678478240966797
2010-04-14,23.743928909301758
2010-04-15,23.250139236450195
2010-04-16,22.637344360351562
2010-04-19,22.922914505004883
2010-04-20,23.184688568115234
2010-04-21,23.470260620117188
2010-04-22,23.30963134765625
2010-04-23,23.250139236450195
2010-04-26,23.845073699951172
2010-04-27,23.54759979248047
2010-04-28,23.648738861083984
2010-04-29,24.874305725097656
2010-04-30,24.32101821899414
2010-05-03,24.99924659729004
2010-05-04,24.55304527282715
2010-05-05,23.452411651611328
2010-05-06,22.6433048248291
2010-05-07,22.256591796875
2010-05-10,23.648738861083984
2010-05-11,23.91050910949707
2010-05-12,24.303165435791016
2010-05-13,23.88671875
2010-05-14,23.101398468017578
2010-05-17,22.863414764404297
2010-05-18,22.387466430664062
2010-05-19,22.13165283203125
2010-05-20,21.209495544433594
2010-05-21,21.709245681762695
2010-05-24,21.263046264648438
2010-05-25,21.530757904052734
2010-05-26,21.32848358154297
2010-05-27,22.310123443603516
2010-05-28,22.00075912475586
2010-06-01,21.376081466674805
2010-06-02,22.030515670776367
2010-06-03,22.208988189697266
2010-06-04,21.298736572265625
2010-06-07,21.20354652404785
2010-06-08,21.084556579589844
2010-06-09,21.138105392456055
2010-06-10,21.804439544677734
2010-06-11,22.14950180053711
2010-06-14,22.48861312866211
2010-06-15,22.928857803344727
2010-06-16,22.392141342163086
2010-06-17,22.392141342163086
2010-06-18,22.591144561767578
2010-06-21,22.5067081451416
2010-06-22,22.012195587158203
2010-06-23,22.1026554107666
2010-06-24,21.764934539794922
2010-06-25,22.512739181518555
2010-06-28,22.603200912475586
2010-06-29,21.843334197998047
2010-06-30,21.457359313964844
2010-07-01,21.252321243286133
2010-07-02,20.854291915893555
2010-07-06,20.136638641357422
2010-07-07,21.149795532226562
2010-07-08,21.469419479370117
2010-07-09,21.710651397705078
2010-07-12,21.60209846496582
2010-07-13,22.289600372314453
2010-07-14,21.994098663330078
2010-07-15,21.559885025024414
2010-07-16,20.769865036010742
2010-07-19,21.041244506835938
2010-07-20,21.493541717529297
2010-07-21,20.58290672302246
2010-07-22,21.3548526763916
2010-07-23,21.82522964477539
2010-07-26,22.428308486938477
2010-07-27,22.392141342163086
2010-07-28,22.416242599487305
2010-07-29,22.108686447143555
2010-07-30,21.873485565185547
2010-08-02,22.265487670898438
2010-08-03,22.199140548706055
2010-08-04,22.50068473815918
2010-08-05,22.060440063476562
2010-08-06,21.704626083374023
2010-08-09,21.93379020690918
2010-08-10,21.674470901489258
2010-08-11,21.397052764892578
2010-08-12,21.39103126525879
2010-08-13,21.42117691040039
2010-08-16,21.469419479370117
2010-08-17,21.716676712036133
2010-08-18,22.000133514404297
2010-08-19,21.384998321533203
2010-08-20,21.360876083374023
2010-08-23,21.095518112182617
2010-08-24,20.980932235717773
2010-08-25,21.288501739501953
2010-08-26,21.065372467041016
2010-08-27,21.149795532226562
2010-08-30,21.149795532226562
2010-08-31,21.25835609436035
2010-09-01,21.994098663330078
2010-09-02,22.645421981811523
2010-09-03,22.886648178100586
2010-09-07,22.235328674316406
2010-09-08,22.37403678894043
2010-09-09,22.168989181518555
2010-09-10,22.307701110839844
2010-09-13,22.880617141723633
2010-09-14,22.868562698364258
2010-09-15,22.960281372070312
2010-09-16,22.97249984741211
2010-09-17,22.893016815185547
2010-09-20,23.217084884643555
2010-09-21,22.88689613342285
2010-09-22,22.72791862487793
2010-09-23,22.330469131469727
2010-09-24,23.027542114257812
2010-09-27,22.90524673461914
2010-09-28,23.137598037719727
2010-09-29,22.911367416381836
2010-09-30,22.856327056884766
2010-10-01,22.929702758789062
2010-10-04,22.966392517089844
2010-10-05,23.895824432373047
2010-10-06,23.822433471679688
2010-10-07,23.804086685180664
2010-10-08,24.018095016479492
2010-10-11,23.94472885131836
2010-10-12,24.21988296508789
2010-10-13,24.59286880493164
2010-10-14,24.647899627685547
2010-10-15,24.537843704223633
2010-10-18,24.75795555114746
2010-10-19,24.452234268188477
2010-10-20,25.20433807373047
2010-10-21,25.36330223083496
2010-10-22,25.68738555908203
2010-10-25,25.467254638671875
2010-10-26,25.210447311401367
2010-10-27,24.880250930786133
2010-10-28,24.556180953979492
2010-10-29,24.751846313476562
2010-11-01,24.764080047607422
2010-11-02,24.97197723388672
2010-11-03,24.81911277770996
2010-11-04,25.61400604248047
2010-11-05,25.430566787719727
2010-11-08,25.36330223083496
2010-11-09,24.764080047607422
2010-11-10,25.014780044555664
2010-11-11,24.910831451416016
2010-11-12,24.495044708251953
2010-11-15,24.28714370727539
2010-11-16,23.675683975219727
2010-11-17,23.68179702758789
2010-11-18,23.95695686340332
2010-11-19,23.90803337097168
2010-11-22,24.048677444458008
2010-11-23,23.79186248779297
2010-11-24,24.562294006347656
2010-11-26,24.605104446411133
2010-11-29,24.672353744506836
2010-11-30,24.378862380981445
