Date,MLI
2010-01-04,4.820817470550537
2010-01-05,4.911811351776123
2010-01-06,4.91749906539917
2010-01-07,4.981953144073486
2010-01-08,5.01986837387085
2010-01-11,4.991433620452881
2010-01-12,4.872003555297852
2010-01-13,4.9193949699401855
2010-01-14,4.923187732696533
2010-01-15,4.834086894989014
2010-01-19,4.883376121520996
2010-01-20,4.788590431213379
2010-01-21,4.708969593048096
2010-01-22,4.629349708557129
2010-01-25,4.653994560241699
2010-01-26,4.612289905548096
2010-01-27,4.663473606109619
2010-01-28,4.606602191925049
2010-01-29,4.661576747894287
2010-02-01,4.720345497131348
2010-02-02,4.680534839630127
2010-02-03,4.519397258758545
2010-02-04,4.358262538909912
2010-02-05,4.299492835998535
2010-02-08,4.202814102172852
2010-02-09,4.24830961227417
2010-02-10,4.212291240692139
2010-02-11,4.295702934265137
2010-02-12,4.384802341461182
2010-02-16,4.430300712585449
2010-02-17,4.394279479980469
2010-02-18,4.415132999420166
2010-02-19,4.439779281616211
2010-02-22,4.44167423248291
2010-02-23,4.37532377243042
2010-02-24,4.407550811767578
2010-02-25,4.333297252655029
2010-02-26,4.260951042175293
2010-03-01,4.441821575164795
2010-03-02,4.540825843811035
2010-03-03,4.5579609870910645
2010-03-04,4.578902721405029
2010-03-05,4.723599433898926
2010-03-08,4.740737438201904
2010-03-09,4.761678218841553
2010-03-10,4.801659107208252
2010-03-11,4.799756050109863
2010-03-12,4.782621383666992
2010-03-15,4.76738977432251
2010-03-16,4.759775161743164
2010-03-17,4.773101329803467
2010-03-18,4.738829612731934
2010-03-19,4.755965709686279
2010-03-22,4.757872104644775
2010-03-23,4.969202518463135
2010-03-24,4.929222583770752
2010-03-25,4.864487648010254
2010-03-26,4.9425482749938965
2010-03-29,5.037744045257568
2010-03-30,5.108190059661865
2010-03-31,5.100574493408203
2010-04-01,5.190057277679443
2010-04-05,5.2966790199279785
2010-04-06,5.348081111907959
2010-04-07,5.294772624969482
2010-04-08,5.2243266105651855
2010-04-09,5.262405872344971
2010-04-12,5.367119789123535
2010-04-13,5.353795528411865
2010-04-14,5.426142692565918
2010-04-15,5.389967441558838
2010-04-16,5.34617805480957
2010-04-19,5.2966790199279785
2010-04-20,5.460412979125977
2010-04-21,5.488971710205078
2010-04-22,5.660322189331055
2010-04-23,5.751710414886475
2010-04-26,5.843099117279053
2010-04-27,5.578455448150635
2010-04-28,5.664130687713623
2010-04-29,5.888791084289551
2010-04-30,5.645091533660889
2010-05-03,5.805019855499268
2010-05-04,5.654610633850098
2010-05-05,5.608918190002441
2010-05-06,5.275732517242432
2010-05-07,5.140556812286377
2010-05-10,5.393776893615723
2010-05-11,5.448989391326904
2010-05-12,5.650804042816162
2010-05-13,5.675555229187012
2010-05-14,5.521338939666748
2010-05-17,5.511819362640381
2010-05-18,5.388065814971924
2010-05-19,5.302389621734619
2010-05-20,4.948261260986328
2010-05-21,5.012993335723877
2010-05-24,4.898759841918945
2010-05-25,4.9044718742370605
2010-05-26,4.883529186248779
2010-05-27,5.269623756408691
2010-05-28,5.067020416259766
2010-06-01,4.852946758270264
2010-06-02,5.059372425079346
2010-06-03,5.223748683929443
2010-06-04,4.791782379150391
2010-06-07,4.694303035736084
2010-06-08,4.6694560050964355
2010-06-09,4.679012298583984
2010-06-10,4.8988189697265625
2010-06-11,4.925579071044922
2010-06-14,4.891172409057617
2010-06-15,4.992476463317871
2010-06-16,4.979095458984375
2010-06-17,4.961892604827881
2010-06-18,4.883529186248779
2010-06-21,4.881618499755859
2010-06-22,4.80898380279541
2010-06-23,4.751644611358643
2010-06-24,4.583444118499756
2010-06-25,4.730620384216309
2010-06-28,4.73444128036499
2010-06-29,4.6178483963012695
2010-06-30,4.701949119567871
2010-07-01,4.677099704742432
2010-07-02,4.594912528991699
2010-07-06,4.49169921875
2010-07-07,4.560506820678711
2010-07-08,4.663720607757568
2010-07-09,4.692392826080322
2010-07-12,4.659899711608887
2010-07-13,4.868236064910889
2010-07-14,4.858680248260498
2010-07-15,4.851036071777344
2010-07-16,4.7115044593811035
2010-07-19,4.705772399902344
2010-07-20,4.671367168426514
2010-07-21,4.5509514808654785
2010-07-22,4.66180944442749
2010-07-23,4.701949119567871
2010-07-26,4.789871692657471
2010-07-27,4.793694972991943
2010-07-28,4.732532024383545
2010-07-29,4.753555774688721
2010-07-30,4.724884986877441
2010-08-02,4.9045538902282715
2010-08-03,4.877793788909912
2010-08-04,4.9829182624816895
2010-08-05,4.923666477203369
2010-08-06,4.866326332092285
2010-08-09,4.927489280700684
2010-08-10,4.833833694458008
2010-08-11,4.577708721160889
2010-08-12,4.602560043334961
2010-08-13,4.5509514808654785
2010-08-16,4.537571430206299
2010-08-17,4.642696857452393
2010-08-18,4.652253150939941
2010-08-19,4.524192810058594
2010-08-20,4.514634609222412
2010-08-23,4.4955220222473145
2010-08-24,4.476406097412109
2010-08-25,4.564332008361816
2010-08-26,4.535660743713379
2010-08-27,4.615937232971191
2010-08-30,4.496940612792969
2010-08-31,4.525729179382324
2010-09-01,4.733015537261963
2010-09-02,4.804029941558838
2010-09-03,4.9134321212768555
2010-09-07,4.861606597900391
2010-09-08,4.880803108215332
2010-09-09,4.8520121574401855
2010-09-10,4.8520121574401855
2010-09-13,4.986363887786865
