Date,AVB
2010-01-04,49.0359001159668
2010-01-05,48.66752243041992
2010-01-06,48.20855712890625
2010-01-07,48.305171966552734
2010-01-08,47.942848205566406
2010-01-11,48.6010856628418
2010-01-12,47.45973205566406
2010-01-13,48.564849853515625
2010-01-14,48.274986267089844
2010-01-15,47.96701431274414
2010-01-19,48.84868621826172
2010-01-20,47.755653381347656
2010-01-21,46.68072509765625
2010-01-22,45.55747985839844
2010-01-25,46.24594497680664
2010-01-26,46.457275390625
2010-01-27,46.710899353027344
2010-01-28,46.48142623901367
2010-01-29,46.26401138305664
2010-02-01,47.13363265991211
2010-02-02,48.05759048461914
2010-02-03,47.00077438354492
2010-02-04,44.7663688659668
2010-02-05,45.64806365966797
2010-02-08,44.54899215698242
2010-02-09,44.39799880981445
2010-02-10,44.210811614990234
2010-02-11,44.80867004394531
2010-02-12,45.58766555786133
2010-02-16,46.916236877441406
2010-02-17,47.127593994140625
2010-02-18,47.948883056640625
2010-02-19,47.5986442565918
2010-02-22,48.31122589111328
2010-02-23,48.274986267089844
2010-02-24,48.77619934082031
2010-02-25,49.02985382080078
2010-02-26,49.168739318847656
2010-03-01,49.07212829589844
2010-03-02,49.08418655395508
2010-03-03,48.570899963378906
2010-03-04,48.82453918457031
2010-03-05,50.24366760253906
2010-03-08,50.956275939941406
2010-03-09,51.05893325805664
2010-03-10,51.31861114501953
2010-03-11,51.644683837890625
2010-03-12,52.079490661621094
2010-03-15,51.994972229003906
2010-03-16,53.16649627685547
2010-03-17,54.0542106628418
2010-03-18,53.48051834106445
2010-03-19,53.124229431152344
2010-03-22,53.17253494262695
2010-03-23,52.90078353881836
2010-03-24,53.22084045410156
2010-03-25,53.36578369140625
2010-03-26,53.009464263916016
2010-03-29,52.99299240112305
2010-03-30,53.07233428955078
2010-03-31,52.681854248046875
2010-04-01,52.3096923828125
2010-04-05,54.286434173583984
2010-04-06,56.3851318359375
2010-04-07,55.51881790161133
2010-04-08,55.634727478027344
2010-04-09,56.66579818725586
2010-04-12,55.750648498535156
2010-04-13,57.06846237182617
2010-04-14,57.22707748413086
2010-04-15,56.299747467041016
2010-04-16,55.506614685058594
2010-04-19,56.04958724975586
2010-04-20,57.39179992675781
2010-04-21,58.47779083251953
2010-04-22,60.430091857910156
2010-04-23,61.78449249267578
2010-04-26,61.30251693725586
2010-04-27,60.192161560058594
2010-04-28,60.5033073425293
2010-04-29,65.06682586669922
2010-04-30,63.474464416503906
2010-05-03,66.18939208984375
2010-05-04,65.75012969970703
2010-05-05,63.98086166381836
2010-05-06,61.314735412597656
2010-05-07,59.63087463378906
2010-05-10,63.138919830322266
2010-05-11,63.32196807861328
2010-05-12,64.09678649902344
2010-05-13,62.663055419921875
2010-05-14,61.25371551513672
2010-05-17,61.57707977294922
2010-05-18,60.015220642089844
2010-05-19,59.65528106689453
2010-05-20,55.93370056152344
2010-05-21,57.53822708129883
2010-05-24,56.47055435180664
2010-05-25,58.09953308105469
2010-05-26,57.824989318847656
2010-05-27,60.7900505065918
2010-05-28,59.82607650756836
2010-06-01,58.63031005859375
2010-06-02,59.47224426269531
2010-06-03,59.508846282958984
2010-06-04,56.171627044677734
2010-06-07,56.53766632080078
2010-06-08,57.81886672973633
2010-06-09,59.234317779541016
2010-06-10,62.80338668823242
2010-06-11,62.98031997680664
2010-06-14,63.090118408203125
2010-06-15,63.7917366027832
2010-06-16,63.23042297363281
2010-06-17,64.27979278564453
2010-06-18,63.45006561279297
2010-06-21,62.9254150390625
2010-06-22,60.808345794677734
2010-06-23,60.52159881591797
2010-06-24,58.67302322387695
2010-06-25,61.44895935058594
2010-06-28,60.23816680908203
2010-06-29,58.12065124511719
2010-06-30,57.47431182861328
2010-07-01,57.178863525390625
2010-07-02,56.20012664794922
2010-07-06,55.23987579345703
2010-07-07,58.3053092956543
2010-07-08,60.133522033691406
2010-07-09,60.92755889892578
2010-07-12,61.192291259765625
2010-07-13,61.82627868652344
2010-07-14,61.41387176513672
2010-07-15,61.85706329345703
2010-07-16,59.35789489746094
2010-07-19,61.136863708496094
2010-07-20,62.13406753540039
2010-07-21,60.822914123535156
2010-07-22,63.23590087890625
2010-07-23,64.17155456542969
2010-07-26,65.75968933105469
2010-07-27,65.64273071289062
2010-07-28,65.9012451171875
2010-07-29,64.38082885742188
2010-07-30,64.68865203857422
2010-08-02,65.79662322998047
2010-08-03,64.77479553222656
2010-08-04,63.13743591308594
2010-08-05,63.051231384277344
2010-08-06,62.38029479980469
2010-08-09,63.91303634643555
2010-08-10,64.63323211669922
2010-08-11,63.06356430053711
2010-08-12,62.4603271484375
2010-08-13,62.8973503112793
2010-08-16,62.921993255615234
2010-08-17,64.76863861083984
2010-08-18,64.94099426269531
2010-08-19,64.0238265991211
2010-08-20,64.2946548461914
2010-08-23,63.93148422241211
2010-08-24,63.5005989074707
2010-08-25,64.70092010498047
2010-08-26,63.783756256103516
2010-08-27,63.925331115722656
2010-08-30,63.32207107543945
2010-08-31,64.76863861083984
2010-09-01,66.78765869140625
2010-09-02,66.69532775878906
2010-09-03,67.95105743408203
2010-09-07,66.75074768066406
2010-09-08,66.7076416015625
2010-09-09,65.48883056640625
2010-09-10,65.91972351074219
2010-09-13,67.0831298828125
2010-09-14,67.37860107421875
2010-09-15,68.68359375
2010-09-16,68.02490997314453
2010-09-17,67.50172424316406
2010-09-20,69.08983612060547
2010-09-21,67.25547790527344
2010-09-22,66.14749145507812
2010-09-23,63.75911331176758
2010-09-24,65.80278778076172
2010-09-27,64.61476135253906
2010-09-28,65.15641784667969
2010-09-29,64.56233215332031
2010-09-30,64.51889038085938
2010-10-01,65.26382446289062
2010-10-04,65.80394744873047
2010-10-05,66.15779876708984
2010-10-06,64.89134216308594
2010-10-07,64.87894439697266
2010-10-08,65.6549301147461
2010-10-11,66.4061050415039
2010-10-12,68.06361389160156
2010-10-13,68.78372955322266
2010-10-14,68.20639038085938
2010-10-15,68.31814575195312
2010-10-18,69.7770004272461
2010-10-19,67.939453125
2010-10-20,69.94464111328125
2010-10-21,68.58505249023438
2010-10-22,68.3367691040039
2010-10-25,68.11946868896484
2010-10-26,67.88980102539062
2010-10-27,67.29381561279297
2010-10-28,65.67975616455078
2010-10-29,65.9963607788086
2010-11-01,66.3564224243164
2010-11-02,67.2379379272461
2010-11-03,68.38639831542969
2010-11-04,70.20532989501953
2010-11-05,70.35433197021484
2010-11-08,68.69063568115234
2010-11-09,65.83497619628906
2010-11-10,67.78424835205078
2010-11-11,67.45524597167969
2010-11-12,67.5607681274414
2010-11-15,67.07657623291016
2010-11-16,64.90376281738281
2010-11-17,66.10192108154297
2010-11-18,66.64820098876953
2010-11-19,67.70355224609375
2010-11-22,67.94564056396484
2010-11-23,67.35589599609375
2010-11-24,68.56642150878906
2010-11-26,68.22502136230469
2010-11-29,68.3615951538086
2010-11-30,68.49195098876953
2010-12-01,69.34244537353516
2010-12-02,70.40399932861328
2010-12-03,71.04340362548828
2010-12-06,71.01856994628906
2010-12-07,71.26689910888672
2010-12-08,69.36727142333984
2010-12-09,68.58505249023438
2010-12-10,70.22395324707031
2010-12-13,69.63420104980469
2010-12-14,68.53540802001953
2010-12-15,67.5173110961914
2010-12-16,66.90271759033203
2010-12-17,67.6352310180664
2010-12-20,68.50434112548828
2010-12-21,69.03203582763672
2010-12-22,68.93891906738281
2010-12-23,68.69680786132812
2010-12-27,69.90113067626953
2010-12-28,70.69772338867188
2010-12-29,70.64768981933594
2010-12-30,70.72276306152344
2010-12-31,70.42868041992188
2011-01-03,71.21710968017578
2011-01-04,69.88429260253906
2011-01-05,70.0782699584961
2011-01-06,69.27728271484375
2011-01-07,68.52635955810547
2011-01-10,68.33863830566406
2011-01-11,68.30736541748047
2011-01-12,69.56511688232422
2011-01-13,69.74034118652344
2011-01-14,70.39738464355469
2011-01-18,70.87920379638672
2011-01-19,70.37862396240234
2011-01-20,70.22842407226562
2011-01-21,70.6038589477539
2011-01-24,70.74779510498047
2011-01-25,71.74275970458984
2011-01-26,72.29965209960938
2011-01-27,72.69387817382812
2011-01-28,71.19835662841797
2011-01-31,72.54370880126953
2011-02-01,72.29341888427734
2011-02-02,71.74275970458984
2011-02-03,72.24960327148438
2011-02-04,71.21086883544922
2011-02-07,71.80535888671875
2011-02-08,71.80535888671875
2011-02-09,71.99305725097656
2011-02-10,72.21830749511719
2011-02-11,72.58753204345703
2011-02-14,72.64383697509766
2011-02-15,72.63758087158203
2011-02-16,72.48114013671875
2011-02-17,72.39352416992188
2011-02-18,72.63130187988281
2011-02-22,72.0431137084961
2011-02-23,71.78032684326172
2011-02-24,71.76779174804688
2011-02-25,73.9078598022461
2011-02-28,75.73504638671875
2011-03-01,73.27584075927734
2011-03-02,72.26213073730469
2011-03-03,73.48859405517578
2011-03-04,71.98053741455078
2011-03-07,71.2484130859375
2011-03-08,71.94300079345703
2011-03-09,72.85032653808594
2011-03-10,72.11195373535156
2011-03-11,73.62001037597656
2011-03-14,72.53120422363281
2011-03-15,72.63758087158203
2011-03-16,72.19329071044922
2011-03-17,73.20073699951172
2011-03-18,73.4948501586914
2011-03-21,73.89533996582031
2011-03-22,73.34468078613281
2011-03-23,72.48738861083984
2011-03-24,73.17570495605469
2011-03-25,73.46357727050781
2011-03-28,73.62001037597656
2011-03-29,73.89533996582031
2011-03-30,74.52776336669922
2011-03-31,75.7131576538086
2011-04-01,76.2049560546875
2011-04-04,75.50505065917969
2011-04-05,75.6374740600586
2011-04-06,75.72576141357422
2011-04-07,75.22132110595703
2011-04-08,74.4079360961914
2011-04-11,74.66645050048828
2011-04-12,74.65388488769531
2011-04-13,75.03218078613281
2011-04-14,75.31590270996094
2011-04-15,76.35629272460938
2011-04-18,75.25286102294922
2011-04-19,75.5870590209961
2011-04-20,77.0624771118164
2011-04-21,77.5479736328125
2011-04-25,78.65768432617188
2011-04-26,79.344970703125
2011-04-27,79.84306335449219
2011-04-28,81.00321960449219
2011-04-29,79.83045959472656
2011-05-02,80.18982696533203
2011-05-03,80.1205062866211
2011-05-04,80.06375885009766
2011-05-05,80.58076477050781
2011-05-06,79.50257873535156
2011-05-09,79.88716125488281
2011-05-10,81.29957580566406
2011-05-11,80.87710571289062
2011-05-12,80.42314910888672
2011-05-13,80.03221130371094
2011-05-16,80.10787200927734
2011-05-17,80.50513458251953
2011-05-18,80.70687103271484
2011-05-19,81.37523651123047
2011-05-20,80.1394271850586
2011-05-23,78.81529235839844
2011-05-24,79.9880599975586
2011-05-25,80.34748077392578
2011-05-26,81.63373565673828
2011-05-27,81.96788787841797
2011-05-31,83.90364837646484
2011-06-01,81.7913818359375
2011-06-02,81.1860580444336
2011-06-03,82.7497787475586
2011-06-06,81.94902038574219
2011-06-07,83.40550231933594
2011-06-08,83.61986541748047
2011-06-09,83.62621307373047
2011-06-10,81.96788787841797
2011-06-13,82.59843444824219
2011-06-14,83.64513397216797
2011-06-15,82.15709686279297
2011-06-16,81.16715240478516
2011-06-17,81.38784790039062
2011-06-20,83.06503295898438
2011-06-21,83.08394622802734
2011-06-22,82.90743255615234
2011-06-23,80.46098327636719
2011-06-24,80.39161682128906
2011-06-27,80.42943572998047
2011-06-28,80.86312103271484
2011-06-29,81.18061065673828
2011-06-30,81.52983093261719
2011-07-01,84.17131805419922
2011-07-05,85.33331298828125
2011-07-06,86.06348419189453
2011-07-07,87.33343505859375
2011-07-08,87.20011138916016
2011-07-11,85.40949249267578
2011-07-12,85.64443969726562
2011-07-13,83.89828491210938
2011-07-14,83.12361907958984
2011-07-15,84.2665786743164
2011-07-18,84.0062484741211
2011-07-19,85.96827697753906
2011-07-20,87.44141387939453
2011-07-21,88.279541015625
2011-07-22,88.58431243896484
2011-07-25,87.63186645507812
2011-07-26,87.38424682617188
2011-07-27,85.31427001953125
2011-07-28,84.43803405761719
2011-07-29,85.20631408691406
2011-08-01,84.3490982055664
2011-08-02,82.15847778320312
2011-08-03,81.46633911132812
