Date,CVBF
2010-01-04,5.415335178375244
2010-01-05,5.194910049438477
2010-01-06,5.236612796783447
2010-01-07,5.415335178375244
2010-01-08,5.671504974365234
2010-01-11,5.719166278839111
2010-01-12,5.611930847167969
2010-01-13,5.594060897827148
2010-01-14,5.874060153961182
2010-01-15,5.874060153961182
2010-01-19,5.701292037963867
2010-01-20,5.707250118255615
2010-01-21,6.070657253265381
2010-01-22,5.927677631378174
2010-01-25,5.695336818695068
2010-01-26,5.671504974365234
2010-01-27,5.814486503601074
2010-01-28,5.731080055236816
2010-01-29,5.707250118255615
2010-02-01,5.504697322845459
2010-02-02,5.373633861541748
2010-02-03,5.325973987579346
2010-02-04,5.182994365692139
2010-02-05,5.2544846534729
2010-02-08,5.153204441070557
2010-02-09,5.218739032745361
2010-02-10,5.2544846534729
2010-02-11,5.224698543548584
2010-02-12,5.194910049438477
2010-02-16,5.230652332305908
2010-02-17,5.2485270500183105
2010-02-18,5.260440349578857
2010-02-19,5.331930637359619
2010-02-22,5.504697322845459
2010-02-23,5.492783069610596
2010-02-24,5.6536359786987305
2010-02-25,5.623846054077148
2010-02-26,5.540441513061523
2010-03-01,5.540441513061523
2010-03-02,5.611930847167969
2010-03-03,5.6000189781188965
2010-03-04,5.6000189781188965
2010-03-05,5.808527946472168
2010-03-08,5.748955249786377
2010-03-09,5.695336818695068
2010-03-10,5.832355976104736
2010-03-11,5.903846263885498
2010-03-12,5.796611309051514
2010-03-15,5.820441722869873
2010-03-16,5.808527946472168
2010-03-17,5.862145900726318
2010-03-18,5.957464218139648
2010-03-19,6.02299690246582
2010-03-22,6.1898064613342285
2010-03-23,6.207677841186523
2010-03-24,6.273210048675537
2010-03-25,6.237466335296631
2010-03-26,6.124273777008057
2010-03-29,6.11526346206665
2010-03-30,6.049184799194336
2010-03-31,5.965084075927734
2010-04-01,5.965084075927734
2010-04-05,5.917026996612549
2010-04-06,5.784870147705078
2010-04-07,5.784870147705078
2010-04-08,5.953070163726807
2010-04-09,6.073211193084717
2010-04-12,6.157314300537109
2010-04-13,6.235403060913086
2010-04-14,6.505724906921387
2010-04-15,6.301485538482666
2010-04-16,6.187348365783691
2010-04-19,6.35554838180542
2010-04-20,6.487705707550049
2010-04-21,6.655905246734619
2010-04-22,6.884178161621094
2010-04-23,6.866153717041016
2010-04-26,6.878170967102051
2010-04-27,6.637885093688965
2010-04-28,6.715977191925049
2010-04-29,6.818099021911621
2010-04-30,6.5958333015441895
2010-05-03,6.727991104125977
2010-05-04,6.331521987915039
2010-05-05,6.337530612945557
2010-05-06,6.013143062591553
2010-05-07,5.886992931365967
2010-05-10,6.253430366516113
2010-05-11,6.397599220275879
2010-05-12,6.547776699066162
2010-05-13,6.385581016540527
2010-05-14,6.205368518829346
2010-05-17,6.487705707550049
2010-05-18,6.235403060913086
2010-05-19,6.109256267547607
2010-05-20,5.820913314819336
2010-05-21,5.856956481933594
2010-05-24,5.682750225067139
2010-05-25,5.7788615226745605
2010-05-26,5.868973255157471
2010-05-27,6.181342124938965
2010-05-28,5.965084075927734
2010-06-01,5.802893161773682
2010-06-02,5.844939231872559
2010-06-03,5.850948333740234
2010-06-04,5.622678756713867
2010-06-07,5.544584274291992
2010-06-08,5.496527671813965
2010-06-09,5.5145487785339355
2010-06-10,5.742820739746094
2010-06-11,5.886992931365967
2010-06-14,5.784870147705078
2010-06-15,5.929043769836426
2010-06-16,6.1392927169799805
2010-06-17,6.175333499908447
2010-06-18,6.181342124938965
2010-06-21,6.1392927169799805
2010-06-22,6.001124858856201
2010-06-23,5.880983352661133
2010-06-24,5.808900356292725
2010-06-25,6.025154113769531
2010-06-28,5.979719638824463
2010-06-29,5.804020881652832
2010-06-30,5.755552768707275
2010-07-01,5.761610984802246
2010-07-02,5.731320858001709
2010-07-06,5.640443325042725
2010-07-07,5.8827805519104
2010-07-08,6.058479309082031
2010-07-09,6.306877613067627
2010-07-12,6.270524024963379
2010-07-13,6.512861728668213
2010-07-14,6.355343818664551
2010-07-15,6.20994234085083
2010-07-16,6.010010242462158
2010-07-19,5.9433674812316895
2010-07-20,6.022126197814941
2010-07-21,5.876723289489746
2010-07-22,6.36140251159668
2010-07-23,6.488630294799805
2010-07-26,6.5613298416137695
2010-07-27,6.440158843994141
2010-07-28,6.282641887664795
2010-07-29,6.1675310134887695
2010-07-30,6.1675310134887695
2010-08-02,6.270524024963379
2010-08-03,6.21599817276001
2010-08-04,6.294760227203369
2010-08-05,6.24629020690918
2010-08-06,6.100886344909668
2010-08-09,6.240232467651367
2010-08-10,4.8467817306518555
2010-08-11,4.828604221343994
