Date,SUNS
2024-07-09,9.975550651550293
2024-07-10,10.247611999511719
2024-07-11,12.841255187988281
2024-07-12,12.469438552856445
2024-07-15,11.3721284866333
2024-07-16,10.918694496154785
2024-07-17,10.129718780517578
2024-07-18,10.229474067687988
2024-07-19,9.476773262023926
2024-07-22,10.202269554138184
2024-07-23,10.5922212600708
2024-07-24,10.555947303771973
2024-07-25,10.5922212600708
2024-07-26,10.447123527526855
2024-07-29,10.447123527526855
2024-07-30,10.474328994750977
2024-07-31,10.88241958618164
2024-08-01,10.991244316101074
2024-08-02,10.991244316101074
2024-08-05,10.918694496154785
2024-08-06,10.891488075256348
2024-08-07,10.438055038452148
2024-08-08,9.921137809753418
2024-08-09,9.88486385345459
2024-08-12,9.748833656311035
2024-08-13,9.912070274353027
2024-08-14,10.165993690490723
2024-08-15,11.181686401367188
2024-08-16,10.211337089538574
2024-08-19,10.954968452453613
2024-08-20,11.208891868591309
2024-08-21,11.91624927520752
2024-08-22,11.408403396606445
2024-08-23,12.043210983276367
2024-08-26,12.11575984954834
2024-08-27,12.40595817565918
2024-08-28,12.469438552856445
2024-08-29,13.004490852355957
2024-08-30,12.777774810791016
2024-09-03,13.285619735717773
2024-09-04,13.149591445922852
2024-09-05,12.523852348327637
2024-09-06,12.11575984954834
2024-09-09,12.142966270446777
2024-09-10,12.59640121459961
2024-09-11,12.297134399414062
2024-09-12,13.031697273254395
2024-09-13,13.276552200317383
2024-09-16,12.877530097961426
2024-09-17,13.058903694152832
2024-09-18,12.968216896057129
2024-09-19,12.986353874206543
2024-09-20,13.512337684631348
2024-09-23,13.50326919555664
2024-09-24,13.240277290344238
2024-09-25,13.040765762329102
2024-09-26,12.941012382507324
2024-09-27,13.330964088439941
2024-09-30,13.23896312713623
2024-10-01,13.082561492919922
2024-10-02,12.870957374572754
2024-10-03,12.420153617858887
2024-10-04,13.257363319396973
2024-10-07,13.275764465332031
2024-10-08,13.634568214416504
2024-10-09,13.597766876220703
2024-10-10,13.542567253112793
2024-10-11,13.726569175720215
2024-10-14,13.652969360351562
2024-10-15,14.10377311706543
2024-10-16,14.066973686218262
2024-10-17,14.002572059631348
2024-10-18,14.195775032043457
2024-10-21,13.32176399230957
2024-10-22,13.450565338134766
2024-10-23,13.413764953613281
2024-10-24,13.43216609954834
2024-10-25,12.935359954833984
2024-10-28,12.834157943725586
2024-10-29,12.631754875183105
2024-10-30,12.907759666442871
2024-10-31,12.62255573272705
2024-11-01,12.870957374572754
2024-11-04,13.165362358093262
2024-11-05,13.698969841003418
2024-11-06,13.974971771240234
2024-11-07,13.993371963500977
2024-11-08,13.855371475219727
2024-11-11,13.671367645263672
2024-11-12,13.496566772460938
2024-11-13,13.634568214416504
2024-11-14,13.882970809936523
2024-11-15,13.625368118286133
2024-11-18,13.735769271850586
2024-11-19,14.066973686218262
2024-11-20,13.754169464111328
2024-11-21,13.685169219970703
2024-11-22,13.597766876220703
2024-11-25,13.708168983459473
2024-11-26,13.790968894958496
2024-11-27,13.873771667480469
2024-11-29,14.287775993347168
2024-12-02,13.284963607788086
2024-12-03,13.376964569091797
2024-12-04,13.312564849853516
2024-12-05,13.119362831115723
2024-12-06,12.8985595703125
2024-12-09,12.981359481811523
2024-12-10,12.742157936096191
2024-12-11,12.548954963684082
2024-12-12,12.493753433227539
2024-12-13,12.125749588012695
2024-12-16,12.650155067443848
2024-12-17,12.355752944946289
2024-12-18,12.171749114990234
2024-12-19,12.098148345947266
2024-12-20,12.502954483032227
2024-12-23,12.282151222229004
2024-12-24,13.137761116027832
2024-12-26,13.15616226196289
2024-12-27,13.505766868591309
2024-12-30,13.376964569091797
2024-12-31,13.339070320129395
2025-01-02,13.471702575683594
2025-01-03,13.727494239807129
2025-01-06,13.320122718811035
2025-01-07,13.225384712219238
2025-01-08,12.581168174743652
2025-01-10,12.922224044799805
2025-01-13,12.893802642822266
2025-01-14,12.846434593200684
2025-01-15,13.329595565795898
2025-01-16,12.893802642822266
2025-01-17,13.395913124084473
2025-01-21,12.173796653747559
2025-01-22,10.39272689819336
2025-01-23,10.724308013916016
2025-01-24,11.529580116271973
2025-01-27,11.415894508361816
2025-01-28,11.245366096496582
2025-01-29,11.235892295837402
2025-01-30,11.368525505065918
2025-01-31,11.368525505065918
2025-02-03,11.084312438964844
2025-02-04,11.245366096496582
2025-02-05,11.18852424621582
2025-02-06,11.18852424621582
2025-02-07,11.017995834350586
2025-02-10,10.99904727935791
2025-02-11,10.970626831054688
2025-02-12,10.866415977478027
2025-02-13,10.989575386047363
2025-02-14,10.885363578796387
2025-02-18,10.923257827758789
2025-02-19,11.235892295837402
2025-02-20,11.425369262695312
2025-02-21,11.150629043579102
2025-02-24,11.235892295837402
2025-02-25,11.160102844238281
2025-02-26,11.359051704406738
2025-02-27,11.510631561279297
2025-02-28,11.539053916931152
2025-03-03,11.444314956665039
2025-03-04,11.3306303024292
2025-03-05,11.2832612991333
2025-03-06,10.477991104125977
2025-03-07,10.515886306762695
2025-03-10,10.411674499511719
2025-03-11,10.544307708740234
2025-03-12,10.572728157043457
2025-03-13,10.440096855163574
2025-03-14,10.459043502807617
2025-03-17,10.421148300170898
2025-03-18,10.610624313354492
2025-03-19,10.752730369567871
2025-03-20,10.77167797088623
2025-03-21,10.65799331665039
2025-03-24,10.89483642578125
2025-03-25,10.705362319946289
2025-03-26,10.847467422485352
2025-03-27,10.695887565612793
2025-03-28,10.620097160339355
2025-03-31,10.775845527648926
2025-04-01,10.610363006591797
2025-04-02,10.649299621582031
2025-04-03,10.289132118225098
2025-04-04,9.559061050415039
2025-04-07,9.013941764831543
2025-04-08,8.147590637207031
2025-04-09,8.702444076538086
2025-04-10,7.962639808654785
2025-04-11,7.991842746734619
2025-04-14,8.303339004516602
2025-04-15,8.186528205871582
2025-04-16,8.059982299804688
2025-04-17,8.819256782531738
2025-04-21,9.208627700805664
2025-04-22,9.520123481750488
2025-04-23,9.675871849060059
2025-04-24,9.870558738708496
2025-04-25,9.943565368652344
2025-04-28,10.084712028503418
2025-04-29,10.347537994384766
2025-04-30,10.47408390045166
2025-05-01,10.54222297668457
2025-05-02,10.517888069152832
2025-05-05,10.357272148132324
2025-05-06,9.958166122436523
2025-05-07,9.890027046203613
2025-05-08,10.182055473327637
2025-05-09,10.279397964477539
2025-05-12,10.464348793029785
2025-05-13,10.396209716796875
2025-05-14,10.074978828430176
2025-05-15,10.133383750915527
2025-05-16,10.688237190246582
2025-05-19,10.79531478881836
2025-05-20,10.620097160339355
2025-05-21,10.006837844848633
2025-05-22,10.259929656982422
2025-05-23,10.279397964477539
2025-05-27,10.464348793029785
2025-05-28,10.47408390045166
2025-05-29,10.508153915405273
2025-05-30,10.454614639282227
2025-06-02,10.250194549560547
2025-06-03,10.659034729003906
2025-06-04,10.191789627075195
2025-06-05,10.264796257019043
2025-06-06,10.561692237854004
2025-06-09,10.688237190246582
2025-06-10,10.921860694885254
2025-06-11,10.892657279968262
2025-06-12,10.863454818725586
2025-06-13,10.707706451416016
2025-06-16,10.649299621582031
2025-06-17,10.43514633178711
2025-06-18,10.600629806518555
2025-06-20,10.551958084106445
2025-06-23,10.775845527648926
2025-06-24,10.83425235748291
2025-06-25,10.67850399017334
2025-06-26,10.814783096313477
2025-06-27,10.989999771118164
2025-06-30,10.600000381469727
2025-07-01,10.739999771118164
2025-07-02,11.09000015258789
2025-07-03,11.25
2025-07-07,11.050000190734863
2025-07-08,11.069999694824219
2025-07-09,10.899999618530273
2025-07-10,10.90999984741211
2025-07-11,10.829999923706055
2025-07-14,10.970000267028809
2025-07-15,10.720000267028809
2025-07-16,10.569999694824219
