Date,LOW
2010-01-04,17.375810623168945
2010-01-05,17.195756912231445
2010-01-06,17.240758895874023
2010-01-07,17.735929489135742
2010-01-08,17.69841957092285
2010-01-11,17.548372268676758
2010-01-12,17.503347396850586
2010-01-13,17.42082405090332
2010-01-14,17.398319244384766
2010-01-15,17.42091178894043
2010-01-19,17.405851364135742
2010-01-20,17.172365188598633
2010-01-21,17.240150451660156
2010-01-22,16.80331039428711
2010-01-25,16.66020965576172
2010-01-26,16.539691925048828
2010-01-27,16.66020965576172
2010-01-28,16.554758071899414
2010-01-29,16.306217193603516
2010-02-01,16.56229591369629
2010-02-02,17.006671905517578
2010-02-03,16.65267562866211
2010-02-04,16.268552780151367
2010-02-05,16.26102638244629
2010-02-08,16.389070510864258
2010-02-09,16.44931983947754
2010-02-10,16.419187545776367
2010-02-11,16.697864532470703
2010-02-12,16.69033432006836
2010-02-16,17.12717056274414
2010-02-17,17.36065673828125
2010-02-18,17.43597412109375
2010-02-19,17.42091178894043
2010-02-22,17.37572479248047
2010-02-23,17.17990493774414
2010-02-24,17.805030822753906
2010-02-25,17.940601348876953
2010-02-26,17.857755661010742
2010-03-01,18.061111450195312
2010-03-02,17.842689514160156
2010-03-03,17.78997039794922
2010-03-04,17.918001174926758
2010-03-05,18.11383056640625
2010-03-08,18.038515090942383
2010-03-09,18.083702087402344
2010-03-10,18.294597625732422
2010-03-11,18.520540237426758
2010-03-12,18.791688919067383
2010-03-15,18.859474182128906
2010-03-16,18.86700439453125
2010-03-17,18.949851989746094
2010-03-18,18.754026412963867
2010-03-19,18.66364288330078
2010-03-22,18.761554718017578
2010-03-23,18.701311111450195
2010-03-24,18.362380981445312
2010-03-25,18.33224868774414
2010-03-26,18.43769645690918
2010-03-29,18.30965232849121
2010-03-30,18.33224868774414
2010-03-31,18.25693130493164
2010-04-01,18.482885360717773
2010-04-05,18.731433868408203
2010-04-06,18.81427574157715
2010-04-07,19.017637252807617
2010-04-08,19.273719787597656
2010-04-09,19.303844451904297
2010-04-12,19.2812557220459
2010-04-13,19.74822235107422
2010-04-14,20.026891708374023
2010-04-15,20.07961654663086
2010-04-16,19.80093765258789
2010-04-19,19.989883422851562
2010-04-20,20.118366241455078
2010-04-21,20.148595809936523
2010-04-22,20.806102752685547
2010-04-23,21.327579498291016
2010-04-26,21.282230377197266
2010-04-27,20.40555191040039
2010-04-28,20.428220748901367
2010-04-29,20.70785140991211
2010-04-30,20.496240615844727
2010-05-03,20.96480941772461
2010-05-04,20.382877349853516
2010-05-05,20.141033172607422
2010-05-06,19.287023544311523
2010-05-07,19.128305435180664
2010-05-10,20.17881965637207
2010-05-11,20.481124877929688
2010-05-12,20.450891494750977
2010-05-13,19.83873176574707
2010-05-14,19.702693939208984
2010-05-17,19.090518951416016
2010-05-18,18.667295455932617
2010-05-19,18.757984161376953
2010-05-20,17.911540985107422
2010-05-21,18.289424896240234
2010-05-24,18.274307250976562
2010-05-25,18.4556827545166
2010-05-26,18.395227432250977
2010-05-27,18.984712600708008
2010-05-28,18.705081939697266
2010-06-01,18.357437133789062
2010-06-02,18.463241577148438
2010-06-03,18.470806121826172
2010-06-04,17.775495529174805
2010-06-07,17.677255630493164
2010-06-08,17.662134170532227
2010-06-09,17.594120025634766
2010-06-10,18.01734733581543
2010-06-11,17.745269775390625
2010-06-14,17.722599029541016
2010-06-15,18.08536148071289
2010-06-16,17.533660888671875
2010-06-17,17.14065933227539
2010-06-18,17.095314025878906
2010-06-21,17.012176513671875
2010-06-22,16.44536018371582
2010-06-23,16.513376235961914
2010-06-24,16.0523681640625
2010-06-25,16.12038230895996
2010-06-28,16.044809341430664
2010-06-29,15.568679809570312
2010-06-30,15.432637214660645
2010-07-01,15.42508602142334
2010-07-02,15.319278717041016
2010-07-06,15.084988594055176
2010-07-07,15.409967422485352
2010-07-08,15.28904914855957
2010-07-09,15.440194129943848
2010-07-12,15.387296676635742
2010-07-13,15.991902351379395
2010-07-14,15.772736549377441
2010-07-15,15.780292510986328
2010-07-16,15.145451545715332
2010-07-19,15.145453453063965
2010-07-20,15.449426651000977
2010-07-21,15.183452606201172
2010-07-22,15.829390525817871
2010-07-23,16.04216766357422
2010-07-26,16.566526412963867
2010-07-27,16.072572708129883
2010-07-28,15.730602264404297
2010-07-29,15.563411712646484
2010-07-30,15.76099967956543
2010-08-02,16.2093563079834
2010-08-03,15.76099967956543
2010-08-04,15.814196586608887
2010-08-05,15.76099967956543
2010-08-06,15.411426544189453
2010-08-09,15.434222221374512
2010-08-10,15.137855529785156
2010-08-11,15.0542631149292
2010-08-12,15.001063346862793
2010-08-13,14.887073516845703
2010-08-16,14.970673561096191
2010-08-17,15.19105052947998
2010-08-18,15.798995018005371
2010-08-19,15.502622604370117
2010-08-20,15.685005187988281
2010-08-23,15.373435974121094
2010-08-24,15.365833282470703
2010-08-25,15.738204956054688
2010-08-26,15.692594528198242
2010-08-27,16.034578323364258
2010-08-30,15.548212051391602
2010-08-31,15.411426544189453
2010-09-01,16.140966415405273
2010-09-02,16.67292022705078
2010-09-03,16.688112258911133
2010-09-07,16.361345291137695
2010-09-08,16.36894416809082
2010-09-09,16.39173698425293
