Date,KRNY
2010-01-04,4.9165215492248535
2010-01-05,4.906744956970215
2010-01-06,4.921405792236328
2010-01-07,4.936068534851074
2010-01-08,4.936068534851074
2010-01-11,4.833437442779541
2010-01-12,4.79434061050415
2010-01-13,4.857874393463135
2010-01-14,4.833437442779541
2010-01-15,4.789453029632568
2010-01-19,4.887197017669678
2010-01-20,4.833437442779541
2010-01-21,4.721033096313477
2010-01-22,4.706370830535889
2010-01-25,4.750355243682861
2010-01-26,4.696595191955566
2010-01-27,4.809001922607422
2010-01-28,4.716146469116211
2010-01-29,4.740580081939697
2010-02-01,4.721033096313477
2010-02-02,4.681935787200928
2010-02-03,4.677048683166504
2010-02-04,4.642837047576904
2010-02-05,4.716146469116211
2010-02-08,4.667273998260498
2010-02-09,4.686821460723877
2010-02-10,4.657499313354492
2010-02-11,4.721033096313477
2010-02-12,4.647724628448486
2010-02-16,4.740580081939697
2010-02-17,4.7845659255981445
2010-02-18,4.857874393463135
2010-02-19,4.833437442779541
2010-02-22,4.887197017669678
2010-02-23,4.911631107330322
2010-02-24,4.9165215492248535
2010-02-25,4.892083168029785
2010-02-26,4.901857376098633
2010-03-01,4.926292896270752
2010-03-02,5.014264106750488
2010-03-03,4.936068534851074
2010-03-04,4.9849419593811035
2010-03-05,4.965390682220459
2010-03-08,4.965390682220459
2010-03-09,4.975167274475098
2010-03-10,4.994715690612793
2010-03-11,5.009376525878906
2010-03-12,4.989828109741211
2010-03-15,4.9849419593811035
2010-03-16,5.0582499504089355
2010-03-17,5.097346782684326
2010-03-18,5.068023681640625
2010-03-19,5.107120037078857
2010-03-22,5.1217827796936035
2010-03-23,5.1608805656433105
2010-03-24,5.053362846374512
2010-03-25,5.048473358154297
2010-03-26,5.068023681640625
2010-03-29,5.11689567565918
2010-03-30,5.161091327667236
2010-03-31,5.121805667877197
2010-04-01,5.121805667877197
2010-04-05,5.244571208953857
2010-04-06,5.264214038848877
2010-04-07,5.259303569793701
2010-04-08,5.2789483070373535
2010-04-09,5.200376033782959
2010-04-12,5.141448020935059
2010-04-13,5.136539459228516
2010-04-14,5.288766384124756
2010-04-15,5.259303569793701
2010-04-16,5.180732727050781
2010-04-19,5.09725284576416
2010-04-20,5.136539459228516
2010-04-21,5.146359443664551
2010-04-22,5.200376033782959
2010-04-23,5.244571208953857
2010-04-26,5.1070733070373535
2010-04-27,4.93519926071167
2010-04-28,4.96957540512085
2010-04-29,5.161091327667236
2010-04-30,5.023592948913574
2010-05-03,5.03832483291626
2010-05-04,5.057966709136963
2010-05-05,5.013770580291748
2010-05-06,4.915557861328125
2010-05-07,4.900826454162598
2010-05-10,5.082520961761475
2010-05-11,5.141448020935059
2010-05-12,5.1021623611450195
2010-05-13,4.994129180908203
2010-05-14,4.96957540512085
2010-05-17,4.925379276275635
2010-05-18,4.8320770263671875
2010-05-19,4.817345142364502
2010-05-20,4.69949197769165
2010-05-21,4.714221477508545
2010-05-24,4.586544513702393
2010-05-25,4.591456413269043
2010-05-26,4.375386714935303
2010-05-27,4.375386714935303
2010-05-28,4.316460609436035
2010-06-01,4.208425045013428
2010-06-02,4.2673540115356445
2010-06-03,4.350833892822266
2010-06-04,4.134765148162842
2010-06-07,4.178961753845215
2010-06-08,4.365564823150635
2010-06-09,4.370477676391602
2010-06-10,4.453957557678223
2010-06-11,4.512885570526123
2010-06-14,4.45886754989624
2010-06-15,4.630741119384766
2010-06-16,4.60127592086792
2010-06-17,4.670026779174805
2010-06-18,4.665114879608154
2010-06-21,4.620921611785889
2010-06-22,4.547260284423828
2010-06-23,4.542348861694336
2010-06-24,4.498151779174805
2010-06-25,4.60127592086792
2010-06-28,4.561992168426514
2010-06-29,4.537438869476318
2010-06-30,4.522625923156738
2010-07-01,4.502877712249756
2010-07-02,4.409067153930664
2010-07-06,4.369567394256592
2010-07-07,4.468316078186035
2010-07-08,4.493002414703369
2010-07-09,4.552250385284424
2010-07-12,4.483127117156982
2010-07-13,4.443627834320068
2010-07-14,4.478189468383789
2010-07-15,4.458441257476807
2010-07-16,4.330069065093994
2010-07-19,4.344881534576416
2010-07-20,4.4535040855407715
2010-07-21,4.330069065093994
2010-07-22,4.443627834320068
2010-07-23,4.512752056121826
2010-07-26,4.517688274383545
2010-07-27,4.512752056121826
2010-07-28,4.488064765930176
2010-07-29,4.527563571929932
2010-07-30,4.636185169219971
2010-08-02,4.601624488830566
2010-08-03,4.507813930511475
2010-08-04,4.601624488830566
2010-08-05,4.532501220703125
2010-08-06,4.542375564575195
2010-08-09,4.56706428527832
2010-08-10,4.497938632965088
2010-08-11,4.349819183349609
2010-08-12,4.369567394256592
2010-08-13,4.330069065093994
2010-08-16,4.473252773284912
2010-08-17,4.497938632965088
2010-08-18,4.478189468383789
2010-08-19,4.335006237030029
2010-08-20,4.3794426918029785
2010-08-23,4.295507907867432
2010-08-24,4.320192337036133
2010-08-25,4.389317035675049
2010-08-26,4.256009101867676
2010-08-27,4.3942551612854
2010-08-30,4.275757789611816
2010-08-31,4.280694484710693
2010-09-01,4.443627834320068
2010-09-02,4.414004802703857
2010-09-03,4.473252773284912
2010-09-07,4.320192337036133
2010-09-08,4.369567394256592
2010-09-09,4.354755878448486
2010-09-10,4.389317035675049
2010-09-13,4.4535040855407715
2010-09-14,4.3942551612854
2010-09-15,4.414004802703857
2010-09-16,4.330069065093994
2010-09-17,4.354755878448486
2010-09-20,4.488064765930176
2010-09-21,4.369567394256592
2010-09-22,4.315256595611572
2010-09-23,4.2461347579956055
2010-09-24,4.409067153930664
2010-09-27,4.349819183349609
2010-09-28,4.404128551483154
2010-09-29,4.453780174255371
2010-09-30,4.384269714355469
2010-10-01,4.419025897979736
2010-10-04,4.354477405548096
2010-10-05,4.468675136566162
2010-10-06,4.4736409187316895
2010-10-07,4.384269714355469
2010-10-08,4.354477405548096
2010-10-11,4.344544887542725
2010-10-12,4.364408493041992
2010-10-13,4.399163722991943
2010-10-14,4.3793044090271
2010-10-15,4.364408493041992
2010-10-18,4.414059162139893
2010-10-19,4.33958101272583
2010-10-20,4.354477405548096
2010-10-21,4.30979061126709
2010-10-22,4.394198417663574
2010-10-25,4.359442710876465
2010-10-26,4.33958101272583
2010-10-27,4.314755916595459
2010-10-28,4.265104293823242
2010-10-29,4.3346171379089355
2010-11-01,4.294894695281982
2010-11-02,4.399163722991943
2010-11-03,4.374338150024414
2010-11-04,4.463711261749268
2010-11-05,4.438886642456055
2010-11-08,4.428954601287842
2010-11-09,4.3793044090271
2010-11-10,4.409093379974365
2010-11-11,4.329651355743408
2010-11-12,4.279999732971191
2010-11-15,4.304824352264404
2010-11-16,4.2700700759887695
2010-11-17,4.2700700759887695
2010-11-18,4.265104293823242
2010-11-19,4.324687480926514
2010-11-22,4.344544887542725
2010-11-23,4.329651355743408
2010-11-24,4.349512577056885
2010-11-26,4.304824352264404
2010-11-29,4.324687480926514
2010-11-30,4.265104293823242
2010-12-01,4.245242118835449
2010-12-02,4.2700700759887695
2010-12-03,4.260140419006348
2010-12-06,4.260140419006348
2010-12-07,4.2899298667907715
2010-12-08,4.374338150024414
2010-12-09,4.349512577056885
2010-12-10,4.299859046936035
