Date,COHU
2010-01-04,12.009974479675293
2010-01-05,11.514716148376465
2010-01-06,11.093745231628418
2010-01-07,11.26708698272705
2010-01-08,11.316614151000977
2010-01-11,11.151528358459473
2010-01-12,10.796595573425293
2010-01-13,11.126765251159668
2010-01-14,11.39915657043457
2010-01-15,11.019458770751953
2010-01-19,11.044225692749023
2010-01-20,10.87088394165039
2010-01-21,10.639762878417969
2010-01-22,10.515949249267578
2010-01-25,10.301337242126465
2010-01-26,10.235302925109863
2010-01-27,10.573726654052734
2010-01-28,10.24355697631836
2010-01-29,10.689289093017578
2010-02-01,11.135019302368164
2010-02-02,10.854371070861816
2010-02-03,10.49944019317627
2010-02-04,10.020694732666016
2010-02-05,10.185778617858887
2010-02-08,9.913386344909668
2010-02-09,10.028948783874512
2010-02-10,10.218795776367188
2010-02-11,10.565472602844238
2010-02-12,10.524203300476074
2010-02-16,10.738811492919922
2010-02-17,10.862627029418945
2010-02-18,11.168033599853516
2010-02-19,11.217561721801758
2010-02-22,11.201054573059082
2010-02-23,10.738811492919922
2010-02-24,11.085494041442871
2010-02-25,11.316614151000977
2010-02-26,11.05247688293457
2010-03-01,11.53947639465332
2010-03-02,11.927427291870117
2010-03-03,11.737584114074707
2010-03-04,11.795360565185547
2010-03-05,12.04403305053711
2010-03-08,11.77049446105957
2010-03-09,11.629579544067383
2010-03-10,11.811938285827637
2010-03-11,11.894829750061035
2010-03-12,11.596421241760254
2010-03-15,11.43893051147461
2010-03-16,11.372618675231934
2010-03-17,11.422350883483887
2010-03-18,11.463797569274902
2010-03-19,11.19025993347168
2010-03-22,11.430642127990723
2010-03-23,11.55497932434082
2010-03-24,11.206835746765137
2010-03-25,11.248282432556152
2010-03-26,11.107366561889648
2010-03-29,11.21512508392334
2010-03-30,11.372618675231934
2010-03-31,11.414061546325684
2010-04-01,11.530111312866211
2010-04-05,11.82851791381836
2010-04-06,11.878251075744629
2010-04-07,11.919693946838379
2010-04-08,12.226393699645996
2010-04-09,12.18494701385498
2010-04-12,12.325860023498535
2010-04-13,12.748604774475098
2010-04-14,13.428308486938477
2010-04-15,13.370285987854004
2010-04-16,13.221083641052246
2010-04-19,13.328842163085938
2010-04-20,13.403443336486816
2010-04-21,13.743295669555664
2010-04-22,13.59409236907959
2010-04-23,13.28740119934082
2010-04-26,14.074857711791992
2010-04-27,13.884210586547852
2010-04-28,13.884210586547852
2010-04-29,14.116304397583008
2010-04-30,13.378569602966309
2010-05-03,14.041701316833496
2010-05-04,13.652112007141113
2010-05-05,13.345418930053711
2010-05-06,13.196215629577637
2010-05-07,12.367307662963867
2010-05-10,13.262527465820312
2010-05-11,13.171350479125977
2010-05-12,13.652112007141113
2010-05-13,13.378569602966309
2010-05-14,13.179635047912598
2010-05-17,12.980697631835938
2010-05-18,12.466777801513672
2010-05-19,11.927984237670898
2010-05-20,11.563267707824707
2010-05-21,11.886539459228516
2010-05-24,11.720760345458984
2010-05-25,11.579846382141113
2010-05-26,11.322884559631348
2010-05-27,11.927984237670898
2010-05-28,11.613000869750977
2010-06-01,11.322884559631348
