Date,AROC
2010-01-04,12.483729362487793
2010-01-05,12.511336326599121
2010-01-06,12.875744819641113
2010-01-07,12.85918140411377
2010-01-08,13.151815414428711
2010-01-11,12.798445701599121
2010-01-12,12.467164039611816
2010-01-13,12.35673999786377
2010-01-14,11.854300498962402
2010-01-15,11.782522201538086
2010-01-19,11.876386642456055
2010-01-20,11.495409965515137
2010-01-21,11.04266357421875
2010-01-22,11.208304405212402
2010-01-25,11.65001106262207
2010-01-26,11.826692581176758
2010-01-27,11.688660621643066
2010-01-28,11.605838775634766
2010-01-29,11.19726276397705
2010-02-01,11.379467964172363
2010-02-02,11.318730354309082
2010-02-03,11.070271492004395
2010-02-04,10.821810722351074
2010-02-05,10.91015338897705
2010-02-08,10.761076927185059
2010-02-09,11.092357635498047
2010-02-10,11.213823318481445
2010-02-11,11.534061431884766
2010-02-12,11.638967514038086
2010-02-16,11.810125350952148
2010-02-17,12.053065299987793
2010-02-18,12.030980110168457
2010-02-19,12.058588981628418
2010-02-22,11.997855186462402
2010-02-23,11.942638397216797
2010-02-24,12.10827922821045
2010-02-25,12.726669311523438
2010-02-26,12.561031341552734
2010-03-01,13.00273609161377
2010-03-02,13.300890922546387
2010-03-03,13.73707103729248
2010-03-04,13.422358512878418
2010-03-05,13.389229774475098
2010-03-08,13.731550216674805
2010-03-09,13.913753509521484
2010-03-10,14.305767059326172
2010-03-11,14.372026443481445
2010-03-12,14.316814422607422
2010-03-15,14.438281059265137
2010-03-16,14.355464935302734
2010-03-17,14.438281059265137
2010-03-18,14.18429946899414
2010-03-19,13.880627632141113
2010-03-22,13.875106811523438
2010-03-23,13.841978073120117
2010-03-24,13.85854434967041
2010-03-25,13.195984840393066
2010-03-26,13.173896789550781
2010-03-29,13.422358512878418
2010-03-30,13.405794143676758
2010-03-31,13.34505558013916
2010-04-01,13.786765098571777
2010-04-05,14.107002258300781
2010-04-06,14.267123222351074
2010-04-07,14.145651817321777
2010-04-08,14.27816390991211
2010-04-09,14.642566680908203
2010-04-12,15.45973014831543
2010-04-13,15.432124137878418
2010-04-14,15.724756240844727
2010-04-15,15.675063133239746
2010-04-16,15.216790199279785
2010-04-19,15.051153182983398
2010-04-20,15.785490989685059
2010-04-21,16.14989471435547
2010-04-22,16.49222183227539
2010-04-23,16.591602325439453
2010-04-26,16.298973083496094
2010-04-27,15.97321605682373
2010-04-28,16.083633422851562
2010-04-29,16.17749786376953
2010-04-30,16.09467887878418
2010-05-03,16.387313842773438
2010-05-04,15.813093185424805
2010-05-05,15.398996353149414
2010-05-06,14.421717643737793
2010-05-07,13.748115539550781
2010-05-10,14.460371971130371
2010-05-11,14.675698280334473
2010-05-12,14.9186429977417
2010-05-13,14.891031265258789
2010-05-14,14.581835746765137
2010-05-17,14.322336196899414
2010-05-18,14.283687591552734
2010-05-19,14.267123222351074
2010-05-20,13.494132995605469
2010-05-21,13.648728370666504
2010-05-24,13.449963569641113
2010-05-25,13.245675086975098
2010-05-26,13.157334327697754
2010-05-27,14.123565673828125
2010-05-28,14.079397201538086
2010-06-01,13.284323692321777
2010-06-02,13.869589805603027
2010-06-03,14.283687591552734
2010-06-04,13.902715682983398
2010-06-07,13.488617897033691
2010-06-08,13.444441795349121
2010-06-09,13.251197814941406
2010-06-10,14.129087448120117
2010-06-11,14.36650562286377
2010-06-14,14.543192863464355
2010-06-15,14.9186429977417
2010-06-16,15.078757286071777
2010-06-17,15.111886978149414
2010-06-18,15.360344886779785
2010-06-21,15.321697235107422
2010-06-22,14.929680824279785
2010-06-23,14.758520126342773
2010-06-24,14.33890151977539
2010-06-25,14.708823204040527
2010-06-28,14.675698280334473
2010-06-29,14.322336196899414
2010-06-30,14.250555038452148
2010-07-01,14.305767059326172
2010-07-02,13.957928657531738
2010-07-06,13.72602653503418
2010-07-07,14.316814422607422
2010-07-08,14.675698280334473
2010-07-09,14.570793151855469
2010-07-12,14.344415664672852
2010-07-13,14.289210319519043
2010-07-14,14.27816390991211
2010-07-15,13.991056442260742
2010-07-16,13.643209457397461
2010-07-19,13.698424339294434
2010-07-20,14.355464935302734
2010-07-21,14.123565673828125
2010-07-22,14.372026443481445
2010-07-23,14.526626586914062
2010-07-26,14.60944652557373
2010-07-27,14.59840202331543
2010-07-28,14.349939346313477
2010-07-29,14.631529808044434
2010-07-30,14.725387573242188
2010-08-02,15.238872528076172
2010-08-03,15.238872528076172
2010-08-04,15.327214241027832
2010-08-05,14.33890151977539
2010-08-06,13.455487251281738
2010-08-09,13.284323692321777
2010-08-10,13.00273609161377
2010-08-11,12.47821044921875
2010-08-12,12.461648941040039
2010-08-13,12.207664489746094
2010-08-16,12.058588981628418
2010-08-17,12.715627670288086
2010-08-18,12.434041023254395
2010-08-19,12.030980110168457
2010-08-20,11.782522201538086
2010-08-23,11.765958786010742
2010-08-24,11.357378005981445
2010-08-25,11.451244354248047
2010-08-26,11.638967514038086
2010-08-27,12.146929740905762
2010-08-30,12.229750633239746
2010-08-31,12.218705177307129
2010-09-01,12.671456336975098
2010-09-02,12.660415649414062
2010-09-03,12.986175537109375
2010-09-07,12.809487342834473
2010-09-08,12.881270408630371
2010-09-09,12.737715721130371
2010-09-10,12.549989700317383
2010-09-13,12.908868789672852
2010-09-14,12.964085578918457
2010-09-15,12.892306327819824
2010-09-16,12.555510520935059
2010-09-17,12.273921966552734
2010-09-20,12.494775772094727
2010-09-21,12.35673999786377
2010-09-22,12.40643310546875
2010-09-23,12.124845504760742
2010-09-24,12.439558029174805
2010-09-27,11.953682899475098
2010-09-28,12.06411361694336
2010-09-29,12.422996520996094
2010-09-30,12.538945198059082
2010-10-01,12.75979232788086
2010-10-04,12.572073936462402
2010-10-05,13.234633445739746
2010-10-06,13.416836738586426
2010-10-07,13.2677583694458
2010-10-08,13.356098175048828
2010-10-11,13.571433067321777
2010-10-12,13.560389518737793
2010-10-13,13.880627632141113
2010-10-14,13.836458206176758
