Date,UVSP
2010-01-04,9.841114044189453
2010-01-05,9.347672462463379
2010-01-06,9.303318977355957
2010-01-07,9.491823196411133
2010-01-08,9.519548416137695
2010-01-11,9.33658218383789
2010-01-12,9.353215217590332
2010-01-13,9.508454322814941
2010-01-14,9.713592529296875
2010-01-15,9.730228424072266
2010-01-19,9.968632698059082
2010-01-20,9.863289833068848
2010-01-21,9.735771179199219
2010-01-22,9.730228424072266
2010-01-25,9.8688325881958
2010-01-26,9.741314888000488
2010-01-27,9.913189888000488
2010-01-28,9.708052635192871
2010-01-29,9.746859550476074
2010-02-01,9.741314888000488
2010-02-02,9.702510833740234
2010-02-03,9.702510833740234
2010-02-04,9.231242179870605
2010-02-05,9.392026901245117
2010-02-08,9.286684036254883
2010-02-09,9.519548416137695
2010-02-10,9.270052909851074
2010-02-11,9.58052921295166
2010-02-12,9.785672187805176
2010-02-16,9.902104377746582
2010-02-17,9.87437915802002
2010-02-18,9.824478149414062
2010-02-19,9.9741792678833
2010-02-22,9.95754337310791
2010-02-23,10.007440567016602
2010-02-24,10.179313659667969
2010-02-25,9.891016006469727
2010-02-26,9.630433082580566
2010-03-01,10.262480735778809
2010-03-02,10.572957038879395
2010-03-03,10.456528663635254
2010-03-04,10.53969669342041
2010-03-05,10.855718612670898
2010-03-08,10.715680122375488
2010-03-09,10.65966510772705
2010-03-10,10.743688583374023
2010-03-11,10.87252426147461
2010-03-12,10.9845552444458
2010-03-15,10.900532722473145
2010-03-16,10.816507339477539
2010-03-17,11.023758888244629
2010-03-18,10.65966510772705
2010-03-19,10.97895336151123
2010-03-22,11.146994590759277
2010-03-23,11.012561798095703
2010-03-24,10.76049518585205
2010-03-25,10.547636985778809
2010-03-26,10.558837890625
2010-03-29,10.642865180969238
2010-03-30,10.788500785827637
2010-03-31,10.46921443939209
2010-04-01,10.284364700317383
2010-04-05,11.029365539550781
2010-04-06,11.051774024963379
2010-04-07,11.074175834655762
2010-04-08,11.040566444396973
2010-04-09,10.816507339477539
2010-04-12,10.542036056518555
2010-04-13,10.682071685791016
2010-04-14,11.124593734741211
2010-04-15,11.124593734741211
2010-04-16,11.236621856689453
2010-04-19,11.029365539550781
2010-04-20,11.30384349822998
2010-04-21,11.32624626159668
2010-04-22,11.45508098602295
2010-04-23,12.065641403198242
2010-04-26,11.746356964111328
2010-04-27,11.393464088439941
2010-04-28,11.180603981018066
2010-04-29,11.550305366516113
2010-04-30,10.962146759033203
2010-05-03,11.253424644470215
2010-05-04,10.9845552444458
2010-05-05,10.939739227294922
2010-05-06,10.502824783325195
2010-05-07,10.261958122253418
2010-05-10,11.191808700561523
2010-05-11,11.068575859069824
2010-05-12,11.219816207885742
2010-05-13,11.197412490844727
2010-05-14,10.96774673461914
2010-05-17,11.203008651733398
2010-05-18,10.794097900390625
2010-05-19,10.732489585876465
2010-05-20,10.261958122253418
2010-05-21,10.301170349121094
2010-05-24,9.948274612426758
2010-05-25,10.026694297790527
2010-05-26,10.183536529541016
2010-05-27,11.040566444396973
2010-05-28,10.788500785827637
2010-06-01,10.273165702819824
2010-06-02,10.844518661499023
2010-06-03,10.945343971252441
2010-06-04,10.026694297790527
2010-06-07,9.813838005065918
2010-06-08,10.119816780090332
2010-06-09,9.876168251037598
2010-06-10,10.012158393859863
2010-06-11,10.170812606811523
2010-06-14,10.482451438903809
2010-06-15,10.845086097717285
2010-06-16,10.805418968200684
2010-06-17,10.777092933654785
2010-06-18,10.680764198303223
2010-06-21,10.329461097717285
2010-06-22,10.148143768310547
2010-06-23,10.102815628051758
2010-06-24,10.012158393859863
2010-06-25,10.635437965393066
2010-06-28,10.73742961883545
2010-06-29,10.023489952087402
2010-06-30,9.813841819763184
2010-07-01,9.723182678222656
2010-07-02,9.711848258972168
2010-07-06,9.643857955932617
2010-07-07,10.131145477294922
2010-07-08,10.170812606811523
2010-07-09,10.21047306060791
2010-07-12,10.029154777526855
2010-07-13,10.284134864807129
2010-07-14,10.148143768310547
2010-07-15,9.706181526184082
2010-07-16,9.332210540771484
2010-07-19,9.298216819763184
2010-07-20,9.394540786743164
2010-07-21,8.9525785446167
2010-07-22,9.167896270751953
2010-07-23,9.604187965393066
2010-07-26,9.904499053955078
2010-07-27,9.774176597595215
2010-07-28,9.626856803894043
2010-07-29,9.757179260253906
2010-07-30,9.81950569152832
2010-08-02,9.966828346252441
2010-08-03,9.98382568359375
2010-08-04,9.859169006347656
2010-08-05,9.66085147857666
2010-08-06,9.604187965393066
2010-08-09,9.609857559204102
2010-08-10,9.485203742980957
2010-08-11,9.213224411010742
2010-08-12,9.2642183303833
2010-08-13,9.173561096191406
2010-08-16,9.286885261535645
2010-08-17,9.723182678222656
2010-08-18,9.796841621398926
2010-08-19,9.235885620117188
2010-08-20,9.47386360168457
2010-08-23,8.958245277404785
2010-08-24,8.958245277404785
2010-08-25,9.247218132019043
2010-08-26,9.043234825134277
2010-08-27,9.50786304473877
2010-08-30,9.099900245666504
2010-08-31,9.065900802612305
2010-09-01,9.51919937133789
2010-09-02,9.485203742980957
2010-09-03,9.779838562011719
2010-09-07,9.665188789367676
2010-09-08,9.665188789367676
2010-09-09,9.762649536132812
2010-09-10,9.779839515686035
2010-09-13,10.066471099853516
2010-09-14,9.991950988769531
2010-09-15,10.060738563537598
2010-09-16,9.871564865112305
2010-09-17,10.020610809326172
2010-09-20,10.3703031539917
2010-09-21,9.980484962463379
2010-09-22,9.756916046142578
2010-09-23,9.636523246765137
2010-09-24,10.17539119720459
2010-09-27,10.009146690368652
2010-09-28,10.020610809326172
2010-09-29,9.980484962463379
2010-09-30,10.009146690368652
2010-10-01,10.060738563537598
2010-10-04,10.060738563537598
2010-10-05,10.490681648254395
2010-10-06,10.467756271362305
2010-10-07,10.450560569763184
2010-10-08,10.765852928161621
2010-10-11,10.691329956054688
2010-10-12,10.714261054992676
2010-10-13,10.823177337646484
