Date,JKHY
2010-01-04,19.47359848022461
2010-01-05,19.1633243560791
2010-01-06,19.13066291809082
2010-01-07,19.114328384399414
2010-01-08,18.942867279052734
2010-01-11,18.795902252197266
2010-01-12,18.714244842529297
2010-01-13,18.983694076538086
2010-01-14,19.13066291809082
2010-01-15,18.942867279052734
2010-01-19,19.204139709472656
2010-01-20,18.918373107910156
2010-01-21,18.689748764038086
2010-01-22,18.32232093811035
2010-01-25,18.273340225219727
2010-01-26,18.101863861083984
2010-01-27,18.17535400390625
2010-01-28,17.84058380126953
2010-01-29,17.930402755737305
2010-02-01,18.37131118774414
2010-02-02,18.583606719970703
2010-02-03,18.461122512817383
2010-02-04,18.003883361816406
2010-02-05,17.758934020996094
2010-02-08,17.505817413330078
2010-02-09,17.538476943969727
2010-02-10,17.399677276611328
2010-02-11,17.6282901763916
2010-02-12,17.620134353637695
2010-02-16,18.11819839477539
2010-02-17,18.387645721435547
2010-02-18,18.542774200439453
2010-02-19,18.510128021240234
2010-02-22,18.53061866760254
2010-02-23,18.407625198364258
2010-02-24,18.58802604675293
2010-02-25,18.514217376708984
2010-02-26,18.514217376708984
2010-03-01,18.891387939453125
2010-03-02,19.022581100463867
2010-03-03,18.965179443359375
2010-03-04,19.202970504760742
2010-03-05,19.43255043029785
2010-03-08,19.342365264892578
2010-03-09,19.309547424316406
2010-03-10,19.325958251953125
2010-03-11,19.407955169677734
2010-03-12,19.53914451599121
2010-03-15,19.63753318786621
2010-03-16,20.129505157470703
2010-03-17,20.301685333251953
2010-03-18,20.15410041809082
2010-03-19,20.080299377441406
2010-03-22,20.268882751464844
2010-03-23,20.334474563598633
2010-03-24,19.924509048461914
2010-03-25,19.875324249267578
2010-03-26,19.82611656188965
2010-03-29,19.91632080078125
2010-03-30,19.850723266601562
2010-03-31,19.727720260620117
2010-04-01,19.965503692626953
2010-04-05,20.28529167175293
2010-04-06,20.28529167175293
2010-04-07,20.113100051879883
2010-04-08,20.0885066986084
2010-04-09,20.260692596435547
2010-04-12,20.21149253845215
2010-04-13,20.15410041809082
2010-04-14,20.334474563598633
2010-04-15,20.506675720214844
2010-04-16,20.457473754882812
2010-04-19,20.268882751464844
2010-04-20,20.605066299438477
2010-04-21,20.6706600189209
2010-04-22,20.752647399902344
2010-04-23,20.892044067382812
2010-04-26,20.98223876953125
2010-04-27,20.908437728881836
2010-04-28,20.998626708984375
2010-04-29,21.14621925354004
2010-04-30,20.924833297729492
2010-05-03,21.34300422668457
2010-05-04,20.87565040588379
2010-05-05,20.752647399902344
2010-05-06,20.916643142700195
2010-05-07,20.055707931518555
2010-05-10,20.629663467407227
2010-05-11,20.49846649169922
2010-05-12,20.924833297729492
2010-05-13,20.821962356567383
2010-05-14,20.632665634155273
2010-05-17,20.64913558959961
2010-05-18,20.3610897064209
2010-05-19,20.303470611572266
2010-05-20,19.299413681030273
2010-05-21,19.43932342529297
2010-05-24,19.175962448120117
2010-05-25,19.15949821472168
2010-05-26,19.389936447143555
2010-05-27,19.941360473632812
2010-05-28,19.784982681274414
2010-06-01,19.381710052490234
2010-06-02,19.859052658081055
2010-06-03,19.974273681640625
2010-06-04,19.192419052124023
2010-06-07,18.879674911499023
2010-06-08,18.937286376953125
2010-06-09,18.978443145751953
2010-06-10,19.513389587402344
2010-06-11,19.801435470581055
2010-06-14,20.015422821044922
2010-06-15,20.550373077392578
2010-06-16,20.55860710144043
2010-06-17,20.71497344970703
2010-06-18,20.805509567260742
2010-06-21,20.402231216430664
2010-06-22,20.295242309570312
2010-06-23,20.18001937866211
2010-06-24,20.064802169799805
2010-06-25,20.352853775024414
2010-06-28,20.665597915649414
2010-06-29,19.957807540893555
2010-06-30,19.65329360961914
2010-07-01,19.39817237854004
2010-07-02,19.373476028442383
2010-07-06,19.324100494384766
2010-07-07,19.88374137878418
2010-07-08,20.04011344909668
2010-07-09,20.081262588500977
2010-07-12,20.18001937866211
2010-07-13,20.62443733215332
2010-07-14,20.58329963684082
2010-07-15,20.46807289123535
2010-07-16,19.776750564575195
2010-07-19,19.98250389099121
2010-07-20,20.41868782043457
2010-07-21,20.1059513092041
2010-07-22,20.805509567260742
2010-07-23,21.159393310546875
2010-07-26,21.43921661376953
2010-07-27,21.315771102905273
2010-07-28,20.871339797973633
2010-07-29,20.896039962768555
2010-07-30,20.90427589416504
2010-08-02,21.118244171142578
2010-08-03,21.16762351989746
2010-08-04,21.389835357666016
2010-08-05,21.175857543945312
2010-08-06,21.1429386138916
2010-08-09,21.258159637451172
2010-08-10,20.920726776123047
2010-08-11,20.26232147216797
2010-08-12,19.941360473632812
2010-08-13,19.90020179748535
2010-08-16,19.817895889282227
2010-08-17,20.138864517211914
2010-08-18,20.270551681518555
2010-08-19,19.8343563079834
2010-08-20,19.793209075927734
2010-08-23,19.65329360961914
2010-08-24,19.47224235534668
2010-08-25,19.743831634521484
2010-08-26,19.587459564208984
2010-08-27,20.05657196044922
2010-08-30,19.570999145507812
2010-08-31,19.36524772644043
2010-09-01,20.015422821044922
2010-09-02,20.011289596557617
2010-09-03,20.35830307006836
2010-09-07,19.969980239868164
2010-09-08,20.110435485839844
2010-09-09,20.135221481323242
2010-09-10,20.226106643676758
2010-09-13,20.812734603881836
2010-09-14,20.705318450927734
2010-09-15,20.90361976623535
2010-09-16,20.961450576782227
2010-09-17,21.068862915039062
2010-09-20,21.52328872680664
2010-09-21,21.382827758789062
2010-09-22,21.18453598022461
2010-09-23,20.90361976623535
2010-09-24,21.366304397583008
2010-09-27,20.92841339111328
2010-09-28,21.060606002807617
2010-09-29,20.9945068359375
2010-09-30,21.068862915039062
2010-10-01,21.20106315612793
2010-10-04,21.093652725219727
2010-10-05,21.498502731323242
2010-10-06,21.324995040893555
2010-10-07,21.374570846557617
2010-10-08,21.448925018310547
2010-10-11,21.490243911743164
2010-10-12,21.498502731323242
2010-10-13,21.75463104248047
2010-10-14,21.77942657470703
2010-10-15,21.86203956604004
2010-10-18,21.853784561157227
2010-10-19,21.63897705078125
2010-10-20,21.870304107666016
