Date,CIVI
2020-10-08,14.385239601135254
2020-10-09,14.280747413635254
2020-10-12,14.28770923614502
2020-10-13,14.28770923614502
2020-10-14,14.301645278930664
2020-10-15,14.573325157165527
2020-10-16,14.378273010253906
2020-10-19,13.946367263793945
2020-10-20,13.904569625854492
2020-10-21,13.611989974975586
2020-10-22,14.120525360107422
2020-10-23,14.099623680114746
2020-10-26,13.598055839538574
2020-10-27,13.368171691894531
2020-10-28,12.448633193969727
2020-10-29,12.560091972351074
2020-10-30,12.337172508239746
2020-11-02,12.636716842651367
2020-11-03,12.65761661529541
2020-11-04,12.267509460449219
2020-11-05,12.114253044128418
2020-11-06,11.201677322387695
2020-11-09,13.730411529541016
2020-11-10,15.095793724060059
2020-11-11,15.137590408325195
2020-11-12,14.294676780700684
2020-11-13,15.458035469055176
2020-11-16,16.844314575195312
2020-11-17,17.380714416503906
2020-11-18,16.91397476196289
2020-11-19,16.718923568725586
2020-11-20,16.62139320373535
2020-11-23,17.24835968017578
2020-11-24,16.97667121887207
2020-11-25,17.415542602539062
2020-11-27,16.865209579467773
2020-11-30,15.374442100524902
2020-12-01,15.423205375671387
2020-12-02,15.534663200378418
2020-12-03,15.938706398010254
2020-12-04,17.338918685913086
2020-12-07,16.3706111907959
2020-12-08,16.78858184814453
2020-12-09,16.41240692138672
2020-12-10,16.99757194519043
2020-12-11,16.26612091064453
2020-12-14,15.193320274353027
2020-12-15,15.499832153320312
2020-12-16,15.409272193908691
2020-12-17,15.102758407592773
2020-12-18,14.378273010253906
2020-12-21,14.078726768493652
2020-12-22,13.611989974975586
2020-12-23,14.280747413635254
2020-12-24,14.050863265991211
2020-12-28,13.528392791748047
2020-12-29,13.347275733947754
2020-12-30,13.786142349243164
2020-12-31,13.465699195861816
2021-01-04,13.967263221740723
2021-01-05,15.660056114196777
2021-01-06,16.314884185791016
2021-01-07,16.99757194519043
2021-01-08,16.45420265197754
2021-01-11,16.426342010498047
2021-01-12,17.345882415771484
2021-01-13,16.32184600830078
2021-01-14,15.924772262573242
2021-01-15,15.569499015808105
2021-01-19,15.520735740661621
2021-01-20,16.210390090942383
2021-01-21,15.576459884643555
2021-01-22,15.374442100524902
2021-01-25,14.893771171569824
2021-01-26,14.106592178344727
2021-01-27,13.98119831085205
2021-01-28,14.629054069519043
2021-01-29,14.392206192016602
2021-02-01,14.900736808776855
2021-02-02,15.465002059936523
2021-02-03,16.26612091064453
2021-02-04,16.20341682434082
2021-02-05,16.468137741088867
2021-02-08,17.4991397857666
2021-02-09,17.56183433532715
2021-02-10,17.993738174438477
2021-02-11,17.589696884155273
2021-02-12,18.16789436340332
2021-02-16,18.766990661621094
2021-02-17,18.815753936767578
2021-02-18,18.585866928100586
2021-02-19,18.850582122802734
2021-02-22,20.334392547607422
2021-02-23,19.88158416748047
2021-02-24,21.386287689208984
2021-02-25,22.159536361694336
2021-02-26,22.243135452270508
2021-03-01,22.473018646240234
2021-03-02,22.640207290649414
2021-03-03,24.033449172973633
2021-03-04,25.099279403686523
2021-03-05,27.516559600830078
2021-03-08,26.8199405670166
2021-03-09,24.70917320251465
2021-03-10,24.827600479125977
2021-03-11,25.41275405883789
2021-03-12,24.305131912231445
2021-03-15,23.441320419311523
2021-03-16,23.371658325195312
2021-03-17,23.120872497558594
2021-03-18,21.82516098022461
2021-03-19,22.56357765197754
2021-03-22,22.751667022705078
2021-03-23,21.66493797302246
2021-03-24,23.643341064453125
2021-03-25,24.061321258544922
2021-03-26,25.350061416625977
2021-03-29,23.98468589782715
2021-03-30,24.172775268554688
