Date,PGEN
2013-08-08,23.634923934936523
2013-08-09,27.801856994628906
2013-08-12,28.384845733642578
2013-08-13,27.41956901550293
2013-08-14,26.024219512939453
2013-08-15,24.657541275024414
2013-08-16,24.49506950378418
2013-08-19,24.791343688964844
2013-08-20,23.032819747924805
2013-08-21,22.6792049407959
2013-08-22,21.905071258544922
2013-08-23,22.382932662963867
2013-08-26,21.599241256713867
2013-08-27,20.681751251220703
2013-08-28,20.41415023803711
2013-08-29,21.197839736938477
2013-08-30,20.76776695251465
2013-09-03,21.322084426879883
2013-09-04,21.398540496826172
2013-09-05,23.214406967163086
2013-09-06,24.409055709838867
2013-09-09,24.829570770263672
2013-09-10,25.575031280517578
2013-09-11,24.294368743896484
2013-09-12,23.548908233642578
2013-09-13,22.841676712036133
2013-09-16,21.570571899414062
2013-09-17,22.889463424682617
2013-09-18,23.22396469116211
2013-09-19,22.65053367614746
2013-09-20,21.1404972076416
2013-09-23,21.1404972076416
2013-09-24,20.461936950683594
2013-09-25,21.1404972076416
2013-09-26,21.618356704711914
2013-09-27,21.991086959838867
2013-09-30,22.640975952148438
2013-10-01,23.1666202545166
2013-10-02,24.370826721191406
2013-10-03,23.98853874206543
2013-10-04,22.5454044342041
2013-10-07,22.10577392578125
2013-10-08,21.283855438232422
2013-10-09,20.2612361907959
2013-10-10,20.213449478149414
2013-10-11,20.872896194458008
2013-10-14,21.50366973876953
2013-10-15,21.30297088623047
2013-10-16,21.991086959838867
2013-10-17,22.163116455078125
2013-10-18,21.981529235839844
2013-10-21,20.872896194458008
2013-10-22,20.270793914794922
2013-10-23,19.97452163696289
2013-10-24,20.55750846862793
2013-10-25,21.044925689697266
2013-10-28,21.408098220825195
2013-10-29,21.10226821899414
2013-10-30,20.586179733276367
2013-10-31,20.2612361907959
2013-11-01,19.955406188964844
2013-11-04,19.697362899780273
2013-11-05,19.448875427246094
2013-11-06,17.824153900146484
2013-11-07,16.86843490600586
2013-11-08,18.474042892456055
2013-11-11,18.751201629638672
2013-11-12,18.34979820251465
2013-11-13,18.32112693786621
2013-11-14,17.317623138427734
2013-11-15,18.798986434936523
2013-11-18,18.646072387695312
2013-11-19,18.560056686401367
2013-11-20,18.732086181640625
2013-11-21,20.031864166259766
2013-11-22,20.69131088256836
2013-11-25,20.347251892089844
2013-11-26,20.643524169921875
2013-11-27,20.958911895751953
2013-11-29,21.876401901245117
2013-12-02,20.117877960205078
2013-12-03,19.29595947265625
2013-12-04,19.821605682373047
2013-12-05,19.8693904876709
2013-12-06,19.601789474487305
2013-12-09,18.942344665527344
2013-12-10,18.60784339904785
2013-12-11,18.359355926513672
2013-12-12,18.760757446289062
2013-12-13,18.865886688232422
2013-12-16,19.028358459472656
2013-12-17,18.951902389526367
2013-12-18,19.372417449951172
2013-12-19,19.22905921936035
2013-12-20,19.458431243896484
2013-12-23,20.471494674682617
2013-12-24,20.66263771057129
2013-12-26,20.567066192626953
2013-12-27,20.853782653808594
2013-12-30,21.50366973876953
2013-12-31,22.746105194091797
2014-01-02,22.688762664794922
2014-01-03,22.459388732910156
2014-01-06,21.761714935302734
2014-01-07,22.65053367614746
2014-01-08,24.552413940429688
2014-01-09,25.79484748840332
2014-01-10,28.547317504882812
2014-01-13,27.467355728149414
2014-01-14,29.866209030151367
2014-01-15,32.61867904663086
2014-01-16,34.090484619140625
2014-01-17,35.1895637512207
2014-01-21,32.676021575927734
2014-01-22,33.64129638671875
2014-01-23,33.49794006347656
2014-01-24,31.60561752319336
2014-01-27,31.17554473876953
2014-01-28,33.0391960144043
2014-01-29,31.529159545898438
2014-01-30,31.39535903930664
2014-01-31,32.08347702026367
2014-02-03,30.324953079223633
2014-02-04,29.923551559448242
2014-02-05,29.65595054626465
2014-02-06,28.7575740814209
2014-02-07,28.82447624206543
2014-02-10,28.03122901916504
2014-02-11,27.71584129333496
2014-02-12,27.046838760375977
2014-02-13,27.190196990966797
2014-02-14,25.880861282348633
2014-02-18,26.45429229736328
2014-02-19,25.985990524291992
2014-02-20,25.03982925415039
2014-02-21,24.361268997192383
2014-02-24,23.87385368347168
2014-02-25,26.73145294189453
2014-02-26,25.259645462036133
2014-02-27,24.714885711669922
2014-02-28,24.829570770263672
2014-03-03,23.644479751586914
2014-03-04,24.74355697631836
2014-03-05,27.362226486206055
2014-03-06,25.919090270996094
2014-03-07,25.536802291870117
2014-03-10,26.062448501586914
2014-03-11,26.19624900817871
2014-03-12,29.197206497192383
2014-03-13,28.260602951049805
2014-03-14,28.805360794067383
2014-03-17,28.623775482177734
2014-03-18,29.503036499023438
2014-03-19,29.311891555786133
2014-03-20,29.359678268432617
2014-03-21,26.893924713134766
2014-03-24,26.44473648071289
2014-03-25,25.852190017700195
2014-03-26,24.581085205078125
2014-03-27,25.0971736907959
2014-03-28,23.137948989868164
2014-03-31,25.125843048095703
2014-04-01,24.409055709838867
2014-04-02,23.98853874206543
2014-04-03,23.462894439697266
2014-04-04,22.43071746826172
2014-04-07,21.436769485473633
2014-04-08,22.62186050415039
2014-04-09,22.841676712036133
2014-04-10,20.786880493164062
2014-04-11,20.49060821533203
2014-04-14,19.410646438598633
2014-04-15,18.626956939697266
2014-04-16,18.751201629638672
2014-04-17,18.416698455810547
2014-04-21,18.77987289428711
2014-04-22,20.165664672851562
2014-04-23,19.267288208007812
2014-04-24,18.760757446289062
2014-04-25,17.833711624145508
2014-04-28,17.785924911499023
2014-04-29,18.034412384033203
2014-04-30,18.043968200683594
2014-05-01,17.508766174316406
2014-05-02,17.642566680908203
2014-05-05,17.20293617248535
2014-05-06,16.55304718017578
2014-05-07,14.708511352539062
2014-05-08,14.622495651245117
2014-05-09,15.062126159667969
2014-05-12,15.043011665344238
2014-05-13,14.813639640808105
2014-05-14,16.71552085876465
2014-05-15,17.394079208374023
2014-05-16,17.23160743713379
2014-05-19,17.030906677246094
2014-05-20,15.970059394836426
2014-05-21,16.333232879638672
2014-05-22,17.050020217895508
2014-05-23,17.193378448486328
2014-05-27,18.053525924682617
2014-05-28,19.42976188659668
2014-05-29,20.108320236206055
2014-05-30,20.15610694885254
2014-06-02,21.293411254882812
