Date,BBT
2010-01-04,13.002352714538574
2010-01-05,12.329371452331543
2010-01-06,11.916701316833496
2010-01-07,12.050026893615723
2010-01-08,12.177003860473633
2010-01-11,11.87861156463623
2010-01-12,11.75163459777832
2010-01-13,11.757983207702637
2010-01-14,11.8405179977417
2010-01-15,11.745285987854004
2010-01-19,11.967490196228027
2010-01-20,11.929402351379395
2010-01-21,11.745285987854004
2010-01-22,11.529428482055664
2010-01-25,11.605613708496094
2010-01-26,11.586568832397461
2010-01-27,11.8278226852417
2010-01-28,11.586568832397461
2010-01-29,10.507268905639648
2010-02-01,10.659639358520508
2010-02-02,10.60250186920166
2010-02-03,10.596149444580078
2010-02-04,10.462827682495117
2010-02-05,10.81201171875
2010-02-08,10.507268905639648
2010-02-09,10.88184928894043
2010-02-10,10.894548416137695
2010-02-11,11.389751434326172
2010-02-12,11.224685668945312
2010-02-16,11.436108589172363
2010-02-17,11.602686882019043
2010-02-18,11.865361213684082
2010-02-19,11.76285457611084
2010-02-22,11.833327293395996
2010-02-23,11.852551460266113
2010-02-24,11.820514678955078
2010-02-25,11.756450653076172
2010-02-26,11.455326080322266
2010-03-01,11.814105987548828
2010-03-02,11.820514678955078
2010-03-03,11.666752815246582
2010-03-04,11.730818748474121
2010-03-05,11.820514678955078
2010-03-08,11.8845853805542
2010-03-09,11.878174781799316
2010-03-10,11.999902725219727
2010-03-11,11.788481712341309
2010-03-12,11.961464881896973
2010-03-15,11.987089157104492
2010-03-16,11.897397994995117
2010-03-17,12.05116081237793
2010-03-18,11.705193519592285
2010-03-19,12.06397533416748
2010-03-22,12.038347244262695
2010-03-23,12.006309509277344
2010-03-24,11.890992164611816
2010-03-25,11.673163414001465
2010-03-26,11.436108589172363
2010-03-29,11.474547386169434
2010-03-30,11.583466529846191
2010-03-31,11.743631362915039
2010-04-01,11.333599090576172
2010-04-05,11.878174781799316
2010-04-06,11.871768951416016
2010-04-07,11.942240715026855
2010-04-08,12.05116081237793
2010-04-09,12.108819007873535
2010-04-12,12.0960054397583
2010-04-13,12.281805992126465
2010-04-14,12.679021835327148
2010-04-15,13.121092796325684
2010-04-16,13.223597526550293
2010-04-19,13.14671802520752
2010-04-20,13.153122901916504
2010-04-21,13.370955467224121
2010-04-22,14.255094528198242
2010-04-23,14.31916618347168
2010-04-26,14.364008903503418
2010-04-27,14.255094528198242
2010-04-28,14.126960754394531
2010-04-29,14.1397705078125
2010-04-30,13.454241752624512
2010-05-03,13.883500099182129
2010-05-04,13.268447875976562
2010-05-05,12.922481536865234
2010-05-06,12.403531074523926
2010-05-07,12.333059310913086
2010-05-10,13.063436508178711
2010-05-11,13.289446830749512
2010-05-12,13.496079444885254
2010-05-13,13.231328010559082
2010-05-14,13.366936683654785
2010-05-17,13.34756088256836
2010-05-18,12.889078140258789
2010-05-19,12.798676490783691
2010-05-20,12.010863304138184
2010-05-21,11.907544136047363
2010-05-24,11.746111869812012
2010-05-25,11.468442916870117
2010-05-26,11.565300941467285
2010-05-27,12.030241012573242
2010-05-28,11.778404235839844
2010-06-01,11.629877090454102
2010-06-02,12.243334770202637
2010-06-03,12.004409790039062
2010-06-04,11.197225570678711
2010-06-07,11.15848159790039
2010-06-08,11.119736671447754
2010-06-09,10.932474136352539
2010-06-10,11.30700969696045
2010-06-11,11.28117561340332
2010-06-14,11.19076919555664
2010-06-15,11.642792701721191
2010-06-16,12.223959922790527
2010-06-17,12.223959922790527
2010-06-18,12.514545440673828
2010-06-21,12.663067817687988
2010-06-22,12.417686462402344
2010-06-23,12.843877792358398
2010-06-24,12.269165992736816
2010-06-25,12.617867469787598
2010-06-28,12.876163482666016
2010-06-29,12.740560531616211
2010-06-30,12.579120635986328
2010-07-01,12.546832084655762
2010-07-02,12.236878395080566
2010-07-06,12.030241012573242
2010-07-07,12.462890625
2010-07-08,12.48226261138916
2010-07-09,12.521004676818848
2010-07-12,12.359570503234863
2010-07-13,12.598492622375488
2010-07-14,12.372482299804688
2010-07-15,12.275625228881836
2010-07-16,11.778404235839844
2010-07-19,11.894630432128906
2010-07-20,12.236878395080566
2010-07-21,12.07544231414795
2010-07-22,12.592035293579102
2010-07-23,12.927830696105957
2010-07-26,13.270064353942871
2010-07-27,13.218411445617676
2010-07-28,13.128007888793945
2010-07-29,13.082802772521973
2010-07-30,13.037598609924316
2010-08-02,13.102173805236816
2010-08-03,12.991522789001465
2010-08-04,13.180283546447754
2010-08-05,12.783245086669922
2010-08-06,12.509872436523438
2010-08-09,12.620525360107422
2010-08-10,12.399227142333984
2010-08-11,11.448944091796875
2010-08-12,11.29273509979248
2010-08-13,11.201615333557129
2010-08-16,11.494507789611816
2010-08-17,11.878524780273438
2010-08-18,11.891546249389648
2010-08-19,11.553089141845703
2010-08-20,11.96313762664795
2010-08-23,11.5661039352417
2010-08-24,11.344807624816895
2010-08-25,11.618172645568848
2010-08-26,11.35782241821289
2010-08-27,11.663732528686523
2010-08-30,11.43592643737793
2010-08-31,11.51403522491455
2010-09-01,11.813437461853027
2010-09-02,11.898049354553223
2010-09-03,12.151891708374023
2010-09-07,11.780890464782715
2010-09-08,11.546575546264648
2010-09-09,11.65722370147705
2010-09-10,11.722314834594727
2010-09-13,12.171420097351074
2010-09-14,12.230001449584961
2010-09-15,12.112844467163086
2010-09-16,11.715805053710938
2010-09-17,11.839473724365234
