Date,BOW
2024-05-23,23.799999237060547
2024-05-24,25.700000762939453
2024-05-28,26.479999542236328
2024-05-29,26.290000915527344
2024-05-30,26.139999389648438
2024-05-31,26.799999237060547
2024-06-03,26.639999389648438
2024-06-04,25.229999542236328
2024-06-05,25.360000610351562
2024-06-06,25.420000076293945
2024-06-07,25.3700008392334
2024-06-10,26.43000030517578
2024-06-11,25.979999542236328
2024-06-12,26.329999923706055
2024-06-13,25.3700008392334
2024-06-14,25.690000534057617
2024-06-17,26.020000457763672
2024-06-18,26.469999313354492
2024-06-20,25.600000381469727
2024-06-21,24.5
2024-06-24,24.18000030517578
2024-06-25,24.389999389648438
2024-06-26,24.110000610351562
2024-06-27,25.309999465942383
2024-06-28,25.34000015258789
2024-07-01,25.100000381469727
2024-07-02,25.84000015258789
2024-07-03,24.989999771118164
2024-07-05,24.799999237060547
2024-07-08,26.049999237060547
2024-07-09,25.989999771118164
2024-07-10,25.649999618530273
2024-07-11,26.510000228881836
2024-07-12,25.969999313354492
2024-07-15,27.1200008392334
2024-07-16,27.040000915527344
2024-07-17,26.6200008392334
2024-07-18,26.40999984741211
2024-07-19,26.469999313354492
2024-07-22,27.3799991607666
2024-07-23,27.969999313354492
2024-07-24,27.350000381469727
2024-07-25,27.110000610351562
2024-07-26,27.969999313354492
2024-07-29,27.8700008392334
2024-07-30,27.84000015258789
2024-07-31,28.030000686645508
2024-08-01,27.209999084472656
2024-08-02,27.479999542236328
2024-08-05,27.079999923706055
2024-08-06,26.979999542236328
2024-08-07,27.110000610351562
2024-08-08,26.950000762939453
2024-08-09,27.0
2024-08-12,27.020000457763672
2024-08-13,26.889999389648438
2024-08-14,27.079999923706055
2024-08-15,26.899999618530273
2024-08-16,26.950000762939453
2024-08-19,27.84000015258789
2024-08-20,28.8700008392334
2024-08-21,30.389999389648438
2024-08-22,30.010000228881836
2024-08-23,30.979999542236328
2024-08-26,30.75
2024-08-27,30.600000381469727
2024-08-28,30.209999084472656
2024-08-29,31.31999969482422
2024-08-30,30.979999542236328
2024-09-03,30.690000534057617
2024-09-04,31.489999771118164
2024-09-05,31.09000015258789
2024-09-06,31.139999389648438
2024-09-09,31.15999984741211
2024-09-10,30.15999984741211
2024-09-11,29.06999969482422
2024-09-12,28.700000762939453
2024-09-13,28.639999389648438
2024-09-16,27.950000762939453
2024-09-17,29.25
2024-09-18,28.889999389648438
2024-09-19,28.549999237060547
2024-09-20,28.299999237060547
2024-09-23,27.81999969482422
2024-09-24,27.790000915527344
2024-09-25,28.030000686645508
2024-09-26,27.760000228881836
2024-09-27,27.690000534057617
2024-09-30,28.010000228881836
2024-10-01,29.290000915527344
2024-10-02,28.469999313354492
2024-10-03,28.440000534057617
2024-10-04,29.1200008392334
2024-10-07,28.229999542236328
2024-10-08,28.399999618530273
2024-10-09,28.5
2024-10-10,28.440000534057617
2024-10-11,29.260000228881836
2024-10-14,29.139999389648438
2024-10-15,30.520000457763672
2024-10-16,30.760000228881836
2024-10-17,31.809999465942383
2024-10-18,31.15999984741211
2024-10-21,30.559999465942383
2024-10-22,29.149999618530273
2024-10-23,29.489999771118164
2024-10-24,29.510000228881836
2024-10-25,29.420000076293945
2024-10-28,29.969999313354492
2024-10-29,30.049999237060547
2024-10-30,29.399999618530273
2024-10-31,29.110000610351562
2024-11-01,29.3799991607666
2024-11-04,29.68000030517578
2024-11-05,29.799999237060547
2024-11-06,31.200000762939453
2024-11-07,32.4900016784668
2024-11-08,32.83000183105469
2024-11-11,33.2400016784668
2024-11-12,34.099998474121094
2024-11-13,33.119998931884766
2024-11-14,33.619998931884766
2024-11-15,33.540000915527344
2024-11-18,33.720001220703125
2024-11-19,34.650001525878906
2024-11-20,35.13999938964844
2024-11-21,34.790000915527344
2024-11-22,35.79999923706055
2024-11-25,36.060001373291016
2024-11-26,36.25
2024-11-27,36.15999984741211
2024-11-29,36.84000015258789
2024-12-02,36.40999984741211
2024-12-03,35.810001373291016
2024-12-04,36.70000076293945
2024-12-05,37.79999923706055
2024-12-06,37.0
2024-12-09,35.72999954223633
2024-12-10,36.25
2024-12-11,36.369998931884766
2024-12-12,36.040000915527344
2024-12-13,36.66999816894531
2024-12-16,36.29999923706055
2024-12-17,35.650001525878906
2024-12-18,34.310001373291016
2024-12-19,34.29999923706055
2024-12-20,34.47999954223633
2024-12-23,34.36000061035156
2024-12-24,34.79999923706055
2024-12-26,35.13999938964844
2024-12-27,34.47999954223633
2024-12-30,34.54999923706055
2024-12-31,35.52000045776367
2025-01-02,34.34000015258789
2025-01-03,33.849998474121094
2025-01-06,32.27000045776367
2025-01-07,32.20000076293945
2025-01-08,31.829999923706055
2025-01-10,31.84000015258789
2025-01-13,31.700000762939453
2025-01-14,32.15999984741211
2025-01-15,32.599998474121094
2025-01-16,32.619998931884766
2025-01-17,33.029998779296875
2025-01-21,32.79999923706055
2025-01-22,31.579999923706055
2025-01-23,31.389999389648438
2025-01-24,31.780000686645508
2025-01-27,32.31999969482422
2025-01-28,32.91999816894531
2025-01-29,32.66999816894531
2025-01-30,32.83000183105469
2025-01-31,32.33000183105469
2025-02-03,32.5099983215332
2025-02-04,33.2400016784668
2025-02-05,33.459999084472656
2025-02-06,33.790000915527344
2025-02-07,33.36000061035156
2025-02-10,32.95000076293945
2025-02-11,33.20000076293945
2025-02-12,32.369998931884766
2025-02-13,32.83000183105469
2025-02-14,32.04999923706055
2025-02-18,32.029998779296875
