Date,BOW
2025-02-19,31.829999923706055
2025-02-20,31.739999771118164
2025-02-21,31.010000228881836
2025-02-24,31.459999084472656
2025-02-25,33.630001068115234
2025-02-26,33.060001373291016
2025-02-27,32.810001373291016
2025-02-28,33.630001068115234
2025-03-03,34.59000015258789
2025-03-04,34.06999969482422
2025-03-05,34.380001068115234
2025-03-06,33.720001220703125
2025-03-07,33.4900016784668
2025-03-10,33.2400016784668
2025-03-11,33.90999984741211
2025-03-12,34.54999923706055
2025-03-13,34.459999084472656
2025-03-14,35.400001525878906
2025-03-17,36.52000045776367
2025-03-18,37.08000183105469
2025-03-19,37.29999923706055
2025-03-20,38.59000015258789
2025-03-21,37.70000076293945
2025-03-24,39.25
2025-03-25,40.88999938964844
2025-03-26,40.36000061035156
2025-03-27,41.0
2025-03-28,42.150001525878906
2025-03-31,40.650001525878906
2025-04-01,41.0
2025-04-02,41.709999084472656
2025-04-03,41.529998779296875
2025-04-04,38.2599983215332
2025-04-07,37.380001068115234
2025-04-08,37.540000915527344
2025-04-09,38.43000030517578
2025-04-10,37.959999084472656
2025-04-11,38.0
2025-04-14,39.66999816894531
2025-04-15,39.560001373291016
2025-04-16,39.83000183105469
2025-04-17,40.209999084472656
2025-04-21,39.060001373291016
2025-04-22,40.0099983215332
2025-04-23,40.439998626708984
2025-04-24,41.369998931884766
2025-04-25,39.970001220703125
2025-04-28,40.41999816894531
2025-04-29,40.86000061035156
2025-04-30,40.189998626708984
2025-05-01,40.0
2025-05-02,41.41999816894531
2025-05-05,41.29999923706055
2025-05-06,40.97999954223633
2025-05-07,38.63999938964844
2025-05-08,39.099998474121094
2025-05-09,39.52000045776367
2025-05-12,38.630001068115234
2025-05-13,38.47999954223633
2025-05-14,38.0099983215332
2025-05-15,38.810001373291016
2025-05-16,38.40999984741211
2025-05-19,38.84000015258789
2025-05-20,38.59000015258789
2025-05-21,38.08000183105469
2025-05-22,37.16999816894531
2025-05-23,36.91999816894531
2025-05-27,37.400001525878906
2025-05-28,36.5
2025-05-29,37.15999984741211
2025-05-30,37.29999923706055
2025-06-02,37.61000061035156
2025-06-03,37.45000076293945
2025-06-04,36.790000915527344
2025-06-05,36.02000045776367
2025-06-06,36.38999938964844
2025-06-09,35.310001373291016
2025-06-10,34.91999816894531
2025-06-11,35.0099983215332
2025-06-12,36.36000061035156
2025-06-13,36.38999938964844
2025-06-16,36.84000015258789
2025-06-17,36.27000045776367
2025-06-18,36.06999969482422
2025-06-20,36.4900016784668
2025-06-23,37.25
2025-06-24,37.279998779296875
2025-06-25,36.11000061035156
2025-06-26,37.13999938964844
2025-06-27,37.290000915527344
2025-06-30,37.529998779296875
2025-07-01,36.72999954223633
2025-07-02,35.45000076293945
2025-07-03,35.779998779296875
2025-07-07,34.81999969482422
2025-07-08,34.88999938964844
2025-07-09,34.540000915527344
2025-07-10,34.13999938964844
2025-07-11,33.25
2025-07-14,33.869998931884766
2025-07-15,33.31999969482422
2025-07-16,33.7599983215332
2025-07-17,33.939998626708984
2025-07-18,33.650001525878906
2025-07-21,33.15999984741211
2025-07-22,33.7400016784668
2025-07-23,33.56999969482422
2025-07-24,32.61000061035156
2025-07-25,32.93000030517578
2025-07-28,32.540000915527344
2025-07-29,32.70000076293945
2025-07-30,31.989999771118164
2025-07-31,32.5
2025-08-01,31.920000076293945
2025-08-04,32.41999816894531
2025-08-05,31.149999618530273
2025-08-06,32.099998474121094
2025-08-07,31.229999542236328
2025-08-08,31.0
2025-08-11,31.600000381469727
2025-08-12,31.489999771118164
2025-08-13,31.239999771118164
2025-08-14,30.790000915527344
2025-08-15,30.639999389648438
2025-08-18,30.25
2025-08-19,30.760000228881836
2025-08-20,30.969999313354492
2025-08-21,31.649999618530273
2025-08-22,31.739999771118164
2025-08-25,30.690000534057617
2025-08-26,31.190000534057617
2025-08-27,31.399999618530273
2025-08-28,31.06999969482422
2025-08-29,31.059999465942383
2025-09-02,31.360000610351562
2025-09-03,31.290000915527344
2025-09-04,32.04999923706055
2025-09-05,31.049999237060547
2025-09-08,30.829999923706055
2025-09-09,30.100000381469727
2025-09-10,28.979999542236328
2025-09-11,28.899999618530273
2025-09-12,28.139999389648438
2025-09-15,27.90999984741211
2025-09-16,27.709999084472656
2025-09-17,28.149999618530273
2025-09-18,28.350000381469727
2025-09-19,27.68000030517578
