Date,HLI
2015-08-13,18.08824348449707
2015-08-14,18.370868682861328
2015-08-17,18.12861442565918
2015-08-18,18.168989181518555
2015-08-19,17.845993041992188
2015-08-20,17.765230178833008
2015-08-21,17.51490592956543
2015-08-24,17.05462646484375
2015-08-25,17.361488342285156
2015-08-26,17.296878814697266
2015-08-27,17.619882583618164
2015-08-28,17.304954528808594
2015-08-31,17.765230178833008
2015-09-01,17.797536849975586
2015-09-02,18.370868682861328
2015-09-03,18.2578182220459
2015-09-04,18.047855377197266
2015-09-08,17.684486389160156
2015-09-09,17.74100685119629
2015-09-10,17.724855422973633
2015-09-11,17.51490592956543
2015-09-14,17.183828353881836
2015-09-15,17.700637817382812
2015-09-16,17.603731155395508
2015-09-17,17.668333053588867
2015-09-18,17.74100685119629
2015-09-21,17.724855422973633
2015-09-22,17.95903778076172
2015-09-23,17.98326301574707
2015-09-24,17.757160186767578
2015-09-25,17.264585494995117
2015-09-28,16.90119743347168
2015-09-29,17.127300262451172
2015-09-30,17.603731155395508
2015-10-01,17.668333053588867
2015-10-02,17.353404998779297
2015-10-05,18.144763946533203
2015-10-06,17.97519302368164
2015-10-07,18.60504150390625
2015-10-08,18.36279296875
2015-10-09,17.97519302368164
2015-10-12,17.57143211364746
2015-10-13,17.845993041992188
2015-10-14,17.43415641784668
2015-10-15,18.023639678955078
2015-10-16,17.522985458374023
2015-10-19,17.85405921936035
2015-10-20,17.765230178833008
2015-10-21,17.716785430908203
2015-10-22,17.531051635742188
2015-10-23,17.49875831604004
2015-10-26,17.095006942749023
2015-10-27,17.377628326416016
2015-10-28,18.00748634338379
2015-10-29,17.668333053588867
2015-10-30,17.69256019592285
2015-11-02,17.765230178833008
2015-11-03,17.757160186767578
2015-11-04,17.627962112426758
2015-11-05,18.072092056274414
2015-11-06,17.85405921936035
2015-11-09,17.934812545776367
2015-11-10,17.98326301574707
2015-11-11,17.86213493347168
2015-11-12,17.845993041992188
2015-11-13,17.950960159301758
2015-11-16,17.926738739013672
2015-11-17,17.95903778076172
2015-11-18,18.08824348449707
2015-11-19,17.95903778076172
2015-11-20,17.96711540222168
2015-11-23,18.2578182220459
2015-11-24,18.823074340820312
2015-11-25,19.081480026245117
2015-11-27,19.356029510498047
2015-11-30,19.743637084960938
2015-12-01,20.002042770385742
2015-12-02,19.97766876220703
2015-12-03,19.63644790649414
2015-12-04,19.571453094482422
2015-12-07,19.352096557617188
2015-12-08,19.12462043762207
2015-12-09,18.978384017944336
2015-12-10,18.750896453857422
2015-12-11,18.417800903320312
2015-12-14,18.85650634765625
2015-12-15,19.1408634185791
2015-12-16,19.473957061767578
2015-12-17,18.937755584716797
2015-12-18,18.458419799804688
2015-12-21,18.84026336669922
2015-12-22,19.00274658203125
2015-12-23,19.295228958129883
2015-12-24,19.36833953857422
2015-12-28,19.660818099975586
2015-12-29,19.937047958374023
2015-12-30,20.692607879638672
2015-12-31,21.293806076049805
2016-01-04,20.57073974609375
2016-01-05,20.172651290893555
2016-01-06,19.238353729248047
2016-01-07,19.352096557617188
2016-01-08,19.1408634185791
2016-01-11,19.660818099975586
2016-01-12,19.993915557861328
2016-01-13,19.620201110839844
2016-01-14,19.912675857543945
2016-01-15,19.75019073486328
2016-01-19,19.16523551940918
2016-01-20,19.238353729248047
2016-01-21,19.157115936279297
2016-01-22,19.36833953857422
2016-01-25,19.181489944458008
2016-01-26,18.92962646484375
2016-01-27,18.775270462036133
2016-01-28,18.832143783569336
2016-01-29,19.620201110839844
2016-02-01,19.70143699645996
2016-02-02,19.01087760925293
2016-02-03,18.6127872467041
2016-02-04,19.197734832763672
2016-02-05,18.962127685546875
2016-02-08,19.12462043762207
2016-02-09,19.035253524780273
2016-02-10,19.78268814086914
2016-02-11,19.522705078125
2016-02-12,19.571453094482422
2016-02-16,19.896425247192383
2016-02-17,19.70143699645996
2016-02-18,19.482088088989258
2016-02-19,20.002038955688477
2016-02-22,19.945165634155273
2016-02-23,19.855806350708008
2016-02-24,19.81517791748047
2016-02-25,19.9045467376709
2016-02-26,19.937047958374023
2016-02-29,20.765722274780273
2016-03-01,20.700729370117188
2016-03-02,20.88052749633789
2016-03-03,20.839656829833984
2016-03-04,20.267595291137695
2016-03-07,19.63831329345703
2016-03-08,19.123455047607422
2016-03-09,20.09597396850586
2016-03-10,20.37383270263672
2016-03-11,20.994932174682617
2016-03-14,20.488250732421875
