Date,CSTM
2013-05-23,14.529999732971191
2013-05-24,14.819999694824219
2013-05-28,14.850000381469727
2013-05-29,14.630000114440918
2013-05-30,14.779999732971191
2013-05-31,14.699999809265137
2013-06-03,15.010000228881836
2013-06-04,15.0600004196167
2013-06-05,14.979999542236328
2013-06-06,14.949999809265137
2013-06-07,15.039999961853027
2013-06-10,15.109999656677246
2013-06-11,14.819999694824219
2013-06-12,14.880000114440918
2013-06-13,14.949999809265137
2013-06-14,15.149999618530273
2013-06-17,15.029999732971191
2013-06-18,15.210000038146973
2013-06-19,15.430000305175781
2013-06-20,15.460000038146973
2013-06-21,15.319999694824219
2013-06-24,15.149999618530273
2013-06-25,14.979999542236328
2013-06-26,15.100000381469727
2013-06-27,15.880000114440918
2013-06-28,16.149999618530273
2013-07-01,16.25
2013-07-02,15.859999656677246
2013-07-03,16.18000030517578
2013-07-05,16.31999969482422
2013-07-08,16.540000915527344
2013-07-09,16.3700008392334
2013-07-10,16.829999923706055
2013-07-11,17.190000534057617
2013-07-12,17.010000228881836
2013-07-15,17.100000381469727
2013-07-16,17.18000030517578
2013-07-17,16.959999084472656
2013-07-18,17.450000762939453
2013-07-19,17.350000381469727
2013-07-22,17.68000030517578
2013-07-23,17.56999969482422
2013-07-24,17.1200008392334
2013-07-25,17.5
2013-07-26,18.020000457763672
2013-07-29,18.329999923706055
2013-07-30,18.360000610351562
2013-07-31,18.209999084472656
2013-08-01,18.110000610351562
2013-08-02,18.360000610351562
2013-08-05,18.65999984741211
2013-08-06,18.600000381469727
2013-08-07,17.959999084472656
2013-08-08,18.290000915527344
2013-08-09,17.989999771118164
2013-08-12,17.65999984741211
2013-08-13,17.989999771118164
2013-08-14,18.209999084472656
2013-08-15,18.020000457763672
2013-08-16,17.850000381469727
2013-08-19,17.739999771118164
2013-08-20,17.670000076293945
2013-08-21,17.610000610351562
2013-08-22,17.649999618530273
2013-08-23,17.6200008392334
2013-08-26,18.110000610351562
2013-08-27,18.040000915527344
2013-08-28,18.190000534057617
2013-08-29,17.829999923706055
2013-08-30,17.700000762939453
2013-09-03,18.850000381469727
2013-09-04,19.549999237060547
2013-09-05,19.899999618530273
2013-09-06,19.8799991607666
2013-09-09,19.940000534057617
2013-09-10,19.940000534057617
2013-09-11,19.709999084472656
2013-09-12,19.280000686645508
2013-09-13,19.520000457763672
2013-09-16,19.399999618530273
2013-09-17,19.440000534057617
2013-09-18,20.1299991607666
2013-09-19,20.030000686645508
2013-09-20,19.729999542236328
2013-09-23,19.450000762939453
2013-09-24,19.31999969482422
2013-09-25,18.8799991607666
2013-09-26,19.010000228881836
2013-09-27,19.18000030517578
2013-09-30,19.399999618530273
2013-10-01,18.56999969482422
2013-10-02,18.270000457763672
2013-10-03,18.079999923706055
2013-10-04,18.440000534057617
2013-10-07,18.360000610351562
2013-10-08,18.389999389648438
2013-10-09,18.079999923706055
2013-10-10,18.420000076293945
2013-10-11,18.65999984741211
2013-10-14,18.709999084472656
2013-10-15,18.850000381469727
2013-10-16,18.93000030517578
2013-10-17,18.75
2013-10-18,17.899999618530273
2013-10-21,17.450000762939453
2013-10-22,18.149999618530273
2013-10-23,18.280000686645508
2013-10-24,18.049999237060547
2013-10-25,18.559999465942383
2013-10-28,19.0
2013-10-29,18.8700008392334
2013-10-30,18.520000457763672
2013-10-31,18.469999313354492
2013-11-01,18.75
2013-11-04,18.760000228881836
2013-11-05,18.06999969482422
2013-11-06,16.690000534057617
2013-11-07,17.219999313354492
2013-11-08,18.850000381469727
2013-11-11,18.43000030517578
2013-11-12,18.5
2013-11-13,18.549999237060547
2013-11-14,20.09000015258789
2013-11-15,20.149999618530273
2013-11-18,19.989999771118164
2013-11-19,20.0
2013-11-20,19.8799991607666
2013-11-21,21.440000534057617
2013-11-22,21.93000030517578
2013-11-25,21.3700008392334
2013-11-26,21.520000457763672
2013-11-27,21.459999084472656
2013-11-29,21.6200008392334
2013-12-02,21.809999465942383
2013-12-03,21.889999389648438
2013-12-04,21.709999084472656
2013-12-05,21.360000610351562
2013-12-06,21.0
2013-12-09,21.479999542236328
2013-12-10,21.549999237060547
2013-12-11,21.06999969482422
2013-12-12,21.06999969482422
2013-12-13,21.709999084472656
2013-12-16,21.809999465942383
2013-12-17,21.809999465942383
2013-12-18,21.93000030517578
2013-12-19,21.920000076293945
2013-12-20,22.399999618530273
2013-12-23,22.56999969482422
2013-12-24,22.889999389648438
2013-12-26,22.700000762939453
2013-12-27,23.030000686645508
2013-12-30,22.959999084472656
2013-12-31,23.270000457763672
2014-01-02,23.600000381469727
2014-01-03,23.6299991607666
2014-01-06,23.209999084472656
2014-01-07,23.760000228881836
2014-01-08,23.6299991607666
2014-01-09,23.0
2014-01-10,22.979999542236328
2014-01-13,22.219999313354492
2014-01-14,22.510000228881836
2014-01-15,23.989999771118164
2014-01-16,23.8799991607666
2014-01-17,23.979999542236328
2014-01-21,24.299999237060547
2014-01-22,24.260000228881836
2014-01-23,24.59000015258789
2014-01-24,24.229999542236328
2014-01-27,25.299999237060547
2014-01-28,25.959999084472656
2014-01-29,25.600000381469727
2014-01-30,25.850000381469727
2014-01-31,25.90999984741211
2014-02-03,25.440000534057617
2014-02-04,24.809999465942383
2014-02-05,24.90999984741211
2014-02-06,24.399999618530273
2014-02-07,24.6200008392334
2014-02-10,24.790000915527344
2014-02-11,25.25
2014-02-12,26.139999389648438
2014-02-13,26.299999237060547
2014-02-14,26.520000457763672
2014-02-18,27.18000030517578
2014-02-19,27.59000015258789
2014-02-20,27.989999771118164
2014-02-21,28.3700008392334
2014-02-24,28.209999084472656
2014-02-25,28.1299991607666
2014-02-26,27.719999313354492
2014-02-27,27.8799991607666
2014-02-28,27.790000915527344
2014-03-03,27.729999542236328
2014-03-04,27.889999389648438
2014-03-05,27.75
2014-03-06,28.770000457763672
2014-03-07,28.100000381469727
2014-03-10,27.84000015258789
2014-03-11,27.780000686645508
2014-03-12,27.6299991607666
2014-03-13,26.90999984741211
2014-03-14,27.170000076293945
2014-03-17,27.809999465942383
2014-03-18,28.1200008392334
2014-03-19,27.450000762939453
2014-03-20,27.670000076293945
2014-03-21,27.520000457763672
2014-03-24,27.229999542236328
2014-03-25,28.049999237060547
2014-03-26,28.219999313354492
2014-03-27,28.459999084472656
2014-03-28,28.739999771118164
2014-03-31,29.350000381469727
2014-04-01,30.0
2014-04-02,29.860000610351562
2014-04-03,29.850000381469727
2014-04-04,29.75
2014-04-07,28.420000076293945
2014-04-08,28.709999084472656
2014-04-09,29.790000915527344
2014-04-10,28.6299991607666
2014-04-11,27.479999542236328
2014-04-14,27.979999542236328
2014-04-15,27.8700008392334
2014-04-16,29.209999084472656
2014-04-17,29.81999969482422
2014-04-21,29.760000228881836
2014-04-22,30.059999465942383
2014-04-23,30.399999618530273
2014-04-24,30.829999923706055
2014-04-25,29.920000076293945
2014-04-28,29.770000457763672
2014-04-29,30.020000457763672
2014-04-30,30.520000457763672
2014-05-01,30.75
2014-05-02,30.899999618530273
2014-05-05,30.899999618530273
2014-05-06,30.690000534057617
2014-05-07,30.56999969482422
2014-05-08,30.25
2014-05-09,29.59000015258789
2014-05-12,29.959999084472656
2014-05-13,29.40999984741211
2014-05-14,28.959999084472656
2014-05-15,28.56999969482422
2014-05-16,29.90999984741211
2014-05-19,29.950000762939453
2014-05-20,29.350000381469727
2014-05-21,28.989999771118164
2014-05-22,29.040000915527344
2014-05-23,29.149999618530273
2014-05-27,29.559999465942383
2014-05-28,29.360000610351562
