Date,AVA
2010-01-04,11.18126106262207
2010-01-05,10.953495979309082
2010-01-06,11.036320686340332
2010-01-07,10.974205017089844
2010-01-08,10.989734649658203
2010-01-11,11.00008773803711
2010-01-12,11.020792007446289
2010-01-13,11.186442375183105
2010-01-14,11.129500389099121
2010-01-15,11.134673118591309
2010-01-19,11.553972244262695
2010-01-20,11.295144081115723
2010-01-21,11.057029724121094
2010-01-22,10.8189058303833
2010-01-25,10.91208267211914
2010-01-26,10.813732147216797
2010-01-27,10.798200607299805
2010-01-28,10.627372741699219
2010-01-29,10.549725532531738
2010-02-01,10.606668472290039
2010-02-02,10.585969924926758
2010-02-03,10.456549644470215
2010-02-04,10.233963012695312
2010-02-05,10.15113639831543
2010-02-08,10.032078742980957
2010-02-09,10.161489486694336
2010-02-10,10.021724700927734
2010-02-11,10.249488830566406
2010-02-12,10.202900886535645
2010-02-16,10.394431114196777
2010-02-17,10.539375305175781
2010-02-18,10.64808177947998
2010-02-19,10.808552742004395
2010-02-22,10.932791709899902
2010-02-23,10.85944938659668
2010-02-24,10.765161514282227
2010-02-25,10.744205474853516
2010-02-26,10.66562557220459
2010-03-01,10.901359558105469
2010-03-02,11.053277015686035
2010-03-03,11.011369705200195
2010-03-04,11.021844863891602
2010-03-05,11.158045768737793
2010-03-08,11.199954986572266
2010-03-09,11.268052101135254
2010-03-10,11.278536796569824
2010-03-11,11.283772468566895
2010-03-12,11.220911979675293
2010-03-15,11.184235572814941
2010-03-16,11.2628173828125
2010-03-17,11.236626625061035
2010-03-18,11.210434913635254
2010-03-19,11.131857872009277
2010-03-22,11.137093544006348
2010-03-23,11.163283348083496
2010-03-24,11.016611099243164
2010-03-25,10.927552223205566
2010-03-26,10.958980560302734
2010-03-29,11.063752174377441
2010-03-30,10.943269729614258
2010-03-31,10.84897232055664
2010-04-01,11.021844863891602
2010-04-05,11.053277015686035
2010-04-06,11.037556648254395
2010-04-07,10.964221000671387
2010-04-08,10.843737602233887
2010-04-09,10.775632858276367
2010-04-12,10.880407333374023
2010-04-13,10.906597137451172
2010-04-14,11.121379852294922
2010-04-15,11.152809143066406
2010-04-16,11.131857872009277
2010-04-19,11.236626625061035
2010-04-20,11.278536796569824
2010-04-21,11.29425048828125
2010-04-22,11.315201759338379
2010-04-23,11.467116355895996
2010-04-26,11.341395378112793
2010-04-27,11.152809143066406
2010-04-28,11.304725646972656
2010-04-29,11.498553276062012
2010-04-30,11.330918312072754
2010-05-03,11.650468826293945
2010-05-04,11.383299827575684
2010-05-05,11.289011001586914
2010-05-06,10.854214668273926
2010-05-07,10.602763175964355
2010-05-10,10.922317504882812
2010-05-11,10.953743934631348
2010-05-12,11.121379852294922
2010-05-13,11.074226379394531
2010-05-14,10.97993278503418
2010-05-17,11.03232479095459
2010-05-18,10.93802547454834
2010-05-19,10.70229434967041
2010-05-20,10.330361366271973
2010-05-21,10.178444862365723
2010-05-24,10.188924789428711
2010-05-25,10.077479362487793
2010-05-26,10.082784652709961
2010-05-27,10.263213157653809
2010-05-28,10.241986274719238
2010-06-01,9.971343994140625
2010-06-02,10.273829460144043
2010-06-03,10.401189804077148
2010-06-04,10.109320640563965
2010-06-07,10.119933128356934
2010-06-08,10.183613777160645
2010-06-09,10.119933128356934
2010-06-10,10.443642616271973
2010-06-11,10.417109489440918
2010-06-14,10.42772388458252
2010-06-15,10.560388565063477
2010-06-16,10.70367431640625
2010-06-17,10.836342811584473
2010-06-18,10.900023460388184
2010-06-21,10.809808731079102
2010-06-22,10.528552055358887
2010-06-23,10.364046096801758
2010-06-24,10.342815399169922
2010-06-25,10.41180419921875
2010-06-28,10.597538948059082
2010-06-29,10.523242950439453
2010-06-30,10.364046096801758
2010-07-01,10.231375694274902
2010-07-02,10.310977935791016
2010-07-06,10.358734130859375
2010-07-07,10.714288711547852
2010-07-08,10.825729370117188
2010-07-09,10.905333518981934
2010-07-12,10.884102821350098
2010-07-13,11.048608779907227
2010-07-14,11.080449104309082
2010-07-15,11.144133567810059
2010-07-16,10.921249389648438
2010-07-19,11.027384757995605
2010-07-20,10.97431755065918
2010-07-21,10.70367431640625
2010-07-22,11.059223175048828
2010-07-23,11.202507019042969
2010-07-26,11.32456111907959
2010-07-27,11.595203399658203
2010-07-28,11.436003684997559
2010-07-29,11.213113784790039
2010-07-30,11.10167407989502
2010-08-02,11.356401443481445
2010-08-03,11.340481758117676
2010-08-04,11.27149486541748
2010-08-05,11.239652633666992
2010-08-06,11.213113784790039
2010-08-09,11.345789909362793
2010-08-10,11.266188621520996
2010-08-11,11.016770362854004
2010-08-12,10.89471435546875
2010-08-13,10.990236282348633
2010-08-16,11.091064453125
2010-08-17,11.27149486541748
2010-08-18,11.181275367736816
2010-08-19,11.016770362854004
2010-08-20,11.016770362854004
2010-08-23,10.984932899475098
2010-08-24,11.044014930725098
2010-08-25,11.226652145385742
2010-08-26,11.172935485839844
2010-08-27,11.46837043762207
2010-08-30,11.226652145385742
2010-08-31,11.210537910461426
2010-09-01,11.46837043762207
2010-09-02,11.334083557128906
2010-09-03,11.393173217773438
2010-09-07,11.269625663757324
2010-09-08,11.189053535461426
2010-09-09,11.20516586303711
2010-09-10,11.189053535461426
2010-09-13,11.264251708984375
2010-09-14,11.210537910461426
2010-09-15,11.129964828491211
2010-09-16,10.9795560836792
2010-09-17,10.9795560836792
2010-09-20,11.189053535461426
2010-09-21,11.124590873718262
2010-09-22,11.162195205688477
2010-09-23,10.931212425231934
2010-09-24,11.189053535461426
2010-09-27,11.20516586303711
2010-09-28,11.269625663757324
2010-09-29,11.264251708984375
2010-09-30,11.215909004211426
2010-10-01,11.355567932128906
2010-10-04,11.280369758605957
2010-10-05,11.46300220489502
2010-10-06,11.398544311523438
2010-10-07,11.527458190917969
2010-10-08,11.602665901184082
2010-10-11,11.629522323608398
2010-10-12,11.5489501953125
2010-10-13,11.59192180633545
2010-10-14,11.586549758911133
2010-10-15,11.640263557434082
2010-10-18,11.688610076904297
2010-10-19,11.602665901184082
2010-10-20,11.656376838684082
2010-10-21,11.554320335388184
2010-10-22,11.538203239440918
2010-10-25,11.597290992736816
2010-10-26,11.565064430236816
2010-10-27,11.505975723266602
2010-10-28,11.667120933532715
2010-10-29,11.731585502624512
2010-11-01,11.672492027282715
2010-11-02,11.844386100769043
2010-11-03,11.785295486450195
2010-11-04,11.903473854064941
2010-11-05,11.855128288269043
2010-11-08,11.76380729675293
2010-11-09,11.742328643798828
2010-11-10,11.726210594177246
2010-11-11,11.693979263305664
2010-11-12,11.656376838684082
2010-11-15,11.736949920654297
2010-11-16,11.575804710388184
2010-11-17,11.5596923828125
2010-11-18,11.667120933532715
2010-11-19,11.575804710388184
2010-11-22,11.624151229858398
2010-11-23,11.581177711486816
2010-11-24,11.747698783874512
2010-11-26,11.71009635925293
2010-11-29,11.624151229858398
2010-11-30,11.61328125
2010-12-01,11.825222969055176
2010-12-02,11.808917045593262
2010-12-03,11.917604446411133
2010-12-06,11.863262176513672
2010-12-07,11.852395057678223
2010-12-08,11.836092948913574
2010-12-09,11.890438079833984
2010-12-10,12.042598724365234
2010-12-13,12.064332008361816
2010-12-14,12.118680000305176
2010-12-15,12.004554748535156
2010-12-16,12.173026084899902
2010-12-17,12.270841598510742
2010-12-20,12.232804298400879
2010-12-21,12.325187683105469
2010-12-22,12.31974983215332
2010-12-23,12.336053848266602
2010-12-27,12.34692668914795
2010-12-28,12.330621719360352
2010-12-29,12.314318656921387
2010-12-30,12.325187683105469
2010-12-31,12.238235473632812
2011-01-03,12.379533767700195
2011-01-04,12.428441047668457
2011-01-05,12.40670108795166
2011-01-06,12.412137031555176
2011-01-07,12.542562484741211
2011-01-10,12.471916198730469
2011-01-11,12.471916198730469
2011-01-12,12.477354049682617
2011-01-13,12.471916198730469
2011-01-14,12.55886459350586
2011-01-18,12.56973648071289
2011-01-19,12.482782363891602
2011-01-20,12.504521369934082
