Date,BLKB
2010-01-04,21.422225952148438
2010-01-05,21.280296325683594
2010-01-06,21.360130310058594
2010-01-07,21.156108856201172
2010-01-08,21.182716369628906
2010-01-11,21.067413330078125
2010-01-12,20.67710304260254
2010-01-13,20.87225341796875
2010-01-14,20.907739639282227
2010-01-15,20.765811920166016
2010-01-19,20.517438888549805
2010-01-20,20.011817932128906
2010-01-21,19.852148056030273
2010-01-22,19.52393913269043
2010-01-25,19.452983856201172
2010-01-26,19.479595184326172
2010-01-27,19.790061950683594
2010-01-28,19.683610916137695
2010-01-29,19.781185150146484
2010-02-01,19.994077682495117
2010-02-02,20.180355072021484
2010-02-03,20.322282791137695
2010-02-04,19.763450622558594
2010-02-05,19.071548461914062
2010-02-08,18.77882194519043
2010-02-09,18.95623207092285
2010-02-10,19.01832389831543
2010-02-11,19.311050415039062
2010-02-12,19.665870666503906
2010-02-16,20.21584129333496
2010-02-17,20.428733825683594
2010-02-18,20.446470260620117
2010-02-19,20.712587356567383
2010-02-22,20.792417526245117
2010-02-23,21.00531768798828
2010-02-24,21.156818389892578
2010-02-25,20.907285690307617
2010-02-26,20.74687385559082
2010-03-01,21.638057708740234
2010-03-02,21.825210571289062
2010-03-03,22.083650588989258
2010-03-04,22.119298934936523
2010-03-05,22.22624397277832
2010-03-08,22.217336654663086
2010-03-09,22.440126419067383
2010-03-10,22.50250816345215
2010-03-11,22.44903564453125
2010-03-12,22.38665771484375
2010-03-15,22.591623306274414
2010-03-16,22.832250595092773
2010-03-17,22.850074768066406
2010-03-18,22.974849700927734
2010-03-19,22.930282592773438
2010-03-22,23.366962432861328
2010-03-23,23.464996337890625
2010-03-24,23.099605560302734
2010-03-25,22.76987075805664
2010-03-26,22.680747985839844
2010-03-29,22.72530746459961
2010-03-30,22.974849700927734
2010-03-31,22.47577667236328
2010-04-01,22.31536293029785
2010-04-05,22.832250595092773
2010-04-06,22.72530746459961
2010-04-07,21.994531631469727
2010-04-08,22.146034240722656
2010-04-09,22.03017807006836
2010-04-12,22.33318519592285
2010-04-13,22.529247283935547
2010-04-14,23.295669555664062
2010-04-15,23.429353713989258
2010-04-16,23.170900344848633
2010-04-19,23.206554412841797
2010-04-20,23.678874969482422
2010-04-21,23.946237564086914
2010-04-22,23.52737808227539
2010-04-23,23.170900344848633
2010-04-26,23.161991119384766
2010-04-27,22.850074768066406
2010-04-28,20.54189682006836
2010-04-29,21.335058212280273
2010-04-30,20.54189682006836
2010-05-03,21.174640655517578
2010-05-04,20.452781677246094
2010-05-05,20.025007247924805
2010-05-06,19.615062713623047
2010-05-07,19.13381576538086
2010-05-10,20.123029708862305
2010-05-11,20.140867233276367
2010-05-12,21.156818389892578
2010-05-13,20.99640655517578
2010-05-14,20.800342559814453
2010-05-17,21.156818389892578
2010-05-18,20.88055419921875
2010-05-19,20.720136642456055
2010-05-20,19.882417678833008
2010-05-21,19.77547836303711
2010-05-24,19.74873924255371
2010-05-25,19.811119079589844
2010-05-26,20.16936683654785
2010-05-27,20.42910385131836
2010-05-28,20.196237564086914
2010-06-01,19.596172332763672
2010-06-02,20.187280654907227
2010-06-03,20.58135414123535
2010-06-04,19.596172332763672
2010-06-07,19.157316207885742
2010-06-08,19.255840301513672
2010-06-09,19.255840301513672
2010-06-10,19.685739517211914
2010-06-11,19.900684356689453
2010-06-14,19.86486053466797
2010-06-15,20.626136779785156
2010-06-16,20.178329467773438
2010-06-17,20.02606964111328
2010-06-18,19.83799171447754
2010-06-21,19.83799171447754
2010-06-22,19.64991569519043
2010-06-23,19.45287322998047
2010-06-24,19.676780700683594
2010-06-25,19.65886878967285
2010-06-28,20.0618896484375
2010-06-29,19.569299697875977
2010-06-30,19.49765396118164
2010-07-01,19.703645706176758
2010-07-02,19.631999969482422
2010-07-06,19.363309860229492
2010-07-07,19.77529525756836
2010-07-08,19.76633644104004
2010-07-09,19.963375091552734
2010-07-12,19.793210983276367
2010-07-13,20.608217239379883
2010-07-14,20.823177337646484
2010-07-15,20.572399139404297
