Date,STC
2010-01-04,8.246392250061035
2010-01-05,7.960803508758545
2010-01-06,7.982223033905029
2010-01-07,7.975085735321045
2010-01-08,7.946529388427734
2010-01-11,7.960803508758545
2010-01-12,7.746612548828125
2010-01-13,7.718052864074707
2010-01-14,7.896549224853516
2010-01-15,7.71091365814209
2010-01-19,8.103596687316895
2010-01-20,7.967944145202637
2010-01-21,7.83228874206543
2010-01-22,7.560980319976807
2010-01-25,7.539562225341797
2010-01-26,7.682357311248779
2010-01-27,7.789450168609619
2010-01-28,7.439602851867676
2010-01-29,7.325367450714111
2010-02-01,7.689494609832764
2010-02-02,7.839430809020996
2010-02-03,7.946529388427734
2010-02-04,7.725193500518799
2010-02-05,7.839430809020996
2010-02-08,7.682357311248779
2010-02-09,7.675215721130371
2010-02-10,7.675215721130371
2010-02-11,7.6395182609558105
2010-02-12,7.725193500518799
2010-02-16,8.210699081420898
2010-02-17,8.446308135986328
2010-02-18,9.08888053894043
2010-02-19,9.74573802947998
2010-02-22,10.174123764038086
2010-02-23,10.024188041687012
2010-02-24,9.945651054382324
2010-02-25,10.109868049621582
2010-02-26,10.038468360900879
2010-03-01,9.909953117370605
2010-03-02,10.095585823059082
2010-03-03,9.974210739135742
2010-03-04,10.017049789428711
2010-03-05,9.845694541931152
2010-03-08,9.831415176391602
2010-03-09,9.795719146728516
2010-03-10,9.724325180053711
2010-03-11,9.67434310913086
2010-03-12,9.610084533691406
2010-03-15,9.767158508300781
2010-03-16,9.717179298400879
2010-03-17,9.74573802947998
2010-03-18,9.66720199584961
2010-03-19,9.660063743591309
2010-03-22,9.845694541931152
2010-03-23,9.93136978149414
2010-03-24,9.874255180358887
2010-03-25,9.859975814819336
2010-03-26,10.074165344238281
2010-03-29,10.109868049621582
2010-03-30,10.081303596496582
2010-03-31,9.852834701538086
2010-04-01,9.974210739135742
2010-04-05,10.245522499084473
2010-04-06,10.352615356445312
2010-04-07,10.42401123046875
2010-04-08,10.409734725952148
2010-04-09,10.538250923156738
2010-04-12,10.4525728225708
2010-04-13,10.259799003601074
2010-04-14,10.609646797180176
2010-04-15,10.531108856201172
2010-04-16,10.316917419433594
2010-04-19,10.338336944580078
2010-04-20,10.438295364379883
2010-04-21,10.102726936340332
2010-04-22,9.988487243652344
2010-04-23,10.238380432128906
2010-04-26,10.102726936340332
2010-04-27,10.031325340270996
2010-04-28,10.274081230163574
2010-04-29,8.681915283203125
2010-04-30,8.125017166137695
2010-05-03,8.439166069030762
2010-05-04,8.067901611328125
2010-05-05,8.067901611328125
2010-05-06,7.71091365814209
2010-05-07,7.475303649902344
2010-05-10,7.653796672821045
2010-05-11,7.48244571685791
2010-05-12,8.08218002319336
2010-05-13,8.039341926574707
2010-05-14,7.989365577697754
2010-05-17,8.382051467895508
2010-05-18,8.060762405395508
2010-05-19,8.096460342407227
2010-05-20,7.546698570251465
2010-05-21,7.7037739753723145
2010-05-24,7.475303649902344
2010-05-25,7.789450168609619
2010-05-26,7.632375717163086
2010-05-27,7.803732395172119
2010-05-28,7.568119525909424
2010-06-01,7.71091365814209
2010-06-02,8.203558921813965
2010-06-03,7.975085735321045
2010-06-04,7.418185710906982
2010-06-07,7.132596015930176
2010-06-08,6.961243152618408
2010-06-09,6.875565052032471
2010-06-10,6.961243152618408
2010-06-11,7.0326385498046875
2010-06-14,6.925545692443848
2010-06-15,7.039779186248779
2010-06-16,6.939824104309082
2010-06-17,6.8041672706604
2010-06-18,6.675653457641602
2010-06-21,6.582836627960205
2010-06-22,6.597115516662598
2010-06-23,6.447181224822998
2010-06-24,6.447181224822998
2010-06-25,6.718491554260254
2010-06-28,6.582836627960205
2010-06-29,6.440041542053223
2010-06-30,6.440041542053223
2010-07-01,6.411483287811279
2010-07-02,6.083056449890137
2010-07-06,5.740346908569336
2010-07-07,5.761765956878662
2010-07-08,5.868863105773926
2010-07-09,6.033077239990234
2010-07-12,5.7831854820251465
2010-07-13,6.0759148597717285
2010-07-14,6.204428672790527
2010-07-15,6.304386138916016
2010-07-16,5.997379302978516
2010-07-19,5.811745643615723
2010-07-20,5.997379302978516
2010-07-21,6.068774223327637
2010-07-22,6.375783920288086
2010-07-23,6.418622016906738
2010-07-26,6.46146297454834
2010-07-27,6.275826930999756
2010-07-28,6.282968044281006
2010-07-29,6.94696044921875
2010-07-30,7.132596015930176
2010-08-02,7.0326385498046875
2010-08-03,7.568119525909424
2010-08-04,7.60381555557251
2010-08-05,7.546698570251465
2010-08-06,7.66807746887207
2010-08-09,7.718052864074707
2010-08-10,7.518143177032471
2010-08-11,7.132596015930176
2010-08-12,7.2396931648254395
2010-08-13,7.146877288818359
2010-08-16,7.0611982345581055
2010-08-17,7.411046981811523
2010-08-18,7.461022853851318
2010-08-19,7.253971099853516
2010-08-20,7.432465076446533
2010-08-23,7.218273162841797
2010-08-24,7.303948879241943
2010-08-25,7.511003494262695
2010-08-26,7.332508563995361
2010-08-27,7.682357311248779
2010-08-30,7.361069202423096
2010-08-31,7.446744918823242
2010-09-01,7.475303649902344
2010-09-02,7.518143177032471
2010-09-03,7.718052864074707
2010-09-07,7.403904914855957
