Date,JRVR
2014-12-12,15.366643905639648
2014-12-15,14.838756561279297
2014-12-16,15.294334411621094
2014-12-17,15.308794975280762
2014-12-18,15.265401840209961
2014-12-19,16.046396255493164
2014-12-22,16.567047119140625
2014-12-23,16.234413146972656
2014-12-24,16.357343673706055
2014-12-26,16.53089141845703
2014-12-29,16.487504959106445
2014-12-30,16.350109100341797
2014-12-31,16.458587646484375
2015-01-02,16.111480712890625
2015-01-05,16.501968383789062
2015-01-06,16.321186065673828
2015-01-07,16.45135498046875
2015-01-08,16.545352935791016
2015-01-09,16.733369827270508
2015-01-12,16.603208541870117
2015-01-13,16.183788299560547
2015-01-14,16.263338088989258
2015-01-15,16.191015243530273
2015-01-16,16.017465591430664
2015-01-20,16.176559448242188
2015-01-21,16.118709564208984
2015-01-22,15.843914031982422
2015-01-23,15.612515449523926
2015-01-26,15.598051071166992
2015-01-27,15.648669242858887
2015-01-28,15.865607261657715
2015-01-29,15.554659843444824
2015-01-30,15.475115776062012
2015-02-02,15.858376502990723
2015-02-03,15.65589714050293
2015-02-04,15.908998489379883
2015-02-05,15.612515449523926
2015-02-06,15.619747161865234
2015-02-09,15.250941276550293
2015-02-10,15.337722778320312
2015-02-11,15.185857772827148
2015-02-12,15.373876571655273
2015-02-13,15.583581924438477
2015-02-17,15.814992904663086
2015-02-18,15.8800687789917
2015-02-19,15.786062240600586
2015-02-20,15.778833389282227
2015-02-23,15.995772361755371
2015-02-24,16.198251724243164
2015-02-25,16.024702072143555
2015-02-26,16.097007751464844
2015-02-27,15.88730239868164
2015-03-02,16.1331787109375
2015-03-03,16.01023292541504
2015-03-04,16.63213539123535
2015-03-05,16.42965316772461
2015-03-06,15.937928199768066
2015-03-09,15.974080085754395
2015-03-10,15.836682319641113
2015-03-11,15.89453125
2015-03-12,16.57927131652832
2015-03-13,16.557405471801758
2015-03-16,16.75409507751465
2015-03-17,16.907066345214844
2015-03-18,16.84878921508789
2015-03-19,16.75409507751465
2015-03-20,17.55537223815918
2015-03-23,17.83946418762207
2015-03-24,17.693782806396484
2015-03-25,17.14017105102539
2015-03-26,16.309743881225586
2015-03-27,16.44086265563965
2015-03-30,16.892494201660156
2015-03-31,17.14017105102539
2015-04-01,17.227577209472656
2015-04-02,17.35869789123535
2015-04-06,17.518951416015625
2015-04-07,17.220294952392578
2015-04-08,16.885208129882812
2015-04-09,16.78322982788086
2015-04-10,17.009050369262695
2015-04-13,17.373268127441406
2015-04-14,17.467966079711914
2015-04-15,17.504384994506836
2015-04-16,17.55537223815918
2015-04-17,17.205720901489258
2015-04-20,17.526235580444336
2015-04-21,17.220294952392578
2015-04-22,17.125600814819336
2015-04-23,17.48253631591797
2015-04-24,17.278573989868164
2015-04-27,17.227577209472656
2015-04-28,17.205720901489258
2015-04-29,17.169296264648438
2015-04-30,17.220294952392578
2015-05-01,17.307710647583008
2015-05-04,17.373268127441406
2015-05-05,17.71563148498535
2015-05-06,17.671920776367188
2015-05-07,17.329559326171875
2015-05-08,17.671920776367188
2015-05-11,17.781192779541016
2015-05-12,17.497098922729492
2015-05-13,17.686492919921875
2015-05-14,17.70105743408203
2015-05-15,17.504384994506836
2015-05-18,17.511669158935547
2015-05-19,17.526235580444336
2015-05-20,17.39512062072754
2015-05-21,17.365985870361328
2015-05-22,17.14017105102539
2015-05-26,16.9216365814209
2015-05-27,17.11831283569336
2015-05-28,16.972623825073242
2015-05-29,17.125600814819336
2015-06-01,17.242149353027344
2015-06-02,16.8342227935791
2015-06-03,16.52099609375
2015-06-04,16.491853713989258
2015-06-05,16.91434669494629
2015-06-08,17.307710647583008
2015-06-09,17.06732177734375
2015-06-10,17.373268127441406
2015-06-11,17.65193748474121
2015-06-12,17.629940032958984
2015-06-15,17.585939407348633
2015-06-16,17.600610733032227
2015-06-17,17.710613250732422
2015-06-18,17.915952682495117
2015-06-19,18.2532958984375
2015-06-22,18.223960876464844
2015-06-23,18.47330665588379
2015-06-24,18.436635971069336
2015-06-25,18.34130096435547
2015-06-26,18.649309158325195
2015-06-29,18.700641632080078
2015-06-30,18.971986770629883
2015-07-01,19.11865997314453
2015-07-02,18.96465492248535
2015-07-06,19.19932746887207
2015-07-07,19.28733253479004
2015-07-08,18.85464859008789
2015-07-09,18.671314239501953
2015-07-10,18.715309143066406
2015-07-13,19.15532875061035
2015-07-14,19.21399688720703
2015-07-15,19.22132682800293
2015-07-16,19.63934326171875
2015-07-17,19.771352767944336
2015-07-20,20.13802719116211
2015-07-21,20.12336540222168
2015-07-22,20.0720272064209
2015-07-23,20.035364151000977
2015-07-24,19.80068016052246
2015-07-27,19.705352783203125
2015-07-28,19.646677017211914
2015-07-29,19.9693546295166
2015-07-30,19.88868522644043
2015-07-31,20.130699157714844
2015-08-03,20.167356491088867
2015-08-04,20.27736473083496
2015-08-05,20.387367248535156
2015-08-06,20.336034774780273
2015-08-07,20.35070037841797
2015-08-10,20.358034133911133
2015-08-11,20.270030975341797
2015-08-12,20.15269660949707
2015-08-13,20.057353973388672
2015-08-14,19.624679565429688
2015-08-17,19.940021514892578
2015-08-18,19.727344512939453
2015-08-19,19.558677673339844
2015-08-20,19.36800193786621
2015-08-21,19.302001953125
2015-08-24,19.191997528076172
2015-08-25,19.147993087768555
2015-08-26,19.375335693359375
2015-08-27,19.507335662841797
2015-08-28,19.646677017211914
2015-08-31,20.240697860717773
2015-09-01,19.85935401916504
2015-09-02,20.05002212524414
2015-09-03,20.50470542907715
2015-09-04,20.30670166015625
2015-09-08,20.534038543701172
2015-09-09,20.46070671081543
2015-09-10,20.608226776123047
2015-09-11,20.67460823059082
2015-09-14,20.696735382080078
2015-09-15,20.726238250732422
2015-09-16,20.726238250732422
2015-09-17,20.689361572265625
2015-09-18,20.468076705932617
2015-09-21,20.4754581451416
2015-09-22,19.92226791381836
2015-09-23,20.20992660522461
2015-09-24,20.445951461791992
2015-09-25,20.173044204711914
2015-09-28,20.055034637451172
2015-09-29,19.155176162719727
2015-09-30,19.833757400512695
2015-10-01,19.87801170349121
2015-10-02,19.914886474609375
2015-10-05,19.914886474609375
2015-10-06,19.605104446411133
2015-10-07,19.54609489440918
2015-10-08,19.70836639404297
2015-10-09,19.87063217163086
2015-10-12,19.71574592590332
2015-10-13,19.693614959716797
2015-10-14,19.553470611572266
2015-10-15,19.833757400512695
2015-10-16,19.730491638183594
2015-10-19,19.66411018371582
2015-10-20,20.16567039489746
2015-10-21,20.40169906616211
2015-10-22,20.541841506958008
2015-10-23,21.323684692382812
2015-10-26,21.419574737548828
2015-10-27,21.574460983276367
2015-10-28,22.21617317199707
2015-10-29,21.77361488342285
2015-10-30,21.707231521606445
2015-11-02,21.02126693725586
2015-11-03,20.836872100830078
2015-11-04,20.726238250732422
2015-11-05,21.78836441040039
2015-11-06,22.3931941986084
2015-11-09,22.614463806152344
2015-11-10,22.45957374572754
2015-11-11,22.127656936645508
2015-11-12,22.1497859954834
2015-11-13,22.10552406311035
2015-11-16,22.511207580566406
2015-11-17,22.761985778808594
2015-11-18,23.123394012451172
2015-11-19,22.902124404907227
2015-11-20,22.931629180908203
2015-11-23,23.632341384887695
2015-11-24,23.602832794189453
2015-11-25,23.986373901367188
2015-11-27,23.97162628173828
2015-11-30,23.676589965820312
2015-12-01,23.53644561767578
2015-12-02,23.69133949279785
2015-12-03,23.152904510498047
2015-12-04,23.573328018188477
2015-12-07,23.49220085144043
2015-12-08,23.411060333251953
2015-12-09,23.62495994567871
2015-12-10,23.76271629333496
2015-12-11,23.969341278076172
2015-12-14,24.130064010620117
2015-12-15,25.094341278076172
2015-12-16,25.063732147216797
2015-12-17,25.477001190185547
2015-12-18,25.599451065063477
2015-12-21,25.821388244628906
2015-12-22,25.78312110900879
2015-12-23,25.943836212158203
2015-12-24,25.951486587524414
2015-12-28,25.943836212158203
2015-12-29,26.288217544555664
2015-12-30,26.04331398010254
2015-12-31,25.668323516845703
2016-01-04,25.660669326782227
2016-01-05,25.431076049804688
2016-01-06,25.675973892211914
2016-01-07,25.72190284729004
2016-01-08,25.232105255126953
2016-01-11,25.584142684936523
2016-01-12,25.95913314819336
2016-01-13,25.584142684936523
2016-01-14,25.415773391723633
2016-01-15,25.346899032592773
2016-01-19,25.499956130981445
2016-01-20,25.147916793823242
2016-01-21,25.07904052734375
2016-01-22,25.446386337280273
2016-01-25,25.607093811035156
2016-01-26,25.37751007080078
2016-01-27,24.673429489135742
2016-01-28,25.155574798583984
2016-01-29,25.95913314819336
2016-02-01,25.584142684936523
2016-02-02,25.124958038330078
2016-02-03,25.201492309570312
2016-02-04,24.604551315307617
2016-02-05,24.045881271362305
2016-02-08,24.283124923706055
2016-02-09,24.543323516845703
2016-02-10,24.428525924682617
