Date,LUMN
2010-01-04,12.972062110900879
2010-01-05,12.993293762207031
2010-01-06,12.483756065368652
2010-01-07,12.363444328308105
2010-01-08,12.328057289123535
2010-01-11,12.455448150634766
2010-01-12,12.423602104187012
2010-01-13,12.52621841430664
2010-01-14,12.53683090209961
2010-01-15,12.409444808959961
2010-01-19,12.540369033813477
2010-01-20,12.473137855529785
2010-01-21,12.182985305786133
2010-01-22,12.027289390563965
2010-01-25,12.303292274475098
2010-01-26,12.303292274475098
2010-01-27,12.207752227783203
2010-01-28,12.06975269317627
2010-01-29,12.034366607666016
2010-02-01,12.126365661621094
2010-02-02,12.087441444396973
2010-02-03,12.197134971618652
2010-02-04,11.899903297424316
2010-02-05,11.963600158691406
2010-02-08,12.154677391052246
2010-02-09,12.292675018310547
2010-02-10,12.388213157653809
2010-02-11,12.476677894592285
2010-02-12,12.232525825500488
2010-02-16,12.434212684631348
2010-02-17,12.420058250427246
2010-02-18,12.671292304992676
2010-02-19,12.420058250427246
2010-02-22,12.427138328552246
2010-02-23,12.409444808959961
2010-02-24,12.483756065368652
2010-02-25,12.26082992553711
2010-02-26,12.126365661621094
2010-03-01,12.27144718170166
2010-03-02,12.303292274475098
2010-03-03,12.236063003540039
2010-03-04,12.083908081054688
2010-03-05,12.067635536193848
2010-03-08,12.136326789855957
2010-03-09,12.299013137817383
2010-03-10,12.356854438781738
2010-03-11,12.555693626403809
2010-03-12,12.515929222106934
2010-03-15,12.577383995056152
2010-03-16,12.599072456359863
2010-03-17,12.678610801696777
2010-03-18,12.66415023803711
2010-03-19,12.602688789367676
2010-03-22,12.718377113342285
2010-03-23,12.776219367980957
2010-03-24,12.696685791015625
2010-03-25,12.620768547058105
2010-03-26,12.797914505004883
2010-03-29,12.841296195983887
2010-03-30,12.801529884338379
2010-03-31,12.819602966308594
2010-04-01,12.971446990966797
2010-04-05,13.087132453918457
2010-04-06,13.000365257263184
2010-04-07,12.95336627960205
2010-04-08,12.924446105957031
2010-04-09,13.022059440612793
2010-04-12,13.05459213256836
2010-04-13,13.050976753234863
2010-04-14,13.09074592590332
2010-04-15,13.137746810913086
2010-04-16,13.036517143249512
2010-04-19,13.087132453918457
2010-04-20,13.19920825958252
2010-04-21,13.087132453918457
2010-04-22,12.656923294067383
2010-04-23,12.411083221435547
2010-04-26,12.27731704711914
2010-04-27,12.172475814819336
2010-04-28,12.2050142288208
2010-04-29,12.327933311462402
2010-04-30,12.331551551818848
2010-05-03,12.472539901733398
2010-05-04,12.317086219787598
2010-05-05,12.5339994430542
2010-05-06,12.118247032165527
2010-05-07,11.94110107421875
2010-05-10,12.16886043548584
2010-05-11,12.18332576751709
2010-05-12,12.389389991760254
2010-05-13,12.382164001464844
2010-05-14,12.33878231048584
2010-05-17,12.353238105773926
2010-05-18,12.302624702453613
2010-05-19,12.237554550170898
2010-05-20,11.904952049255371
2010-05-21,12.020645141601562
2010-05-24,12.16886043548584
2010-05-25,12.139945983886719
2010-05-26,12.197787284851074
2010-05-27,12.472539901733398
2010-05-28,12.411083221435547
2010-06-01,12.349620819091797
2010-06-02,12.642457962036133
2010-06-03,12.627999305725098
2010-06-04,12.46370792388916
2010-06-07,12.338188171386719
2010-06-08,12.46370792388916
2010-06-09,12.500626564025879
2010-06-10,12.659379959106445
2010-06-11,12.703680992126465
2010-06-14,12.640918731689453
2010-06-15,12.814430236816406
2010-06-16,12.855051040649414
2010-06-17,12.928885459899902
2010-06-18,12.910423278808594
2010-06-21,12.903044700622559
2010-06-22,12.773824691772461
2010-06-23,12.725829124450684
2010-06-24,12.659379959106445
2010-06-25,12.530163764953613
2010-06-28,12.607695579528809
2010-06-29,12.452631950378418
2010-06-30,12.297576904296875
2010-07-01,12.275430679321289
2010-07-02,12.238510131835938
2010-07-06,12.330804824829102
2010-07-07,12.633536338806152
2010-07-08,12.677837371826172
2010-07-09,12.7184476852417
2010-07-12,12.711068153381348
2010-07-13,12.86981201171875
2010-07-14,12.928885459899902
2010-07-15,12.85873794555664
2010-07-16,12.766443252563477
2010-07-19,12.903044700622559
2010-07-20,12.939958572387695
