Date,CHE
2010-01-04,44.882537841796875
2010-01-05,44.30036544799805
2010-01-06,43.317928314208984
2010-01-07,43.49987030029297
2010-01-08,43.818241119384766
2010-01-11,43.89101028442383
2010-01-12,43.71817398071289
2010-01-13,44.23667907714844
2010-01-14,44.40951919555664
2010-01-15,44.58236312866211
2010-01-19,45.07358169555664
2010-01-20,44.01837921142578
2010-01-21,42.80851364135742
2010-01-22,43.49077224731445
2010-01-25,42.87220764160156
2010-01-26,43.15420150756836
2010-01-27,43.2906379699707
2010-01-28,42.21725082397461
2010-01-29,42.29911422729492
2010-02-01,42.6811637878418
2010-02-02,42.78123092651367
2010-02-03,42.854000091552734
2010-02-04,42.69026565551758
2010-02-05,43.39071273803711
2010-02-08,43.04502868652344
2010-02-09,43.772762298583984
2010-02-10,43.56354522705078
2010-02-11,44.054744720458984
2010-02-12,44.9371223449707
2010-02-16,46.619991302490234
2010-02-17,48.06634521484375
2010-02-18,48.0572395324707
2010-02-19,48.54846954345703
2010-02-22,48.39381790161133
2010-02-23,48.95781326293945
2010-02-24,49.540000915527344
2010-02-25,49.14798355102539
2010-02-26,48.82890319824219
2010-03-01,49.74055862426758
2010-03-02,49.71319580078125
2010-03-03,49.48529052734375
2010-03-04,49.27560043334961
2010-03-05,50.314910888671875
2010-03-08,50.187286376953125
2010-03-09,50.7069206237793
2010-03-10,50.79808807373047
2010-03-11,50.9986572265625
2010-03-12,51.053367614746094
2010-03-15,51.30862045288086
2010-03-16,51.0260009765625
2010-03-17,51.39979553222656
2010-03-18,51.88298034667969
2010-03-19,51.63683319091797
2010-03-22,52.129127502441406
2010-03-23,50.17817306518555
2010-03-24,49.71319580078125
2010-03-25,49.494407653808594
2010-03-26,49.56733703613281
2010-03-29,49.6767463684082
2010-03-30,50.187286376953125
2010-03-31,49.57646560668945
2010-04-01,49.41236114501953
2010-04-05,50.25109100341797
2010-04-06,50.460792541503906
2010-04-07,50.57017135620117
2010-04-08,50.396968841552734
2010-04-09,50.314910888671875
2010-04-12,50.26933670043945
2010-04-13,50.50636291503906
2010-04-14,51.6641731262207
2010-04-15,51.518306732177734
2010-04-16,51.41803741455078
2010-04-19,51.30862045288086
2010-04-20,51.55477523803711
2010-04-21,50.3057975769043
2010-04-22,50.44255065917969
2010-04-23,50.169044494628906
2010-04-26,50.01406478881836
2010-04-27,49.82260513305664
2010-04-28,49.8408317565918
2010-04-29,50.9439697265625
2010-04-30,50.15080642700195
2010-05-03,50.588409423828125
2010-05-04,49.43059539794922
2010-05-05,49.40325164794922
2010-05-06,48.33660888671875
2010-05-07,46.77763748168945
2010-05-10,48.85626220703125
2010-05-11,50.0778694152832
2010-05-12,50.98041534423828
2010-05-13,50.84367370605469
2010-05-14,50.74339294433594
2010-05-17,51.72800064086914
2010-05-18,51.0260009765625
2010-05-19,50.66134262084961
2010-05-20,48.92005157470703
2010-05-21,48.94740676879883
2010-05-24,51.846527099609375
2010-05-25,52.61391830444336
2010-05-26,52.12972640991211
2010-05-27,52.76010513305664
2010-05-28,51.99268341064453
2010-06-01,51.16130828857422
2010-06-02,52.5773811340332
2010-06-03,52.814910888671875
2010-06-04,51.57243347167969
2010-06-07,50.695377349853516
2010-06-08,50.439571380615234
2010-06-09,50.75019454956055
2010-06-10,51.34403610229492
2010-06-11,51.5998420715332
2010-06-14,52.02008819580078
2010-06-15,53.00679016113281
2010-06-16,52.91542053222656
2010-06-17,53.29912567138672
2010-06-18,53.23518371582031
2010-06-21,53.00679016113281
2010-06-22,52.01095962524414
2010-06-23,51.28007507324219
2010-06-24,50.62229919433594
2010-06-25,51.060821533203125
2010-06-28,50.71364212036133
2010-06-29,49.90053939819336
2010-06-30,49.9188346862793
2010-07-01,48.74028015136719
2010-07-02,47.93633270263672
2010-07-06,47.48866271972656
2010-07-07,49.06916809082031
2010-07-08,49.56250762939453
2010-07-09,48.91387939453125
2010-07-12,48.45708465576172
2010-07-13,50.45783996582031
2010-07-14,49.69956588745117
2010-07-15,49.178829193115234
2010-07-16,48.86819076538086
2010-07-19,48.91387939453125
2010-07-20,49.46202850341797
2010-07-21,48.19213104248047
2010-07-22,48.402244567871094
2010-07-23,49.07831954956055
2010-07-26,50.57661819458008
2010-07-27,50.27512741088867
2010-07-28,49.58080291748047
2010-07-29,49.124000549316406
2010-07-30,48.34744644165039
2010-08-02,48.69458770751953
2010-08-03,48.70372772216797
2010-08-04,49.343257904052734
2010-08-05,49.06916809082031
2010-08-06,48.51187515258789
2010-08-09,49.18795394897461
2010-08-10,48.75857162475586
2010-08-11,47.4977912902832
2010-08-12,47.25962829589844
2010-08-13,46.40768814086914
2010-08-16,47.25962829589844
2010-08-17,48.203155517578125
2010-08-18,48.0840950012207
2010-08-19,46.682491302490234
2010-08-20,46.46265411376953
2010-08-23,45.867210388183594
2010-08-24,45.36336898803711
2010-08-25,46.56343460083008
2010-08-26,46.04126739501953
2010-08-27,46.89320373535156
2010-08-30,45.90385437011719
2010-08-31,45.711483001708984
2010-09-01,47.461158752441406
2010-09-02,47.58940505981445
2010-09-03,48.17567825317383
2010-09-07,47.186336517333984
2010-09-08,47.3054313659668
2010-09-09,47.76344680786133
2010-09-10,48.1115608215332
2010-09-13,49.549766540527344
2010-09-14,49.28412628173828
2010-09-15,49.95283126831055
2010-09-16,49.73298263549805
2010-09-17,50.22766876220703
2010-09-20,51.61092758178711
2010-09-21,51.491825103759766
2010-09-22,51.555946350097656
2010-09-23,50.57575988769531
2010-09-24,52.133060455322266
2010-09-27,51.68418884277344
2010-09-28,52.490333557128906
2010-09-29,52.37125015258789
2010-09-30,52.18803024291992
2010-10-01,51.75748825073242
2010-10-04,50.75898361206055
2010-10-05,51.491825103759766
2010-10-06,51.14375686645508
2010-10-07,50.83226013183594
2010-10-08,51.18952560424805
2010-10-11,51.18952560424805
2010-10-12,51.41854476928711
2010-10-13,52.57275390625
2010-10-14,52.728511810302734
2010-10-15,53.09493637084961
2010-10-18,53.22317886352539
2010-10-19,52.36207580566406
2010-10-20,52.56363296508789
2010-10-21,52.297969818115234
2010-10-22,52.5544548034668
2010-10-25,53.30562973022461
2010-10-26,55.55914306640625
2010-10-27,55.128604888916016
2010-10-28,54.21253204345703
2010-10-29,53.992679595947266
2010-11-01,53.855281829833984
2010-11-02,55.73318862915039
2010-11-03,56.04464340209961
2010-11-04,56.511837005615234
2010-11-05,56.053829193115234
2010-11-08,56.31031036376953
2010-11-09,56.255348205566406
2010-11-10,57.13477325439453
2010-11-11,56.960723876953125
2010-11-12,56.0904655456543
2010-11-15,56.0904655456543
2010-11-16,54.85379409790039
2010-11-17,54.56062698364258
2010-11-18,55.331939697265625
2010-11-19,55.46966552734375
2010-11-22,55.5706672668457
2010-11-23,55.52476501464844
2010-11-24,56.42461013793945
2010-11-26,56.0756950378418
2010-11-29,56.286888122558594
2010-11-30,55.95634078979492
2010-12-01,56.47053146362305
2010-12-02,57.22346878051758
2010-12-03,57.42547607421875
2010-12-06,57.34284591674805
2010-12-07,57.526485443115234
2010-12-08,57.59076690673828
2010-12-09,57.45303726196289
2010-12-10,58.08660125732422
2010-12-13,57.517303466796875
2010-12-14,58.040687561035156
2010-12-15,58.02232360839844
2010-12-16,58.8211669921875
2010-12-17,58.33452606201172
2010-12-20,58.34368896484375
2010-12-21,58.41716384887695
2010-12-22,58.46306610107422
2010-12-23,58.71098709106445
2010-12-27,58.80281066894531
2010-12-28,59.37211608886719
2010-12-29,59.02318572998047
2010-12-30,58.8211669921875
2010-12-31,58.31615447998047
2011-01-03,58.83953857421875
2011-01-04,57.985599517822266
2011-01-05,58.24269104003906
2011-01-06,58.24269104003906
2011-01-07,57.994773864746094
2011-01-10,58.10497283935547
2011-01-11,58.12331771850586
2011-01-12,58.288612365722656
2011-01-13,58.1141471862793
2011-01-14,58.15088653564453
2011-01-18,58.196773529052734
2011-01-19,57.46220779418945
2011-01-20,57.20509719848633
2011-01-21,56.89291763305664
2011-01-24,57.682586669921875
2011-01-25,58.60080337524414
2011-01-26,59.52820587158203
2011-01-27,59.05073165893555
2011-01-28,57.526485443115234
2011-01-31,57.14081954956055
2011-02-01,57.32447814941406
2011-02-02,57.34284591674805
2011-02-03,57.306121826171875
2011-02-04,56.957191467285156
2011-02-07,57.20509719848633
2011-02-08,57.42547607421875
2011-02-09,57.20509719848633
2011-02-10,57.416297912597656
2011-02-11,57.55402755737305
2011-02-14,58.16923904418945
2011-02-15,58.25188446044922
2011-02-16,59.13336181640625
2011-02-17,59.509822845458984
2011-02-18,59.97814178466797
2011-02-22,59.68429946899414
2011-02-23,59.30783462524414
2011-02-24,59.25260543823242
2011-02-25,60.01639938354492
2011-02-28,60.21883773803711
2011-03-01,59.06857681274414
2011-03-02,59.271026611328125
2011-03-03,60.64215087890625
2011-03-04,61.02864074707031
2011-03-07,60.10843276977539
2011-03-08,61.38751220703125
2011-03-09,61.157466888427734
2011-03-10,59.82316207885742
2011-03-11,59.7679328918457
2011-03-14,59.326236724853516
2011-03-15,58.985748291015625
2011-03-16,58.63608932495117
2011-03-17,58.95814895629883
2011-03-18,59.83235168457031
2011-03-21,60.27405548095703
2011-03-22,59.93357467651367
2011-03-23,59.39064407348633
2011-03-24,59.39064407348633
2011-03-25,59.77713394165039
2011-03-28,59.92438507080078
2011-03-29,59.979591369628906
2011-03-30,60.743350982666016
2011-03-31,61.29548263549805
2011-04-01,61.820003509521484
2011-04-04,62.85985565185547
2011-04-05,63.03470993041992
2011-04-06,63.07147979736328
2011-04-07,63.03470993041992
2011-04-08,62.160499572753906
2011-04-11,62.37215805053711
2011-04-12,61.580780029296875
2011-04-13,61.19424819946289
2011-04-14,61.10226821899414
2011-04-15,62.00403594970703
2011-04-18,61.221885681152344
2011-04-19,61.056251525878906
2011-04-20,61.98565673828125
2011-04-21,62.09609603881836
