Date,RKT
2020-08-06,18.0731143951416
2020-08-07,20.921457290649414
2020-08-10,18.207550048828125
2020-08-11,17.291709899902344
2020-08-12,16.804384231567383
2020-08-13,15.745706558227539
2020-08-14,15.930554389953613
2020-08-17,15.997774124145508
2020-08-18,16.922014236450195
2020-08-19,17.980688095092773
2020-08-20,19.988813400268555
2020-08-21,21.753273010253906
2020-08-24,24.458782196044922
2020-08-25,24.03866958618164
2020-08-26,22.954788208007812
2020-08-27,22.769939422607422
2020-08-28,23.879030227661133
2020-08-31,23.52613639831543
2020-09-01,25.803131103515625
2020-09-02,26.307260513305664
2020-09-03,22.26580810546875
2020-09-04,20.644184112548828
2020-09-08,19.106584548950195
2020-09-09,19.652727127075195
2020-09-10,19.451072692871094
2020-09-11,19.114986419677734
2020-09-14,19.91319465637207
2020-09-15,19.627519607543945
2020-09-16,19.089778900146484
2020-09-17,18.963747024536133
2020-09-18,18.711681365966797
2020-09-21,17.997495651245117
2020-09-22,18.123525619506836
2020-09-23,17.056447982788086
2020-09-24,16.854795455932617
2020-09-25,17.241296768188477
2020-09-28,17.367328643798828
2020-09-29,16.863197326660156
2020-09-30,16.745567321777344
2020-10-01,19.039365768432617
2020-10-02,19.325040817260742
2020-10-05,18.955345153808594
2020-10-06,18.24955940246582
2020-10-07,18.232755661010742
2020-10-08,19.098180770874023
2020-10-09,19.29142951965332
2020-10-12,19.442670822143555
2020-10-13,19.812368392944336
2020-10-14,19.123388290405273
2020-10-15,18.778898239135742
2020-10-16,18.409202575683594
2020-10-19,17.426143646240234
2020-10-20,17.274904251098633
2020-10-21,16.812786102294922
2020-10-22,17.014436721801758
2020-10-23,17.283306121826172
2020-10-26,16.703556060791016
2020-10-27,16.896806716918945
2020-10-28,15.670086860656738
2020-10-29,15.880142211914062
2020-10-30,15.317193984985352
2020-11-02,15.905349731445312
2020-11-03,16.283447265625
2020-11-04,17.325321197509766
2020-11-05,17.60259246826172
2020-11-06,17.905071258544922
2020-11-09,18.022703170776367
2020-11-10,18.14873504638672
2020-11-11,17.69501495361328
2020-11-12,18.308378219604492
2020-11-13,18.358787536621094
2020-11-16,19.030963897705078
2020-11-17,18.652864456176758
2020-11-18,17.779037475585938
2020-11-19,17.863059997558594
2020-11-20,17.610994338989258
2020-11-23,17.056447982788086
2020-11-24,17.501766204833984
2020-11-25,17.15727424621582
2020-11-27,17.014436721801758
2020-11-30,17.409339904785156
2020-12-01,16.964025497436523
2020-12-02,16.888402938842773
2020-12-03,17.064849853515625
2020-12-04,16.49350357055664
2020-12-07,16.552318572998047
2020-12-08,16.98082733154297
2020-12-09,17.69501495361328
2020-12-10,17.4765567779541
2020-12-11,17.5269718170166
2020-12-14,18.434410095214844
2020-12-15,18.78730010986328
2020-12-16,18.81250762939453
2020-12-17,18.82090950012207
2020-12-18,18.182340621948242
2020-12-21,18.14873504638672
2020-12-22,18.232755661010742
2020-12-23,18.190744400024414
2020-12-24,17.501766204833984
2020-12-28,17.2244930267334
2020-12-29,17.434547424316406
2020-12-30,17.779037475585938
2020-12-31,16.98923110961914
2021-01-04,16.804384231567383
2021-01-05,16.711957931518555
2021-01-06,16.258241653442383
2021-01-07,16.569120407104492
2021-01-08,16.762372970581055
2021-01-11,16.66994857788086
2021-01-12,16.49350357055664
2021-01-13,16.745567321777344
2021-01-14,16.938817977905273
2021-01-15,16.468294143676758
2021-01-19,16.417882919311523
2021-01-20,16.69515609741211
2021-01-21,16.7791748046875
2021-01-22,16.846393585205078
2021-01-25,19.484682083129883
2021-01-26,19.072975158691406
2021-01-27,19.325040817260742
2021-01-28,17.905071258544922
2021-01-29,17.947080612182617
2021-02-01,18.09832000732422
2021-02-02,17.594188690185547
2021-02-03,17.821046829223633
2021-02-04,18.123525619506836
2021-02-05,18.173938751220703
2021-02-08,18.165538787841797
2021-02-09,17.854658126831055
2021-02-10,17.594188690185547
2021-02-11,17.367328643798828
2021-02-12,17.375732421875
2021-02-16,17.283306121826172
2021-02-17,16.846393585205078
2021-02-18,16.863197326660156
2021-02-19,17.03124237060547
2021-02-22,17.14887237548828
2021-02-23,16.804384231567383
2021-02-24,17.073251724243164
2021-02-25,16.720359802246094
2021-02-26,18.358787536621094
2021-03-01,20.41732406616211
2021-03-02,34.9531135559082
2021-03-03,23.53453826904297
2021-03-04,22.568286895751953
2021-03-05,21.089500427246094
2021-03-08,21.722448348999023
2021-03-09,22.408143997192383
2021-03-10,22.812530517578125
2021-03-11,22.7070369720459
2021-03-12,21.98617935180664
2021-03-15,22.6806640625
2021-03-16,21.977386474609375
2021-03-17,21.537839889526367
2021-03-18,20.307106018066406
2021-03-19,20.280733108520508
2021-03-22,20.210405349731445
2021-03-23,20.254362106323242
2021-03-24,19.797231674194336
2021-03-25,19.753276824951172
2021-03-26,21.01917266845703
2021-03-29,20.92247200012207
2021-03-30,20.395015716552734
2021-03-31,20.298315048217773
2021-04-01,19.823604583740234
2021-04-05,19.726903915405273
2021-04-06,19.911514282226562
2021-04-07,19.8499755859375
2021-04-08,19.8411865234375
2021-04-09,19.99942398071289
2021-04-12,19.489547729492188
2021-04-13,20.201614379882812
2021-04-14,19.55987548828125
2021-04-15,20.00821304321289
2021-04-16,19.445592880249023
2021-04-19,19.348892211914062
2021-04-20,19.049999237060547
2021-04-21,19.2521915435791
2021-04-22,19.225820541381836
2021-04-23,19.471965789794922
2021-04-26,19.8411865234375
2021-04-27,20.13128662109375
2021-04-28,20.09612464904785
2021-04-29,20.13128662109375
2021-04-30,19.735694885253906
2021-05-03,19.779647827148438
2021-05-04,19.770858764648438
2021-05-05,20.043376922607422
2021-05-06,16.711606979370117
2021-05-07,15.902837753295898
2021-05-10,15.524827003479004
2021-05-11,15.067696571350098
2021-05-12,14.663313865661621
2021-05-13,14.575403213500977
2021-05-14,15.243515968322754
2021-05-17,15.595154762268066
2021-05-18,15.480873107910156
2021-05-19,15.02374267578125
2021-05-20,15.146814346313477
2021-05-21,14.891879081726074
2021-05-24,14.856714248657227
2021-05-25,14.777595520019531
2021-05-26,15.349005699157715
2021-05-27,16.13140296936035
