Date,CRM
2010-01-04,18.510286331176758
2010-01-05,18.431119918823242
2010-01-06,18.398956298828125
2010-01-07,18.317317962646484
2010-01-08,18.344533920288086
2010-01-11,18.2208309173584
2010-01-12,16.8947811126709
2010-01-13,16.946733474731445
2010-01-14,17.11743927001953
2010-01-15,16.978897094726562
2010-01-19,17.19413185119629
2010-01-20,16.9591064453125
2010-01-21,16.545948028564453
2010-01-22,15.967039108276367
2010-01-25,15.865606307983398
2010-01-26,16.182275772094727
2010-01-27,16.17980194091797
2010-01-28,15.873029708862305
2010-01-29,15.722116470336914
2010-02-01,16.125375747680664
2010-02-02,16.095685958862305
2010-02-03,16.234230041503906
2010-02-04,15.445032119750977
2010-02-05,15.358444213867188
2010-02-08,15.368338584899902
2010-02-09,15.996729850769043
2010-02-10,16.01404571533203
2010-02-11,16.31834602355957
2010-02-12,16.103107452392578
2010-02-16,16.37771987915039
2010-02-17,16.521211624145508
2010-02-18,16.934364318847656
2010-02-19,17.050640106201172
2010-02-22,17.0803279876709
2010-02-23,16.88241195678711
2010-02-24,17.17928695678711
2010-02-25,16.82550811767578
2010-02-26,16.8106632232666
2010-03-01,17.54048728942871
2010-03-02,17.773042678833008
2010-03-03,17.458847045898438
2010-03-04,17.53801155090332
2010-03-05,17.88189697265625
2010-03-08,18.047653198242188
2010-03-09,18.228252410888672
2010-03-10,18.601823806762695
2010-03-11,18.658723831176758
2010-03-12,18.730470657348633
2010-03-15,18.703258514404297
2010-03-16,18.97292137145996
2010-03-17,18.985292434692383
2010-03-18,19.02735137939453
2010-03-19,18.807165145874023
2010-03-22,19.17578887939453
2010-03-23,19.07435417175293
2010-03-24,18.841800689697266
2010-03-25,18.7947940826416
2010-03-26,18.54244613647461
2010-03-29,18.49791717529297
2010-03-30,18.656253814697266
2010-03-31,18.41874885559082
2010-04-01,18.688411712646484
2010-04-05,19.012502670288086
2010-04-06,19.502351760864258
2010-04-07,19.094148635864258
2010-04-08,19.28464126586914
2010-04-09,19.73490333557129
2010-04-12,19.917980194091797
2010-04-13,19.89818572998047
2010-04-14,20.749237060546875
2010-04-15,20.714599609375
2010-04-16,20.652751922607422
2010-04-19,20.447410583496094
2010-04-20,20.900148391723633
2010-04-21,21.048585891723633
2010-04-22,21.944164276123047
2010-04-23,21.810571670532227
2010-04-26,21.8922119140625
2010-04-27,21.229185104370117
2010-04-28,21.313302993774414
2010-04-29,21.805620193481445
2010-04-30,21.177234649658203
2010-05-03,21.701717376708984
2010-05-04,21.422157287597656
2010-05-05,21.083223342895508
2010-05-06,20.01446533203125
2010-05-07,19.178260803222656
2010-05-10,21.1500186920166
2010-05-11,21.325668334960938
2010-05-12,21.86994743347168
2010-05-13,21.444421768188477
2010-05-14,20.959524154663086
2010-05-17,21.088167190551758
2010-05-18,20.820981979370117
2010-05-19,20.187641143798828
2010-05-20,19.551830291748047
2010-05-21,20.59337615966797
2010-05-24,20.333606719970703
2010-05-25,20.318763732910156
2010-05-26,20.719547271728516
2010-05-27,21.523591995239258
2010-05-28,21.407310485839844
2010-06-01,21.0015811920166
2010-06-02,21.879844665527344
2010-06-03,23.552249908447266
2010-06-04,22.176719665527344
2010-06-07,21.746248245239258
2010-06-08,21.770986557006836
2010-06-09,22.023334503173828
2010-06-10,22.864486694335938
2010-06-11,23.90850067138672
2010-06-14,23.13167381286621
2010-06-15,23.505247116088867
2010-06-16,23.339488983154297
2010-06-17,24.022308349609375
2010-06-18,23.680898666381836
2010-06-21,23.604204177856445
2010-06-22,22.735837936401367
2010-06-23,22.993131637573242
2010-06-24,22.5230770111084
2010-06-25,22.666566848754883
2010-06-28,22.582448959350586
2010-06-29,21.13022804260254
2010-06-30,21.231658935546875
2010-07-01,21.54090690612793
2010-07-02,21.550804138183594
2010-07-06,21.798202514648438
2010-07-07,22.60719108581543
2010-07-08,22.654197692871094
2010-07-09,22.706151962280273
2010-07-12,22.723464965820312
2010-07-13,23.16878318786621
2010-07-14,23.683374404907227
2010-07-15,23.747695922851562
2010-07-16,22.77294921875
2010-07-19,22.916439056396484
2010-07-20,23.03766441345215
2010-07-21,22.800161361694336
2010-07-22,23.732851028442383
2010-07-23,24.6828556060791
2010-07-26,24.757078170776367
2010-07-27,24.442880630493164
2010-07-28,24.27217674255371
2010-07-29,24.193010330200195
2010-07-30,24.47998809814453
2010-08-02,25.212289810180664
2010-08-03,24.9896297454834
2010-08-04,25.620492935180664
2010-08-05,25.405258178710938
2010-08-06,25.316194534301758
2010-08-09,25.744192123413086
2010-08-10,25.147966384887695
2010-08-11,24.222698211669922
2010-08-12,23.985193252563477
2010-08-13,24.056941986083984
2010-08-16,23.906028747558594
2010-08-17,24.574003219604492
2010-08-18,24.574003219604492
2010-08-19,23.851600646972656
2010-08-20,27.894079208374023
2010-08-23,27.777801513671875
2010-08-24,28.027673721313477
2010-08-25,27.75553321838379
2010-08-26,27.174150466918945
2010-08-27,27.579885482788086
2010-08-30,27.00839614868164
2010-08-31,27.18404769897461
2010-09-01,28.797080993652344
2010-09-02,29.470001220703125
2010-09-03,29.59617042541504
2010-09-07,29.60112190246582
2010-09-08,29.635759353637695
2010-09-09,29.106325149536133
2010-09-10,29.049427032470703
2010-09-13,29.338878631591797
2010-09-14,29.13848876953125
2010-09-15,28.89851188659668
2010-09-16,28.92572593688965
2010-09-17,28.881195068359375
2010-09-20,30.464540481567383
2010-09-21,30.031593322753906
2010-09-22,29.36362075805664
2010-09-23,29.066740036010742
2010-09-24,29.52442741394043
2010-09-27,28.955413818359375
2010-09-28,28.393821716308594
2010-09-29,28.09941864013672
2010-09-30,27.659048080444336
2010-10-01,27.708528518676758
2010-10-04,27.728322982788086
2010-10-05,28.181062698364258
2010-10-06,25.96437644958496
2010-10-07,25.95695686340332
2010-10-08,26.191984176635742
2010-10-11,24.71749496459961
2010-10-12,26.0930233001709
2010-10-13,26.548234939575195
2010-10-14,26.560604095458984
2010-10-15,26.812950134277344
2010-10-18,26.132606506347656
2010-10-19,25.6378116607666
2010-10-20,25.835729598999023
2010-10-21,26.050966262817383
2010-10-22,26.70409393310547
2010-10-25,27.8445987701416
2010-10-26,27.67389488220215
2010-10-27,28.465564727783203
2010-10-28,28.45072364807129
