Date,AMGN
2010-01-04,39.59206771850586
2010-01-05,39.249088287353516
2010-01-06,38.95415115356445
2010-01-07,38.59745788574219
2010-01-08,38.940433502197266
2010-01-11,39.11191177368164
2010-01-12,38.43282699584961
2010-01-13,38.77580642700195
2010-01-14,38.52201843261719
2010-01-15,38.583740234375
2010-01-19,39.4754524230957
2010-01-20,39.235382080078125
2010-01-21,38.844398498535156
2010-01-22,38.823822021484375
2010-01-25,38.21332550048828
2010-01-26,38.810096740722656
2010-01-27,39.60578918457031
2010-01-28,39.8390007019043
2010-01-29,40.11336898803711
2010-02-01,40.27800750732422
2010-02-02,40.62781524658203
2010-02-03,40.518070220947266
2010-02-04,39.461734771728516
2010-02-05,39.564613342285156
2010-02-08,39.41372299194336
2010-02-09,39.24223327636719
2010-02-10,38.98843002319336
2010-02-11,38.75524139404297
2010-02-12,38.74150848388672
2010-02-16,39.091339111328125
2010-02-17,39.235382080078125
2010-02-18,39.28339385986328
2010-02-19,39.35885238647461
2010-02-22,39.166786193847656
2010-02-23,38.67290496826172
2010-02-24,38.91986083984375
2010-02-25,38.583740234375
2010-02-26,38.8306884765625
2010-03-01,39.029598236083984
2010-03-02,39.00901794433594
2010-03-03,39.029598236083984
2010-03-04,38.940433502197266
2010-03-05,39.2628288269043
2010-03-08,39.51662826538086
2010-03-09,39.619510650634766
2010-03-10,39.633209228515625
2010-03-11,39.434303283691406
2010-03-12,39.39314651489258
2010-03-15,39.022735595703125
2010-03-16,39.38629150390625
2010-03-17,39.39314651489258
2010-03-18,39.996761322021484
2010-03-19,41.15599060058594
2010-03-22,41.21772003173828
2010-03-23,41.19716262817383
2010-03-24,40.518070220947266
2010-03-25,40.64839553833008
2010-03-26,40.751285552978516
2010-03-29,41.09425735473633
2010-03-30,41.21772003173828
2010-03-31,41.04624938964844
2010-04-01,41.704750061035156
2010-04-05,41.444095611572266
2010-04-06,41.354915618896484
2010-04-07,41.39607238769531
2010-04-08,41.51268005371094
2010-04-09,41.773338317871094
2010-04-12,41.4097900390625
2010-04-13,41.6224365234375
2010-04-14,41.937957763671875
2010-04-15,41.59498596191406
2010-04-16,41.649871826171875
2010-04-19,41.88994216918945
2010-04-20,41.279457092285156
2010-04-21,40.27113723754883
2010-04-22,39.89386749267578
2010-04-23,40.38774490356445
2010-04-26,40.079078674316406
2010-04-27,39.674381256103516
2010-04-28,39.90760040283203
2010-04-29,40.18882751464844
2010-04-30,39.31083297729492
2010-05-03,39.502906799316406
2010-05-04,38.981571197509766
2010-05-05,38.823822021484375
2010-05-06,37.55484390258789
2010-05-07,37.35591506958008
2010-05-10,38.124168395996094
2010-05-11,38.364253997802734
2010-05-12,38.823822021484375
2010-05-13,38.3299446105957
2010-05-14,37.513702392578125
2010-05-17,37.59601593017578
2010-05-18,37.499961853027344
2010-05-19,37.9046630859375
2010-05-20,36.313297271728516
2010-05-21,35.97034454345703
2010-05-24,36.12124252319336
2010-05-25,36.045799255371094
2010-05-26,34.543617248535156
2010-05-27,35.277549743652344
2010-05-28,35.51762390136719
2010-06-01,34.817962646484375
2010-06-02,38.473995208740234
2010-06-03,38.165321350097656
2010-06-04,37.273616790771484
2010-06-07,36.70427703857422
2010-06-08,36.91693878173828
2010-06-09,36.45735549926758
2010-06-10,37.04725646972656
2010-06-11,37.108978271484375
2010-06-14,37.088417053222656
2010-06-15,37.80864334106445
2010-06-16,37.87723922729492
2010-06-17,38.02812957763672
2010-06-18,37.86351013183594
2010-06-21,38.76894760131836
2010-06-22,38.49456787109375
2010-06-23,38.54944610595703
2010-06-24,38.5151481628418
2010-06-25,38.59061050415039
2010-06-28,38.0075569152832
2010-06-29,37.122703552246094
2010-06-30,36.08008575439453
2010-07-01,35.68224334716797
2010-07-02,35.46274948120117
2010-07-06,35.188392639160156
2010-07-07,35.25696563720703
2010-07-08,35.82628631591797
2010-07-09,36.05266571044922
2010-07-12,35.97034454345703
2010-07-13,36.18982696533203
2010-07-14,36.09380340576172
2010-07-15,36.29957580566406
2010-07-16,35.785133361816406
2010-07-19,36.76601028442383
2010-07-20,36.491661071777344
2010-07-21,35.84001159667969
2010-07-22,36.56710433959961
2010-07-23,36.18297576904297
2010-07-26,36.81402587890625
2010-07-27,37.39021682739258
2010-07-28,36.875755310058594
2010-07-29,36.60826110839844
2010-07-30,37.403934478759766
