Date,BLX
2010-01-04,5.862035751342773
2010-01-05,5.78304386138916
2010-01-06,5.78304386138916
2010-01-07,5.853718280792236
2010-01-08,5.845407485961914
2010-01-11,5.807989597320557
2010-01-12,5.728996276855469
2010-01-13,5.795514106750488
2010-01-14,6.086539268493652
2010-01-15,6.12395715713501
2010-01-19,6.207103729248047
2010-01-20,6.2237372398376465
2010-01-21,6.1738457679748535
2010-01-22,6.1738457679748535
2010-01-25,6.1156415939331055
2010-01-26,6.032491683959961
2010-01-27,6.07029914855957
2010-01-28,5.986282825469971
2010-01-29,5.948474407196045
2010-02-01,6.003084182739258
2010-02-02,5.965276718139648
2010-02-03,5.910666465759277
2010-02-04,5.734227180480957
2010-02-05,5.738430023193359
2010-02-08,5.612402439117432
2010-02-09,5.679617881774902
2010-02-10,5.721625328063965
2010-02-11,5.818246364593506
2010-02-12,5.759433269500732
2010-02-16,5.801444053649902
2010-02-17,5.965276718139648
2010-02-18,6.112308025360107
2010-02-19,6.07029914855957
2010-02-22,6.078702449798584
2010-02-23,5.881258487701416
2010-02-24,5.935871124267578
2010-02-25,5.977881908416748
2010-02-26,5.935871124267578
2010-03-01,5.99468469619751
2010-03-02,6.028288841247559
2010-03-03,5.931668758392334
2010-03-04,6.066096782684326
2010-03-05,6.221534252166748
2010-03-08,6.154317855834961
2010-03-09,6.091304302215576
2010-03-10,6.099706172943115
2010-03-11,6.213130474090576
2010-03-12,6.208926677703857
2010-03-15,6.2173309326171875
2010-03-16,6.2173309326171875
2010-03-17,6.1837239265441895
2010-03-18,6.158518314361572
2010-03-19,6.292947292327881
2010-03-22,6.221534252166748
2010-03-23,6.313953876495361
2010-03-24,6.175320625305176
2010-03-25,6.14591646194458
2010-03-26,6.103907585144043
2010-03-29,6.019890308380127
2010-03-30,6.154317855834961
2010-03-31,6.032492160797119
2010-04-01,6.14591646194458
2010-04-05,6.250938415527344
2010-04-06,6.3265557289123535
2010-04-07,6.490390300750732
2010-04-08,6.532398700714111
2010-04-09,6.456782817840576
2010-04-12,6.56180477142334
2010-04-13,6.666825771331787
2010-04-14,6.767649173736572
2010-04-15,6.713035583496094
2010-04-16,6.729840278625488
2010-04-19,6.784451484680176
2010-04-20,6.847466468811035
2010-04-21,6.570206642150879
2010-04-22,6.459925174713135
2010-04-23,6.642313480377197
2010-04-26,6.404784202575684
2010-04-27,6.226640224456787
2010-04-28,6.1630144119262695
2010-04-29,6.154531955718994
2010-04-30,6.006076812744141
2010-05-03,6.044251441955566
2010-05-04,5.925488471984863
2010-05-05,5.8618645668029785
2010-05-06,5.819447040557861
2010-05-07,5.683714866638184
2010-05-10,6.065457344055176
2010-05-11,6.052735328674316
2010-05-12,6.256330490112305
2010-05-13,6.078181743621826
2010-05-14,5.96366024017334
2010-05-17,5.946692943572998
2010-05-18,5.810964107513428
2010-05-19,5.802481174468994
2010-05-20,5.624335289001465
2010-05-21,5.726131916046143
2010-05-24,5.628574371337891
2010-05-25,5.73037576675415
2010-05-26,5.463153839111328
2010-05-27,5.543746471405029
2010-05-28,5.48012113571167
2010-06-01,5.340148448944092
2010-06-02,5.395288944244385
2010-06-03,5.471636772155762
2010-06-04,5.280766010284424
2010-06-07,5.098378658294678
2010-06-08,5.280766010284424
2010-06-09,5.429220676422119
2010-06-10,5.569194793701172
2010-06-11,5.654026031494141
2010-06-14,5.509811878204346
2010-06-15,5.522538661956787
2010-06-16,5.620092868804932
2010-06-17,5.509811878204346
2010-06-18,5.475881576538086
2010-06-21,5.471636772155762
2010-06-22,5.458913326263428
2010-06-23,5.4504313468933105
2010-06-24,5.352874755859375
2010-06-25,5.5776777267456055
2010-06-28,5.5140533447265625
2010-06-29,5.331665515899658
2010-06-30,5.297732353210449
2010-07-01,5.403772830963135
2010-07-02,5.335907936096191
2010-07-06,5.1026201248168945
2010-07-07,5.28501033782959
2010-07-08,5.395288944244385
2010-07-09,5.28501033782959
2010-07-12,5.293490409851074
2010-07-13,5.458913326263428
2010-07-14,5.429220676422119
2010-07-15,5.374082088470459
2010-07-16,5.187452793121338
2010-07-19,5.187452793121338
2010-07-20,5.301974296569824
2010-07-21,5.259559631347656
2010-07-22,5.482823371887207
2010-07-23,5.388364315032959
2010-07-26,5.384069442749023
2010-07-27,5.4914069175720215
2010-07-28,5.2810258865356445
2010-07-29,5.332550525665283
2010-07-30,5.311083793640137
2010-08-02,5.422713279724121
2010-08-03,5.366897106170654
2010-08-04,5.392658233642578
2010-08-05,5.32396125793457
2010-08-06,5.2380900382995605
2010-08-09,5.2337965965271
2010-08-10,5.289612770080566
2010-08-11,5.246679782867432
2010-08-12,5.143634796142578
2010-08-13,5.117873191833496
2010-08-16,5.195155620574951
2010-08-17,5.345427989959717
2010-08-18,5.336841106414795
2010-08-19,5.216623783111572
2010-08-20,5.177982330322266
2010-08-23,5.160807132720947
2010-08-24,5.177982330322266
2010-08-25,5.268145561218262
2010-08-26,5.220916271209717
2010-08-27,5.457062244415283
2010-08-30,5.422713279724121
2010-08-31,5.448473930358887
2010-09-01,5.534344673156738
2010-09-02,5.572987079620361
2010-09-03,5.731845378875732
2010-09-07,5.641680717468262
2010-09-08,5.8091278076171875
2010-09-09,5.950814723968506
2010-09-10,5.998045921325684
2010-09-13,6.0839128494262695
2010-09-14,6.096794128417969
2010-09-15,6.019511699676514
2010-09-16,5.959400653839111
2010-09-17,5.967989921569824
2010-09-20,6.371580123901367
2010-09-21,6.247067451477051
2010-09-22,6.096794128417969
2010-09-23,5.972282409667969
2010-09-24,6.242772579193115
2010-09-27,6.178374290466309
2010-09-28,6.324352741241455
2010-09-29,6.23418664932251
2010-09-30,6.204131603240967
2010-10-01,6.259947776794434
2010-10-04,6.126850128173828
2010-10-05,6.371580123901367
2010-10-06,6.4188079833984375
2010-10-07,6.23418664932251
2010-10-08,6.358699798583984
2010-10-11,6.290002346038818
2010-10-12,6.302883148193359
2010-10-13,6.551907539367676
2010-10-14,6.629190444946289
2010-10-15,6.5647873878479
2010-10-18,6.676418304443359
2010-10-19,6.466036796569824
2010-10-20,6.696192264556885
2010-10-21,6.687506675720215
2010-10-22,6.670135498046875
2010-10-25,6.717905044555664
2010-10-26,6.730932712554932
2010-10-27,6.743959426879883
2010-10-28,6.639737129211426
2010-10-29,6.691849231719971
2010-11-01,6.700534343719482
2010-11-02,6.804757118225098
2010-11-03,6.791727542877197
2010-11-04,6.900291442871094
2010-11-05,6.922002792358398
2010-11-08,6.935031414031982
2010-11-09,6.743959426879883
2010-11-10,6.856863975524902
2010-11-11,6.761327743530273
2010-11-12,6.700534343719482
2010-11-15,6.800410270690918
2010-11-16,6.631053447723389
2010-11-17,6.713565349578857
2010-11-18,6.961086273193359
2010-11-19,6.987142086029053
2010-11-22,6.991483688354492
2010-11-23,7.0479350090026855
2010-11-24,7.1782145500183105
2010-11-26,7.265063285827637
2010-11-29,7.24335241317749
2010-11-30,7.052278518676758
2010-12-01,7.412711143493652
2010-12-02,7.5429863929748535
2010-12-03,7.612464904785156
2010-12-06,7.629836082458496
2010-12-07,7.694972991943359
2010-12-08,7.708003997802734
2010-12-09,7.616812229156494
2010-12-10,7.7340569496154785
2010-12-13,7.708003997802734
2010-12-14,7.751426696777344
2010-12-15,7.63417911529541
2010-12-16,7.807880401611328
2010-12-17,7.755772590637207
2010-12-20,7.838280200958252
2010-12-21,7.985925197601318
2010-12-22,8.038037300109863
2010-12-23,8.090142250061035
2010-12-27,8.15528392791748
2010-12-28,8.072776794433594
2010-12-29,8.020663261413574
2010-12-30,7.985925197601318
2010-12-31,8.016321182250977
2011-01-03,8.098831176757812
2011-01-04,7.998952865600586
2011-01-05,8.007638931274414
2011-01-06,7.764455318450928
2011-01-07,7.647209167480469
2011-01-10,7.595095157623291
2011-01-11,7.742743015289307
2011-01-12,7.786169052124023
2011-01-13,7.760113716125488
2011-01-14,7.777482509613037
2011-01-18,7.742743015289307
2011-01-19,7.638522624969482
2011-01-20,7.529958724975586
2011-01-21,7.44744873046875
2011-01-24,7.512588977813721
2011-01-25,7.603781223297119
2011-01-26,7.647209167480469
2011-01-27,7.681948661804199
2011-01-28,7.477847099304199
2011-01-31,7.5082478523254395
2011-02-01,7.806995868682861
2011-02-02,7.688371658325195
2011-02-03,7.613685607910156
2011-02-04,7.517034530639648
2011-02-07,7.600506782531738
2011-02-08,7.7191267013549805
2011-02-09,7.600506782531738
2011-02-10,7.587324619293213
2011-02-11,7.8113837242126465
2011-02-14,7.877285957336426
2011-02-15,7.824568271636963
2011-02-16,7.7103400230407715
2011-02-17,7.705948352813721
2011-02-18,7.688371658325195
2011-02-22,7.402803897857666
2011-02-23,7.24903678894043
2011-02-24,7.279789447784424
2011-02-25,7.36765718460083
2011-02-28,7.380837917327881
2011-03-01,7.319333553314209
2011-03-02,7.319333553314209
2011-03-03,7.679586410522461
2011-03-04,7.767454147338867
2011-03-07,7.666408061981201
2011-03-08,7.780631065368652
2011-03-09,7.771848201751709
2011-03-10,7.543392181396484
2011-03-11,7.517034530639648
2011-03-14,7.622474193572998
2011-03-15,7.60929012298584
2011-03-16,7.5785417556762695
2011-03-17,7.569750785827637
2011-03-18,7.477489471435547
2011-03-21,7.65762186050415
2011-03-22,7.644441604614258
2011-03-23,7.7191267013549805
2011-03-24,7.723517894744873
2011-03-25,7.600506782531738
2011-03-28,7.53021240234375
2011-03-29,7.547784328460693
2011-03-30,7.569750785827637
2011-03-31,7.6707987785339355
2011-04-01,7.767454147338867
2011-04-04,7.820173263549805
2011-04-05,7.833353519439697
2011-04-06,7.842142581939697
2011-04-07,7.785024166107178
2011-04-08,7.65762186050415
2011-04-11,7.560965061187744
2011-04-12,7.455524921417236
2011-04-13,7.4906721115112305
2011-04-14,7.539000034332275
2011-04-15,7.517034530639648
2011-04-18,7.44674015045166
2011-04-19,7.39401912689209
2011-04-20,7.4906721115112305
2011-04-21,7.477489471435547
2011-04-25,7.459918975830078
2011-04-26,7.468708038330078
2011-04-27,7.5785417556762695
2011-04-28,7.783005714416504
