Date,JHX
2010-01-04,5.445305347442627
2010-01-05,5.411976337432861
2010-01-06,5.230048656463623
2010-01-07,5.271712303161621
2010-01-08,5.284210205078125
2010-01-11,5.5383524894714355
2010-01-12,5.564739227294922
2010-01-13,5.606402397155762
2010-01-14,5.624455451965332
2010-01-15,5.478635311126709
2010-01-19,5.474469184875488
2010-01-20,5.0272908210754395
2010-01-21,4.7814812660217285
2010-01-22,4.934244155883789
2010-01-25,4.906469345092773
2010-01-26,4.996738433837891
2010-01-27,4.956463813781738
2010-01-28,4.78981351852417
2010-01-29,4.6092753410339355
2010-02-01,4.673158168792725
2010-02-02,4.767594337463379
2010-02-03,4.8120341300964355
2010-02-04,4.47456693649292
2010-02-05,4.528728485107422
2010-02-08,4.430127143859863
2010-02-09,4.645382881164551
2010-02-10,4.51900577545166
2010-02-11,4.813423156738281
2010-02-12,4.673158168792725
2010-02-16,4.7314863204956055
2010-02-17,4.706489086151123
2010-02-18,4.941188335418701
2010-02-19,4.800923824310303
2010-02-22,4.798146724700928
2010-02-23,4.689823150634766
2010-02-24,4.818978309631348
2010-02-25,4.638440132141113
2010-02-26,4.612053871154785
2010-03-01,4.6801018714904785
2010-03-02,4.64954948425293
2010-03-03,4.671770095825195
2010-03-04,4.582889080047607
2010-03-05,4.780092716217041
2010-03-08,4.756484031677246
2010-03-09,4.818978309631348
2010-03-10,4.782869815826416
2010-03-11,4.762038230895996
2010-03-12,4.674546241760254
2010-03-15,4.635661602020264
2010-03-16,4.749540328979492
2010-03-17,4.902303218841553
2010-03-18,4.981462001800537
2010-03-19,4.670381546020508
2010-03-22,4.75092887878418
2010-03-23,4.756484031677246
2010-03-24,4.7078776359558105
2010-03-25,4.657882213592529
2010-03-26,4.52178430557251
2010-03-29,4.5259504318237305
2010-03-30,4.591222286224365
2010-03-31,4.58150053024292
2010-04-01,4.59399938583374
2010-04-05,4.596776485443115
2010-04-06,4.741207599639893
2010-04-07,4.689823150634766
2010-04-08,4.72176456451416
2010-04-09,4.72176456451416
2010-04-12,4.681490898132324
2010-04-13,4.612053871154785
2010-04-14,4.687045574188232
2010-04-15,4.663436412811279
2010-04-16,4.51345157623291
2010-04-19,4.482899188995361
2010-04-20,4.5398383140563965
2010-04-21,4.595388889312744
2010-04-22,4.648160934448242
2010-04-23,4.766205310821533
2010-04-26,4.770371437072754
2010-04-27,4.666215419769287
2010-04-28,4.700933933258057
2010-04-29,4.8634185791015625
2010-04-30,4.92452335357666
2010-05-03,5.099506378173828
2010-05-04,4.970352649688721
2010-05-05,4.782869815826416
2010-05-06,4.43290376663208
2010-05-07,4.610663890838623
2010-05-10,4.809255599975586
2010-05-11,4.762038230895996
2010-05-12,4.764815807342529
2010-05-13,4.738430023193359
2010-05-14,4.675936698913574
2010-05-17,4.666215419769287
2010-05-18,4.589833736419678
2010-05-19,4.506507873535156
2010-05-20,4.242644786834717
2010-05-21,4.309304714202881
2010-05-24,4.289862155914307
2010-05-25,4.1620965003967285
2010-05-26,4.102380275726318
2010-05-27,4.26347541809082
2010-05-28,4.26347541809082
2010-06-01,4.192649841308594
2010-06-02,4.320414066314697
2010-06-03,4.366244316101074
2010-06-04,4.235700607299805
2010-06-07,4.0829386711120605
2010-06-08,4.089881896972656
2010-06-09,4.09682559967041
2010-06-10,4.173206806182861
2010-06-11,4.0829386711120605
2010-06-14,4.119045734405518
2010-06-15,4.267643451690674
2010-06-16,4.180150508880615
2010-06-17,4.148209571838379
2010-06-18,4.109323978424072
2010-06-21,4.134322166442871
2010-06-22,4.0273871421813965
2010-06-23,3.8607370853424072
2010-06-24,3.827407121658325
2010-06-25,3.9523942470550537
2010-06-28,3.869070053100586
2010-06-29,3.6107614040374756
2010-06-30,3.592707395553589
2010-07-01,3.6774215698242188
2010-07-02,3.6246490478515625
2010-07-06,3.6246490478515625
2010-07-07,3.746859550476074
2010-07-08,3.9871137142181396
2010-07-09,3.9718375205993652
2010-07-12,3.848238706588745
2010-07-13,3.855182409286499
2010-07-14,3.8885128498077393
2010-07-15,3.8329622745513916
2010-07-16,3.632981538772583
2010-07-19,3.645479917526245
2010-07-20,3.828796148300171
2010-07-21,3.7065861225128174
2010-07-22,3.9246208667755127
2010-07-23,3.9648940563201904
2010-07-26,4.1523756980896
2010-07-27,4.209314823150635
2010-07-28,4.09682559967041
2010-07-29,4.080160617828369
2010-07-30,4.05516242980957
2010-08-02,4.221812725067139
2010-08-03,4.187095642089844
2010-08-04,4.034331798553467
2010-08-05,3.9718375205993652
2010-08-06,3.9773926734924316
2010-08-09,4.025999546051025
2010-08-10,4.025999546051025
2010-08-11,3.8676815032958984
2010-08-12,3.519103765487671
2010-08-13,3.46494197845459
2010-08-16,3.423279285430908
2010-08-17,3.517714023590088
